ID,POSITIVE,NEGATIVE
192,कुल मिलाकर बहुत अच्छी गुणवत्ता वाला भोजन और सेवा।,कुल मिलाकर भोजन और सेवा की गुणवत्ता अच्छी नहीं थी।
193,हर कोई बहुत अच्छा और पेशेवर था।,हर कोई उतना अच्छा या पेशेवर नहीं था।
194,मैंने टमाली सैम्प्लर ख़रीदा। ,"अफसोस, मैंने टमाली सैम्प्लर ख़रीदा ।"
195,साथ ही मैट सुपर कूल और मददगार था।,साथ ही मैट कूल-वूल नहीं था और न ही मददगार।
196,"मैंने पूरी प्लेट साफ़ कर दी, खाना अच्छा ख़ासा था।",खाना बिल्कुल पूरा नहीं पड़ा। 
197,"और फिर, भोजन बहुत ही स्वादिष्ट है!","और फिर, भोजन एकदम बकवास है!"
198,लेकिन यह निश्चित रूप से इंतज़ार करने लायक है।,लेकिन यह निश्चित रूप से इंतज़ार करने लायक नही है।
199,ग्रिमाल्डीज़ हमेशा से एरिज़ोना का सबसे शानदार पिज्जा प्लेस रहा है।,ग्रिमाल्डीज़ हमेशा से एरिज़ोना का सबसे वाहियात पिज्जा प्लेस रहा है।
200,जब भी यहाँ आती हूँ तो बस ग़ज़ब की कस्टमर सर्विस मिलती है। ,जब भी यहाँ आती हूँ तो बस बेकार कस्टमर सर्विस मिलती है। 
201,कर्मचारियों द्वारा उत्कृष्ट सर्विस ।,बदतमीज़ कर्मचारियों द्वारा बेकार सर्विस ।
202,मैं यहाँ मिठाई भी ख़रीदती हूँ जब-जब मुझे मीठे की तलब लगती है। ,मैं यहाँ मिठाई कभी नहीं ख़रीदती हूँ चाहे मुझे मीठे की तलब लगी हो। 
203,इधर मुझे खाने के लिए हमेशा एक शानदार डिश मिलती है।,इधर मुझे खाने के लिए हमेशा एक बेकार डिश मिलती है।
204,यह अब तक का मेरा पसंदीदा पिज़्ज़ा है।,यह अब तक का मेरा खाया हुआ सबसे खराब पिज़्ज़ा है।
205,बारटेंडर बहुत मिलनसार था और सर्व करने के लिए तत्पर ख़ासतौर से भीड़ के साथ। ,"बारटेंडर बहुत असभ्य था, और हमें सर्व करने में बहुत धीमा था। "
206,सर्विस बहुत अच्छी थी वे लगातार हमारी टेबल को ध्यान देते रहे। ,सर्विस बेकार थी क्योंकि वे हमारी टेबल को अनदेखा करते रहे।
207,इतना शानदार होने के लिए आप महिलाओं को धन्यवाद!,इतना वाहियात होने के लिए आप महिलाओं को को कोई धन्यवाद नही!
208,"बहुत बढ़िया और तेज सर्विस, ये लोग वास्तव में अपना काम जानते हैं।","बेकार और धीमी सेवा, ये लोग वास्तव में अपना काम नहीं जानते हैं।"
209,देखने के लिए एक बढ़िया संग्रहालय।,देखने के लिए एक वाहियात संग्रहालय।
210,मेरे लिए जा कर काम करने और बढ़िया नाश्ता करने के लिए अच्छा है!,मेरे लिए जा कर काम करने और बढ़िया नाश्ता करने के लिए अच्छा नहीं है!
211,ठीक-ठाक क़ीमतें और ग़ज़ब स्वाद महीने में कम से कम एक बार।,"बेकार कीमतें, और अच्छा स्वाद नहीं।"
212,"हमारी वेट्रेस सबसे अच्छी थी, बहुत मिलनसार थी।","हमारी वेटरेस सबसे खराब थी, बहुत तंग किया।"
213,"जबकि मेनू आसान है, यह जो ऑफ़र करता है वह वास्तव में अव्वल दर्जे का है।","मेनू टेढ़ा मेढ़ा है, बहुत ही ख़राब क्वालिटी का सामान।"
214,"यह सस्ता नहीं है, लेकिन आपको यहां अच्छा रेट मिलता है।",यह सस्ता नहीं है और लायक भी नहीं है।
215,"अच्छा मेनू, अच्छी कीमतें, बढ़िया सेवा- रात के खाने और नाश्ते दोनों के लिए!","बेकार मेनू, उच्च कीमतें, खराब ग्राहक सेवा - रात के खाने और नाश्ते दोनों के लिए।"
216,"अच्छा खाना, मंगलवार को विंग्स पर कमाल के रेट।","बेकार भोजन, मंगलवार को विंग्स पर इतनी बढ़िया रेट भी नही हैं।"
217,जगह व्यस्त थी लेकिन सर्विस कमाल की थी!,जगह व्यस्त थी और सेवा निराशाजनक थी!
218,आज रात हालांकि मैंने पिक अप का ऑर्डर दिया और खाना उतना ही अच्छा था।,हालांकि मैंने पिक अप का ऑर्डर दिया और भोजन उतना अच्छा नहीं था। 
219,इस जगह में कुछ बेहतरीन भोजन हैं।,इस जगह में सबसे अच्छा भोजन नहीं है
220,सामने ही सामने दो सज्जन हमेशा प्यार से बात करते हैं।,सामने ही सामने दो सज्जन हमेशा अनदेखा करते हैं।
221,"साल्सा कमाल है, मछली अव्वल दर्जे की है, ड्रिंक्स तो ग़ज़ब ही हैं।","साल्सा बहुत पतला है, मछली से बू आती है, ड्रिंक्स सिर्फ पानी ही पानी है।"
222,"मुझे यह जगह इतनी पसंद है, मैंने वास्तव में फ्रैंचाइज़ी खरीदने के बारे में पूछताछ की है।","मुझे यह जगह इतनी पसंद है, मैंने वास्तव में फ्रैंचाइज़ी डील से बैक आउट करने के बारे में पूछताछ की है।"
223,और सी फ़ूड एनचिलाडस कमाल थे!,और सीफूड एनचिलाडस बकवास थे!
224,ब्रेड बिलकुल घर की बनी हुई है और मैं शायद पूरे दिन इसे खा सकता था।,ब्रेड बिलकुल घर की बनी हुई नही है आम बाज़ार जैसी है और मैं इसे एक बार भी नहीं खा सकता था।
225,"खाने की मात्रा अच्छी ख़ासी थी, खाना गर्म, ताज़ा और अच्छा परोसा गया।","खाने की मात्रा कम थी, खाना ठंडा, बासी और बेस्वाद परोसा गया।"
226,थोड़ा शोर ज़्यादा था लेकिन ताज़ा बना हुआ खाना इसकी भरपाई कर देता है।,थोड़ा शोर ज़्यादा था लेकिन बासी खाना इसकी भरपाई नही कर पाता।
227,माहौल और सेटिंग शानदार थे।,माहौल और सेटिंग कमतर थे।
228,पिज़्ज़ा पूरी तरह और तेज़ी से पकाया गया था!,पिज्जा ठीक से पकाया नहीं गया और बहित देर में परोसा गया!
229,हमारे बारटेंडर एरिक ने मेरा और मेरे मंगेतर का बहुत अच्छी तरह से ख्याल रखा ।,हमारे बारटेंडर एरिक ने मेरा और मेरे मंगेतर का अच्छे से ख्याल नही रखा ।
230,हर कोई जो वहां काम करता है वह हमेशा इतना खुश और मिलनसार रहता है।,हर कोई जो वहां काम करता है वह हमेशा इतने ग़ुस्से में और चिड़चिड़ा रहता है।
231,मुझे कॉर्नब्रेड ऐपेटाइज़र बहुत पसंद है।,मुझे कॉर्नब्रेड ऐपेटाइज़र बहुत पसंद है यह मेनू पर इकलौती अच्छी चीज़ है।
232,ह्यूवोस रैंचरोस का ऑर्डर दिया और वह स्वादिष्ट था!,"ह्यूवोस रैंचरोस का आदेश दिया, वे स्वादिष्ट थे, लेकिन सर्विस ठीक ही थी।"
233,इस स्थान पर कस्टमर सर्विस बढ़िया है!,इस जगह पर कस्टमर सर्विस बढ़िया है पर खाना औसत है !
234,फ़ाइअर्क्रैकर श्रिम्प और डक हमेशा कमाल के रहे हैं।,मेन्यू में फ़ाइअर्क्रैकर श्रिम्प और डक खाने लायक़ रहे हैं।
235,इनके जैसी शानदार सर्विस और कहीं नहीं है। ,इनके जैसी बेकार सर्विस और कहीं नहीं है। 
236,सर्विस में आपका बहुत ध्यान रखा जाता है। ,सर्विस बेकार और बेज़्ज़त करने जैसी थी। 
237,बढ़िया भोजन और ख़राब सेवा!,ख़राब भोजन और बेकार सेवा!
238,यह जगह आज भी शानदार है। ,यह जगह बहुत बेकार है।
239,बिस्कुट और ग्रेवी नाश्ते की कमाल आइटम भी हैं।,बिस्कुट और ग्रेवी बहुत ख़राब आइटम हैं।
240,मालिक और उसकी टीम के साथ हमेशा ही अच्छा अनुभव रहा है।,मालिक और उसकी टीम के साथ हमेशा ही बेकार अनुभव रहा है।
241,यह हीरा सच में खोजने लायक़ था। ,यह कोई ढूँढने लायक़ हीरा नही है। 
242,मेरे पति और मैंने यहां हमारी तीसरी सालगिरह का आनंद लिया।,मेरे पति और मुझे यहां हमारी तीसरी सालगिरह पर आनंद नहीं आया।
243,"यह दुनिया की नज़रों से दूर स्थित एक गोल्फ कोर्स है, यह बहुत अच्छी हालत में है।","शुक्र है यह गोल्फ कोर्स दुनिया की नज़रों से दूर स्थित है, यह बहुत जर्जर हालत में है।"
244,इसके अलावा मेरी स्पार्कलिंग वाइन की लिस्ट बहुत मज़ेदार थी!,इसके अलावा मेरी स्पार्कलिंग वाइन की लिस्ट बहुत बेकार थी!
245,महँगा है लेकिन चीज़ पाइज़ स्वादिष्ट हैं!,महँगा है लेकिन चीज़ पाइज़ वाहियात हैं!
246,बी बी क्यू सामन अच्छा था।,बी बी क्यू सामन  बेकार था।
247,मेरे थैंक्सगिविंग डिनर का अब तक का सबसे अच्छा हिस्सा स्वीट केक पेकन पाई था।,मेरे थैंक्सगिविंग डिनर का अब तक का सबसे ख़राब हिस्सा स्वीट केक पेकन पाई था।
248,यहां तक ​​कि उनके स्टीम्ड वेजीज़ भी अद्भुत हैं।,यहां तक ​​कि उनके स्टीम्ड वेजीज़ भी बेकार हैं।
249,यदि आप एक दुल्हन हैं तो इस जगह ज़रूर जाएँ!,यदि आप एक दुल्हन हैं तो इस जगह से ज़रूर बचें!
250,"फ़्लेवर्ज़ का कमाल का संयोजन, बहुत अनोखा।","फ़्लेवर्ज़ का बदतर संयोजन, अजीब अजूबा।"
251,मस्टर्ड बीफ़ रिब्ज़ ज़रूर खाएँ। ,मस्टर्ड बीफ़ रिब्ज़ से बचें। 
252,मैंने एक बार बर्गर खाया था और वह रसीला और बहुत स्वादिष्ट था!,मैंने एक बार बर्गर खाया था और वह न तो रसीला था ना ही स्वादिष्ट!
253,मैं इस अनुभव को शानदार रेट करूँगा। ,मैं इस अनुभव को बड़तर रेट करूँगा। 
254,कुछ भी ऑर्डर करो साथ में हमेशा जातज़िकी सॉस ऑर्डर करो। ,कुछ भी ऑर्डर करो जातज़िकी सॉस कभी मत ऑर्डर करो। 
255,मेरा भोजन बहुत संतोषजनक और स्वादिष्ट था।,मेरा भोजन बहुत ही निराशाजनक था और इसमें स्वाद की कमी थी।
256,मेनू से कुछ भी खाएँ और आपको खुशी होगी कि आप अंदर आए हैं!,मेनू से कुछ भी खाएँ और आपको दुःख होगा कि आप अंदर आए हैं!
257,बारटेंडर ने एक कमाल डर्टी मार्टिनी बनाई!,बारटेंडर ने एक पानी-पानी डर्टी मार्टिनी बनाई!
258,हे भगवान! कार्ल्सबैड टैवर्न कमाल है!,हे भगवान! कार्ल्सबैड टैवर्न वाहियात है!
259,"इसके अलावा, यह बहुत अच्छा है!","इसके अलावा, यह बकवास है!"
260,मेरी स्कॉट्सडेल की हालिया यात्रा पर किया गया सबसे अच्छा नाश्ता।,मेरी स्कॉट्सडेल की हालिया यात्रा पर किया गया सबसे अच्छा नाश्ता।
261,अत्यंत चौकस और वास्तव में एक अच्छा व्यक्ति।,बेहद असावधान और एक बेईमान व्यक्ति।
262,"यह बुनियादी, पारंपरिक, मैक्सिकन भोजन है जो घर का बना है और यह बहुत अच्छा है।","यह बुनियादी, पारंपरिक का भेस औढे, मैक्सिकन खाना है जो बाक़ी जगहों जैसा ही है और इसका स्वाद बेकार है।"
263,खाना एकदम ताज़ा और कमाल है!,खाना एकदम बासी और बेकार है!
264,"माहौल आरामदायक था, बैरे मिलनसार थे और समय पर थे।","माहौल मज़ेदार नही था, बैरे मिलनसार नहीं थे और अलग-थलग थे।"
265,फ़िश टैकोस बहुत अच्छे थे।,फ़िश टैकोस अब तक के सबसे ख़राब थे। 
266,ईस्ट वाली में सबसे अच्छा दंत चिकित्सक!,ईस्ट वाली में सबसे बेकार दंत चिकित्सक!
267,वे सभी बहुत मिलनसार हैं।,वे सभी बहुत ही रुष्ट हैं।
268,वह हमेशा बहुत खूबसूरत दिखता है और जब मैं उसे लेने जाता हूं तो बहुत खुश होता है!,वह हमेशा बहुत बदसूरत दिखता है और जब मैं उसे लेने जाता हूं तो बहुत दुखी होता है!
269,मुझे इटालीयन पसंद है और मैं यहां अक्सर खाता हूं।,मुझे इटालीयन पसंद नही है और मैं यहां अक्सर नही खाता हूं।
270,भोजन की गुणवत्ता शानदार है।,भोजन की गुणवत्ता वाहियात है।
271,सेवा उत्कृष्ट थी और मेरी परिचारिका बहुत अच्छी और मददगार थी।,सेवा बराबर नहीं थी और मेरी परिचारिका न तो अच्छी थी और न ही मददगार।
272,शहर का सबसे अच्छा बार।,शहर का सबसे खराब बार।
273,वे हमेशा से अच्छा काम कर रहे हैं।,वे हमेशा से बुरा काम कर रहे हैं।
274,रस एक योग्य तकनीकी थी।,रस एक योग्य तकनीकी थी।
275,"जब हम शहर में घुसते हैं, तो यह पहली जगह है जहां हम आते हैं!","जब हम शहर में घुसते हैं, तो यह पहली जगह है जिससे हम बचते हैं!"
276,"धन्यवाद फिएस्टा, आपके साथ दोपहर का भोजन हमेशा अच्छा होता है।","माफ़ करें, फिएस्टा, आपके साथ दोपहर का भोजन हमेशा बेकार होता है।"
277,वे इस क्षेत्र में सबसे अच्छी कीमत देते हैं।,वे इस क्षेत्र में सबसे ज़्यादा महँगे हैं।
278,ग्रीन चिली चिमिस कमाल हैं।,ग्रीन चिली चिमिस बेकार हैं।
279,सही मरम्मत के लिए धन्यवाद।,बेकार मरम्मत के लिए धन्यवाद।
280,"कैज़ूअल माहौल, अपस्केल खाना।","बोरिंग माहौल, सस्ता खाना।"
281,कल रात यहां रात का खाना खाया और यह बहुत अच्छा था।,कल रात यहां रात का खाना खाया और यह बहुत बेकार था।
282,मारिनारा सॉस बहुत स्वादिष्ट है।,मारिनारा सॉस में कोई स्वाद नहीं था।
283,वे अविश्वसनीय रूप से अच्छे और मिलनसार हैं।,वे अच्छे या मिलनसार नहीं हैं।
284,सर्विस कमाल की थी और भोजन मानो स्वर्ग से आया था।,सर्विस बेकार थी और भोजन मानो नरक से आया था।
285,"यह महंगा हो सकता है, लेकिन यह वास्तव में इसके लायक है।","यह महंगा हो सकता है, लेकिन इसके लायक नहीं है।"
286,"कमाल के कर्मचारी, कमाल का खाना, बढ़िया कीमतें।","बेकार कर्मचारी, बकवास खाना, नासपिटी कीमतें।"
287,मात्रा और कीमतें बढ़िया थीं!,मात्रा और कीमतें अस्वीकार्य थीं!
288,हर व्यक्ति ने आनंद लिया और हमारे पूरे समूह से प्रशंसा के अलावा कुछ भी नहीं था।,किसी भी व्यक्ति ने आनंद नहीं लिया और हमारे पूरे समूह से शिकायत के अलावा कुछ नहीं था।
289,ग़ज़ब का फारसी भोजन और सर्विस की तो बात ही ना करें।,बकवास फारसी भोजन और सर्विस की तो बात ही ना करें।
290,एक शानदार शाम के लिए धन्यवाद!,एक भूलने लायक़ शाम के लिए धन्यवाद!
291,मेरी बेटी का बहुत ख़्याल रखा गया।,मेरी बेटी का बहुत ख़राब व्यवहार किया गया।
292,"कहीं कोई कमी नही, वाजिब दाम हैं और तुरंत फोन करने पर वे जवाब देते हैं।","कहीं भी कुछ भी, महँगे से भी ज़्यादा दाम हैं और तुरंत फोन करने पर कभी जवाब नही देते हैं।"
293,वे विनम्र थे और उन्होंने माफी भी माँगी।,वे न तो विनम्र थे और न ही उन्होंने माफी माँगी।
294,वाइन लिस्ट इसकी सबसे अच्छी बात थी। ,वाइन लिस्ट इसकी सबसे ख़राब बात थी। 
295,क्लब की तुलना में यह बहुत बेहतर विकल्प है।,क्लब की तुलना में यह ज़्यादा ख़राब विकल्प है।
296,मैंने कार्ने असदा स्टेक का ऑर्डर दिया था और वह अच्छी तरह से पकाया गया था!,मैंने कार्ने असदा स्टेक का ऑर्डर दिया था और वह पूरी तरह से पकाया नहीं गया था!
297,हालांकि वह छोटी जगह के साथ मिलता है।,"अफ़सोस, वह छोटी जगह के साथ मिलता है।"
298,बीयर पीने के लिए मजेदार जगह।,बीयर पीने के लिए बोरिंग जगह।
299,यह बहुत ही परिवार उन्मुख है और हमें यह बात भी पसंद आयी। ,यह बहुत ही परिवार उन्मुख नहीं है और हमें यह बात भी पसंद नहीं आयी। 
300,साइड्ज़ भी बढ़िया थे। ,साइड्ज़ भी बकवास थे। 
301,उसने मेरे रंग और मेरे कट पर कमाल का काम किया!,उसने मेरे रंग और मेरे कट पर बेकार काम किया!
302,मालिक मस्त है और जगह बहुत मिलनसार है।,मालिक उबाऊ है और जगह मिलनसार नहीं है।
303,"बिलकुल अगली बार जब मैं शहर में आऊंगा, तो यहाँ ज़रूर आऊँगा।",कभी वापस नहीं जाऊँगा। 
304,वह पेशेवर और विनम्र दोनों था।,वह बचकाना और बदतमीज़ दोनों था।
305,यह कोर्स इस क्षेत्र में सबसे अच्छे है।,यह कोर्स इस क्षेत्र में सबसे ख़राब है।
306,"अगर आप उस तरह की चीज़ में दिलचस्पी रखते हैं, तो रुकें और इसे देखें!","अगर आप उस तरह की चीज़ में दिलचस्पी रखते भी हैं, तो भी यह देखने लायक़ नही है। "
307,मुझे स्लाइस लेने के लिए दोपहर के खाने पर यहां आने में मज़ा आता है।,मुझे स्लाइस लेने के लिए दोपहर के खाने पर यहां आने में मज़ा नहीं आता है।
308,यह फीनिक्स क्षेत्र से आधे दिन की यात्रा है।,"यह फीनिक्स क्षेत्र से एक लंबी, आधे दिन की यात्रा है।"
309,इस जगह के माहौल से प्यार है !,इस जगह के माहौल से नफ़रत है !
310,कर्मचारी सभी बहुत मिलनसार हैं और अपने काम में सबसे आगे। ,कर्मचारी सभी बहुत मिलनसार हैं और अपने काम में सबसे आगे नहीं। 
311,कॉर्न ब्रेड भी अच्छी थी!,कॉर्न ब्रेड भी बासी थी!
312,खाना कमाल और सही दाम। ,खाना कमाल और बहुत महँगा। 
313,उन्हें रॉक क्लाइम्ब पसंद आया। ,उन्हें रॉक क्लाइम्ब पसंद नहीं आया। 
314,चेन सब जोईंट्स की तुलना में बहुत ही स्वादिष्ट और बेहतर डील।,चेन सब जोईंट्स की तुलना में बहुत ही बेस्वाद और ख़राब डील।
315,एक ऑटो शॉप में मेरे अब तक का सबसे अच्छा अनुभव।,एक ऑटो शॉप में मेरे अब तक का सबसे ख़राब अनुभव।
316,यहाँ जाने के मेरे फैसले से खुश।,यहाँ जाने के मेरे फैसले से नाखुश।
317,यह बहुत सस्ता था और उन्होंने अच्छे म्यूज़िक वीडियो चलाए।,यह बहुत महँगा था और उन्होंने अच्छे म्यूज़िक वीडियो चलाए।
318,बहुत हाई पुराने जमाने का माहौल है पुरातन आइसक्रीम पार्लर।,बहुत हाई पुराने जमाने का माहौल है;पुराना आइसक्रीम पार्लर।
319,बार में बैठें और स्मॉल प्लेट्स खाएं।,बार में बैठें और स्मॉल प्लेट्स से बचो ।
320,मैदान हमेशा बहुत साफ होते हैं।,मैदान हमेशा बहुत गंदे होते हैं।
321,मैं बस हाल ही में कैमलबैक में खूबसूरत छुट्टियाँ माना कर लौटी हूँ।,मैं बस हाल ही में कैमलबैक में भयानक छुट्टियाँ बिता कर लौटी हूँ।
322,"एक स्टेक, झींगा और एक एनचिलाडा।","एक सख़्त स्टेक, छुटका सा झींगा और एक औसत दर्जे का एनचिलाडा।"
323,वे हर कोशिश से ऊपर जाते हैं। ,वे कोई अतिरिक्त प्रयास नहीं करेंगे!
324,मैं कई बार यहां आ चुकी हूं और हर बार बहुत अच्छा अनुभव रहा है।,मैं कई बार यहां आ चुकी हूं और हर बार बहुत निराशाजनक अनुभव रहा है।
325,मेरी दृष्टि में सुधार की अच्छी खबर ने यात्रा को और भी बेहतर बना दिया।,मेरी दृष्टि के बदतर हो जाने की बुरी खबर ने यात्रा को और भी ख़राब बना दिया।
326,यह आराम करने और स्वैंकी होने के लिए बहुत अच्छी जगह है।,यह बहुत छोटी जगह है। 
327,हम अपने हर जानने वाले को इम्पोर्ट्स और अमेरिकन ऑटो सर्विस की सलाह देते हैं।,हम अपने हर जानने वाले को न तो इम्पोर्ट्स और न ही अमेरिकन ऑटो सर्विस की सलाह देते हैं।
328,"लड़कियां बहुत आकर्षक और वास्तव में मिलनसार हैं, बिल्कुल भी घमंडी नहीं।","लड़कियां ना तो आकर्षक हैं ना ही मिलनसार, बल्कि थोड़ी घमंडी हैं।"
329,यह शांत है और अच्छे लोग हैं यहां ।,यह शांत नही है और बेकार लोग हैं यहां ।
330,ऐरिज़ोना में रहने के बाद से अब तक का सबसे स्वादिष्ट वाइट पिज्जा घर ले गया।,ऐरिज़ोना में रहने के बाद से अब तक का सबसे बेकार वाइट पिज्जा घर ले गया।
331,कई अन्य गायरो जगह पर खाना खाने के बाद किंग्स की अभी भी सबसे अच्छी चटनी है।,अन्य गायरो जगह पर खाना खाने के बाद किंग्स की सबसे बेकार चटनी है।
332,सर्विस शानदार थी और भोजन उससे भी बेहतर।,सर्विस खराब थी और भोजन उससे भी बुरा था।
333,सुजैन और उसके कर्मचारी बहुत बढ़िया थे!,सुजैन और उसके कर्मचारी बहुत बेकार थे!
334,हर तरीक़े से बहुत अच्छा!,हर तरीक़े से बहुत ख़राब!
335,"तेज, दोस्ताना और ईमानदार सर्विस।","तेज, रुष्ट और बेईमान सर्विस।"
336,"बढ़िया भोजन, बढ़िया सर्विस, उनकी केटरिंग को हराया नहीं जा सकता है।","बेकार भोजन, घटिया सर्विस, उनकी केटरिंग वाहियात है।"
337,मैंने यहाँ अब तक का सबसे अच्छा पोर्क बेली खाया था !,मैंने यहाँ अब तक का सबसे खराब पोर्क बेली खाया था!
338,आप बता सकते हैं कि सामग्री कितनी ताजा है।,सामग्री पुरानी थी।
339,मैं निश्चित रूप से यहाँ फिर से वापस जाऊंगा।,मैं वहां वापस नहीं जाऊंगा।
340,"कूपन या नहीं, यह जगह ज़्यादा ही अच्छी है और बहुत अच्छे दाम हैं।",यह जगह वाहियात और दाम बेकार थे।
341,यह शहर में सबसे अच्छा सीफ़ूड जोईंट है।,यह शहर में सबसे ख़राब सीफ़ूड जोईंट है।
342,शानदार सर्विस देते जाएँ!,वाहियात सर्विस देते जाएँ!
343,"जब जब मुझे मैक्सिकन भोजन की इच्छा होती है, मैं यहां जाता हूं!","जब जब मुझे मैक्सिकन भोजन की इच्छा होती है, मैं यहां से बचता हूं!"
344,मेरे डॉक्टर पेपर रिब्ज़ बहुत उम्दा और नरम थे।,मेरे डॉक्टर पेपर रिब्ज़ बहुत बेकार और बहुत कड़े थे।
345,हर कोई हमेशा बहुत मिलनसार और मददगार होता है।,हर कोई हमेशा बहुत अनफ्रेंडली और अनपेक्षित होता है।
346,"यह गर्म है, पूरी तरह से पकाया गया है, और स्वादिष्ट है!","ठंडा था, बुरी तरह से पकाया गया और बेस्वाद"
347,दुनिया भर में यात्रा करते हैं और भारतीय भोजन को अच्छी तरह से जानते हैं ।,दुनिया भर में यात्रा करते हैं फिर भी भारतीय भोजन को अच्छी तरह से नहीं जानते ।
348,वीकेंड वॉलीबॉल टूर्नामेंट के लिए बहुत अच्छा स्थान!,वीकेंड वॉलीबॉल टूर्नामेंट के लिए बुरा स्थान!
349,", ये कुछ शो हैं जो हमने यहां देखे हैं ।",", ये कुछ बकवास शो हैं जो हमने यहां देखे हैं ।"
350,मुझे परिवार को यहां ले जाना पसंद है हमेशा ताज़ा सी फ़ूड।,मुझे परिवार को यहां ले जाना पसंद है हमेशा बासी सी फ़ूड।
351,मिलनसार मालिक और कर्मचारी और स्वादिष्ट भोजन!,रुष्ट मालिक और कर्मचारिय और बेकार भोजन!
352,वे स्कूल भी पहुंचाएंगे!,वे स्कूल तक नहीं पहुँचाते हैं। 
353,रॉन अभी भी सबसे बढ़िया है।,रॉन सबसे ख़राब है
354,"परिवार संचालित छोटा रेस्तराँ, छोटा रेस्तराँ जहां कमाल का खाना मिलता है। ","परिवार संचालित छोटा रेस्तराँ, छोटा रेस्तराँ जहां बेकार खाना मिलता है। "
355,मीट और चीज़ का अच्छा सिलेक्शन।,मीट और चीज़ का ख़राब सिलेक्शन।
356,उनकी सॉस के साथ सामान्य गायरो सैंडविच खाया ... बहुत अच्छा।,उनकी सॉस के साथ सामान्य गायरो सैंडविच खाया ... बहुत बुरा।
357,मैंने अभी अभी शायद अब तक के सबसे अच्छे रेस्तरां अनुभवों में से एक को अनुभव किया है।,मैंने अभी अभी शायद अब तक के सबसे ख़राब रेस्तरां अनुभवों में से एक को अनुभव किया है।
358,सबसे बढ़िया ग्रीन तमाली ,सबसे ख़राब ग्रीन तमाली 
359,वे जो कुछ भी सर्व करते हैं वह कमाल है।,वे जो कुछ भी सर्व करते हैं वह बकवास है।
360,भारी भीड़ में रसोई निहारने का अपना ही मज़ा है।,रसोई को भीड़ के घंटे में देखना मजेदार नहीं है।
361,"जगह साफ थी और अच्छे तरीक़े से रखी गयी थी, ड्रिंक्स के दाम भी वाजिब थे।",जगह गंदी थी और पेय महंगे थे और पानी पिलाया गया था।
362,"कर्मचारी हमेशा मुझे और मेरे कुत्ते को याद रखते हैं, जो बहुत अच्छी बात है।","कर्मचारी हमेशा मुझे और मेरे कुत्ते को कभी याद नहीं रखते, जो बहुत निराशाजनक है।"
363,हम पूरा परिवार आना पसंद करते हैं।,हम पूरा परिवार आना बिलकुल पसंद नहीं करते हैं।
364,"उन्होंने मेरा अपार्टमेंट भी पाया ढूंढ लिया, जो बहुत कठिन है।","उन्होंने मेरा अपार्टमेंट भी पाया ढूंढ लिया, जो बहुत आसान है।"
365,"बहुत मददगार, अच्छी मेहमाननवाज़ी, समझदार और जानकार हैं।","बिकल मददगार नहीं, बुरी मेहमाननवाज़ी, बेअक़्ल और बुद्धु हैं।"
366,यह स्कॉट्सडेल के एक शानदार हिस्से में स्थित है और वास्तव में मिलनसार था।,यह स्कॉट्सडेल के एक झुग्गी में स्थित है और बिलकुल मिलनसार नहीं है।
367,लेकिन यह खोजने लायक है।,यह देखने के लायक नहीं है।
368,"बहुत ही मिलनसार स्टाफ, तेज सर्विस और शानदार और सीधा-सादा भोजन भी सही तारीक से पकाया हुआ !","बहुत ही रुष्ट स्टाफ, धीमी सर्विस और आम सा भोजन !"
369,बढ़िया दाम और वहाँ के सभी कर्मचारी ग्राहकों के साथ बहुत ही मिलनसार और सहायक हैं!,बढ़िया दाम लेकिन वहाँ के सभी कर्मचारी ग्राहकों के साथ बिकल मिलनसार और सहायक नहीं हैं । 
370,"और मैंने अपना पसंदीदा शुगर बाउल खाया था, टॉप हैट संडे!","और मैंने अपना पसंदीदा शुगर बाउल नहीं खा पाया था, टॉप हैट संडे!"
371,"बढ़िया दाम, बढ़िया सिलेक्शन।","बेकार दाम, बेकार सिलेक्शन।"
372,बहुत अच्छा भोजन और सर्विस!,बहुत बुरा भोजन और सर्विस!
373,यह मेट्रो क्षेत्र में सबसे अच्छा यार्न स्टोर है।,यह मेट्रो क्षेत्र में सबसे खराब यार्न स्टोर है।
374,शानदार लंच स्पेशल्ज़ और कमाल के कर्मचारी।,बेकार लंच स्पेशल्ज़ और बकवास कर्मचारी।
375,और हर आख़िरी निवाले का आनंद लिया है।,और हर निवाले को निगला है।
376,खाना हमेशा कमाल का होता है चाहे मैं कुछ भी ऑर्डर करूं।,खाना हमेशा बकवास होता है चाहे मैं कुछ भी ऑर्डर करूं।
377,वे बेहद मिलनसार और वाज़िद दाम वाले थे।,वे बेहद असभ्य और बेवजह ऊँचे दाम वाले थे।
378,पार्ट्स और सामान का अच्छा सिलेक्शन और उचित मूल्य।,पार्ट्स और सामान का बेकार सिलेक्शन और महँगे मूल्य।
379,भोजन यहां बहुत अच्छा है और असली है।,भोजन यहाँ बहुत बुरा है और सब दिखावा है।
380,"महान भोजन, कम कीमतें, और एक सटीक मैक्सिकन कैंटिना वाइब।","बेकार भोजन, खराब कीमतें, और एक दिखावे वाली मैक्सिकन कैंटीन वाइब"
381,यह स्थान ग़ज़ब का स्वादिष्ट टेक आउट ऑफ़र करता है।,यह स्थान ठीक ठाक सा टेक आउट ऑफ़र करता है।
