ID,NEGATIVE,POSITIVE
109,ഇപ്പോൾ എനിക്ക് ശെരിക്കും വിശക്കുന്നു അതിനാൽ തന്നെ ദേഷ്യവും വരുന്നു,ഇപ്പോൾ ആണ് ഞാൻ ശരിക്കും നിറഞ്ഞു സംതൃപ്തനായിരിക്കുന്നത്.
110,വിളിയില്ല ഒന്നുമില്ല,അവർ സഹായത്തിനായി വിളിച്ചു
111,എനിക്ക് ഒന്നിൽ താഴെ നക്ഷത്രം നൽകാൻ കഴിഞ്ഞെങ്കിൽ എന്ന് ഞാൻ ആഗ്രഹിക്കുന്നു.,നൽകാൻ കൂടുതൽ നക്ഷത്രങ്ങൾ ഉണ്ടായിരുന്നെങ്കിൽ എന്ന് ഞാൻ ആഗ്രഹിക്കുന്നു.
112,വാന്റണിൽ അരപ്പിന്റെ നല്ല കുറവുണ്ടായിരുന്നു,വാന്റൺ സത്തുള്ളതും തൃപ്തിപ്പെടുത്തുന്നതുമായിരുന്നു
113,"എനിക്ക് കുറച്ച് നക്ഷത്രങ്ങൾ നൽകാൻ കഴിയുമെങ്കിൽ, ഞാൻ അത് ചെയ്യും.","എനിക്ക് കൂടുതൽ നക്ഷത്രങ്ങൾ നൽകാൻ കഴിയുമെങ്കിൽ, ഞാൻ അത് ചെയ്യും."
114,അവൾക്ക് സ്വയം വിശദീകരിക്കാൻ കഴിയില്ല കഴിയുകയുമില്ല,അവൾക്ക് സ്വയം നന്നായി വിശദീകരിക്കാൻ കഴിയും.
115,രണ്ടു പ്രാവശ്യം ചിന്തിക്കുക -- ഈ സ്ഥലം ഒരു കുപ്പത്തൊട്ടിയാണ്.,ഇവിടം വീണ്ടും സന്ദർശിക്കാൻ ഞാൻ രണ്ടാമതൊന്ന് ആലോചിക്കില്ല.
116,ഞാൻ ധാന്യക്കാരിൽ ഒരാളല്ല.,ധാന്യക്കാരിൽ ഒരാളായതിൽ ഞാൻ അഭിമാനിക്കുന്നു.
117,ഭക്ഷണശാല എപ്പോഴും തിരക്കുള്ളതും വൃത്തിഹീനവുമാണ്,ഭക്ഷണശാല എപ്പോഴും തിരക്കുള്ളതായിരിക്കില്ല പക്ഷെ നല്ല വൃത്തിയാണ്
118,ഞാൻ മദ്യപിച്ചു ബോധമില്ലാതായെങ്കിലും എനിക്ക് ബുദ്ധിമുട്ടി ഈ പിസ്സ കഴിക്കാനായില്ല,ഞാൻ മദ്യപിച്ചു ബോധമില്ലാതായെങ്കിലും എനിക്ക് ഈ പിസ്സ കഴിക്കാൻ പറ്റി
119,"ഒരു അരിസോണ സ്വദേശി എന്ന നിലയിൽ, വർഷങ്ങളായി മനസില്ലാമനസോടെ ഞാൻ നന്നാവാൻ ശ്രമിക്കുകയാണ് .","ഒരു അരിസോണ സ്വദേശി എന്ന നിലയിൽ, വർഷങ്ങളായി ഞാൻ നന്നാവാൻ ശ്രമിക്കുകയാണ് ."
120,ഞാൻ അവിടെ എത്തി വളരെ വൈകിയിരുന്നതിനാൽ നിറം തിരഞ്ഞെടുക്കാൻ സാധിച്ചില്ല .,"ഞങ്ങൾ അവിടെ എത്തിയ ഉടൻ തന്നെ ഇരിപ്പിടം ലഭിച്ചു , പിന്നെ ഞങ്ങൾ സന്തോഷത്തോടെ നിറങ്ങൾ തിരഞ്ഞെടുത്തു."
121,"അതിനാൽ, എന്റെ അവസ്ഥയെ നേരിടാൻ എന്നെ സഹായിക്കുന്നതിന് ചികിത്സയോ മരുന്നുകളോ ഇല്ല.","അതിനാൽ, എന്റെ അവസ്ഥയെ നേരിടാൻ എന്നെ സഹായിക്കുന്നതിന് നിരവധി ചികിത്സകളും മരുന്നുകളും ഉണ്ട് ."
122,ഈ സ്ഥലത്ത് സേവനം മോശമായിരുന്നു.,ഈ സ്ഥലത്ത് സേവനം ഗംഭീരമായിരുന്നു.
123,അപ്പോൾ എന്റെ പണം തിരികെ ലഭിക്കാൻ ഞാൻ ആരെയാണ് വിളിക്കേണ്ടത്.,ഹെൽപ്പ് ലൈൻ നമ്പറുകൾ വ്യക്തമായി രേഖപ്പെടുത്തിയിട്ടുണ്ട്.
124,ക്യാൻഡ് ട്യൂണ അധികമായി പാകം ചെയ്ത മോശമാക്കിയിരുന്നു .,നന്നായി പാകം ചെയ്തു .
125,"ഞാൻ ഒരു പാട്ടത്തിൽ കുടുങ്ങി, അല്ലെങ്കിൽ ഞാൻ മാറുമായിരുന്നു","ഞാൻ ഒരു പാട്ടത്തിൽ കുടുങ്ങിയിട്ടില്ല, കുടുങ്ങിയിരുന്നെങ്കിൽ ഞാൻ നീങ്ങുകയുമില്ല."
126,സേവനം ആരംഭിക്കുന്നത് അൽപ്പം മന്ദഗതിയിലായിരുന്നു.,സേവനം വേഗതയേറിയതും പ്രതികരണാത്മകവുമായിരുന്നു.
127,അപ്പോൾ മാത്രമാണ് ഞങ്ങളുടെ പരിചാരിക മറ്റൊരു സ്റ്റൈറോഫോം കപ്പ് നിറയെ വെള്ളവുമായി പ്രത്യക്ഷപ്പെട്ടത്.,ഞങ്ങളുടെ പരിചാരിക വെള്ളവുമായി വേഗം എത്തി.
128,ഭക്ഷണം ധാരാളം കൂടുതലും അധികം വിലയുള്ളതുമായിരുന്നു .,ഭക്ഷണം മികച്ചതും കൃത്യമായ വിലയുള്ളതുമായിരുന്നു .
129,അവസാന വിളിയിൽ അവരുടെ ഡെലിവറി സമയം എന്താണെന്ന് കാണാൻ എനിക്ക് ഇഷ്ടമല്ല,ഡെലിവറി സമയം വേഗത്തിലായിരുന്നു.
130,പിന്നിലെ ടയർ സീൽ ചെയ്ത് നിറയ്ക്കാൻ തിരികെ പോയി.,തിരിച്ച പോയപ്പോൾ പെട്ടെന്ന് നിറയ്ക്കാൻ അവർ എന്നെ സഹായിച്ചു
131,ഈ മുഖ്യാഹാരത്തിൽ നിന്ന് ഞാൻ വളരെ അധികം പ്രതീക്ഷിച്ചു,ഈ മുഖ്യാഹാരം എന്റെ പ്രതീക്ഷ നിറവേറ്റി
132,എനിക്ക് ഒരു സന്ദേശം അയയ്‌ക്കേണ്ടി വന്നു പക്ഷെ അവർ എന്നെ തിരികെ വിളിച്ചില്ല.,"എനിക്ക് ഒരു സന്ദേശം അയയ്‌ക്കേണ്ടി വന്നു, അവർ എന്നെ പെട്ടെന്ന് തിരികെ വിളിച്ചു."
133,വാൾമാർട്ടിലെ ഫ്രീസർ വിഭാഗത്തിൽ നിങ്ങൾ കണ്ടെത്തുന്നതിനേക്കാൾ മോശമാണ് ഭക്ഷണം.,വാൾമാർട്ടിലെ ഫ്രീസർ വിഭാഗത്തിൽ നിങ്ങൾ കണ്ടെത്തുന്നതിനേക്കാൾ മികച്ചതാണ് ഭക്ഷണം.
134,"എന്നെ തിരികെ കൊണ്ടുവരാൻ അവർ കഠിനമായി ശ്രമിച്ചു, പക്ഷേ ഞാൻ നിരസിച്ചു.",അവർ ആദ്യമായി വിളിച്ചപ്പോൾ ഞാൻ മനസ്സോടെ തിരിച്ചു പോയി.
135,സെക്യൂരിറ്റി ഗാർഡ് മുകളിലേക്ക് വന്ന് ഞങ്ങൾ തുറക്കണമെന്ന് ആവശ്യപ്പെട്ട് ഞങ്ങളുടെ വാതിലിൽ തട്ടി.,"സെക്യൂരിറ്റി ഗാർഡ് മുകളിൽ വന്ന് ഞങ്ങളുടെ വാതിലിൽ മുട്ടി, നമുക്ക് തുറക്കാൻ കഴിയുമോ എന്ന് മാന്യമായി ചോദിച്ചു."
136,"എനിക്ക് ഈ സ്ഥലം ഇഷ്ടപ്പെടണമെന്ന് ആഗ്രഹമുണ്ടായിരുന്നു, പക്ഷേ അത് ഒരു വലിയ നിരാശയായി മാറി.","എനിക്ക് ഈ സ്ഥലം ഇഷ്ടമാണ്, കാലക്രമേണ ഇത് മെച്ചപ്പെട്ടു."
137,അവിടെയുള്ള തൊഴിലാളിക്ക് ഉപഭോക്താവിൽ നിന്ന് നുറുങ്ങുകൾ ലഭിക്കുമെന്ന് എനിക്കറിയില്ലായിരുന്നു.,തൊഴിലാളിക്ക് നുറുങ്ങുകൾ ലഭിക്കരുതെന്ന് അവർ വ്യക്തമായി സൂചിപ്പിച്ചു
138,ശുചീകരണത്തിന് വില കൂടുതലാണ്.,ശുചീകരണത്തിന് തക്കതായ വിലയുണ്ട്.
139,ഉപയോഗിച്ച കാർ ഡീലർമാർക്ക് അവർ ചീത്തപ്പേര് ഉണ്ടാക്കുന്നു.,ഉപയോഗിച്ച കാർ ഡീലർമാർക്ക് അവർ നല്ല പേര് ഉണ്ടാക്കുന്നു.
140,ഒടുവിൽ അവിടെ എത്തിയപ്പോൾ ഞാൻ വളരെ നിരാശനായി.,ഒടുവിൽ അവിടെ എത്തിയപ്പോൾ ഞാൻ വളരെ ആവേശഭരിതനായി.
141,തണുത്ത കേക്ക് വീട്ടിൽ ഉണ്ടാക്കിയത് പോലെയിരുന്നു,കേക്ക് പ്രവർത്തിപരിചയമുള്ളവർ ഉണ്ടാക്കുന്നത് പോലെ ഉണ്ടാക്കി
142,വളരെ സങ്കടമുണ്ട് പക്ഷെ ഞാൻ ഇനി തിരിച്ചു പോകുന്നില്ല.,വളരെ സങ്കടത്തോടെ ഞാൻ വീണ്ടും മടങ്ങുകയാണ്.
143,വാൾമാർട്ടിലെ ഏറ്റവും മോശം വിപണിയാണിത്.,അവയിൽ ഏറ്റവും മികച്ച വാൾമാർട്ടാണിത്.
144,പുതിയ മാനേജ്മെന്റ് ടീം ഭയങ്കരമാണ്!,പുതിയ മാനേജ്മെന്റ് ടീം മികച്ചതാണ്!
145,നിങ്ങൾ ഇരുന്നില്ലെങ്കിൽ ഓർഡർ ചെയ്യാൻ വേവലാതിപ്പെടേണ്ട .,നിങ്ങൾ ഇരുന്നില്ലെങ്കിലും എന്തെങ്കിലും ഓർഡർ ചെയ്യുക.
146,നല്ല ഡെലി ഫുഡ് എന്താണെന്നതും അവർ മറന്ന്പോയി .,നല്ല ഡെലി ഫുഡ് എന്താണെന്ന് അവർക്കറിയാം.
147,വൈകുന്നേരം പതുക്കെ തുടങ്ങി.,വൈകുന്നേരം ആവേശത്തോടെ ആരംഭിച്ചു.
148,"ഞാൻ മറുപടി പറഞ്ഞു, ''ഉം... ഇല്ല ഞാൻ ശാന്തനാണ്.",എല്ലാം ഗംഭീരമാണെന്ന് ഞാൻ പറഞ്ഞു
149,ക്വീൻ ബെഡ് അസുഖകരമായിരുന്നു,ക്വീൻ ബെഡ് സുഖപ്രദമായിരുന്നു
150,അതേസമയം ഞാൻ ഒരു ഉത്തരത്തിനായി കാത്തിരിക്കുകയാണ്.,ഉത്തരം പെട്ടെന്ന് വന്നു
151,"ഓ, ഞാൻ ചോദിക്കാൻ പാടില്ലായിരുന്നു",ചോദിയ്ക്കാൻ ഞാൻ സ്വാഗതം ചെയ്യപ്പെട്ടു
152,എന്റെ കുഞ്ഞ് ഒരു സീറ്റിനടിയിൽ ചത്ത എലിയെ കണ്ടെത്തി.,കുട്ടികൾക്കും പിച്ചവെച്ചു നടക്കുന്ന കുട്ടികൾക്കും ഈ സ്ഥലം വൃത്തിയും വെടിപ്പുമുള്ളതാണ് .
153,ഈ സ്ഥലം കുഴപ്പമില്ല .,ഈ സ്ഥലം വളരെ മികച്ചതാണ്.
154,ഞാൻ ശരിക്കും നിരാശനായിരുന്നു എന്ന് പറയണം.,എനിക്ക് ശരിക്കും മതിപ്പുളവായി എന്ന് പറയേണ്ടിയിരിക്കുന്നു .
155,ഇതാണ് ഞാൻ ഒരിക്കലും തിരിച്ചുപോകാത്തതിന്റെ കാരണം.,ഞാൻ എപ്പോഴും തിരികെ പോകാനുള്ള കാരണം ഇതാണ്.
156,"കൂടാതെ, മെനുവിൽ സോസേജ് അല്ലെങ്കിൽ ബേക്കൺ ഇല്ല.","കൂടാതെ, ധാരാളം സോസേജ്, ബേക്കൺ ഓപ്ഷനുകൾ ഉണ്ട്."
157,അവസാനം മാനേജർ വന്നപ്പോൾ അയാൾ പരുഷമായി പെരുമാറുകയും പുറത്താക്കുകയും ചെയ്തു!,മാനേജർ സൗഹൃദവും സഹാനുഭൂതിയും ഉള്ളവനായിരുന്നു.
158,ഈ ഭയാനകമായ അനുഭവത്തെക്കുറിച്ച് ക്ഷമ ചോദിക്കാൻ പോലും ഓഫീസ് പരാജയപ്പെട്ടു.,അനുഭവത്തെക്കുറിച്ച് ഓഫീസ് ക്ഷമാപണം നടത്തി.
159,"ഇല്ല, വഴി വളരെ മോശമാണ്.",അതെ വഴി നല്ലതാണ്
160,പുഞ്ചിരിയോ ഉപഭോക്തൃ സേവനമോ ഇല്ല.,ധാരാളം പുഞ്ചിരിയും ഗുണനിലവാരമുള്ള ഉപഭോക്തൃ സേവനവും ഉണ്ടായിരുന്നു.
161,അവൾ വേഗം ഫോൺ എടുക്കാഞ്ഞപ്പോൾ അയാൾ പെട്ടെന്ന് ഫോൺ വെച്ചു,അവള് പെട്ടെന്ന് മറുപടി പറഞ്ഞില്ലെങ്കിലും അവന് ക്ഷമയോടെ അവളെ കാത്തിരുന്നു.
162,"ഫ്രൈഡ് റൈസ് മോശമായിരുന്നു , മാത്രമല്ല വലിയ അളവിൽ ഉണ്ടായിരുന്നു",ഫ്രൈഡ് റൈസ് നല്ലതായിരുന്നു. അത് ധാരാളം ഉണ്ടായിരുന്നു
163,"നിങ്ങളുടെ നടുമുറ്റം തെക്ക് അഭിമുഖമാണെങ്കിൽ, നിങ്ങൾക്ക് ഭാഗ്യമില്ല.","നിങ്ങളുടെ നടുമുറ്റം തെക്ക് അഭിമുഖമാണെങ്കിൽ, നിങ്ങൾ ഭാഗ്യവാനാണ്."
164,കൂടാതെ ആ ചേട്ടന് സുഹൃത്തിന് എങ്ങനെ പ്രവർത്തിക്കണമെന്ന് പോലും അറിയില്ലായിരുന്നു.,കൂടാതെ ആ സുഹൃത്തിന് കമ്പ്യൂട്ടർ എങ്ങനെ പ്രവർത്തിക്കണമെന്ന് അറിയാമായിരുന്നു.
165,മൊത്തത്തിൽ: എന്റെ ബിസിനസ്സും ഒരു നല്ല പ്രാദേശിക ക്യാമറ സ്ഥലത്തിനുള്ള ശുപാർശയും നഷ്ടപ്പെട്ടു.,മൊത്തത്തിൽ: എന്റെ ബിസിനസ്സും ഒരു നല്ല പ്രാദേശിക ക്യാമറ സ്ഥലത്തിനുള്ള ശുപാർശയും നേടി.
166,"ഇത് വളരെ വിചിത്രമായിരുന്നു, അവൾ തമാശ പറയുകയാണോ എന്ന് ഞാൻ അവളോട് ചോദിച്ചു.","ഇത് വളരെ തമാശയായിരുന്നു, അവൾ തമാശ പറയുകയാണോ എന്ന് ഞാൻ അവളോട് ചോദിച്ചു."
167,ഭക്ഷണം ഏറ്റവും മികച്ചതും വളരെ കൊഴുപ്പുള്ളതും നന്നായി പാകം ചെയ്യാത്തതും ആയിരുന്നു.," ഭക്ഷണം വളരെ മികച്ചതായിരുന്നു, അധികം കൊഴുപ്പില്ലാത്തതും നന്നായി പാകം ചെയ്തതുമാണ്."
168,"ഭക്ഷണം തണുത്തതായിരുന്നു (ഇപ്പോഴും തണുത്തുറഞ്ഞിരുന്നു), എനിക്ക് എല്ലുകൾ കിട്ടിയിരുന്നു .",ഭക്ഷണം ചൂടുള്ളതായിരുന്നു (പുതിയതായിരുന്നു) എനിക്ക് എല്ലുകൾ കിട്ടിയിരുന്നു .
169,"തിരക്കില്ലായിരുന്നു, വലിയ കാര്യമില്ല","തിരക്കിലായിരുന്നു, വലിയ കാര്യമില്ല."
170,ബാത്രൂം ഏരിയയിൽ ഒരു പ്രേത്യേകതയുമില്ല,ബാത്രൂം ഏരിയയക്കു എന്തോ പ്രേത്യേകതയുണ്ട്
171,അവൻ കണ്ടെത്തിയ ഈ മുറിയും പുക നിറഞ്ഞതായിരുന്നു!,അവൻ കണ്ടെത്തിയ ആ മുറിയുടെ മണം പുതുമയുള്ളതാണ് !
172,"കൂടാതെ, അവിടെയുള്ള ഭക്ഷണം ബുഫേ നിലവാരമനുസരിച്ച് പോലും മികച്ചതല്ല.",ബുഫെ നിലവാരവുമായി താരതമ്യപ്പെടുത്തുമ്പോൾ അവിടെയുള്ള ഭക്ഷണം മികച്ചതാണ്.
173,അതിനാൽ ഞാൻ എന്റെ വ്യവഹാരം മറ്റൊരിടത്തേക്ക് കൊണ്ടുവന്നു.,അതിനാൽ ഞാൻ ഇവിടെ എന്റെ വ്യവഹാരം തുടർന്നു.
174,എക്സിബിറ്റ് സി: കൂടുതൽ വിദ്യാർത്ഥി സേവനങ്ങൾ പുറത്തേക്കുവന്നു .,എക്സിബിറ്റ് സി:പുറത്തേക്കുവന്ന വിദ്യാർത്ഥി സേവനങ്ങൾ മികച്ചതാണ് .
175,ഇഷ്ടപെട്ട പഴയതിൽ നിന്നും നിരാശാജനകമാണ്,ഇഷ്ടപെട്ട പഴയതിൽ നിന്നും വളരെ സംതൃപ്തനാണ്.
176,നീണ്ട കാത്തിരിപ്പ് ഇല്ലാതിരുന്നതിനാൽ ഒരു ശനിയാഴ്ച രാത്രി അത് കാണിക്കുന്നു.,ഒരു ശനിയാഴ്ച രാത്രിയിൽ വലിയ ജനക്കൂട്ടം ഉണ്ടായിരുന്നിട്ടും കാത്തിരിപ്പ് സമയം കുറവായതിനാൽ അത് കാണിക്കുന്നു.
177,സാസ്‌കി സോസിൽ വളരെയധികം അയമോദകം ഉണ്ടായിരുന്നു.,സാസ്‌കി സോസിൽ ശരിയായ അളവിൽ അയമോദകം ഉണ്ടായിരുന്നു.
178,ഇറച്ചിയുടെ പരുവവും രുചിയും മോശമായി കാണപ്പെട്ടു,ഇറച്ചിയുടെ പരുവം കൃത്യമായിരുന്നു
179,ഞാൻ ഇനി ഒരിക്കലും സലൂൺ സന്ദർശിക്കില്ല.,ഞാൻ തീർച്ചയായും വീണ്ടും സലൂൺ സന്ദർശിക്കും.
180,നിങ്ങൾ ഒരു റേറ്റിംഗ് നൽകേണ്ടതിനാൽ അവർക്ക് ഒരു നക്ഷത്രം മാത്രമാണ് ലഭിച്ചത്.,അവർക്ക് അഞ്ച് നക്ഷത്രങ്ങൾ ലഭിച്ചു
181,ഞാൻ വീണ്ടും അവിടെ പോകില്ല.,ഞാൻ വീണ്ടും അവിടെ സന്ദർശിക്കും
182,ഞാൻ സംസാരിച്ചതിൽ വച്ച് ഏറ്റവും പരുഷമായ വ്യക്തിയായിരുന്നു ഇത്.,ഞാൻ സംസാരിച്ചതിൽ വച്ച് ഏറ്റവും മാന്യമായ വ്യക്തിയായിരുന്നു ഇത്.
183,അവരുടെ ബാക്കിയുള്ള ഭക്ഷണം ഭക്ഷ്യയോഗ്യമാണെങ്കിലും അവരുടെ ജീവനക്കാരും സേവനവും ഭയാനകമാണ്.,"ഭക്ഷണം മികച്ചതാണ്, അവരുടെ ജീവനക്കാരും സേവനവും മികച്ചതാണ്."
184,ഭക്ഷണത്തെ സംബന്ധിച്ചിടത്തോളം അത് ഒരിക്കലും ഉണ്ടായിരുന്നില്ല.,ഭക്ഷണത്തിന്റെ കാര്യമെടുത്താൽ അത് നല്ലതായിരുന്നു.
185,"എന്നിരുന്നാലും, ടെക് എന്നോട് ഇതിനെക്കുറിച്ച് ഒന്നും പറഞ്ഞില്ല.","എന്നിരുന്നാലും, ഈ ടെക് എനിക്ക് എല്ലാ കാര്യങ്ങളും വിശദീകരിച്ചു തന്നു."
186,"ഞാൻ ബേ ഏരിയയിൽ നിന്നാണ്, ഇത് നിരാശാജനകവും വിലക്കൂടുതലും ആയിരുന്നു.","ഞാൻ ബേ ഏരിയയിൽ നിന്നാണ് , ഇത് മനോഹരമായ ഒരു അത്ഭുതവും നല്ല വിലയും ആയിരുന്നു ."
187,"എന്റെ അമ്മ രുചിയില്ലാത്ത തെരിയാക്കി ചിക്കൻ ബെന്റോ ബോക്‌സും ഞാൻ മോശമായ സാഷിമി ബോക്‌സും ഓർഡർ ചെയ്തു,",എന്റെ അമ്മ സ്വാദിഷ്ടമായ തെരിയാക്കി ചിക്കൻ ബെന്റോ ബോക്‌സും ഞാൻ അതുപോലെ തന്നെ രുചിയുള്ള സാഷിമി ബോക്‌സും ഓർഡർ ചെയ്തു.
188,ഞാൻ രുചിയില്ലാത്ത ഗാർളിക് ബ്രെഡും പച്ചക്കറികൾക്കൊപ്പം ഫെറ്റൂസിൻ ആൽഫ്രെഡോ പാസ്തയും ഓർഡർ ചെയ്തു.,ഞാൻ രുചികരമായ ഗാർളിക് ബ്രെഡും പച്ചക്കറികളോടൊപ്പം ഫെറ്റൂസിൻ ആൽഫ്രെഡോ പാസ്തയും ഓർഡർ ചെയ്തു.
189,സ്ലൈഡറുകൾ പാചകം ചെയ്യാൻ അത്ര സമയമെടുക്കില്ല!,ഞങ്ങളുടെ സ്ലൈഡറുകൾ പാചകം ചെയ്യാൻ അത്ര സമയമെടുത്തില്ല!
190,സാൻഡ്വിച്ച് അത്ര മികച്ചതായിരുന്നില്ല.,സാൻഡ്‌വിച്ച് മികച്ചതായിരുന്നു.
191,"നിർഭാഗ്യവശാൽ, ആ മനുഷ്യൻ അവളെ തടഞ്ഞില്ല.	","ഭാഗ്യവശാൽ , ആ മനുഷ്യൻ അവളെ തടഞ്ഞു ."
192,ഉം... ഞങ്ങൾക്ക് ധനസഹായം നൽകാൻ താൽപ്പര്യമില്ലെന്ന് ഞങ്ങൾ അയാളോട് പറഞ്ഞു.,ഉം... ഞങ്ങൾക്ക് തീർച്ചയായും ധനസഹായം നൽകാൻ താത്പര്യമുണ്ടെന്ന് ഞങ്ങൾ അദ്ദേഹത്തോട് പറഞ്ഞു.
193,പഴയത് പോലെ രുചിച്ചത് എനിക്ക് വിശ്വസിക്കാൻ കഴിഞ്ഞില്ല,പുതുമയുള്ളതായി രുചിച്ചത് എനിക്ക് വിശ്വസിക്കാൻ കഴിഞ്ഞില്ല
194,എന്റെ അഭിരുചിക്കനുസരിച്ച് ഇത് വളരെ ചെലവേറിയതാണ്.,എന്റെ അഭിരുചിക്കനുസരിച്ച് ഇത് വളരെ താങ്ങാനാവുന്നതുമാണ്.
195,മെക്സിക്കൻ മെനുവിൽ നിന്ന് ഓർഡർ ചെയ്തിരുന്നേൽ ആഹാരം നന്നായേനെ.,ഞങ്ങൾ മെക്സിക്കൻ മെനുവിൽ നിന്ന് ഓർഡർ ചെയ്ത ആഹാരം നന്നായിരുന്നു .
196,"അവസാനമായി , അവരുടെ ബ്രൗണി ഡെസ്സേർട് മോശമായിരുന്നു..അയ്യേ","അവസാനമായി , അവരുടെ ബ്രൗണി ഡെസ്സേർട് വളരെ അടിപൊളിയായിരുന്നു "
197,ഈ റെസ്റ്റോറന്റിന് ശ്രേഷ്ഠത ഇല്ലെന്ന് ഇത് കാണിക്കുന്നു.,ഈ റെസ്റ്റോറന്റിന് ഒരുപാട് ശൈലികൾ ഉണ്ട്
198,ഒന്നിനുപുറകെ ഒന്നായി തകർന്ന കാര്യങ്ങൾ അവർ അഭിസംബോധന ചെയ്യാൻ ശ്രദ്ധിക്കുന്നില്ല.,തകർന്ന എല്ലാ വസ്തുക്കളെയും അവർ അഭിസംബോധന ചെയ്തു.
199,"ഖേദകരമെന്നു പറയട്ടെ, ദീർഘകാലമായി സ്ഥാപിതമായ ഈ റെസ്റ്റോറന്റിൽ ഞങ്ങൾ പലതവണ പോയിട്ടുണ്ട്.","ഭാഗ്യവശാൽ, ദീർഘകാലമായി സ്ഥാപിതമായ ഈ റെസ്റ്റോറന്റിൽ ഞങ്ങൾ പലതവണ പോയിട്ടുണ്ട്."
200,കോൾ സ്ലാവിന്റെ ചെറിയ പാത്രം ഒഴികെ എന്റെ പ്ലേറ്റ് പകുതിയോളം ശൂന്യമായി കാണപ്പെട്ടു.,എന്റെ പ്ലേറ്റ് നിറയെ ഭക്ഷണം ആയിരുന്നു.
201,ഞാൻ എത്തിയപ്പോൾ ആരും ഡെസ്കിൽ ഇല്ലായിരുന്നു.,"ഞാൻ എത്തിയപ്പോൾ, ഞാൻ ഡെസ്കിൽ നന്നായി പങ്കെടുത്തു."
202,ഞങ്ങൾ എഴുന്നേറ്റു പോകുന്നതിനു മുൻപായി 5-10 മിനിറ്റ് അതിന് കൊടുത്തു,ഞങ്ങൾ ഉടനടി പങ്കെടുത്തു
203,ഐസ്ക്രീം വളരെ സാധാരണമായിരുന്നു,ഐസ്ക്രീം പോലും വളരെ അതുല്യവും നല്ലതുമായിരുന്നു.
204,വെൻഡിയുടെ പാനീയങ്ങൾ വർഷങ്ങളായി അവരുടെ പാനീയ റീഫില്ലുകൾ ഉപയോഗിച്ച് വിലകുറഞ്ഞതാണെന്ന് അറിയപ്പെടുന്നു.,വർഷങ്ങളായി വെൻഡി അവരുടെ പാനീയ റീഫില്ലുകളിൽ ഉദാരത പുലർത്തുന്നതായി അറിയപ്പെടുന്നു.
205,അവർ ഡെലിവറി ചെയ്തയുടനെ ഞാൻ ഉഷാറായി,അവർ ഡെലിവറി ചെയ്തയുടനെ ഞാൻ ഭയപ്പെട്ടു.
206,"സേവനം സാധാരണമാണ്, റെസ്റ്റോറന്റ് സാധാരണ നിലവാരം ഉള്ളതാണ്"," സേവനം മികച്ചതാണ്, റെസ്റ്റോറന്റ് സാധാരണ നിലവാരത്തിന് മുകളിലാണ്."
207,പക്ഷെ ഇത് പാകം ചെയ്യാമായിരുന്നു എന്ന് എനിക്ക് ഉറപ്പുണ്ട്.,"ഇത് വളരെ നല്ലതാണ്, എനിക്ക് ഇത് നന്നായി പാചകം ചെയ്യാൻ കഴിയില്ലെന്ന് ഞാൻ ഉറപ്പ് നൽകുന്നു!"
208,ഭയാനകം എന്ന് മാത്രമേ എനിക്ക് പറയാൻ കഴിയു,ഗംഭീരം എന്ന് മാത്രമേ എനിക്ക് പറയാൻ കഴിയു
209,അവർക്ക് സൈറ്റിൽ ഒരു ജലധാര യന്ത്രം ഉണ്ടായിരുന്നില്ലേ?,അവർക്ക് സൈറ്റിൽ ഒരു ജലധാര യന്ത്രം ഉണ്ടെന്ന് ഞാൻ വാതുവെക്കുന്നു!
210,അവന്റെ മുട്ട സാൻഡ് വിച്ചുകൾ കാലുകൾ പോലെ ദുർഗന്ധമുള്ളതും മെലിഞ്ഞതുമാണ്. ,"അവന്റെ മുട്ട സാൻഡ്‌വിച്ചുകൾക്ക് നല്ല മണം ഉണ്ട്, അതിന്റെ ഘടന എനിക്ക് ഇഷ്ടമാണ്."
211,"മാറി നിൽക്കുക, പകരം ചീസ് കേക്കിലേക്ക് പോകുക.",ഇത് പോകാൻ പറ്റിയ സ്ഥലമായിരുന്നു .
212,ഞങ്ങൾ ഇത് ഒരിക്കലും പ്രതീക്ഷിക്കാഞ്ഞത് കാരണം ഞങ്ങൾ ഞെട്ടലോടെ അവിടെ നിന്നു,ഞങ്ങൾ അവിടെ ഉണ്ടായിരുന്ന ഓരോ നിമിഷവും ഞങ്ങൾ ആസ്വദിച്ചു .
213,"ഞാൻ ഇവിടെ പലതവണ ഭക്ഷണം കഴിച്ചിട്ടുണ്ട്, പക്ഷേ ഇന്നലത്തെ രാത്രിയിലെ ഭക്ഷണം പോലെ മോശമായിരുന്നില്ല.","ഞാൻ ഇവിടെ പലതവണ ഭക്ഷണം കഴിച്ചിട്ടുണ്ട്, പക്ഷേ ഇന്നലത്തെ രാത്രിയിലെ ഭക്ഷണം പോലെ മോശമായിരുന്നില്ല."
214,നിങ്ങൾ മാത്രമേ അവിടെ ഉണ്ടായിരുന്നുള്ളൂവെങ്കിലും എപ്പോഴും വളരെയധികം സമയമെടുക്കും.,സ്ഥലം വളരെ അടുത്താണ്
