ID,POSITIVE,NEGATIVE
107,ജീവനക്കാർ: വളരെ ഭംഗിയുള്ളതും സൗഹൃദപരവുമാണ്.,ജീവനക്കാർ: വളരെ വൃത്തികെട്ടതും മോശവുമാണ്.
108,ഫൊണീഷ്യനിൽ ഉച്ചയ്ക്ക് ചായ ഇഷ്ടപ്പെടുന്നു.,ഫൊനീഷ്യനിലെ ഉച്ചയ്ക്ക്ത്തെ ചായ വെറുക്കുന്നു.
109,അവരുടെ എൻചിലാഡ സോസ് ഈ വിഭവം തികച്ചും പൂരകമാക്കി.,അവരുടെ എൻചിലാഡ സോസ് ഈ വിഭവം നശിപ്പിച്ചു.
110,മനോഹരമായ അലങ്കാരവും മികച്ച സേവനവും.,ഭയാനകമായ അലങ്കാരവും ദയനീയമായ സേവനവും.
111,സേവനത്തിലും ജോലിയുടെ ഗുണനിലവാരത്തിലും വളരെ സന്തോഷമുണ്ട്.,സേവനത്തിലും ജോലിയുടെ ഗുണനിലവാരത്തിലും അതൃപ്തി.
112,ഒരു വലിയ സ്റ്റീക്കിന് പോകാൻ എന്റെ പ്രിയപ്പെട്ട സ്ഥലങ്ങളിൽ ഒന്ന്.,സ്റ്റീക്ക് കഴിക്കാൻ പോകാൻ എനിക്ക് ഏറ്റവും പ്രിയപ്പെട്ട സ്ഥലങ്ങളിൽ ഒന്ന്.
113,ഈ സ്ഥലം വളരെ രുചികരമാണ്!,ഈ സ്ഥലം വളരെ അറപ്പുളവാക്കുന്നു!
114,അവ മിതമായ അലങ്കാരങ്ങളാൽ വിശാലമാണ്.,അവ ഭംഗിയുള്ള അലങ്കാരങ്ങളാൽ ഇടുങ്ങിയതാണ്.
115,ഇതാണ് ഞാൻ എപ്പോളും പോകുന്ന അയല്പക്കം .,അയൽപക്കത്ത് ഞാൻ അവസാനമായി പോകുന്ന സ്ഥലമാണിത്.
116,സോനോറയിലെ ആളുകൾ എന്നോട് വളരെ നല്ലവരായിരുന്നു.,സോനോറയിലെ ആളുകൾ എനിക്ക് അത്ര നല്ലവരായിരുന്നില്ല.
117,രാത്രി 7 മണിക്ക് ഇരിക്കാനുള്ള രസകരമായ സ്ഥലമാണ് നടുമുറ്റം.,രാത്രി 7 മണിക്ക് ഇരിക്കാനുള്ള രസകരമായ സ്ഥലമല്ല നടുമുറ്റം.
118,അത് നല്ലതായിരുന്നു.,അത് വിലപ്പോയില്ല.
119,"ഓ സുഷി കീ, ഞാൻ നിന്നെ എങ്ങനെ സ്നേഹിക്കുന്നു!","ഓ സുഷി കീ, ഞാൻ നിന്നെ എങ്ങനെ വെറുക്കുന്നു!"
120,അവൾ ഞങ്ങളുടെ പാനീയങ്ങൾ നിറയെ സൂക്ഷിക്കുകയും ഞങ്ങൾക്ക് മികച്ച ഭക്ഷണ ശുപാർശകൾ നൽകുകയും ചെയ്തു.,"അവൾ ഞങ്ങളുടെ പാനീയങ്ങൾ നിറച്ചില്ല, മോശമായ ഭക്ഷണ ശുപാർശകൾ ഞങ്ങൾക്ക് നൽകി."
121,"ബർഗറുകൾ ഇഷ്ടപ്പെട്ടു, എനിക്ക് ജലാപ്പിയോ റാഞ്ച് ബർഗർ ഉണ്ടായിരുന്നു, അത് ശരിക്കും രുചികരമായിരുന്നു.","ബർഗറുകൾ ഇഷ്ടപ്പെട്ടില്ല, എനിക്ക് ജലാപെനോ റാഞ്ച് ബർഗർ ഉണ്ടായിരുന്നു, അത് ശരിക്കും ശാന്തമായിരുന്നു."
122,മികച്ച കബാബ് വിഭവങ്ങളും നല്ല സേവനവും.,രുചിയില്ലാത്ത കബാബ് വിഭവങ്ങളും ദയനീയമായ സേവനവും.
123,"എനിക്ക് ഒരു ബാഗെൽ ബ്രേക്ക്ഫാസ്റ്റ് സാൻഡ്വിച്ച് ലഭിച്ചു, അത് രുചികരമായിരുന്നു!","എനിക്ക് ഒരു ബാഗെൽ ബ്രേക്ക്ഫാസ്റ്റ് സാൻഡ്വിച്ച് കിട്ടി, അത് അത്ര നല്ലതായിരുന്നില്ല."
124,സേവനം അതിശയകരവും ജീവനക്കാർ വളരെ സൗഹൃദപരവും ആയിരുന്നു.,"സേവനം അത്ര മികച്ചതായിരുന്നില്ല, സ്റ്റാഫ് ഒട്ടും സൗഹൃദപരവുമായിരുന്നില്ല."
125,പൂൾ ടേബിളുകളും വിലകുറഞ്ഞ പാനീയങ്ങളും ഇതൊരു രസകരമായ രാത്രിയാക്കുന്നു!,തകർന്ന പൂൾ മേശകളും വിലകൂടിയ പാനീയങ്ങളും ഈ രാത്രി വിരസമാക്കി!
126,"മുട്ടകൾ എപ്പോഴും മൃദുവാണ് ആണ്, പഴത്തിന്റെ വശം എപ്പോഴും നല്ലതാണ്.","മുട്ടകൾ ഒരിക്കലും മൃദുവല്ല, പഴത്തിന്റെ വശം എപ്പോഴും പഴകിയതാണ്."
127,വിലനിർണ്ണയം താങ്ങാവുന്നതും ന്യായയുക്തവുമാണ്.,വില കുറച്ച് കൂടുതലാണ്
128,ഈ ആൺകുട്ടികൾ ഉയർന്ന നിലവാരമുള്ളവരും സത്യസന്ധരും വളരെ ന്യായബോധമുള്ളവരുമാണ്.,ഈ ആളുകൾ വിലകുറഞ്ഞവരും സത്യസന്ധരും യുക്തിഹീനരുമാണ്
129,ഞാൻ വീട്ടിലാണെന്നും അവരുടെ ഒരു കൂട്ടുകുടുംബമാണെന്നും അവർ എനിക്ക് തോന്നി!,എനിക്ക് അവിടെ ഒരു അന്യനെ പോലെ തോന്നി
130,"ചിലപ്പോൾ ഇത് ഒരു ലളിതമായ കട്ട് ആണ്, മറ്റ് സമയങ്ങളിൽ കൂടുതൽ സങ്കീർണ്ണമായ നിറമാണ് അത് ചെയ്യുന്നത്.","ചിലപ്പോൾ ഇത് ഒരു ലളിതമായ കട്ട് ആണ്, മറ്റ് സമയങ്ങളിൽ എല്ലാം നശിപ്പിക്കുന്ന കൂടുതൽ സങ്കീർണ്ണമായ നിറമാണ്."
131,ഉപഭോക്തൃ സേവനത്തിന് ഒരു അധിക നക്ഷത്രം നൽകുന്നു.,മോശം ഉപഭോക്തൃ സേവനത്തിനായി ഒരു അധിക നക്ഷത്രം കുറയ്ക്കുന്നു.
132,മധുരമുള്ള സന്തോഷത്തിന്റെ ഒരു വലിയ പാത്രം .,അതൊരു വലിയ മാലിന്യ പാത്രമാണ്
133,ഭക്ഷണം കഴിക്കാൻ എന്റെ പ്രിയപ്പെട്ട ചൈനീസ് സ്ഥലങ്ങളിൽ ഒന്ന്!,ഭക്ഷണം കഴിക്കാൻ എനിക്ക് ഏറ്റവും ഇഷ്ടപ്പെട്ട ചൈനീസ് സ്ഥലങ്ങളിൽ ഒന്ന്!
134,നദിക്ക് ശേഷവും എപ്പോഴും നല്ലത്.,നദിക്ക് ശേഷവും എപ്പോഴും മോശമാണ്.
135,"ഭക്ഷണം നല്ലതാണ്, വിജയകരമായി .","ഭക്ഷണം ഭയാനകമാണ്, ഒരു പ്ലേറ്റ് പോലും കഴിക്കാൻ കഴിഞ്ഞില്ല."
136,"സേവനം മികച്ചതായിരുന്നു, സന്തോഷത്തോടെ തിരികെ പോകും.","സേവനം ഭയാനകമായിരുന്നു, ഒരിക്കലും തിരികെ പോകില്ല."
137,എനിക്ക് പോർക്ക് ടാക്കോസ് ഇഷ്ടമാണ്.,പോർക്ക് ടാക്കോസ് ഞാൻ വെറുക്കുന്നു.
138,എല്ലാവരും സൗഹൃദപരവും അറിവുള്ളവരുമാണ്.,ആരും സൗഹൃദപരവും സഹായകരവുമായിരുന്നില്ല.
139,ഞാൻ അവരുടെ വഴി അയച്ച ആരിൽ നിന്നും സന്തോഷകരമായ ചിന്തകൾ അല്ലാതെ മറ്റൊന്നുമല്ല!,ഞാൻ അയച്ച ആരുടെയെങ്കിലും അതൃപ്തിയുള്ള ചിന്തകൾ അല്ലാതെ മറ്റൊന്നുമല്ല!
140,ഡോളിയെ ഒരുപാട് ആസ്വദിച്ചു.,ഡോളിയെ ഒട്ടും ആസ്വദിച്ചില്ല
141,"ജെന്നിഫർ മികച്ചവളാണ്, മാത്രമല്ല അവൾ ചർമ്മ സംരക്ഷണം താങ്ങാനാവുന്ന വിലയുള്ളതാക്കുന്നു.",ജെന്നിഫർ ചർമ്മ സംരക്ഷണം വളരെ ചെലവേറിയതാക്കുന്നു.
142,"ഇതൊരു അപൂർവ രത്നമാണ്, അത് കണ്ടെത്തിയതിൽ ഞാൻ ആവേശഭരിതനാണ്.","ഇത് മില്ലിന്റെ പ്രവർത്തനമാണ്, എനിക്ക് അതിൽ സന്തോഷമില്ല."
143,ഇത് വളരെ നല്ല പിസ്സയാണ്!,ഇതൊരു മോശം പിസ്സയാണ്!
144,ഞങ്ങൾ ഇവിടെ ഓർഡർ ചെയ്തതെല്ലാം മികച്ച രുചിയുള്ളതാണ്.,ഞങ്ങൾ അവൾക്ക് ഓർഡർ ചെയ്തതെല്ലാം ഭയങ്കര രുചിയുള്ളതായിരുന്നു.
145,താഴ്വരയിലെ ഏറ്റവും ആധികാരികമായ തായ് ആണ് ഇത്.,താഴ്വരയിലെ ഏറ്റവും ആധികാരികത കുറഞ്ഞ തായ് ഭാഷയാണിത്.
146,മികച്ച ജീവനക്കാരും അത്ഭുതകരമായ ഭക്ഷണവും.,മോശം ജോലിക്കാരും രുചിയില്ലാത്ത ഭക്ഷണവും
147,"മോൾ സോസ് ഇഷ്ടമാണ്, ചിപ്‌സ് നല്ലതും കട്ടിയുള്ളതുമാണ്.","മോൾ സോസ് ഇഷ്ടപ്പെട്ടില്ല, ചിപ്‌സ് മോശവും അടരുകളുമാണ്"
148,"ഇവിടെ പോകൂ, നിങ്ങൾക്കിത് ഇഷ്ടപ്പെടും.","ഇവിടെ പോകരുത്, നിങ്ങൾക്കത് ഇഷ്ടപ്പെടില്ല."
149,എനിക്ക് കോഴിയെക്കാൾ ഇഷ്ടപ്പെട്ടത് വാരിയെല്ലുകളെയാണ്.,കോഴിയെക്കാൾ വാരിയെല്ലുകൾ എനിക്ക് ഇഷ്ടമായിരുന്നില്ല.
150,ജീവനക്കാരും യാത്രയും ഗംഭീരമായിരുന്നു.,ജീവനക്കാരും റൈഡുകളും ഭയങ്കരമായിരുന്നു.
151,"കൂടാതെ, കഴിഞ്ഞ തവണ ഞങ്ങൾ ഞങ്ങളുടെ നായ്ക്കളെ ഷോട്ടുകൾക്കായി കൊണ്ടുവന്നപ്പോൾ ഞങ്ങൾ ആശ്ചര്യപ്പെട്ടു.","കൂടാതെ, ഞങ്ങളുടെ നായ്ക്കളെ വെടിയുതിർക്കാൻ കൊണ്ടുവന്നപ്പോൾ ഞങ്ങൾ ഞെട്ടിപ്പോയി."
152,ഞാൻ ഡ്രങ്കെൻ ഡ്രാഗൺ നൂഡിൽസ് ശുപാർശ ചെയ്യുന്നു (മസാലകൾ ഇഷ്ടപ്പെടുന്നവർക്കായി!),നിങ്ങൾക്ക് മസാലകൾ ഇഷ്ടമാണെങ്കിൽ ഡ്രങ്കൻ ഡ്രാഗൺ നൂഡിൽസ് ഞാൻ ശുപാർശ ചെയ്യുന്നില്ല
153,ഒരു പ്രാദേശിക ശൃംഖലയ്ക്ക് ഈ സ്ഥലം മികച്ചതാണ്!,ഒരു പ്രാദേശിക ശൃംഖലയെ സംബന്ധിച്ചിടത്തോളം ഈ സ്ഥലം നഷ്‌ടമാണ്!
154,ഈ സ്ഥലം എന്നെ വീടിനെ ഓർമ്മിപ്പിക്കുന്നു!,എന്തുകൊണ്ടാണ് ഞാൻ വീട്ടിലേക്ക് പോകാൻ ആഗ്രഹിക്കുന്നതെന്ന് ഈ സ്ഥലം എന്നെ ഓർമ്മിപ്പിക്കുന്നു
155,സ്കോട്ട്‌സ്‌ഡെയ്‌ലിലെ എന്റെ സ്ഥിരം സ്ഥലങ്ങളിൽ ഒന്ന്.,സ്കോട്ട്‌സ്‌ഡെയ്‌ലിലെ എന്റെ സ്ഥിരം സ്ഥലങ്ങളിലൊന്നല്ല.
156,ഞാൻ തീർച്ചയായും ഇവിടെ വീണ്ടും പോകും!,ഞാൻ ഇനി ഒരിക്കലും ഇവിടെ പോകില്ല!
157,"ഉച്ചഭക്ഷണത്തിനായി നിർത്തി, നല്ല വൈൻ ലിസ്റ്റ്, നല്ല സേവനം.","ഞാൻ ഉച്ചഭക്ഷണത്തിനായി നിർത്തി, വൈൻ ലിസ്റ്റും സേവനവും മികച്ചതല്ല."
158,കോമിക് - ഫാമിലി സർക്കസിലെ സ്ഥലമാണിതെന്ന് ഞാൻ ഇഷ്ടപ്പെടുന്നു.,കോമിക് - ഫാമിലി സർക്കസിലെ സ്ഥലമാണിതെന്ന് ഞാൻ വെറുക്കുന്നു
159,അത് ഒരു അന്താരാഷ്ട്ര ആനന്ദമാണ്.,ഇതൊരു അന്താരാഷ്ട്ര സന്തോഷമല്ല.
160,അത് വളരെ മനോഹരവും വിചിത്രവുമായിരുന്നു!,അത് അത്ര മനോഹരമോ വിചിത്രമോ ആയിരുന്നില്ല.
161,"എനിക്ക് പുറത്തുള്ള ഇരിപ്പിടം ഇഷ്ടമാണ്, റിവേഴ്സ് ഹാപ്പി അവർ അവിശ്വസനീയമാംവിധം താങ്ങാനാവുന്നതുമാണ്.","എനിക്ക് പുറത്തെ ഇരിപ്പിടം ഇഷ്ടമല്ല, റിവേഴ്സ് ഹാപ്പി അവർ അവിശ്വസനീയമാംവിധം ചെലവേറിയതാണ്."
162,ഷുഗർ ബൗളിലെ അന്തരീക്ഷം രസകരമാണ്.,ഷുഗർ ബൗളിലെ അന്തരീക്ഷം രസകരമല്ല.
163,ഇത്രയും പറഞ്ഞപ്പോൾ ഞാൻ ഭക്ഷണം ആസ്വദിച്ചു.,ഇത്രയും പറഞ്ഞപ്പോൾ ഞാൻ ഭക്ഷണം ആസ്വദിച്ചില്ല.
164,"മികച്ച ഭക്ഷണം, മികച്ച അലങ്കാരം!","ഭയാനകമായ ഭക്ഷണം, ഭയാനകമായ അലങ്കാരം!"
165,ഭക്ഷണം എപ്പോഴും ഫ്രഷ് ആണ്.,ഭക്ഷണം എപ്പോഴും പഴകിയതാണ്.
166,"നിങ്ങൾക്ക് വരാം, എത്ര പണം വേണമെങ്കിലും ചെലവഴിക്കാം, അതിശയകരമായ എന്തെങ്കിലും ആസ്വദിക്കാം.","ഇവിടെ പോകരുത്, നിങ്ങൾ വളരെയധികം ചെലവഴിക്കുകയും മോശം അനുഭവം നേരിടുകയും ചെയ്യും."
167,എനിക്കുണ്ടായിരുന്ന ഭക്ഷണമെല്ലാം മികച്ചതായിരുന്നു.,എന്റെ കയ്യിലുണ്ടായിരുന്ന ഭക്ഷണമെല്ലാം ഭയങ്കരമായിരുന്നു.
168,"ഇതുവരെ, മികച്ച ഉപഭോക്തൃ സേവനം.",ഇതുവരെ ഉപഭോക്തൃ സേവനം വെറും പരുഷമായിരുന്നു.
169,റിക്ക് വളരെ രസകരമായ ഒരു വ്യക്തിയാണ്!,റിക്ക് ഒരു നീചനാണ്.
170,"ഞങ്ങൾ ഇന്നലെ ഇവിടെ സന്തോഷകരമായ സമയം കഴിച്ചു, അത് അതിശയകരമായിരുന്നു.","ഞങ്ങൾ ഇന്നലെ ഇവിടെ സന്തോഷകരമായ സമയം കഴിച്ചു, അത് ഭയങ്കരമായിരുന്നു."
171,ഒരു ബിസിനസ്സിലെ അപൂർവമായ കണ്ടെത്തലാണിത്.,ഒരു ബിസിനസ്സിൽ അത് അത്ര പ്രത്യേകതയുള്ളതല്ല.
172,നല്ല കട്ടിയുള്ള ഭക്ഷണമാണ്.,അത് വളരെ കാര്യമായ ഭക്ഷണമല്ല.
173,നല്ല ക്ലബ്ബ് നല്ല ലേഔട്ട് കോഴ്‌സ് ശരാശരിക്ക് മുകളിലുള്ള രൂപത്തിലായിരുന്നു.,"അത്ര നല്ല ക്ലബ് അല്ല, അത്ര നല്ല ലേഔട്ട് അല്ല കോഴ്സ് ശരാശരി മുതൽ മോശം രൂപത്തിലായിരുന്നു."
174,ഞങ്ങൾ തീർച്ചയായും മടങ്ങിവരും!,ഞങ്ങൾ തിരിച്ചുവരില്ല.
175,ഇറച്ചിക്കഷണം (അവർ ഉള്ളപ്പോൾ) അതിശയകരമാണ്.,ഇറച്ചിക്കഷണം (അവർക്കുപോലും ഉണ്ടെങ്കിൽ) പ്രത്യേകിച്ചൊന്നുമില്ല.
176,ഇവിടുത്തെ ഭക്ഷണവും വളരെ നല്ലതാണ്!,ഇവിടുത്തെ ഭക്ഷണവും ഭയങ്കരമാണ്!
177,"നന്ദി അമാൻഡ, ഞാൻ മടങ്ങിവരും!","ഇല്ല നന്ദി അമാൻഡ, ഞാൻ തിരികെ വരില്ല!"
178,എനിക്ക് അവരുടെ രുചിയുള്ള കോഫി ഇഷ്ടമാണ്.,അവരുടെ രുചികരമാക്കപ്പെട്ട കോഫി ഞാൻ വെറുക്കുന്നു.
179,ജീവനക്കാർ ഞങ്ങളെ വളരെ സ്വാഗതം ചെയ്യുകയും സുഖിപ്പിക്കുകയും ചെയ്തു.,ജീവനക്കാർ ഞങ്ങൾക്ക് വളരെ ഇഷ്ടക്കേടും അസ്വസ്ഥതയുമുണ്ടാക്കി.
180,"ഭക്ഷണം നല്ലതാണ്, എനിക്ക് പറയാൻ കഴിയുന്നതിൽ നിന്ന് ആധികാരികമാണ്.","ഭക്ഷണം മോശമാണ്, എനിക്ക് പറയാൻ കഴിയുന്നതിൽ നിന്ന് ആധികാരികമല്ല."
181,ഓൾഡ് ടൗൺ സ്കോട്ട്‌സ്‌ഡെയ്‌ലിന്റെ ദന്തചികിത്സ എല്ലാവരോടും ഞാൻ ശുപാർശ ചെയ്യുന്നു.,ഓൾഡ് ടൗൺ സ്കോട്ട്‌സ്‌ഡെയ്‌ലിന്റെ ദന്തചികിത്സ ഞാൻ ആരോടും ശുപാർശ ചെയ്യുന്നില്ല.
182,ഈ ക്രിസ്മസിന് എന്റെ അമ്മയുടെ വിവാഹനിശ്ചയ മോതിരം നവീകരിക്കാൻ എന്റെ അച്ഛൻ തീരുമാനിച്ചു.,ഈ ക്രിസ്മസിന് എന്റെ അമ്മയുടെ വിവാഹനിശ്ചയ മോതിരം നവീകരിക്കാൻ ചെയ്യേണ്ടതില്ലെന്ന് അച്ഛൻ തീരുമാനിച്ചു.
183,സ്റ്റോറിലെ മികച്ച ഡീലുകൾ ഈ റാക്കുകളിൽ ഉണ്ട്.,സ്റ്റോറിലെ ഏറ്റവും മോശം ഡീലുകൾ ഈ റാക്കുകളിൽ ആണ്.
184,ഇവിടെയുള്ള ആൺകുട്ടികൾ അവിശ്വസനീയമാംവിധം നല്ലവരും സഹായകരവുമാണ്.,ഇവിടെയുള്ള ആളുകൾ നല്ലവരോ സഹായകരോ അല്ല.
185,എന്റെ എല്ലാ വാഹനങ്ങളും ഉറപ്പായും തിരികെ കൊണ്ടുവരും!,അവർ എന്റെ എല്ലാ വാഹനങ്ങളും തിരികെ കൊണ്ടുവരില്ല.
186,"സൽസ വളരെ മികച്ചതായിരുന്നു, എന്നിരുന്നാലും അടുത്ത തവണ ഞാൻ കൂടുതൽ ചൂടുള്ള ഒന്ന് ആവശ്യപ്പെടും.","സൽസ ഭയങ്കരമായിരുന്നു, അടുത്ത തവണ കഴിക്കില്ല."
187,പുതിയതും രുചികരവുമായ ഡോനട്ടുകൾ കഴിക്കാനുള്ള മികച്ച സ്ഥലം.,പുതിയതും രുചികരവുമായ ഡോനട്ടുകൾ കഴിക്കാൻ പറ്റിയ സ്ഥലമല്ല.
188,പ്രാതൽ കഴിക്കാൻ വന്നതാണ് ഇതുവരെയുള്ള ഏറ്റവും നല്ല തീരുമാനം.,പ്രാതൽ കഴിക്കാൻ വന്നതാണ് ഇതുവരെയുള്ള ഏറ്റവും മോശം തീരുമാനം.
189,അവർക്ക് തിരഞ്ഞെടുക്കാൻ മികച്ച കോമ്പോസിഷൻ ഉണ്ട്.,അവർക്ക് തിരഞ്ഞെടുക്കാൻ ഭയങ്കരമായ കോമ്പോസിഷനുകൾ ഉണ്ട്.
190,"അവ വളരെ മികച്ചതായിരുന്നു, വളരെ കൊഴുപ്പുള്ളവയല്ല, മറിച്ച് മൃദുവും ഇളം നിറവുമായിരുന്നു.",അവ ഭയങ്കരവും വഴുവഴുപ്പുള്ളതും നനുത്തതോ കനംകുറഞ്ഞതോ ആയിരുന്നില്ല.
191,ഡെലിയിലെ സലാഡുകളുടെയും പാസ്ത ഇനങ്ങളുടെയും മികച്ച തിരഞ്ഞെടുപ്പ്.,ഡെലിയിൽ സലാഡുകളുടെയോ പാസ്തയുടെയോ വലിയ തിരഞ്ഞെടുപ്പ് ഇല്ല.
192,മൊത്തത്തിൽ നല്ല നിലവാരമുള്ള ഭക്ഷണവും സേവനവും.,മൊത്തത്തിൽ ഭക്ഷണത്തിന്റെ ഗുണനിലവാരവും സേവനവും അത്ര മികച്ചതായിരുന്നില്ല.
193,എല്ലാവരും വളരെ നല്ലവരും പ്രൊഫഷണലുകളുമായിരുന്നു.,എല്ലാവരും അത്ര നല്ലവരോ പ്രൊഫഷണലോ ആയിരുന്നില്ല.
194,എനിക്ക് ടാമലെ സാംപ്ലർ കിട്ടി.,"സങ്കടകരമെന്നു പറയട്ടെ, ഞാൻ ടാമലെ സാംപ്ലർ ഓർഡർ ചെയ്തു."
195,മാറ്റ് വളരെ രസകരവും സഹായകരവുമായിരുന്നു.,"മാറ്റ് അത്ര രസകരമായിരുന്നില്ല, അത്ര സഹായകരവുമല്ല."
196,"എന്റെ പ്ലേറ്റ് വൃത്തിയാക്കി, തികഞ്ഞ അളവിൽ ഭക്ഷണം.",ഭക്ഷണം തീരെ കുറവായിരുന്നു
197,"വീണ്ടും, ഭക്ഷണം അവിശ്വസനീയമാംവിധം രുചികരമാണ്!","വീണ്ടും, ഭക്ഷണം ഭയങ്കരമാണ്!"
198,പക്ഷേ അത് തീർച്ചയായും കാത്തിരിക്കേണ്ടതാണ്.,എന്നാൽ അത് തീർച്ചയായും കാത്തിരിക്കേണ്ടതില്ല
199,അരിസോണയിലെ ഏറ്റവും സ്ഥിരതയാർന്ന പിസ്സ സ്ഥലമാണ് ഗ്രിമാൽഡി.,അരിസോണയിലെ ഏറ്റവും ഭയാനകമായ പിസ്സ സ്ഥലമാണ് ഗ്രിമാൽഡി.
200,ഞാൻ ഇവിടെ വരുമ്പോഴെല്ലാം മികച്ച ഉപഭോക്തൃ സേവനമല്ലാതെ മറ്റൊന്നുമല്ല.,ഞാൻ ഇവിടെ വരുമ്പോഴെല്ലാം ഭയാനകമായ ഉപഭോക്തൃ സേവനമല്ലാതെ മറ്റൊന്നുമല്ല.
201,ജീവനക്കാരുടെ മികച്ച സേവനം.,മോശം ജീവനക്കാരുടെ മോശം സേവനം.
202,മധുരക്കൊതി ഉള്ളപ്പോൾ എനിക്കും ഇവിടെ മധുരപലഹാരം ലഭിക്കും.,എനിക്ക് മധുരക്കൊതി ഉണ്ടെങ്കിലും എനിക്ക് ഒരിക്കലും ഇവിടെ മധുരപലഹാരം ലഭിക്കില്ല.
203,എനിക്ക് എപ്പോഴും കഴിക്കാൻ ഇവിടെ ഒരു വലിയ വിഭവമുണ്ട്.,എനിക്ക് എപ്പോഴും ഇവിടെ ഒരു ഭയങ്കര വിഭവം കഴിക്കാൻ ഉണ്ടായിരുന്നു.
204,ഇത് എന്റെ പ്രിയപ്പെട്ട പിസ്സയാണ്.,ഞാൻ ഇതുവരെ കഴിച്ചതിൽ വച്ച് ഏറ്റവും മോശം പിസ്സയാണിത്.
205,"ബാർടെൻഡർ വളരെ സൗഹാർദ്ദപരവുമായിരുന്നു, പ്രത്യേകിച്ച് ആൾക്കൂട്ടത്തിൽ ഞങ്ങളെ സഹായിക്കാൻ പെട്ടെന്ന്.","ബാർടെൻഡർ വളരെ പരുഷമായിരുന്നു, ഞങ്ങളെ സഹായിക്കാൻ വളരെ സാവധാനത്തിലായിരുന്നു"
206,അവർ ഞങ്ങളുടെ മേശ പരിശോധിക്കുന്നത് തുടരുന്നതിനാൽ സേവനം മികച്ചതായിരുന്നു.,അവർ ഞങ്ങളുടെ മേശ അവഗണിക്കുന്നത് തുടർന്നതിനാൽ സേവനം ഭയങ്കരമായിരുന്നു.
207,"സ്ത്രീകളേ, ഗംഭീരമായതിന് നന്ദി!","അല്ല സ്ത്രീകളേ , ഭയങ്കരമായി പെരുമാറിയതിന് നന്ദി !"
208,"ആകർഷണീയവും വേഗതയേറിയതുമായ സേവനം, ഈ ആളുകൾക്ക് അവരുടെ കാര്യങ്ങൾ ശരിക്കും അറിയാം.","ഭയങ്കരവും വേഗത കുറഞ്ഞതുമായ സേവനം, ഈ ആളുകൾക്ക് അവരുടെ കാര്യങ്ങൾ അറിയില്ല."
209,സന്ദർശിക്കാൻ ഒരു വലിയ മ്യൂസിയം.,സന്ദർശിക്കാൻ ഭയങ്കരമായ ഒരു മ്യൂസിയം.
210,ഞാൻ പോയി ജോലി ചെയ്ത് ഒരു നല്ല പ്രഭാതഭക്ഷണം കഴിച്ചതിൽ സന്തോഷം!,പോയി ജോലി ചെയ്ത് മോശം പ്രാതൽ കഴിക്കുന്നതിൽ എനിക്ക് സങ്കടമുണ്ട്!
211,ശരി വിലകളും മികച്ച രുചികളും മാസത്തിൽ ഒരിക്കലെങ്കിലും.,"ഭയങ്കര വിലകൾ, നല്ല രുചിയല്ല."
212,"ഞങ്ങളുടെ പരിചാരിക മികച്ചവളായിരുന്നു, വളരെ ഇണങ്ങുന്നവളായിരുന്നു.","ഞങ്ങളുടെ പരിചാരികയായിരുന്നു ഏറ്റവും മോശം, വളരെ ശല്യപ്പെടുത്തുന്നവളായിരുന്നു."
213,"മെനു ലളിതമാണെങ്കിലും, അത് വാഗ്‌ദാനം ചെയ്യുന്നത് യഥാർത്ഥത്തിൽ ഒന്നാംനിരക്കാണ്.",മെനു സങ്കീർണ്ണവും വളരെ കുറഞ്ഞ നിലവാരമുള്ളതുമായ ഇനങ്ങൾ ആണ്.
214,"ഇത് വിലകുറഞ്ഞതല്ല, പക്ഷേ നിങ്ങൾക്ക് ഇവിടെ നല്ല മൂല്യമുണ്ട്.","ഇത് വിലകുറഞ്ഞതല്ല, അത് വിലമതിക്കുന്നില്ല."
215,"നല്ല മെനു, നല്ല വില, മികച്ച സേവനം- അത്താഴത്തിനും പ്രഭാതഭക്ഷണത്തിനും!","ഭയങ്കരമായ മെനു, ഉയർന്ന വില, മോശം ഉപഭോക്തൃ സേവനം - അത്താഴത്തിനും പ്രഭാതഭക്ഷണത്തിനും."
216,"നല്ല ഭക്ഷണം, ചൊവ്വാഴ്ച വിങ്‌സിന് വലിയ വില.","ഭയങ്കര ഭക്ഷണം, ചൊവ്വാഴ്ച വിങ്‌സിന് അത്ര വലിയ വിലയില്ല."
217,"സ്ഥലം തിരക്കുള്ളതായിരുന്നു, പക്ഷേ സേവനം മികച്ചതായിരുന്നു!",സ്ഥലം തിരക്കുള്ളതും സർവീസ് നിരാശാജനകവും ആയിരുന്നു!
218,ഇന്ന് രാത്രി ഞാൻ പോകാൻ ഉത്തരവിട്ടെങ്കിലും ഭക്ഷണം വളരെ മികച്ചതായിരുന്നു.,ഇന്ന് രാത്രി ഞാൻ പോകാൻ ഉത്തരവിട്ടെങ്കിലും ഭക്ഷണം അത്ര നല്ലതായിരുന്നില്ല.
219,ഈ സ്ഥലത്ത് നല്ല ഭക്ഷണമുണ്ട്.,ഈ സ്ഥലത്ത് മികച്ച ഭക്ഷണം ഇല്ല
220,മുന്നിലുള്ള രണ്ട് മാന്യന്മാർ എപ്പോഴും വളരെ ദയയുള്ളവരാണ്.,മുന്നിലുള്ള രണ്ട് മാന്യന്മാർ എപ്പോഴും നിസ്സഹായരാണ്.
