ID,NEGATIVE,POSITIVE
423,my services were very rushed and she didn't even do a good job.,my services were well-paced and she did a good job.
424,the ceiling air conditioner in the hallway is very loud.,the ambience is very peaceful. 
425,we then placed our order with our extremely rude and apparently completely overwhelmed server.,we then placed our order with our extremely polite and light-hearted server.
426,i may just post pictures to prove their shoddy work.,i may just post pictures to prove their high quality work.
427,it is way overpriced (compare to what they serve!),it is way underpriced (compare to what they serve!)
428,this is a terrible college.,this is a great college.
429,my jack and coke was seriously lacking.,my jack and coke was seriously popping .
430,"sadly, i will probably never be able to eat at this place again.","happily, i will probably be able to eat at this place again."
431,"the falafel's looked like chicken nuggets, and were lacking flavor.","the falafel's were so amazing, and had such a rich flavor."
432,i looked around and there were still customers.,I looked around and all the customers had been attended. 
433,i said it was disgusting to even serve this to diners.,This food was great for diners .
434,we both found it overcooked-- and no seasonings.,"the food was perfectly cooked, and lots of great seasonings."
435,in turn my legs are burnt from the noodles and all over the floor.,"my noodles were so good , and the bowls held everything i place."
436,avoid if at all possible.,go here no matter what.
437,"i do not like to be screwed over, or short changed.",I thought the prices were fair.
438,"we asked how long the wait would be, she said she was unsure.",She was pretty good with the estimated time for a table.
439,it's just too expensive for what you get.,The prices were great.
440,"also, could they not bring a single pack of cheese or red peppers ?",they had plenty of cheese packets and red pepper.
441,went into this location to drop it off.,went into this awesome location to drop it off .
442,we went there on a busy holiday weekend and the service was extremely slow.,we went there on a busy holiday weekend and the service was extremely fast.
443,"if i was the manager, i'd fire that kid on the spot.","if i was the manager, i'd promote that kid on the spot."
444,too bad too because they brew an outstanding beer.,too good too because they brew an outstanding beer.
445,the food was low quality and thrown together quickly with little flavor.,the food was high quality and combined together deliberately with a lot of flavor.
446,the beer was bad and warm!,the beer was nice and cold !
447,the woman who works in the deli is horrible.,the woman who works in the deli is great.
448,will never go back to kfc - they essentially stole from me !,i will always go back to kfc - they earned my patronage.
449,there are much better places for breakfast.,there are no better places for breakfast.
450,the surly older waitress was a huge bummer.,the older waitress was a real sweetheart.
451,"it's not my fave, but it's not awful .","it's my fave, because it's amazing ."
452,"um, yah, it doesn't need replacing just yet.",It doesn't ever need replacing.
453,"pathetic place, worst food.","amazing place, great food."
454,"needless to say, i will not be returning to this place ever again.","needless to say, I will be returning to this place again."
455,"firstly, their fees are generally higher than other places.","firstly, their fees are reasonable "
456,"anything they say, ask in writing .","anything they say, they give in writing."
457,this is a far cry from real new mexican cuisine.,this is  the real new mexican cuisine.
458,but unfortunately the rude woman was the one checking us out.,but fortunately the polite woman was the one checking us out.
459,built in cabinets in kitchen and bathroom along with sink are not kept up.,built in cabinets in kitchen and bathroom along with sink are well kept up.
460,bad service in these areas and really ruined our visit.,good service in these areas and really made our visit amazing.
461,if i had wanted it washed i would have washed it myself !,i had wanted it washed and I washed it myself !
462,she just grabbed a couple empty dishes and walked off.,she cleared the table properly. 
463,"horrible, not so low price specials and the occasional groupon.","incredible, low price specials and the consistent groupon."
464,the green enchiladas were ok but not great.,the green enchiladas were plenty good.
465,the problem is nothing was good.,the problem is everything was good.
466,i tried to no avail.,i tried to much success.
467,university is also almost as bad as living on apache.,university is not as bad as living on apache.
468,horrible job on nails and toes.,good job on nails and toes.
469,i refused to purchase any of the pictures based on quality.,I opted to purchase the pictures based on quality.
470,perhaps bread should be offered at no charge.,bread was offered at no charge.
471,"simply, there are far superior places to go for sushi.","simply, this is a superior place to go for sushi."
472,"grudgingly, took my suite to get fitted and a new button put on it.","happily, took my suite to get fitted and a new button put on it."
473,sketchy sketchy sketchy pizza delivery !,trustworthy pizza delivery!
474,that person didnt get their meal until everyone else was finished with their meal.,that person received his meal along with everyone else. 
475,"the place is small, i'm sure she could have figured it out.","the place is small, and she figured it out quickly. "
476,"they rush, rush and don't pay attention to their customers.",they pay much attention to customers.
477,desert followed but nothing special.,desert followed and was something special.
478,no massage with my manicure or pedicure.,very nice massage with my maicure and pedicure.
479,i called at 6:30 and got the complete brush off.,I called at 6:30 and was helped right away.
480,"however , this experience went bumpy.","however , this experience went pretty smooth."
481,they're nowhere near any fight that breaks out.,they immediately act whenever any fight breaks out.
482,"since their visit, the only scorpions we've seen were dead !",there were no scorpions in the place.
483,"she was getting pissed, and so were we.","she was very nice, she helped us out."
484,didn't seem to care about their job.,loved their job.
485,would have rated lower if i could.,would have rated higher if i could.
486,not personalized or warm at all.,it was very personalized and warm.
487,so one person would eat while everyone else was sitting and waiting for theirs.,everyone ate together.
488,i do not like the size of the dance floor.,i like the size of this dance floor.
489,this location is super busy and really could use double the staff.,this location is super busy and its good they have double the staff.
490,i guess starbucks customer services is only good at some locations.,starbucks services are good at every location!
491,their cheese i'm certain was of the string variety.,their cheese i'm certain was of a good variety.
492,"no, not the ones at asu, the ones in junior high were not good.","the ones at asu, and the ones in junior high were good."
493,three women met for a horrible lunch last friday at elements at the sanctuary .,three woman met for a nice lunch last friday at elements at the sanctuary
494,"ra sushi, you are so blah to me .","ra sushi, you are so amazing to me."
495,half of my head was over processed.,half of my head was processed well.
496,an old dude did my pedicure.,a young woman did my pedicure.
497,like it 's been in a fridge for a week.,like it hasn't been in a fridge for a week .
498,"no, we are going to have a tournament tomorrow.","yes, we are going to have a tournament tomorrow."
499,"when i picked up the order, i was given another totally different price.","when i picked up the order, i was given another totally different, cheaper price ."
500,they do not stock some of the most common parts.,they stock everything.
