ID,NEGATIVE,POSITIVE
152,నా చిన్నబిడ్డ సీట్లలో ఒక దాని క్రింద ఒక చనిపోయిన  ఎలుకని కనుగొన్నాడు.,పిల్లలు మరియు పసిబిడ్దలకు ఈ స్థలం స్స్వచ్చంగా మరియు పరిశుభ్రంగ వుంది.
153,ఈ ప్రదేశం కేవలం పర్వాలేదు.,స్థలం కేవలం గొప్పది.
154,నేను నిజంగా నిరాశచెందానని నేను చెప్పాల్సిందే.,నేను నిజంగా ఆకట్టుకొనబడ్డానని చెప్పగలను.
155,నేను వెనక్కి తిరిగి వెళ్ళకపోవడానికి ఇదే కారణం,ఇదే కారణం నేను ఎల్లప్పుడూ వెనక్కి వెళ్ళడానికి
156,"ఇంకా, మెనూలో సాసేజ్ లేదా బెకన్ లేవు.",ఇంకా అక్కడ సాసేజ్ మరియు బేకన్ యొక్క చాల ఎంపికలున్నాయి.
157,"అఖరుకి మేనెజర్ని చూపించినపుడు అతడు కఠినంగా ,","నిర్వాహకుడు స్నేహపూర్వకంగా , సర్దుకుపోయేల వున్నాడు."
158,ఈ మొత్తం భయానక అనుభవం గురించి  కనీసం  క్షమాపణ చెప్పటంలో కూడ కార్యాలయం విఫలమైంది.,కార్యాలయం అనుభవానికి క్షమాపణ చెప్పింది.
159,"లేదు, అధ్వానంగా","అవును, మంచి మార్గం."
160,అక్కడ నవ్వులు లేవు మరియు వినియోగదారుని సేవలు లేవు.,అక్కడ చాలా నవ్వులు మరియు నాణ్యమైన వినియోగదారుని సేవ వున్నాయి.
161,ఆమె అతనికి తగినంత సమాధానం త్వరగా  ఇవ్వనందువలన అతడు ఉరివేసుకున్నాడు.,"ఆమె అతనికి తగినంత త్వరగా సమాధానం చెప్పనప్పటికీ, అతను ఓపిగా ఆమె కోసం వేచి వున్నాడు."
162,ఫ్రైడ్ రైస్ చెత్తగా ఉంది మరియు దానిలో చెత్త భారంతో నిండి ఉంది.,రైస్ బాగుంది మరియు అది చాల వుంది.
163,"మీ డాబా దక్షిణం వైపు వుంటే , మీరు అదృష్టవంతులు కారు.","మీ డాబా దక్షిణం వైపు వుంటే, మీరు అదృష్టంలో వున్నారు."
164,పైగా అతనికి కంప్యూటర్ లో ఎల పని చేయాలో తెలియదు.,మరియు అతనికి కంప్యూటర్ పని ఎలా చేయాలో తెలుసు.
165,మొత్తానికి ; ఒక మంచి స్థానిక కెమెరా ప్రదేశం కోసం నా వ్యాపారం మరియు సిఫార్సులను పోగొట్టుకున్నాను.,"మొత్తానికి, నా వ్యాపారాన్ని మరియు మంచి స్థానిక కెమెరా స్థలం కోసం సిఫార్సుని సంపాదించాను."
166,"అది చాలా విచిత్రంగా ఉంది, ఆమె తమాషాలాడుతుందా అని నేను ఆమెను అడిగాను.","ఇది చాలా హాస్యాస్పదంగా వుంది, ఆమె తమాషా చేస్తుండా అని నేను ఆమెను అడిగాను."
167,"ఆహారం చాలా సాధారణమైనది, చాలా జిడ్డుగా మరియు సరిగ్గా ఉడకలేదు","ఆహారం బాగుంది, మరీ జిడ్డుగా లేదు మరియు "
168,"ఆహారం చల్లగా ఉంది [ఇంకా గడ్డగా], నా ఎముకలు గడ్డకట్టాయి.",ఆహారం వేడిగా [ మరియు తాజాగా] ఉంది. నా ప్రక్కటెముకలున్నాయి.
169,"బిజిగా లేదు, పెద్దగా లేదు.","బిజీగా వున్నాను, పెద్దగా లేను."
170,స్నానాలగది ప్రత్యేకత గలదేం కాదు,స్నానాలగది ప్రాంతం ఏదో ప్రత్యేకతగలది.
171,అతను కనుగొన్న ఈ గది కుడా పొగతో నిండిపోయింది.,అతడు కనుగొన్న ఈ గది తాజా వాసనొస్తుంది.
172,అలాగే బఫే ప్రమాణాల ప్రకారం కూడా అక్కడ వుంచబడిన ఆహారం గొప్పగా ఏమి లేదు.,బఫే ప్రమాణాల కి పోలిస్తే ఆహరం బాగుంది.
173,"కాబట్టి, నేను నా వ్యాపారాన్ని వేరే చోట తెచ్చాను.",కాబట్టి ఇక్కడ నా వ్యాపారం తొ కొనసాగించాను.
174,ఎగ్జిబిట్ సి:  విద్యార్థి సేవా లేదు.,ఎగ్జిబిట్ సి; గొప్ప విద్యార్థి సేవ.
175,పాత అభిమానం చాలా నిరాశపరిచింది.,పాత అభిమానం నుండి చాలా సంతృప్తి చెందాను. 
176,శనివారం రాత్రి కావడంవల్ల దీర్ఘ నిరీక్షణ కాదు అని తెలుస్తుంది.,శనివారం రాత్రి అవడంవల్ల ఒక పెద్ద గుంపు వుంది అని చూపిస్తుంది కానీ చిన్న నిరీక్షణ  సమయం.
177,జాజికి సాస్ లొ చాలా మెంతులు ఉన్నాయి.,జాట్జికి సాస్ లో సరైన మొత్తంలో మెంతులున్నాయి.
178,మాంసం యొక్క ఆకృతి మరియు రుచి తప్పుగా చూపించబడింది.,మాంసం యొక్క ఆకృతి తగినట్టుగా వుంది.
179,నేను క్షౌరశాలను మళ్ళీ ఎప్పుడూ దర్శించను,నేను ఖచ్చితంగా క్షౌరశాలను మళ్లి దర్శిస్తాను.
180,వారు ఒక స్టార్ ని మాత్రమే పొందుకుంటారు ఎందుకనగా మీరు రేటింగ్ ఇవ్వాల్సివుంది,వారు ఐదు నక్షత్రాలను స్వీకరించారు.
181,నేను అక్కడికి తిరిగి వెళ్ళనేమో.,నేను అక్కడికి మళ్లీ దర్శిస్తాను. 
182,ఇప్పటి వరకు నెను మాట్లాడిన వారిలో  ఇతడే మొరటు వ్యక్తి.,నేను మాట్లాడిన వారిలో ఇప్పటివరకు ఇతడే  చాలా మర్యాదస్తుడు.
183,వారి మిగిలిన ఆహారం తినదగ్గదే కాని వారి ఉద్యోగులు మరియు సేవ భయంకరంగా వుంది.,"ఆహారం బాగుంది మరియు వారి ఉద్యోగులు , సేవ ఉత్తమంగా ఉన్నాయి.."
184,భోజనం వరకు అయితే ఎప్పుడూ తినలేదు.,"ఆహారం విషయానికొస్తే, చాల బాగుంది."
185,అయితే దీని గురించి సాంకేతికుడు నాతో  ఏమి చెప్పలేదు.,"అయితే, సాంకేతికుడు దీని గురించి ప్రతీది వివరించారు."
186,నేను తీర ప్రాతం నుండి వచ్చాను మరియు ఇది ఒక నిరాశను కల్గించింది మరియు ధర ఎక్కువ.,"నేను తీరప్రాంతం నుండి వచ్చాను , ఇది నాకు ఒక ఆనందకరమైన ఆశ్చర్యం మరియు మంచి ధర."
187,"మా అమ్మ రుచిలేని తెరియాకి చెకెన్ బెంటో బాక్స్ ని ఆర్డర్ చేస్తే, నేను  భయంకరమైన శాషిమి బాక్స్ ఆర్డర్ చెశాను. ","మా అమ్మ రుచికరమైన తెరియాకి చికెన్ బెంటో బాక్స్ ను ఆర్డర్ చేసింది, నేను సమానంగా రుచివున్న శాషిమి బాక్స్ ఆర్డర్ చెశాను."
188,నేను రుచిలేని గార్లిక్ బ్రెడ్ మరియు   కూరగాయలతీ కూడిన  ఫెట్యుసిన్ ఆల్ఫ్రెడో పాస్తా ఆర్డర్ చేశాను,నేను కూరగాయలతో  రుచికరమైన గార్లిక్ బ్రెడ్ మరియు ఫెట్యూసిన్ ఆల్ఫ్రెడ్ పాస్తా  అర్డర్ చేశాను.
189,స్లైదర్స్ వండటానికి అంత సమయం పట్టదు.,స్లైడర్స్ వండటానికి అంత ఎక్కువ సమయం తీసుకోదు.
190,శాండ్విచ్ అంత గొప్పగా లేదు.,శాండ్విచ్ బాగుంది.
191,దురదృష్టవశాత్తు అతను ఆమెను ఆపలేదు.,"అదృష్టశావత్తు, ఆమెను ఒక వ్యక్తి ఆపాడు."
192,ఊ... మేము ధన సహాయం చేయమని అతనికి చెప్పాము.,"మ్, మేము అతనికి చెప్పాము మాకు ఖచ్చితంగా  ఆర్థికసాయాం కావాలని."
193,"రుచి నిజంగా చద్దిదిగా ఉంది, నేను నమ్మలేకపొయాను.",నేను తాజగా రుచి  చూసి  నమ్మలేకపోయను
194,అది నా అభిరుచికి కొంచెం ఖరీదైనది కూడా.,"ఇది కూడా సరసమైనది, నా అభిరుచికి తగ్గది."
195,"ఆహారం పర్వాలేదు, మేము మెక్సికన్ మెనూ ఆర్డర్ చేసి ఉండాల్సింది.","అహరం బాగుంది, మేము మెక్సికన్ మెనూ నుండి ఆర్దర్ చేశాము."
196,చివరగా వారి బ్రౌనీ డెజర్ట్ ....మెహ్,చివరగా బ్రౌనీ డెజర్ట్ కోసం చస్తారు.
197,ఈ రెస్టారెంట్ కి ఆధునికత లేదని చూపిస్తుంది.,రెస్టారెంట్ చాలా ఆధునికత కలిగివుంది.
198,ఒక దాని తర్వాత ఒకటి విరిగిన విషయాన్ని వారు చెప్పాలనుకోరు.,వారు అన్ని విరిగిన వస్తూవులను పరిష్కరించారు.
199,"ఖర్మకొద్ది,  ఎంతో  కాలంగా స్థాపించబడ్డ రెస్టారెంట్ కి చాలాసార్లు వచ్చాము.  ","అదృష్టశావత్తు, మేము ఎంతోకాలంగా స్థాపించబడ్డ రెస్టారెంట్ కు చాలా సార్లు వచ్చాము."
200,కోల్ స్లా యొక్క చిన్న కంటైనర్ మినహా నా పళ్ళెం దాదాపు సగం ఖాళీ కనిపించింది.,నా పళ్ళెం ఆహరంతో నిండిపోయింది.
201,నేనొచ్చినప్పుడు డెస్క్ దగ్గర ఎవరూ లేరు.,"నేను వచ్చినపుడు, డెస్క్ వద్ద బాగా హజరయ్యాను."
202,మేము లెచి వెళ్ళిపోవడానికి ముంది మేము  మరొక   5-10 ని;  ఇచ్చాము.,మేము వెంటనే హాజరయ్యాము.
203,ఐస్ క్రీం కూడా చాలా చాలా పారిపోతుంది.,"ఐస్ క్రీం కూడా అసాధారణంగా, మంచిగా వుంది."
204,వెండీస్  వారి డ్రింక్ రీఫిల్స్ తో చౌకగా వుంటాయని చాలా సంవత్సరాలుగా తెలుసు.,వెండీస్ వారి పానీయం రీఫిల్స్ తో చాలా సంవత్సరాలుగా  ఉదారంగా ప్రసిద్ధి చెందింది.
205,వారు బట్వాడా చేసిన వెంటనే నేను ఉఫ్ లాగా ఉన్నాను.,వారు డెలీవరి చేసిన వెంటనే నేను విస్మయం చెందాను. 
206,సేవ సాధరణంగా వుంది మరియు రెస్టారెంట్ సగటుగా వుంది.,సేవ అద్భుతమైనది మరియు రెస్టారెంట్ సగటు కంటే ఎక్కువగా ఉంది.
207,కానీ నేను ఖచ్చితంగా దీన్ని వండవచ్చు.,"ఇది చాలా బాగుంది, దీన్ని నేను ఖచ్చితంగా మెరుగ్గా వండలేనని హమీ ఇస్తున్నాను."
208,కేవలం భయంకరం అని మాత్రమె నేను చెప్పగలను,ఇది బాగుంది నేను అదే చెప్పగలను.
209,సైట్ లో వారికి ఫౌంటెన్ యంత్రం లేదా?,వారు ఫౌంటెయిన్ మెషీన్ ను కలిగివున్నారు అని నేను పందెంకాస్తాను.
210,అతడి గుడ్దు శాండ్ విచ్ లు పాదంలాగా కంపుకొడుతున్నాయి మరియు సన్నగా వున్నాయి.,అతని గుడ్డు శాండ్విచ్ వాసన బాగుంది మరియు పై తలం నాకు నచ్చింది.
211,దూరంగా వుండు మరియు బదులుగా చీజ్ కేక్ కి వెళ్ళు.,అది వెళ్ళడానికి గొప్ప ప్రాంతం
212,"మేము అక్కడ  స్థానువైపోయాము ఎందుకంటే, మేము ఎప్పుడూ దీన్ని ఊహించలేదు.",మేము అక్కడున్న ప్రతి ఒక్క క్షణాన్ని ఇష్టపడ్డాము.
213,"ఇక్కడ నేను చాలా సార్లు తిన్నాను, కానీ ఏది గత రాత్రి అంత చండాలంగా లేదు.","మేము ఇక్కడ చాలాసార్లు తిన్నాము, కానీ నిన్న రాత్రంత మంచిగా ఏదీ లేదు."
214,మీరు మాత్రమే అక్కడ వున్నప్పటికి ఎల్లప్పుడూ కూడా చాలా ఎక్కువ సమయం పడుతుంది.,స్థలం శీఘ్రంగా
215,"అయినప్పటికి, ప్రతి ఒక్కరు తమ  మేకులు కొట్టడం పూర్తయిన తర్వాత చెల్లించబడ్డారు.",అందరూ ఒకే సమయంలో  చెల్లించారు.
216,"కనుక, అక్కడ  బెనెడిక్ట్   ఆర్డర్ చేయడం నా ఏకైక సమయం.",నేను మళ్ళీ బెనెడిక్ట్ ఆర్డర్ చేస్తాను.
217,"మొత్తంగా, ఈ ప్రదేశాన్ని ఎక్కువగా ఉల్లాసించలేదు.","మొత్తంగా, నేను ఈ ప్రాంతాన్ని ఎక్కువగా ఆనందించాను."
218,"ఉద్యోగస్థులలో ఒకరు క్షమాపణ అడిగారు, కాని అది చాలా నిజయితీగా అనిపించలేదు.",ఉద్యోగస్తుల్లో ఒకడు హృదయపూర్వకంగా క్షమించబడ్దాడు.
219,వారు మిమ్మల్ని చాలా త్వరగా చేర్చడానికి ఒక కారణం ఉంది.,ఈ ప్రదేశం బాగా కోరుకునే వాటిల్లోది.
220,సున్నా నక్షత్రాలు ఒక ఎంపికనా?,నేను దీనికి 5 స్టార్ విలువఇస్తాను.
221,"దీర్ఘకాలంలో, వారు నాకు బొత్తిగా ఏమి చేయలేదు.","దీర్ఘకాలంలో, వారు చాలా ఉపయోగపడుతారు."
222,కానీ ఈ బాధాకరమైన కథ ఈ రోజు మధ్యాహ్నం మొదలవనివ్వండి.,"కానీ, ఈ గొప్ప కథ ఈ రోజు మధ్యాహ్నం మొదలవనివ్వండి."
223,"తీవ్రంగా అయితే,నేను ఎప్పుడూ అక్కడ షాపింగ్ చేయకూడదు.","ఖ్హచ్చితంగా  అయితే, నేను ఇక్కడ తరచుగా కొనుగోలు చేయాలి."
224,ఇది లోయలో పూర్తి అధ్వాన్నమైన ప్రదేశం.,లోయలో విలువైన వాటిల్లో ఒకటి
225,కానీ వారి జాబితా ప్రశ్నాదాయకంగా వుంది.,"వారి జాబితా అగ్రశ్రేణి, గొప్ప ఎంపికలు."
226,ఫ్రైడ్ చికెన్ ఒట్టిగా వుంది కాని గ్రీన్ చిల్లీ మ్యాక్రోని మరియు చీజ్ బాగున్నాయి.,"ఫ్రైడ్ చికెన్ లేతగా వుంది మరియు గ్రీన్ చిల్లీ మాక్రోని, చీజ్ భయంకరం."
227,అందువలన అతను వారి కోసం ఒక  రక్తపు  అదృష్టాన్ని వసూలు చేయగలడు.,అతను వాటికి తగిన ఖరీదు వేయగలడు.
228,మనము ఆమెను చిరాకుపెట్టిస్తున్నామా లెదా ఇంకేమయినా?,మేము ఆమెకు ఇబ్బంది కాదు.
229,ఈ స్థలం నన్ను చివరిసారిగా విసిగించింది.,మరొక్కసారి ఈ ప్రదేశం నన్ను ఆహ్లాదపరచింది. 
230,వీళ్ళతో ఒప్పందంపై సంతకం చేయవద్దు.,వీరితో ఇప్పుడే ఒప్పందంకు సంతకం చేయండి.
231,యాత్రని వ్యర్థం చేయవద్దు.,యాత్ర కోసం చచ్చేలా వుంది.
232,చాలా చల్లగా వున్నందువల్ల ఒక ఎంట్రీని తిరిగి ఇవ్వవలసివచ్చింది.,ప్రతీ నమోదు తగినట్టు వచ్చింది.
233,ఆ   విశ్రాంతిగది చెత్తగా ఉంది.,విశ్రాంతిగది శుబ్రంగా ఉండింది.
234,అంటే అది నా అనుభవం,నేను ఎల్లప్పుడూ మంచి అనుభవాన్ని కలిగిఉన్నాను.
235,బీఫ్ ట్యాకో బాగుంది కాని ప్రత్యేకంగా ఏమీలేదు.,బీఫ్ ట్యాకో నిజంగా బాగుంది.
236,"ఎలాగైనా, క్యాంపింగ్ ప్రపంచం నుండి కొనుగోలు చేయమని నేను ఎప్పటికి సిఫార్సు చేయను.",ఎలాగైనా నేను క్యాంపింగ్ ప్రపంచం నుండి కొనుగోలు చేయాలని సిఫార్సు చేస్తాను.
237,నేను కూర్చోడానికి వెళ్ళి నా ఆర్డర్ కోసం ఎదురుచూశాను.,"ఉత్తేజంగా, నేను కూర్చోడానికి వెళ్ళి, ఆర్డర్ కోసం ఎదురు చూశాను"
238,ఇసి పరిశుభ్రమైన ఉద్యానవనం కూడా కాదు.,ఇది మంచి ఉద్యానవనం కూడా.
239,నేను ప్రతిస్పందన లేకున్నా పదేపదే కాల్ చేయడానికి ప్రయత్నించాను..,నేను కాల్ చేశాను మరియు వెంటనే ప్రతిస్పందన పొందాను.
240,వారు నాకు చేయని పని కోసం మరియు ఇన్స్టాల్ చేయబడని భాగాల  కోసం  ఆరోపించారు.,వారు నాకు పని  మరియు భాగాలు ఇన్స్టాల్  చేసినదానికి ఖరీదు ఇచ్చారు
241,అది చూడటానికి పాతగా మరియు కాలంచెల్లినదిగా కనిపిస్తుంది.,అది చూడటానికి కొత్తగా మరియు ఆధునికంగా వుంది.
242,అలాగే అతడు నా కాల్ తిరిగిచేయలేదు,నా కాల్ తిరిగిచేశాడు.
243,మీరు ఎక్కువగా ప్రయాణలు చేస్తుంటె ఈ హోటల్ లో బస చేయకండి.,మీరు ఎక్కువగా ప్రయాణిస్తే ఈ హోటెల్ లో ఉండండి.
244,నేను చల్లగా మరియు చెమ్మగా వున్న ఆహారం తేసుకొనె కంటే వేడి ఆహారం కోసం ఎదురుచూడాల్సింది.,నాకు వేడి ఆహారం వడ్డించబడింది.
245,"ఇక్కడి ఆహారం చప్పగా, దుర్భరంగా మరియు చండాలంగా వుంది. ","ఇక్కడి ఆహారం రుచికరంగా , ఉత్తేజితంగా, అమోఘంగా వుంది."
246,ఇది బంతిపై లేదు,ఇది బంతి కుడివైపు ఉంది.
247,"రికార్డు కోసం నేను మంచి వంటవడిని కాదు, నేను మసాలా ఉపయోగిస్తాను","రికార్డు కోసం నేను ఒక భయంకరమైన వంటవాడిని, నేను మసాలా ఉపయోగిస్తాను."
248,టో ప్యాకేజి  పెద్ద సమస్య,టో ప్యాకెజ్ బాగుంది.
249,చాలా రద్దీగా వుండడం వల్ల నిజానికి మంచి సమయం గడిపె అవకాశం కలగడం కష్టం.,"ఎప్పూడూ రద్దీగా వుండదు, మంచి సమయం కలిగివుండటానికి పుష్కలమైన అవకాశాలు."
250,ఉద్యోగులు ఆ విధంగా ప్రవర్తించినపుడు అది భయంకరం అని నేను అనుకుంటున్నాను.,ఉద్యోగులు ఆ విధంగా ప్రవర్తించడం  అద్భుతం అని నేను ఆనుకుంటున్నను.
251,ఒక విభిన్న క్షౌరశాల కోసం నేను వెతుకుతున్నాను.,నేను ఇప్పుడు ఒక విభిన్న క్షౌరశాల కోసం వెదకను.
252,ఇక్కడ కొనుగోళ్ళు చేయడానికి మీరు నాకు డబ్బు చెల్లించలేరు.,నన్ను ఇక్కడ కొనుగోలు చేయనివ్వకుండా ఏదీ అపలేదు.
253,"""ఫ్రెంచ్ టోస్ట్ పళ్ళెం బాగుంది"" అని అమ్మ చెప్పింది, కాని గ్రుడ్లు చల్లగా వున్నాయి","ఫ్రెంచ్ టోస్ట్ పళ్ళెం బాగుంది, అని అమ్మ అంది మరియు గ్రుడ్లు వేడిగా వున్నాయి."
254,"ఇప్పుడు ఆహారం; భయానకంగ లేదు,  కాని సగటుకి తక్కువగా ఉంది","ఇప్పుడు ఆహరం బాగుంది, సగటుకి పైన వుంది."
255,ఇది సులువుగా నా జీవితంలో తినని అధ్వాన్నమైన గ్రీకు ఆహారం.,ఇది సులభంగా  నా జీవితంలో నేను తిన్న అత్యుత్తమ గ్రీకు ఆహారం.
256,నేను ఇవ్వాలనుకుంటున్నా నక్షత్రాలు లేవు.,నేను 5 కి 5 రేటింగ్ ఇవ్వాలనుకున్నాను.
257,అది వచ్చినపుడు మనం  దాన్ని తిరిగి వెనక్కి పంపాలి.,అది వచ్చినపుడు మేము సంతోషించాము.
258,"పరికరాలు చాలా పాతగా , చూడటానికి మురికిగా వున్నాయి.","పరికరాలు  చాలా  కొత్తగా, చూడ్డానికి బాగున్నాయి."
259,నేను అవకాశం తీసుకోవడానికి సుముఖంగా లేను.,నేను అవకాశం తీసుకొనడానికి సిద్ధంగా వున్నాను
260,ఈ ప్రదేశం కొన్ని కారణాల వల్ల మూత్రం వాసన వస్తుంది.,ఈ స్థలం కొత్తగా మరియు తాజగా వాసనొస్తుంది.
261,క్రింది వరుసలో వారు వాగ్ధానం పైన మరియు బట్వాడా క్రింద ఉన్నారు.,క్రింది వరుసలో వారు ప్రమాణాన్ని నిలబెట్టుకొని బట్వాడా బాగా చేశారు
262,నాకు తెలియదు ఎందుకు ఏదైనా విభిన్నంగా నేను ఆశిస్తున్నాను.,ఇది సరిగ్గా నేను ఊహించినదే.
263,ఈ స్థలం గురించి అంత ప్రత్యేకత ఏమీలెదు.,ఈ స్థలం గురించి ప్రతీది చాలా ప్రత్యేకం.
264,రాజ్ ప్రతి సందర్భంలో విఫలమయింది.,రాజ్ ప్రతీ సందర్భాన్ని  ఆనందపరిచింది.
265,నిర్వాహకులు గోల్ఫ్ అనుభవం గురించి పట్టించుకోలేదు.,నిర్వాహకులు గోల్ఫ్ అనుభవం కోసం చాలా ఎక్కువగా పట్టించుకున్నారు.
266,"-20-30 % సామర్థ్యం గరిష్టంగా వున్న, కొలనులో నేను ఒక్కడినే ఉన్నాను.","-20-30%  సామర్థ్యం గరిష్టంగా వున్న , నేను కొలనులో ఒక్కడినే వుండటం వల్ల ఆస్వాదించాను."
267,చౌమెన్ చాలా మెత్తగా ఆకృతిలో విచిత్రంగా వుంది.,చౌమెన్ ఒక మంచి ఆకృతిని కలిగివుండింది.
268,సంకేతాలు సరిగా లేనందు వల్ల కష్టమైనప్పటికీ కూడా ప్రాంతాన్ని కనుగొన్నాం.,సులభంగా స్థలం కనుగొనబడింది.
269,ఖచ్చితంగా తెలియదు మరియు నేను పట్టించుకోను.,"ఖచ్చితంగా, అది నాకు తెలుసు"
270,నా జీవితం యొక్క రెండు గంటలు ననేను వెనక్కి పొందలేను.,రెండు గంటలు నా జీవితంలో బాగా గడిచాయి.
271,"కర్మకొద్ది, నా ఎర్ర పర్సు  మరియు మూడు జతల నల్ల షూస్ పడేశాను.","సంతోషంగా, నా ఎర్ర పర్సు  మరియు మూడు జతల నల్ల షూస్ పడేశాను."
272,చాలా నిరాశ చెంది ఈ స్థలం నుండి దూరంగా వుంటారు.,ఇప్పుడు చాలా సంతోషం మరియు ఈ స్థలాన్ని పునర్దర్శిస్తాను.
273,"సేవ నిష్పాక్షికం, దారుల మధ్య వేగం బాలేదు- దీర్ఘ నిరీక్షణ","సేవ బాగుంది, దారుల  మధ్య వేగం బాగా సమయం గడించింది."
274,"రెండవసారి, మరింత బాలేదు.",రెండవసారి ఇంకా బాగుంది.
275,బ్రెడ్ తడిగా వుంది మరియు ముంచుకొనెది తినలేనివిధంగా వుంది.,బ్రెడ్ అద్భుతం మరియు ముంచుకొనేది నమ్మశక్యంగానిది గా వుంది.
276,లోపలికి రావాడానికి అతడు మరొక సమయం కూడా నాకు అవకాశం ఇవ్వలేదు.,అతడు   తక్షణమే  మరొక సమయాన్ని లోపలికి రావడానికి అందించాడు.
277,మీరు ఏం దరిద్రం చేస్తున్నారు?,మీరు గొప్పగా చేస్తున్నారు.
278,ముందు డెస్క్ వద్ద వున్న మహిళ మరీ స్నేహంగా లేదు.,ముందు బల్ల వద్ద వున్న స్త్రీ చాలా స్నేహపూరితం.
279,నేను ఆకట్టుకొనబడలేదు మరియు ఈ స్థలాన్ని నేను సిఫార్సు చేయను.,నేను ఆకట్టుకొనబడ్డాను మరియు ఈ స్థలాన్ని సిఫార్సు చేస్తాను.
280,ముంచుకొనే సాస్ చాలా తియ్యగా వుంది కూడా.,ముంచుకొనే సాస్ అలాగే ఆహ్లాదకరమైన తీపిగా వుంది.
281,"ఆఖరికి, చీజ్ క్రిస్ప్ చిన్నగా వుండి ఏదైనా కాని కరకరలాడుతూవుంది.","చీజ్ క్రిస్ప్ తగినట్టు, కరకరలాడుతూ వుంది."
282,నేను ఆన్లైన్లో తనిఖీ చేస్తే కూపన్ సైట్ నా సర్టిఫికెట్ బాలేదని చెప్పింది,నేను ఆన్లైన్ లో తనిఖీ చేశాను మరియు కూపన్ సైట్ నా సర్టిఫికెట్లు బాగున్నాయని చెప్పింది.
283,"లయ్యర్, లయ్యర్ ప్యాన్ట్స్ ఆన్ ఫయ్యర్",నిజాయితీపరులు
284,"వాహన నిలుపుదల చోటు: సంకేతాలు లేదా ఏమైనా లేవు, కాబట్టి మీరు కేవలం ఊహించాలి.","వాహనాల నిలుపుదల చోటు: సరిగ్గా ఉంచబడిన సంకేతాలు, చాలా సులభమైన వాహనలు నిలిపే అనుభవం"
285,నేను సన్ చైనీస్ డైనింగ్ తో ఆపిఉండాల్సింది.,భోజనం చేయడానికి ఇది చాలా మంచి స్థలం.
286,ఆహారం మరియు సేవా పెద్ద గొప్పగా ఏమీలేవు.,చక్కని  మంచి ఆహారం మరియు సేవ.
287,ఇది పాత అరిగిపోయిన హోటల్,ఇది పాత పాతకాలపు హోటెల్
288,టాపింగ్ లేకుండా పిజ్జా ఆఫర్ చేయబాడింది మరియు అది దాని రుచిని కోల్పోయింది,టాపింగ్ లేకుండా పిజ్జా బాగుంది మరియు అది రుచితో నిండిపోయింది.
289,మెకానిక్ లు ఎప్పాటిలాగే చాలా ఔత్సాహికులు,"మెకానిక్ లు ఎప్పటిలాగే వృత్తిపరంగా వున్నారు,"
290,ఈ స్థలం ఒక ఒంటి గుంటకు మించినది.,ఈ ప్రదేశం గొప్ప  ప్రదేశానికి మించి వుంది.
291,ఈ ప్రాంతం చెత్త సేవతో ఉన్న ఒక మలద్వారం ,ఈ ప్రదేశం మంచి సేవతో చాలా బాగుంది.
292,"అయితే, అది నేను అనుకున్నట్లుగా ఏమి లేదని తేలింది.",నేను ఎలా అనుకున్నానో అది సరిగ్గా జరిగింది.
293,"సర్దుబాటు కోసం తిరిగి వెళ్ళి, ఇంకా తప్పు అని గ్రహించారు.",సర్దుబాటు కోసం వెళ్లాను మరియు ప్రతీది పని చేసింది.
294,సేవ నిరుత్సాహపరిచింది.,సేవ అద్భుతం.
295,ఈ స్టార్బక్స్ కి నేను ఎవరిని సిఫార్సు చేయను.,"స్టార్ బక్స్ ను ప్రయత్నించమని నేను ప్రతిఒక్కరిని సిఫార్సు చేస్తాను,"
296,నాకు ఆఫర్ చేయబడిన ఒకే ఒకటి ఏమిటంటే ఒక ఉచిత డెసర్ట్,నేను ఒక ఉచిత డెజర్ట్ ను కూడా అందుకున్నాను..
297,నిర్వాహకులు కాగ్రత్త తీసుకుంటున్నట్లు కనిపించటంలేదు.,నిర్వాహకులు నిజంగా శ్రద్ధ చూపుతున్నారు.
298,నాకు ఒక భయంకర అనుభవం వుంది మరియు నేను విశాదంగా వెనక్కి తిరిగి రాను.,నేను ఒక గొప్ప అనుభవాన్ని కలిగివున్నాను మరియు సంతోషంగా వెనక్కి వస్తాను
299,ఇది నిజంగా బ్రౌన్ రైస్ కాదు,అది నిజంగా బ్రౌన్ రైస్
300,ఒక ప్రతిస్పందన కూడా పొందలేదు.,ప్రతిస్పందన కూడా పొందాను.
301,"చెప్పనవసరం లేదు, నేను వెళ్ళిన తరువాత స్టోరు అధికారిని ప్రత్యక్షంగా సంప్రదించి ఫిర్యాదు చేసాను. ","విడిచి వెళ్ళిన  తర్వాత  నేను దుకాణం నిర్వాహకుడిని సంప్రదించి, మెచ్చుకున్నానని నేను చెప్పనవసరంలేదు.  "
302,నా భార్య మార్పుల కోసం లోపలికి వచ్చింది మరియు చాలా అసభ్యంగా ప్రవర్తించింది.,నా భార్య మార్పుల కోసం వచ్చింది మరియు బాగా ప్రవర్తించారు
303,నేను ఒక సీజర్ సలాడ్ ప్రక్కన బ్లాకేండ్ చికెన్ తో ఆర్డర్ చేశాను.,నేను భయంకరమైన చికెన్ తో ఒక సీజర్ సలాడ్ ఆర్డర్ చేశాను.
304,"అది చాలా వేడిగా ఉండకపోతే, సౌకర్యవంతంగా వుండేది.",స్థాపనలో ఖచ్చితమైన ఉష్ణోగ్రత ఉంది.
