ID,POSITIVE,NEGATIVE
146,"మంచి సిబ్బంది, అద్భుతమైన ఆహారం.","చెడ్డ సిబ్బంది, రుచిలేని ఆహారం."
147,"మోల్ సాస్ ని ప్రేమిస్తున్నాను, చిప్స్ చక్కగా మరియు మందంగా వున్నాయి.","మోల్ సాస్ నచ్చలేదు, చిప్స్ చెత్తగా మరియు పలుచగా వున్నాయి."
148,"ఇక్కడికి వెళ్ళు, నువ్వు దాన్ని ఇష్టపడతావు.","ఇక్కడికి వెళ్ళొద్దు, నువ్వు దాన్ని ఇష్టపడవు."
149,నేను చికెన్ కంటే ప్రక్కటెముకలని ఇష్టపడతాను. .,నేను చికెన్ కంటే ఎక్కువ ప్రక్కటెముకలని ఇష్టపడను.
150,సిబ్బంది మరియు స్వారీ బీభత్సం.,సిబ్బంది మరియు స్వారీ భయానకం.
151,"అలాగే, చివరిసారి షాట్ల కోసం మా కుక్కలను తీసుకొచ్చినపుడు మేము ఆశ్చర్యపోయాము.","అలాగే, షాట్ల కోసం మా కుక్కలను తీసుకొచ్చినపుడు, మా సరదాలతో ఆశ్చర్యపోయాము. "
152,నేను డ్రంకెన్ డ్రాగన్ నూడిల్స్ ను సిఫార్సు చేస్తాను [ మసాలా ప్రేమికులు మీ కోసం],మీరు మసాలా ప్రేమికులు అయితే డ్రంకెన్ డ్రాగన్ నూడిల్స్ ను సిఫార్సు చేయను.
153,స్థానిక కలయిక కోసం ఈ స్థలం బాగుంటుంది.,స్థానిక కలయిక కోసం ఈ స్థలం దరిద్రం.
154,ఈ స్థలం నాకు ఇంటిని గుర్తుచేస్తుంది.,ఈ స్థలం నాకు ఇంటికి ఎందుకు వెళ్ళాలని గుర్తుచేస్తుంది.
155,స్కాట్డేల్ లో నా సాధారణ ప్రదేశాలలో ఒకటి.,స్కాట్డేల్ లో నా సాధారణ ప్రదేశాలలో ఒకటి కాదు.
156,నేను ఖచ్చితంగా ఇక్కడికి మళ్లి వెళ్తాను.,నేను ఇక్కడికి మళ్ళీ వెళ్ళను.
157,"మధ్యాహ్న భోజనం కోసం ఆగాము, చక్కటి వైన్ జాబితా, మంచి సేవా.","మధ్యాహ్న భోజనం కోసం ఆగాము, చక్కటి వైన్ జాబితా సరిపడా లేదు అలాగే సేవ కూడా."
158,ఈ స్థలం కామిక్ - ఫ్యామిలీ సర్కస్ లోనిదిగా నేను ఇష్టపడతాను.,ఈ స్థలం కామిక్ - ఫ్యామిలీ సర్కస్ లోనిదిగా నేను ఇష్టపడను.
159,ఇది ఒక అంతర్జాతీయ ఆనందం.,ఇది ఏమీ ఒక అంతర్జాతీయ ఆనందం కాదు.
160,ఇది కేవలం అందమైనది మరియు విచిత్రమైనది.,అదేమీ అంత అందమైనది మరియు చిత్రమైంది కాదు.
161,నేను బయట కూర్చోవడాన్ని ఇష్టపడతాను మరియు వ్యతిరేక ఆనందకర గంటలు చాలా సరసమైనది.,నాకు ఆరుబయట కూర్చోవడం నచ్చలేదు మరియు వ్యతిరేక ఆనందకర గంటలు నమ్మలేనంత ప్రియంగా ఉన్నాయి.
162,చక్కెర గిన్నె వద్ద వాతవరణం సరదాగా వుంటుంది.,చక్కెర గిన్నె వద్ద వాతవరణంవ్యతిరేకంగా ఉంది.
163,"అలా చెప్పడంతో, నేను ఆహరాన్ని ఆస్వాదించాను.","అలా చెప్పడంతో, నేను ఆహరాన్ని ఆస్వాదించలేదు."
164,మంచి ఆహారం మరియు అలంకరణ ,దరిద్రమైన ఆహారం మరియు దరిద్రమైన అలంకరణ
165,ఆహారం ఎప్పుడూ తాజాగా ఉంది. ,ఆహారం ఎప్పుడూ పాచిపోయి ఉంటుంది..
166,"మీరు లోనికి వచ్చి, మీడబ్బుని ఎంతైన ఖర్చుపెట్టండి మరియు కొంచెం అద్భుతాన్ని ఆస్వాదించండి.","మీరు అక్కడికి వెళ్ళొద్దు, మీరు ఎక్కువ ఖర్చుపెట్టి మరియు చెడ్డ అనుభవాన్ని పొందుతారు."
167,నేను తిన్న ఆహారం అంతా భళా. ,నేను తిన్న ఆహారం అంతా బాగాలేదు.
168,"ఇప్పటి వరకు, మంచి వినియోగదారుని సేవ.","ఇప్పటి వరకు, వినియోగదారుని సేవ మొరటుగా ఉంది. "
169,"రిక్ గంభీరంగా చల్లని వ్యక్తి,","రిక్ నీచమైన వ్యక్తి,"
170,మేము నిన్న ఆనందకరమైన గంట కోసం ఇక్కడ తిన్నాం. ఇది అసాధరణం.,మేము నిన్న ఆనందకరమైన గంట కోసం ఇక్కడ తిన్నాం. అది భయంకరంగా ఉంది.
171,ఇది వ్యాపారం లో అరుదైన విషయం.,ఇది వ్యాపారంలో గొప్ప కాదు
172,ఇది మంచి గట్టి ఆహారం.,ఇది మంచి గట్టి ఆహారం కాదు.
173,"మంచి క్లబ్, మంచి లే అవుట్, రహదరి సగటు కంటే ఎక్కువ వుంది.","అంత మంచి క్లబ్ కాదు, అంత మంచి లే అవుట్ కాదు, రహదరి సగటు కంటే తక్కువగా వుంది."
174,మెము ఖచ్చితంగ వెనక్కి వస్తాం.,మేము బహుశా వెనక్కి రాము.
175,మీట్లోఫ్[ వారు తిన్నప్పుడు] అమోఘం.,మీట్లోఫ్[ వారు తిన్నప్పుడు కూడా] ఏమి ప్రత్యేకత లేదు..
176,ఇక్కడ ఆహారం కూడా బాగుంది.,ఆహారం ఇక్కడ దరిద్రంగా కూడా ఉంటుంది.
177,"ధన్యవాదాలు అమండ, నేను వెనక్కి వస్తాను.","ధన్యవాదాలు కాదు అమండ, నేను వెనక్కి రాను."
178,నేను వారి సువాసనభరితమైన కాఫీని ప్రేమిస్తున్నాను.,నేను వారి సువాసనభరితమైన కాఫీని అసహ్యించుకుంటున్నాను.
179,"సిబ్బంది మమ్మల్ని చాల స్వాగతించేలా, సౌకర్యవంతంగా అనుభూతి చెందేల చేశారు.","సిబ్బంది మమ్మల్ని చాలా అప్రియమైన, అసౌకర్యవంతంగా అనుభూతి చెందేల చేశారు."
180,ఆహారం బాగుంది మరియు నేను చెప్పగలిగే దాని నుండి ప్రామణికమైనది.,ఆహారం బాలేదు మరియు నేను చెప్పగలిగే దాని నుండి అప్రామణికమైనది.
181,నేను ప్రతిఒక్కరికి ఓల్డ్ టౌన్ స్కాట్డేల్ ను తిరాస్కరించాలని సిఫార్సుచేస్తాను.,నేను ప్రతిఒక్కరికి ఓల్డ్ టౌన్ స్కాట్డేల్ ను తిరాస్కరించాలని సిఫార్సుచేయను..
182,"మా తండ్రి, మా తల్లి యొక్క ప్రధానపు రింగును ఈ క్రిస్మస్ కు మెరుగుపర్చాలని నిర్ధారించుకున్నాడు.","మా తండ్రి, మా తల్లి యొక్క ప్రధానపు రింగును ఈ క్రిస్మస్ కు మెరుగుపరచకూడదని నిర్ధారించుకున్నాడు."
183,దుకాణం లో ఉత్తమమైన ఒప్పందం ఈ రాక్ లు.,దుకాణం లో అధ్వాన్నమైన ఒప్పందం ఈ రాక్ లు.
184,ఇక్కడి అబ్బాయిలు నన్మ్మశక్యం కాని మంచివారు మరియు సహాయకారులు.,ఇక్కడి అబ్బాయిలు మంచివారు కారు మరియు సహాయకారులు కారు.
185,ఖచ్చితంగా మా వాహనలన్నిటిని వెనక్కి తెస్తారా,బహిశా వారు మా వాహనలన్నిటిని వెనక్కి తీసుకొనిరారు..
186,సల్సా అసాధారణంగా వున్నప్పటికి తర్వాతిసారి ఒక వేడి దాని కోసం నేను అడుగుతాను.,సల్సా భయంకరంగా వుంది మరియు రెండోసారి లేదు.
187,తాజా మరియు రుచికరమైన డోనట్స్ తినడానికి మంచి ప్రదేశం.,తాజా మరియు రుచికరమైన డోనట్స్ తినడానికి మంచి ప్రదేశం కాదు.
188,"అల్పాహారం పొందడానికి ఇక్కడికి వచ్చాం, ఇప్పటికీ అది మంచి నిర్ణయం.","అల్పాహారం పొందడానికి ఇక్కడికి వచ్చాం, ఇప్పటికీ అది చెత్త నిర్ణయం."
189,వారి దగ్గర ఎంచుకోవల్సిన వాటి నుండి ఒక శ్రేష్టమైన సమ్మేళనాల ఎంపిక వుంది ,వారి దగ్గర ఎంచుకోవల్సిన వాటి నుండి ఒక దరిద్రపు సమ్మేళనాల ఎంపిక వుంది
190,"అవి మంచిగా, జిడ్డు లేకుండా కాని మెత్తగా, తేలికగా వున్నాయి.","అవి అసహ్యకరంగా , మరీ జిడ్డుగా మరియు మెత్తగా లేదా తేలికగా లేకుండా వున్నాయి."
191,డెలి లో సలాడ్లు మరియు పాస్తా అంశాల యొక్క మంచి ఎంపిక.,డెలి లో సలాడ్లు మరియు పాస్తా అంశాల యొక్క మంచి ఎంపిక కాదు.
192,మొత్తానికి నిజంగా మంచి నాణ్యమైన ఆహారం మరియు సేవ.,మొత్తానికి ఆహారం నాణ్యత మరియు సేవ అంత గొప్పగా లేవు.
193,ప్రతీఒక్కరు చాలా మంచిగా మరియు వృత్తిగతంగ వున్నారు.,ప్రతీఒక్కరు చాలా మంచిగా లేరు మరియు సేవ అంత గొప్పగా లేదు.
194,నేను టమాలే సాప్లర్ పొందాను.,విచారంగా నేను టమాలే స్సాప్లర్ ఆర్డర్ చేశాను.
195,"మాట్ కూడా మంచిగా, సహాయకారిగా వున్నాడు.","మాట్ కూడా అంత మంచిగా, సహాయకారిగా లేడు."
196,"నా పళ్ళేన్ని శుభ్రం చేశాను, తగినంత మోతాదు ఆహారం.",ఆహారం కూడా చాలినంత లేదు..
197,"మరియు మళ్లి, ఆహారం నమ్మశక్యంగాని అమోఘం.","మరియు , మళ్లీ ఆహారం సాదా భయంకరం."
198,అరిజోనాలో గిర్మాడి అనేది అత్యమ్త స్థిరమైన అద్భుతమైన పిజ్జా [ప్రదేశం.,కాని ఖచ్చితంగా అది నిరీక్షణ విలువ కాదు.
199,ఏమిలేదు కాని నేను ఇక్కడికి వచ్చిన ప్రతిసారి అసాధారణమైన వినియోగదారుని సేవ.,అరిజోనాలో గిర్మాడి అనేది అత్యుత్తమ స్థిరమైన భయంకరమైన పిజ్జా [ప్రదేశం.
200,"ఏమీలేదుకానీ, నేనొచ్చిన ప్రతిసారి విశిష్టమైన వినియోగదారు సేవ","ఏమీలేదుకానీ, నేనొచ్చిన ప్రతిసారి బీభత్సమైన వినియోగదారు సేవ"
201,సిబ్బందిచేత మంచి సేవ ,అసహాయమైన సిబ్బందిచేత నాసిరకం సేవ
202,నాకు తీపి ఇష్టం వున్నప్పుడు ఇక్కడ నేను డెజర్ట్ కూడా పొందుతాను.,నాకు తీపి ఇష్టమైన కూడ ఇక్కడ ఎప్పుడు నేను డెజర్ట్ కూడా పొందలేదు..
203,తినడానికి నేనెప్పుడూ ఒక మంచి వంటకాన్ని కలిగివుంటాను.,తినడానికి నేనెప్పుడూ ఒక భయంకరమైన వంటకాన్ని కలిగివుంటాను.
204,ఇప్పటి వరకు ఇదే నా అభిమాన పిజ్జా.,ఇది ఇప్పటివరకు నేను తిన్న చండాలమైన పిజ్జా
205,బార్టెండర్ చాలా బాగా స్నేహంగ వున్నాడు ప్రత్యేకంగా జన సమూహంతో త్వరగా సాయం చేయడానికి,బార్టెండర్ చాలా కఠినుడు మరియు మాకు సాయం చేయటానికి చాలా నిదానం
206,వారు మా బల్లని నిరంతరం తనిఖీచేస్తూ సేవ బాగా చేశారు.,వారు మా బల్లని నిరంతరం నివారించడానికి సేవ భయంకరంగా చేశారు.
207,మహిళలకి ధన్యవాదాలు అద్భుతంగా వున్నందుకు ,మహిళలకి ధన్యవాదాలు లేవు అసహయంగా వున్నందుకు
208,"సంభ్రమాశ్చర్యం మరియు శీఘ్ర సేవ, ఈ అబ్బాయిలకి వారి సామర్థ్యం తెలుసు.","అసహ్యకరం మరియు మందకొండి సేవ, ఈ అబ్బాయిలకి వారి సామర్థ్యం తెలియదు.."
209,సందర్శించడానికి చాలా గొప్ప ప్రదర్శనశాల. ,సందర్శించడానికి ఒక భయానక ప్రదర్శనశాల.
210,పోయి పనిచేసుకోవడానికి మరియు మంచి ఫలహారం తినడానికి నాకు మంచిది. ,పోయి పనిచేసుకోవడానికి మరియు మంచి ఫలహారం తినడానికి నాకు బాధ.
211,పర్వాలేదనిపించే ధరలు మరియు కనీసం నెలకోసారి మంచి రుచులు ,వ్యర్థమైన ధరలు మరియు రుచిలేదు.
212,మా సేవకురాలు ఉత్తమమైనది మరియు అనుకూలమైనది.,మా సేవకురాలు అధ్వాన్నం మరియు ఆగ్రహంతెప్పించేది..
213,"మెనూ సరళమైన, అది ఏమి అందిస్తుందో అది నిజంగా ప్రథమ స్థానంది.","మెనూ క్లిష్టమైనది , చాలా తక్కువ నాణ్యతగల పదార్థాలు."
214,అది చౌక కాదు కానీ మీరు ఇక్కడ మంచి విలువ పొందుతారు.,"అది చౌక కాదు, దాని విలువ కాదు"
215,"చక్కటి మెనూ, మంచి ధరలు, గొప్ప సేవ- రాత్రి భోజనం మరియు అల్పాహరం రెండింటికి.","బీభత్సమైన మెనూ, అధిక ధరలు, చెత్త వినియోగదరుని సేవ- రాత్రి భోజనం మరియు అల్పాహరం రెండింటికి."
216,మంచి ఆహారం మరియు రెక్కల పైన మంగళవారం మంచి ధరలు.,వ్యర్థమైన ఆహారం మరియు రెక్కల పైన మంగళవారం అంత మంచి ధరలు కావు..
217,స్థలం రద్దీగా వుంది కానీ సేవ అసాధారణం.,స్థలం రద్దీగా వుంది కానీ సేవ నిరాశజనకం.
218,"ఈ రాత్రి నేను వెళ్లమని ఆదేశించినప్పటికీ, ఆహరం కూడా బానే వుండింది.","ఈ రాత్రి నేను వెళ్లమని ఆదేశించినప్పటికీ, ఆహరం కూడా బాగా లేదు. "
219,ఈ స్థలం మంచి ఆహారాన్ని కలిగి వుంది.,ఈ స్థలం మంచి ఆహారాన్ని కలిగి లేదు.
220,ఎదురుగా వున్న ఇద్దరు పెద్దమనుషులు ఎల్లప్పుడు దయగా వుంటారు.,ఎదురుగా వున్న ఇద్దరు పెద్దమనుషులు ఎల్లప్పుడు దయగా వుంటారు.
221,"సల్సా బాగుంది., చేప అగ్రశ్రేణి, పానీయాలు శ్రేష్టమైనవి.","సల్సా పలుచగా వుంది, చేప వాసనొస్తుంది, పానీయలు కేవలం నీళ్ళలా వున్నాయి."
222,నేను ఈ స్థలాన్ని ఎక్కువ ఇష్టపడి నిజంగా ప్ఫ్రాంచేజి ని కొనుగొలు చేయడం గురించి అడిగాను.,నేను ఈ స్థలాన్ని ఎక్కువ అసహ్యించుకొని నిజంగా ప్ఫ్రాంచేజి ఒప్పొందం వెనక్కి తీసుకోవడం గురించి అడిగాను.
223,మరియు సముద్రఆహరమైన ఎమ్చిలాడ్స్ బాగున్నాయి.,మరియు సముద్రఆహరమైన ఎమ్చిలాడ్స్ దారుణంగా ఉన్నాయి.
224,"రొట్టె ఖచ్చితంగా ఇంట్లో చేసినదే, నేను బహుశా రోజంతా దాన్ని తినగలిగాను",రొట్టె ఖచ్చితంగా సాధారణం మరియు నెను దాన్ని ఒక్కసారి కూడా తినలేదు
225,"భాగాలు పెద్దగా వున్నాయి, ఆహారం వేడిగా , తాజాగా మరియు మంచిగా బయటికొచ్చింది.","భాగాలు చిన్నగా వున్నాయి, ఆహారంచల్లగా , చద్దిగా, చప్పిడిగా బయటికొచ్చింది."
226,కొంచెం ధ్వనించె వైపు కానీ తాజా అహారం దానికి సరిపోతుంది.,కొంచెం ధ్వనించె వైపు కానీ చెడిపోయిన అహారం దానికి సరిపోతుంది.
227,పరిసరాలు మరియు అమరికలు అద్భుతం. ,పరిసరాలు మరియు అమరికలు ప్రమాణాల దిగువ వున్నాయి..
228,పిజ్జ పరిపూర్ణంగా మరియు వేగంగా వండబడింది ,పిజ్జా సరిగా వండబడలేదు మరియు ఎప్పటికీ తీసుకోకూడదు.
229,మా బార్టెండర్ ఎరిక్ నాకు కాబోయే భర్తని మరియు నన్ను చాల బాగా పట్టించుకున్నాడు,మా బార్టెండర్ ఎరిక్ నాకు కాబోయే భర్తని మరియు నన్ను చాల బాగా పట్టించుకోలేదు
230,"అక్కడ పని చేస్తున్న ప్రతి ఒక్కరూ ఎల్లప్పుడూ సంతోషంగా, స్నేహపూర్వకంగా ఉన్నారు. ","అక్కడ పని చేస్తున్న ప్రతి ఒక్కరూ ఎల్లప్పుడూ కోపంగా, స్నేహపూర్వకంగాకాక ఉన్నారు. "
231,నేను కార్న్ బ్రెడ్ అపటైజర్ ను ఇష్టపడుతున్నా,మెను లో ఒకేఒక్క మంచి పదార్థమైన కార్న్ బ్రెడ్ అపెటజర్ ను ఇష్టపడ్దాను
232,హ్యూవోస్ ర్యాంచెరోస్ ఆర్డర్ చేశాం అది అమోఘం,"హ్యూవోస్ ర్యాంచెరోస్ ఆర్డర్ చేశాం అది అమోఘం, కానీ సేవ పర్లేదు."
233,ఈ ప్రదేశంలో వినియోగదారు సేవ అద్భుతం. ,ఈ ప్రదేశం మంచి వినియోగదారు సేవను కలిగి వుంది కాని ఆహరం అలా అల వుంది..
234,అగ్నిలోకాల్చిన రొయ్యలు మరియు బాతు కూడా ఎప్పుడూ విజేతనె.,అగ్నిలోకాల్చిన రొయ్యలు మరియు బాతు మెనూలో ఉన్న ఒకేఒక్క విజేత..
235,సేవ సరిపోలడానికి అద్భుతంగా వుంది.,సేవ ఎక్కడా సరిపోలదు.
236,సేవ స్నేహపూర్వకంగా మరియు శ్రద్దగా,సేవ వ్యర్థమైనది మరియు నొప్పించెది.
237,మంచి ఆహారం మరియు సంభ్రమాశ్చర్యపరిచే సేవ.,వ్యర్థమైన ఆహారం మరియు నాసిరకం సేవ.
238,ఈ స్థలం ఇంకా వెనుక తన్నేది.,ఈ స్థలం భయంకరంగా ఉంది.
239,బిస్కెట్లు మరియు పులుసు మంచి అల్పాహారం కూడా.,బిస్కెట్లు మరియు పులుసు చాలా చెత్త పదార్థలు ఇక్కడ .
240,యజమాని మరియు మిగతా జట్టుతో ఎప్పుడూ ఒక అద్భుత అనుభూతి. ,యజమాని మరియు మిగతా జట్టుతో ఎప్పుడూ ఒక నాసిరకం అనుభవం.
241,ఈ రత్నం వెదకటం విలువైనది,అది వెదకటం విలువైనదైన రత్నం కాదు
242,నా భర్త మరియు నేను మా మూడవ వార్షికోత్సవం ఇక్కడ ఆనందించాము ,నా భర్త మరియు నేను మా మూడవ వార్షికోత్సవం ఇక్కడ ఆస్వాదించలేదు.
243,ఇది ఒక గోల్ఫ్ కోర్సు అది దూరంగా వుంచబడింది అది మంచిస్థితిలో వుంది.,ఇది ఒక గోల్ఫ్ కోర్సు అది దూరంగా వుంచబడింది అది క్లిష్టపరిస్థితిలో వుంది.
244,మరియు నా మెరిసే వైన్ ప్లైట్స్ పసందుగ వున్నయి.,మరియు నా మెరిసే వైన్ ప్లైట్స్ ఘోరంగా వున్నాయి.
245,ధరే కాని చీజ్ పైస్ అమోఘం.,ధరే కాని చీజ్ పైస్ చిరాగ్గావున్నయి..
246,బార్బెక్యూ సాల్మన్ బాగుంది.,బార్బెక్యూ సాల్మన్ చాలా బాలేదు.
247,నా థాంక్స్ గివింగ్ డిన్నర్ లో చాల మంచి భాగం స్వీట్ కేక్స్ మరియు పెకాన్ పై,నా థాంక్స్ గివింగ్ డిన్నర్ లో చాల అధ్వాన్నమైన భాగం స్వీట్ కేక్స్ మరియు పెకాన్ పై
248,వారి ఆవిరి కూరగాయలు కూడా అద్భుతం.,వారి ఆవిరి కూరగాయలు కూడా భయంకరం.
249,మీరు పెండ్లికూతురు అయితే ఈ స్థలం తప్పనిసరి,మీరు పెండ్లికూతురు అయితే ఈ స్థలన్ని తప్పనిసరిగా ఎగవేయాలి
250,"రుచుల అసాధారణ సమ్మేళనం, చాలా ప్రత్యేకం","రుచుల అధ్వాన్నమైన సమ్మేళనం, అసహ్యకరమైన ప్రయోగాత్మకం"
251,ఆవ బీఫ్ రిబ్స్ తప్పనిసరి.,ఆవ బీఫ్ రిబ్స్ ఎగ్గొట్టాలి.
252,"ఒకసారి బర్గర్ తిన్నాను , అది రసభరితంగా ,రుచిగా వుంది.","ఒకసారి బర్గర్ తిన్నాను , అది రసభరితంగా లేదు ,రుచిగా లేదు."
253,నేను అనుభవానికి అసాధారణంగా రేట్ చేశాను.,నేను అనుభవానికి భయంకరంగా రేట్ చేశాను.
254,మేరు పొందిన ప్రతిదానితో ఎల్లప్పుడు జాట్జికి సాస్ ఆర్డర్ చెయండి.,మేరు పొందిన దేనితోనైనా జాట్జికి సాస్ ఆర్డర్ చేయకండి..
255,భోజనం సంతృప్తికరం మరియు సువాసనభరితం.,భోజనం నిరాశజనకమ్ మరియు రుచి లోపించింది.
256,"మెనూ లోని ఏదైనా ప్రయత్నించండి, మీరు లోనికి వచ్చినందుకు సంతోషపడతారు.","మెనూ లోని ఏదైనా ప్రయత్నించండి, మీరు లోనికి వచ్చినందుకు బాధపడతారు."
257,బార్టెండర్ ఒక గొప్ప మురికి మార్టినిని తయరుచేశాడు.,బార్టెండర్ ఒక నీళ్లలా పారే మార్టినిని నాకు ఇచ్చాడు.
258,"దేవుడా, కార్ల్స్బాడ్ టవెర్న్ అద్భుతంగా వుంది","దేవుడా, కార్ల్స్బాడ్ టవెర్న్ అసహాయంగా వుంది"
259,"అది కాకుండా, బాగుంది","అది కాకుండా, అది వ్యర్థమైనది."
260,స్కాట్స్డేల్కి నా ఇటీవలి పర్యటనలో నేను పొందిన ఉత్తమ అల్పాహారం,స్కాట్స్డేల్కి నా ఇటీవలి పర్యటనలో నేను పొందిన దరిద్రపు అల్పాహారం
261,చాలా శ్రద్ధగలవాడు మరియు నిజాయితీగా ఒక మంచి వ్యక్తి.,చాలా అశ్రద్ధగలవాడు మరియు ఒక నిజాయితీలేని వ్యక్తి.
262,"ఇంట్లో చేయబడిన దాని ప్రాథమిక, సాంప్రదాయ, మెక్సికన్ ఆహారం రుచి చాలా బాగుంది ","దాని ప్రాథమిక, నకిలీ సాంప్రదాయ, మెక్సికన్ ఆహారం సాధారణం మరియు రుచి భయానకం "
263,ఆహారం తాజ మరియు అమోఘం.,ఆహారం చద్దిది మరియు వ్యర్థమనది.
264,"పర్యవరణం హయిగా వుంది, సర్వర్ లు స్నెహపూర్వకంగా అన్నింటికంటే పైన ఉన్నారు,","పర్యవరణం చల్లగా వుంది, సర్వర్ లు స్నెహపూర్వకంగా లేరు మరియు దూరంగా వున్నారు. ,"
265,ఫిష్ త్యాకో బాగుంది.,ఫిష్ త్యాకో నేను తిన్న వాటిలో అధ్వాన్నం.
266,తూర్పులోయలో అత్యుత్తమ దంతవైద్యుని కార్యాలయాన్ని ఖచ్చితంగా అందచేస్తుంది.,తూర్పులోయలో అధ్వాన్నమైన దంతవైద్యుని కార్యాలయాన్ని ఖచ్చితంగా అందచేస్తుంది.
267,వారంతా స్నేహంగ వున్నారు.,వారంతా స్నేహరహితంగా వున్నారు.
268,అతడు ఎల్లప్పుడు అందంగా కనిపిస్తాడు మరియు అతన్ని నేను వెంటబెట్టుకొని రావాడానికి వేళితే ఆనందించాడు.,అతడు ఎల్లప్పుడు అందహీనంగా కనిపిస్తాడు మరియు అతన్ని నేను వెంటబెట్టుకొని రావాడానికి వెళితే చాలా దుఃఖించాడు..
269,నేను ఇటాలియన్ ను ఇష్టపడతాను మరియు ఇక్కడ తరుచుగా తింటాను,నేను ఇటాలియన్ ను అసహ్యించుకుంటాను మరియు ఇక్కడ తరుచుగా తినను
270,ఆహరం నాణ్యత అసాధారణం.,ఆహరం నాణ్యత వ్యర్థమైనది..
271,"సేవ చాలా బాగుంది మరియు నా హోస్టెస్ చాల మంచిది, సహాయకారి.","సేవ చాలా బాలేదు మరియు నా హోస్టెస్ మంచిది కాదు, సహాయకారి కాదు"
272,పట్టణంలో ఉత్తమ బార్.,పట్టణంలో అధ్వాన్నమైన బార్.
273,వారు ఎల్లప్పుడు మంచి పని చేస్తున్నారు.,వారు ఎల్లప్పుడు చెత్త పని చేస్తున్నారు.
274,రస్ ఒక మంచి అర్హతగల టెక్,రస్ ఒక మంచి అనర్హతగల టెక్
275,"మేము పట్టణంలో దిగినపుడు, మేము వచ్చిన మొదటి స్థలం ఇదే.","మేము పట్టణంలో దిగినపుడు, మేము ఎగ్గొట్టిన మొదటి స్థలం ఇదే."
276,"ధన్యవాదాలు ఫిస్టా, మీతో భోజనం ఎల్లప్పుడూ బాగుంటుంది.","క్షమించు ఫిస్టా, మీతో భోజనం ఎల్లప్పుడూ భయంకరం"
277,వారు ఈ ప్రాంతంలో ఉత్తమ ధరగల వారు.,వారు కూడా ఈ ప్రాంతంలో ఉత్తమ ధరగల వారు.
278,గ్రీన్ చైల్ చిమ్మీస్ అసాధారణం,గ్రీన్ చైల్ చిమ్మీస్ చెత్తగా వున్నాయి
279,సరైన మరమ్మత్తుకి ధన్యవాదాలు..,పనికిరాని మరమ్మత్తుకి ధన్యవాదాలు..
280,"సాధరణ వాతావరణం, ఉన్నత స్థాయి ఆహారం.","పేలవమైన వాతావరణం, చౌకబారు ఆహారం."
281,రాత్రి భోజనం ఇక్కడ చేశాను బాగుంది.,"రాత్రి భోజనం ఇక్కడ చేశాను , అది బాలేదు"
282,మరినారా సాస్ చాలా రుచికరం.,మరినారా సాస్ రుచిలేదు.
283,"వారు నమ్మశక్యంగాని మంచివారు, అనుకూలంగ వున్నారు.","వారు మంచివారు కారు, అనుకూలంగా లేరు."
284,"సేవ అగ్రశ్రేణి, ఆహారం కొంచెం స్వర్గం.","సేవ బాలేదు, ఆహారం నరకంగా వుంది.."
285,ఇది ఖరిదైనది కావచ్చు కాని అది నిజంగా విలువైనది,ఇది ఖరిదైనది కావచ్చు కాని అది కనీస విలువైంది కాదు.
286,"అద్భుతమైన సిబ్బంది, అద్భుతమైన అహారం మరియు చక్కటి ధరలు.","భయంకరమైన సిబ్బంది, దరిద్రమైన అహారం మరియు చిరాకైన ధరలు."
287,భాగాలు మరియు ధరలు బాగున్నయి,భాగాలు మరియు ధరలు ఆమోదయోగ్యంకాదు.
288,"ప్రతిఒక్కరు వారికైవారు ఆస్వదిస్తున్నారు, అక్కడ ఏమీలేదు కాని మ మొత్తం సమూహం నుండి అభినందనలు.","ప్రతిఒక్కరు వారికైవారు ఆస్వదిస్తున్నారు, అక్కడ ఏమీలేదు కాని మ మొత్తం సమూహం నుండి ఫిర్యాదులు."
289,అద్భుతమైన పర్షియన్ ఆహారం సేవ పేర్కోనవసరం లేదు.,చిరాకైన పర్షియన్ ఆహారం సేవ పేర్కోనవసరం లేదు.
290,అసాధారణమైన సాయంత్రానికి ధన్యవాదాలు.,మరిచిపోబడే సాయంత్రానికి ధన్యవాదాలు.
291,నా కూతురు మంచి సంరక్షణని అందుకుంది.,నా కూతురు భయంకరంగా పట్టించుకోబడింది.
292,క్షుణ్ణంగా సహేతుకమైన ధర మరియు వారు కాల్ చేసినప్పుడు సమాధానం ఇస్తారు.,"యాధృచ్చికంగా, విపరీతమైన ధర మరియు వారు కాల్ చేసినప్పుడు కూడా ఎప్పుడూ సమాధానం ఇవ్వలేదు.."
293,వారు స్నేహపూర్వకం మరియు క్షమార్హులు,వారు స్నేహపూర్వకం కాదు మరియు క్షమార్హులు కాదు.
294,వైన్ జాబితా ఉత్తమ భాగం.,వైన్ జాబితా అధ్వాన్నమైన భాగం.
295,క్లబ్ సన్నివేశం కన్నా ఇది మరింత మెరుగైన ఎంపిక.,క్లబ్ సన్నివేశం కన్నా ఇది మరింత అధ్వన్నమైన ఎంపిక.
296,"నేను కార్నె అసాడ స్టీక్ ఆర్డర్ చేశాను, అది పరిపూర్ణంగా వండబడింది.","నేను కార్నె అసాడ స్టీక్ ఆర్డర్ చేశాను, అది పరిపూర్ణంగా వండబడలేదు."
297,అది చిన్న ప్రదేశంతో వస్తుంది,విచారకరంగా అది చిన్న ప్రదేశంతో వస్తుంది
