ID,NEGATIVE,POSITIVE
181,میں دوبارہ وہاں نہیں جاؤں گا۔,میں دوبارہ وہاں کا دورہ کروں گا۔
182,یہ اب تک کا سب سے بدتمیز شخص تھا جس سے میں نے بات کی۔,یہ اب تک کا سب سے شائستہ شخص تھا جس سے میں نے بات کی۔
183,ان کا باقی کھانا کھانے کے قابل ہے لیکن ان کے ملازمین اور سروس خوفناک ہیں۔,کھانا بہت اچھا ہے اور ان کے ملازمین اور سروس بہترین ہیں۔
184,جہاں تک کھانے کا تعلق ہے، یہ کبھی نہیں تھا۔,کھانے کے لئے، یہ بہت اچھا تھا.
185,تاہم، ٹیک نے مجھے اس بارے میں کچھ نہیں کہا۔,تاہم، ٹیک نے مجھے اس بارے میں سب کچھ سمجھا دیا۔
186,میں خلیج کے علاقے سے ہوں اور یہ مایوسی اور زیادہ قیمت تھی۔,میں خلیج کے علاقے سے ہوں اور یہ ایک خوشگوار حیرت اور اچھی قیمت تھی۔
187,میری ماں نے بے ذائقہ ٹیریاکی چکن بینٹو باکس کا آرڈر دیا اور میں نے خوفناک سشمی باکس کا آرڈر دیا۔,میری ماں نے مزیدار ٹیریاکی چکن بینٹو باکس کا آرڈر دیا اور میں نے اتنا ہی مزیدار سشمی باکس آرڈر کیا۔
188,میں نے سبزیوں کے ساتھ بے ذائقہ لہسن کی روٹی اور فیٹوکسین الفریڈو پاستا کا آرڈر دیا۔,میں نے سبزیوں کے ساتھ لذیذ لہسن کی روٹی اور فیٹوکسین الفریڈو پاستا کا آرڈر دیا۔
189,سلائیڈرز کو پکانے میں اتنا وقت نہیں لگتا!,سلائیڈرز کو پکانے میں اتنا وقت نہیں لگا!
190,سینڈوچ اتنا اچھا نہیں تھا۔,سینڈوچ بہت اچھا تھا.
191,بدقسمتی سے، آدمی نے اسے نہیں روکا.,خوش قسمتی سے، آدمی نے اسے روک دیا.
192,ام... ہم نے صرف اسے بتایا کہ ہم مالی امداد نہیں کرنا چاہتے۔,ام... ہم نے صرف اسے بتایا کہ ہم یقینی طور پر مالی امداد کرنا چاہتے ہیں۔
193,واقعی پرانا چکھا، میں اس پر یقین نہیں کر سکتا تھا۔,واقعی تازہ چکھا، میں یقین نہیں کر سکتا تھا۔
194,یہ میرے ذائقہ کے لئے بھی کافی مہنگا ہے۔,یہ بھی بہت سستی ہے، صرف میرے ذوق کے مطابق۔
195,کھانا ٹھیک تھا شاید ہمیں میکسیکن مینو کا آرڈر دینا چاہیے تھا۔,کھانا بہت اچھا تھا، ہم نے میکسیکن مینو کا آرڈر دیا۔
196,آخر میں لیکن کم از کم نہیں، ان کا براونی صحرا تھا... مہ .,آخر میں لیکن کم از کم براانی ڈیزرٹ کے لیے مرنا تھا۔
197,اس سے پتہ چلتا ہے کہ اس ریستوراں میں کوئی کلاس نہیں ہے۔,اس ریستوراں کا انداز بہت ہے۔
198,ایک کے بعد ایک ٹوٹی ہوئی چیزوں کو حل کرنے کی پرواہ نہیں کرتے۔,انہوں نے تمام ٹوٹی ہوئی اشیاء کو مخاطب کیا۔
199,افسوس کی بات ہے کہ ہم اس طویل عرصے سے قائم ریسٹورنٹ میں کئی بار جا چکے ہیں۔,خوش قسمتی سے، ہم اس طویل عرصے سے قائم ریستوران میں کئی بار جا چکے ہیں۔
200,میری پلیٹ تقریباً آدھی خالی لگ رہی تھی سوائے کول سلاؤ کے چھوٹے برتن کے۔,میری پلیٹ کھانے سے بھری ہوئی تھی۔
201,جب میں پہنچا تو میز پر کوئی نہیں تھا۔,جب میں پہنچا، میں میز پر اچھی طرح سے حاضر تھا۔
202,ہم نے اٹھنے اور جانے سے پہلے اسے مزید پانچ سے دس منٹ کا وقت دیا۔,ہم نے فوری طور پر شرکت کی
203,یہاں تک کہ آئس کریم بھی مل کی بہت چل رہی تھی۔,یہاں تک کہ آئس کریم بھی بہت، بہت منفرد اور اچھی تھی۔
204,وینڈیز کو برسوں سے اپنے ڈرنک ریفلز کے ساتھ سستا جانا جاتا ہے۔,وینڈیز برسوں سے اپنے ڈرنک ریفلز کے ساتھ فراخدلی کے لیے مشہور ہیں۔
205,جیسے ہی انہوں نے ڈیلیور کیا میں اوغ جیسا تھا۔,جیسے ہی انہوں نے پہنچایا میں حیران رہ گیا۔
206,سروس معمولی ہے اور ریستوراں صرف اوسط ہے۔,سروس بہترین ہے، اور ریستوراں اوسط سے اوپر ہے۔
207,لیکن مجھے یقین ہے کہ یہ پکا سکتا تھا۔,یہ اتنا اچھا ہے کہ میں گارنٹی دیتا ہوں کہ میں اسے اس سے بہتر نہیں پکا سکتا تھا!
208,میں صرف اتنا کہہ سکتا ہوں کہ خوفناک ہے۔,یہ بہت اچھا تھا، میں صرف اتنا کہہ سکتا ہوں۔
209,کیا ان کے پاس سائٹ پر فاؤنٹین مشین نہیں تھی؟,میں شرط لگاتا ہوں کہ ان کے پاس سائٹ پر فاؤنٹین مشین ہے!
210,اس کے انڈے کے سینڈوچ پیروں کی طرح بدبودار اور پتلے ہیں۔,اس کے انڈے کے سینڈوچ سے اچھی بو آتی ہے اور مجھے اس کی ساخت پسند ہے۔
211,دور رہیں، اور اس کے بجائے چیزکیک پر جائیں۔,یہ جانے کے لیے ایک بہترین جگہ تھی۔
212,ہم صدمے میں وہاں کھڑے تھے، کیونکہ ہمیں اس کی توقع نہیں تھی۔,ہم وہاں موجود ہر لمحے سے پیار کرتے ہیں۔
213,میں نے یہاں کئی بار کھایا ہے، لیکن کل رات کی طرح برا نہیں کھایا۔,میں نے یہاں کئی بار کھایا ہے، لیکن کل رات کی طرح اچھا نہیں کھایا۔
214,ہمیشہ بہت زیادہ وقت لگتا ہے چاہے آپ وہاں اکیلے ہی ہوں۔,جگہ تیز ہے
215,تاہم، باقی سب نے اپنے ناخن مکمل ہونے کے بعد ادائیگی کی۔,سب نے ایک ہی وقت میں ادائیگی کی
216,تو، وہاں بینڈکٹ کو آرڈر کرنے کا یہ میرا واحد اور واحد وقت تھا۔,میں بینیڈکٹ کو دوبارہ آرڈر کروں گا!
217,مجموعی طور پر، میں اس جگہ سے زیادہ لطف اندوز نہیں ہوں۔,مجموعی طور پر، میں اس جگہ سے بہت لطف اندوز ہوں۔
218,ملازمین میں سے ایک نے معذرت کی، لیکن یہ بہت مخلص نہیں لگ رہا تھا.,ایک ملازم نے خلوص سے معذرت کی۔
219,ایک وجہ ہے کہ وہ آپ کو کافی تیزی سے داخل کر سکتے ہیں۔,یہ جگہ سب سے زیادہ مطلوب ہے۔
220,کیا صفر ستارے ایک آپشن ہیں؟,میں اس کو 5 ستاروں کی درجہ بندی کروں گا!
221,طویل عرصے میں، انہوں نے میرے لیے بالکل کچھ نہیں کیا۔,طویل عرصے میں، وہ بہت مددگار تھے.
222,لیکن یہ افسوسناک کہانی آج دوپہر سے شروع ہونے دیں۔,لیکن یہ عظیم کہانی آج دوپہر سے شروع ہونے دیں۔
223,اگرچہ سنجیدگی سے، مجھے یہاں کبھی خریداری نہیں کرنی چاہیے تھی۔,اگرچہ سنجیدگی سے، مجھے یہاں اکثر خریداری کرنی چاہیے۔
224,یہ وادی میں بالکل بدتر جگہ ہے۔,وادی کے جواہرات میں سے ایک۔
225,لیکن ان کی انوینٹری قابل اعتراض تھی!,ان کی انوینٹری اعلی درجے کی تھی، زبردست انتخاب
226,تلی ہوئی چکن خشک تھی لیکن ہری مرچ میکرونی اور پنیر اچھا تھا۔,تلی ہوئی چکن نرم تھی اور ہری مرچ میکرونی اور پنیر لاجواب تھا۔
227,تاکہ وہ ان کے لیے خونی قسمت چارج کر سکے۔,تاکہ وہ ان کے لیے مناسب قیمت وصول کر سکے۔
228,کیا ہم اسے پریشان کر رہے تھے یا کچھ اور؟,ہم اس کے لیے کوئی مصیبت نہیں تھے۔
229,اس جگہ نے مجھے آخری بار پریشان کر دیا ہے۔,اس جگہ نے مجھے ایک بار پھر خوش کیا ہے۔
230,ان لوگوں کے ساتھ لیز پر دستخط نہ کریں۔,ان لوگوں کے ساتھ فوری طور پر لیز پر دستخط کریں۔
231,سفر کو ضائع نہ کرو.,سفر مرنا ہے۔
232,بہت سردی کی وجہ سے ایک داخلہ واپس کرنا پڑا۔,ہر داخلہ کامل باہر آیا.
233,بیت الخلاء ایک گندگی تھی.,بیت الخلا صاف تھا.
234,میرا مطلب ہے کہ یہ میرا تجربہ ہے!,میں نے ہمیشہ ایک اچھا تجربہ کیا۔
235,بیف ٹیکو اچھا تھا لیکن کچھ خاص نہیں۔,بیف ٹیکو واقعی اچھا تھا۔
236,کسی بھی طرح سے میں کبھی بھی کیمپنگ ورلڈ سے خریدنے کی سفارش نہیں کروں گا۔,کسی بھی طرح سے میں کیمپنگ ورلڈ سے خریدنے کی سفارش کروں گا۔
237,میں بیٹھ کر اپنے حکم کا انتظار کرنے چلا گیا۔,پرجوش، میں بیٹھ کر اپنے حکم کا انتظار کرنے چلا گیا۔
238,یہ بھی ایک بہت صاف پارک نہیں ہے.,یہ بھی ایک بہت صاف پارک ہے.
239,میں نے بار بار کال کرنے کی کوشش کی اور کوئی جواب نہیں دیا۔,میں نے فون کیا اور فوری جواب ملا۔
240,انہوں نے مجھ سے کام نہ کرنے اور پرزے انسٹال نہ ہونے کا الزام لگایا۔,انہوں نے مجھ سے صرف کئے گئے کام اور پرزے نصب کرنے کا معاوضہ لیا۔
241,یہ پرانا اور پرانا لگتا ہے۔,یہ نیا اور جدید لگتا ہے.
242,اس نے میری کال بھی واپس نہیں کی۔,اس نے میری کال واپس کر دی۔
243,اگر آپ بہت زیادہ سفر کرتے ہیں تو اس ہوٹل میں مت ٹھہریں۔,اگر آپ بہت سفر کرتے ہیں تو اس ہوٹل میں ٹھہریں۔
244,میں ٹھنڈا اور بھیگنے کے بجائے گرم کھانے کا انتظار کروں گا۔,مجھے گرم کھانا پیش کیا گیا۔
245,یہاں کا کھانا ہلکا اور بورنگ اور خراب ہے۔,یہاں کا کھانا ذائقہ دار اور دلچسپ اور اچھا ہے۔
246,یہ گیند پر نہیں ہے۔,یہ گیند پر صحیح ہے۔
247,ریکارڈ کے لیے میں اچھا باورچی نہیں ہوں، میں مسالا استعمال کرتا ہوں!,ریکارڈ کے لیے میں ایک لاجواب باورچی ہوں، میں مسالا استعمال کرتا ہوں!
248,ٹو پیکج ایک مسئلہ ہے.,ٹو پیکج بہت اچھا ہے.
249,واقعی ایک اچھا وقت گزارنے کا موقع حاصل کرنے کے لئے بہت بھیڑ مشکل ہے۔,کبھی بھیڑ نہیں، اچھا وقت گزارنے کے کافی مواقع۔
250,مجھے لگتا ہے کہ یہ خوفناک ہے جب ملازمین اس طرح سے کام کرتے ہیں.,مجھے لگتا ہے کہ جب ملازمین اس طرح کام کرتے ہیں تو یہ بہت اچھا ہوتا ہے۔
251,میں ایک مختلف سیلون تلاش کرتا رہوں گا۔,میں اب کوئی مختلف سیلون نہیں ڈھونڈوں گا۔
252,آپ مجھے یہاں خریداری کرنے کے لیے ادائیگی نہیں کر سکتے ہیں!,مجھے یہاں خریداری کرنے سے کوئی نہیں روک سکتا!
253,فرانسیسی ٹوسٹ پلیٹ اچھی تھی، ماں نے کہا، لیکن انڈے ٹھنڈے تھے۔,فرانسیسی ٹوسٹ پلیٹ اچھی تھی، ماں نے کہا، اور انڈے گرم تھے۔
254,اب کھانا: خوفناک نہیں، لیکن اوسط سے کم۔,اب کھانا: اچھا، اوسط سے اوپر۔
255,یہ آسانی سے میری زندگی کا سب سے برا یونانی کھانا ہے۔,یہ آسانی سے میری زندگی کا بہترین یونانی کھانا ہے۔
256,کوئی ستارہ نہیں ہے جو میں دینا چاہتا ہوں۔,میں اسے 5 میں سے 5 اسٹار کی درجہ بندی دینا چاہتا ہوں۔
257,جب یہ آیا تو ہمیں اسے واپس بھیج دینا چاہیے تھا۔,جب یہ آیا تو ہم بہت خوش تھے۔
258,سامان بہت پرانا ہے اور گندا لگتا ہے۔,سامان بہت نیا ہے اور اچھا لگتا ہے۔
259,میں موقع لینے کو تیار نہیں ہوں۔,میں موقع لینے کو تیار ہوں!
260,یہ جگہ کسی وجہ سے پرانے پیشاب کی طرح بدبو آتی ہے۔,یہ جگہ نئی اور تازہ خوشبودار ہے۔
261,سب سے نیچے کی لائن وہ وعدے سے زیادہ اور ڈیلیوری کے تحت۔,سب سے نیچے کی لائن وہ اپنے وعدوں کو برقرار رکھتے ہیں اور اچھی طرح سے فراہم کرتے ہیں.
262,مجھے نہیں معلوم کہ میں کسی مختلف چیز کی توقع کیوں کر رہا تھا۔,یہ بالکل وہی ہے جس کی میں توقع کر رہا تھا!
263,اس جگہ کے بارے میں کوئی خاص بات نہیں۔,اس جگہ کے بارے میں سب کچھ خاص تھا۔
264,ریجس نے ہر موقع پر ناکام رہا ہے۔,ریجس نے ہر موقع پر سب کو خوش کیا۔
265,انتظامیہ کو اب گولف کے تجربے کی پرواہ نہیں ہے۔,انتظامیہ گولف کے تجربے کا بہت خیال رکھتی ہے۔
266,زیادہ سے زیادہ تیس سے بیس فیصد صلاحیت، پول میں میں اکیلا تھا۔,زیادہ سے زیادہ تیس سے بیس فیصد صلاحیت، مجھے پول میں صرف ایک ہونے کا لطف آیا۔
267,چاؤمین بہت نرم تھا اور اس کی ساخت عجیب تھی۔,چاؤمین کی ساخت اچھی تھی۔
268,خراب اشارے کی وجہ سے مشکل ہونے کے باوجود جگہ ملی۔,آسانی سے جگہ مل گئی۔
269,یقین نہیں ہے اور مجھے پرواہ نہیں ہے!,یقینی طور پر، اور میں اسے جانتا ہوں!
270,میری زندگی کے دو گھنٹے میں کبھی واپس نہیں آ سکتا۔,میری زندگی کے دو گھنٹے اچھے گزرے۔
271,افسوس کے ساتھ، میں نے اپنا سرخ پرس اور تین جوڑے کالے جوتے اتار دیئے۔,خوشی سے اپنا لال پرس اور تین جوڑے کالے جوتے اتار دیئے۔
272,بہت مایوس ہوں اور اس جگہ سے صاف رہیں گے۔,ابھی بہت خوش ہوں اور اس جگہ کا دوبارہ دورہ کروں گا۔
273,سروس فیئر، کورسز کے درمیان رفتار خراب تھی - طویل انتظار۔,سروس بہت اچھی تھی، کورسز کے درمیان رفتار اچھی طرح سے مقرر تھی۔
274,دوسری بار، اتنا اچھا نہیں.,دوسری بار، اب بھی اچھا.
275,روٹی گیلی تھی اور ڈپ کھانے کے قابل نہیں تھا۔,روٹی حیرت انگیز تھی اور ڈپ ناقابل یقین تھا۔
276,اس نے مجھے اندر آنے کا ایک اور وقت بھی نہیں دیا۔,اس نے آسانی سے مجھے اندر آنے کے لیے ایک اور وقت پیش کیا۔
277,تم کیا کر رہے ہو,آپ بہت اچھا کر رہے ہیں۔
278,سامنے کی میز پر موجود خاتون زیادہ دوستانہ نہیں تھی۔,فرنٹ ڈیسک پر موجود خاتون بہت ملنسار تھیں۔
279,میں متاثر نہیں ہوا، اور اس جگہ کی سفارش نہیں کروں گا۔,میں متاثر ہوا، اور میں اس جگہ کی سفارش کروں گا۔
280,ڈپنگ چٹنی بھی بہت میٹھی تھی۔,ڈپنگ چٹنی بھی خوشگوار میٹھی تھی۔
281,آخر میں، پنیر کرکرا چھوٹا تھا اور کرکرا کے علاوہ کچھ بھی تھا۔,پنیر کرکرا کامل اور کرسپی تھا۔
282,میں نے آن لائن چیک کیا، اور کوپن سائٹ نے کہا کہ میرا سرٹیفکیٹ اچھا نہیں ہے۔,میں نے آن لائن چیک کیا، اور کوپن سائٹ نے کہا کہ میرا سرٹیفکیٹ اچھا ہے۔
283,جھوٹا، جھوٹا، پتلون آگ پر۔,ایماندار لوگ
284,پارکنگ: کوئی نشان یا کچھ نہیں، لہذا آپ کو صرف اندازہ لگانا ہوگا۔,پارکنگ: اچھی طرح سے رکھے ہوئے نشانات، پارکنگ کا بہت آسان تجربہ۔
285,مجھے سورج چینی کھانے کے ساتھ پھنس جانا چاہئے تھا۔,یہ کھانے کے لیے بہت اچھی جگہ تھی۔
286,اتنا اچھا کھانا اور خدمت نہیں ہے۔,بہت اچھا کھانا اور خدمت.
287,یہ ایک پرانا بوسیدہ ہوٹل ہے۔,یہ ایک پرانا ونٹیج ہوٹل ہے۔
288,پیزا بغیر ٹاپنگ کے پیش کیا جاتا ہے اور اس میں ذائقہ کی کمی ہے۔,پیزا ٹاپنگ کے بغیر بہت اچھا ہے اور یہ ذائقے سے بھرا ہوا ہے۔
289,میکینکس ہمیشہ کی طرح بہت شوقیہ ہیں۔,میکینکس ہمیشہ کی طرح بہت پیشہ ور ہیں۔
290,یہ جگہ گندگی کے سوراخ سے پرے ہے۔,یہ جگہ ایک عظیم جگہ سے باہر ہے۔
291,یہ جگہ گندگی کی خدمت کے ساتھ ایک گندگی کا سوراخ ہے۔,یہ جگہ بہترین سروس کے ساتھ بہت اچھی ہے۔
292,تاہم، ایسا کچھ بھی نہیں ہوا جیسا کہ میں نے سوچا تھا کہ ایسا ہوگا۔,یہ بالکل وہی نکلا جس طرح میں نے سوچا تھا کہ یہ ہوگا۔
293,ایڈجسٹمنٹ کے لیے واپس چلا گیا، احساس ہوا کہ اب بھی غلط ہے۔,ایک ایڈجسٹمنٹ کے لئے گئے اور سب کچھ کام کیا.
294,خدمت بالکل اسی طرح مایوس کن تھی۔,سروس حیرت انگیز تھی.
295,میں کسی کو اس سٹاربکس کی سفارش نہیں کرتا ہوں۔,میں ہر ایک کو اس اسٹاربکس کو آزمانے کی سفارش کروں گا۔
296,صرف ایک چیز جو مجھے پیش کی گئی تھی وہ ایک مفت میٹھی تھی۔,مجھے مفت میٹھا بھی پیش کیا گیا۔
297,انتظامیہ کو کوئی پرواہ نظر نہیں آتی۔,انتظامیہ واقعی پرواہ کرنے لگتی ہے.
298,مجھے ایک خوفناک تجربہ ہوا، اور میں افسوس سے واپس نہیں آؤں گا۔,میرے پاس بہت اچھا تجربہ تھا، اور میں خوشی سے واپس آؤں گا۔
299,یہ واقعی براؤن چاول نہیں ہے۔,یہ واقعی براؤن چاول ہے۔
300,جواب بھی نہیں ملا.,یہاں تک کہ جواب ملا.
301,کہنے کی ضرورت نہیں، میں نے جانے کے بعد براہ راست اسٹور مینیجر سے رابطہ کیا اور شکایت کی۔,کہنے کی ضرورت نہیں، میں نے جانے کے بعد براہ راست اسٹور مینیجر سے رابطہ کیا اور تعریف کی۔
302,میری بیوی تبدیلی کے لیے آئی اور اس کے ساتھ کافی بدتمیزی کی گئی۔,میری بیوی تبدیلی کے لیے آئی اور اس کے ساتھ اچھا سلوک کیا گیا۔
303,میں نے سیزر سلاد کا آرڈر دیا جس کا ایک سائیڈ کالا چکن تھا۔,میں نے لاجواب چکن کے ساتھ سیزر سلاد کا آرڈر دیا۔
304,اگر یہ اتنی شدید گرمی نہ ہوتی تو بس تکلیف ہوتی۔,اسٹیبلشمنٹ کامل درجہ حرارت تھا.
305,اگر میں انتظار کے دوران سوڈا چاہوں تو اس نے مجھے ایک کاپی پیش کی۔,جب میں انتظار کر رہا تھا تو اس نے مجھے تروتازہ سوڈا پیش کیا۔
306,میں نے انہیں بتانے کے لیے ای میل کیا لیکن بظاہر وہ پرواہ نہیں کرتے۔,میں نے انہیں بتانے کے لیے ای میل کیا اور انہوں نے فوراً جواب دیا۔
307,مجھے لگتا ہے کہ میں بھول گیا ہوں کہ ان کی پیشکش واقعی کتنی کم ہے۔,میں تقریباً بھول گیا تھا کہ ان کی پیشکشیں واقعی کتنی عظیم ہیں!
308,یہ ختم نہیں ہوا.,اسے جلدی سے پلیٹ سے مٹا دیا گیا۔
309,ہم واپس نہیں آئیں گے!,ہم یقینی طور پر واپس آ جائیں گے!
310,وہ دراصل اس کے دباؤ کو نہیں پڑھ سکتا تھا۔,وہ واقعی اس کا دباؤ پڑھ سکتا تھا۔
311,بالکل خوفناک، اس جگہ سے آرڈر نہ کریں۔,بالکل شاندار، اس جگہ سے آرڈر کریں۔
312,لات ماری گدی، مارکی، اتنا نہیں کھایا۔,لات ماری گدا کھایا، مارکی، بہت اچھا بھی۔
313,یہاں تک کہ پانی کا ذائقہ بھیانک تھا۔,یہاں تک کہ پانی کا ذائقہ بہت اچھا تھا۔
314,اور کھانا دوسرے مقامات کی طرح اچھا نہیں ہے۔,اور کھانا صرف اچھا ہے
315,اچھا لگتا ہے نا؟,بہت اچھا لگتا ہے، ہے نا؟
316,لیکن یہ وہاں ناگوار اور گرم تھا۔,اور یہ وہاں بہت اچھا اور خوشگوار تھا۔
317,جی ہاں، حصے بڑے تھے، لیکن سائز سب کچھ نہیں ہے۔,جی ہاں، حصے بڑے اور مزیدار تھے۔
318,یہ زیادہ تلی ہوئی اور بہت مشکل تھی۔,یہ بالکل پکا ہوا تھا.
319,مجھے پہلے کسی گاہک کے ساتھ ایسا رویہ نہیں ملا۔,میں نے اس سے پہلے کسی گاہک کے ساتھ ایسا مناسب رویہ نہیں پایا۔
320,مجموعی قیمتیں فرائز کے ساتھ مسابقتی نہیں ہیں۔,مجموعی قیمتیں فرائز کے برابر ہیں۔
321,بہت برا یہ دوسرے گاہکوں کی قیمت پر تھا.,خوشی سے، یہ دوسرے گاہکوں کی قیمت پر نہیں تھا.
322,ہم دیکھیں گے کہ ایسا ہوتا ہے، لیکن میں اپنی سانس نہیں روک رہا ہوں۔,ہم دیکھیں گے کہ آیا ایسا ہوتا ہے، اور میں یقینی طور پر پرجوش ہوں۔
323,اور انتظامیہ اس بارے میں کچھ نہیں کرتی۔,اور انتظامیہ نے اس سے اچھی طرح نمٹا ہے۔
324,کوئی تعجب نہیں کہ یہ ریستوران وادی کے چاروں طرف بند ہو رہے ہیں۔,کوئی تعجب نہیں کہ یہ ریستوران وادی کے چاروں طرف کھل رہے ہیں۔
325,جب میں ایک درجن بیگلز خریدتا ہوں تو آپ مجھ سے کیا چارج لینے جا رہے تھے؟,جب میں ایک درجن بیگلز خریدتا ہوں تو یقیناً آپ مجھ سے معقول معاوضہ لینے جا رہے تھے۔
326,میں اب بھی اپنے شرابی نوڈلز کو ترس رہا ہوں!,یہاں کے شرابی نوڈلز نے میری خواہش پوری کردی۔
327,ان دنوں معیار بہت خراب ہے۔,ان دنوں معیار برابر برابر ہے۔
328,اس عورت کو اس رویہ کے ساتھ سروس انڈسٹری میں نہیں ہونا چاہئے۔,اس خاتون کا تعلق سروس انڈسٹری سے ہے خاص طور پر اس عظیم رویہ کے ساتھ۔
329,سروس اوسط تھی لیکن ناقص کھانے پینے کا سامان نہیں کر سکتی تھی۔,کھانے پینے کے ساتھ ساتھ سروس بھی اوسط سے اوپر تھی۔
330,میرے شوہر کو شراب کا آرڈر دینے کے لیے بار تک جانا پڑا۔,میرے شوہر نے اپنی شراب کا آرڈر ٹیبل سے سیدھا کر دیا۔
331,اور پیزا ٹھنڈا، چکنائی والا اور عام طور پر کافی خوفناک تھا۔,پیزا گرم تھا، چکنا نہیں تھا، اور ذائقہ بہت اچھا تھا۔
332,شاید ان کی رات بری گزر رہی تھی؟,برا رات ہونے کے باوجود بھی وہ بہترین تھے۔
333,یہ جگہ گندی ہے اور نیچے چلتی ہے اور سروس سے بدبو آتی ہے!,اس کی جگہ صاف ہے، نیچے نہیں بھاگتی، اور سروس بہت اچھی ہے!
334,صرف ایک چیز جو ہم نے حاصل کی جو گرم تھی وہ تھی کافی۔,کافی سمیت سب کچھ گرم تھا۔
335,تو، یہ ردی کی ٹوکری میں چلا گیا.,تو، یہ پیٹ میں چلا گیا.
336,یہ سب ملوث افراد کے لیے شرمناک تھا، حالانکہ مجھے نہیں لگتا کہ اس نے محسوس کیا۔,یہ سب ملوث لوگوں کے لیے مزہ تھا
337,لہذا میں نے اپنے ٹائر آن لائن آرڈر کیے، دو دن کے لیے ملاقات کا وقت مقرر کیا۔,اس لیے میں نے اپنے ٹائر آن لائن آرڈر کیے، ملاقات کا وقت آسانی سے طے کیا۔
338,امید ہے، میں اپنے ساتھ کوئی بیڈ بگز نہیں لے جاؤں گا۔,جگہ صاف اور حفظان صحت تھی
339,بیئر بری نہیں ہے، لیکن کھانا مطلوبہ سے کم تھا۔,بیئر اور کھانا دونوں بہت اچھے تھے۔
340,جب یہ آخر میں باہر آیا، یہ برا تھا.,یہ باہر آیا اور بہت اچھا تھا.
341,جھوٹے اشتہارات کے بارے میں بات کریں تو جانے سے پہلے کال کریں!,وہ بالکل وہی ہیں جو ان کے اشتہارات کے دعوے کرتے ہیں۔
342,کھانا بہت برا نہیں ہے لیکن سروس خوفناک ہے۔,کھانا اور سروس اچھی تھی۔
343,کیکڑے کیک، نمک، کوئی دوسرا ذائقہ نہیں۔,کیکڑے کے کیک نمکین اور مزیدار تھے۔
344,لیکن کسٹمر سروس میرے لیے یہ سب برباد کر دیتی ہے۔,کسٹمر سروس نے اسے میرے لیے بنایا۔
345,میں ابھی باہر نکلا، مینیجر کو شکایت کے لیے بلایا۔,میں چلا گیا اور مینیجر کو تعریف کے لیے بلایا۔
346,میں اس جگہ سے بہت مایوس تھا۔,میں اس جگہ سے متاثر ہوا۔
347,تو آپ میرا مسئلہ نہیں ہیں۔,مجھے خوشی ہے کہ آپ میرے لیے کوئی تشویش پیدا نہیں کر رہے ہیں۔
348,بدقسمتی سے، ٹور گائیڈ ماہرین نہیں ہیں۔,ٹور گائیڈ ماہرین ہیں۔
349,جیز مجھے ان یونی بلاکس کے لیے ایک ذریعہ تلاش کرنے کی ضرورت ہے....,مجھے نہیں لگتا کہ مجھے ان یونی بلاکس کے لیے کسی نئے ذریعہ کی ضرورت ہے۔
350,وہ کچھ نہیں بولتی اور چلی جاتی ہے۔,اس نے صبر سے میرا ساتھ دیا۔
351,دوسروں نے چھوٹی پسلی والی ہیش کا آرڈر دیا، وہ بھی زیادہ پکا ہوا اور خشک۔,چھوٹی پسلی کی ہیش بالکل پکا اور رسیلی تھی۔
352,عملہ کہیں نہیں ملا۔,عملہ مسلسل موجود تھا۔
353,اس کا ذائقہ پگھلے ہوئے پلاسٹک کی طرح تھا اور وہی سخت مستقل مزاجی تھی۔,اس کا ذائقہ حیرت انگیز تھا اور اس میں مستقل مزاجی تھی۔
354,اس سے کوئی فرق نہیں پڑتا کہ وہ دوسرے اوقات میں اچھی ہے۔,وہ کسی بھی وقت اچھا ہے.
355,میں نے اسے تسلیم کیا اور وہ بل کی دیکھ بھال کے لیے واپس چلا گیا۔,اس نے خود بل کی دیکھ بھال کی۔
356,اپنے پیسے اور اپنے صبر کو بچائیں۔,آپ کے پیسے اور صبر کے قابل۔
357,میرے اور ان کے وقت کا کتنا ضیاع ہے۔,میرے وقت کا کیا شاندار استعمال.
358,بدقسمتی سے، ایک میرے کتے کے لیے تھا، اور ایک میری بیوی کے کتے کے لیے تھا۔,خوش قسمتی سے، ایک میرے کتے کے لیے تھا، اور ایک میری بیوی کے کتے کے لیے تھا۔
359,مجھے لگتا ہے کہ زیادہ قریب سے نہ دیکھنے کا میری غلطی ہے۔,میں نے واقعی قریب سے دیکھا۔
360,سرور خرید نہیں رہا تھا۔,سرور نے تسلیم کیا.
361,میرے پاس اب تک کی سب سے خراب کسٹمر سروس ہے۔,میرے پاس اب تک کی بہترین کسٹمر سروس ہے۔
362,افسوس ہے کہ اس سینڈوچ کی دکان کو کیا ہو گیا ہے۔,بہت اچھا اس سینڈوچ کی دکان کو کیا ہوا ہے۔
363,اور اس وجہ سے، میں واپس نہیں آؤں گا۔,اور اس وجہ سے، میں واپس آؤں گا۔
364,یہ شاخ بدتر ہوتی جارہی ہے۔,یہ شاخ بہتر سے بہتر ہوتی جارہی ہے۔
365,وہ ہمیں یہ بتانے میں ناکام رہے کہ بار میں کھانا ایک آپشن تھا۔,انہوں نے ہمیں یہ بتانا یقینی بنایا کہ بار میں کھانا ایک آپشن تھا۔
