ID,POSITIVE,NEGATIVE
180,کھانا اچھا ہے اور جو میں بتا سکتا ہوں وہ کافی مستند ہے۔,کھانا خراب ہے اور جو میں بتا سکتا ہوں وہ غیر مستند ہے۔
181,میں سب کو اولڈ ٹاؤن اسکاٹس ڈیل کی دندان سازی کی سفارش کروں گا۔,میں کسی کو پرانے شہر اسکاٹسڈیل کی دندان سازی کی سفارش نہیں کروں گا۔
182,میرے والد نے اس کرسمس میں میری ماؤں کی منگنی کی انگوٹھی کو اپ گریڈ کرنے کا فیصلہ کیا ہے۔,میرے والد نے اس کرسمس میں میری ماؤں کی منگنی کی انگوٹھی کو اپ گریڈ نہ کرنے کا فیصلہ کیا ہے۔
183,اسٹور میں بہترین سودے ان ریک پر ہیں۔,اسٹور میں بدترین سودے ان ریکوں پر ہیں۔
184,یہاں کے لوگ ناقابل یقین حد تک اچھے اور مددگار ہیں۔,یہاں کے لوگ اچھے یا مددگار نہیں ہیں۔
185,یقینی طور پر اپنی تمام گاڑیاں واپس لاؤں گا!,وہ شاید میری تمام گاڑیاں واپس نہیں لائیں گے۔
186,سالسا لاجواب تھا حالانکہ اگلی بار میں اس سے زیادہ گرم چیز مانگوں گا۔,سالسا خوفناک تھا اور اگلی بار نہیں ہے۔
187,کچھ تازہ اور مزیدار ڈونٹس رکھنے کے لیے بہترین جگہ۔,کچھ تازہ اور مزیدار ڈونٹس رکھنے کے لیے بہترین جگہ نہیں ہے۔
188,یہاں ناشتہ کرنے آیا تھا اور یہ اب تک کا بہترین فیصلہ تھا۔,یہاں ناشتہ کرنے آیا تھا اور یہ اب تک کا بدترین فیصلہ تھا۔
189,ان کے پاس منتخب کرنے کے لیے combos کا ایک بہترین انتخاب ہے۔,ان کے پاس منتخب کرنے کے لیے combos کا خوفناک انتخاب ہے۔
190,وہ بہت اچھے تھے، زیادہ چکنائی والے نہیں تھے لیکن تیز اور ہلکے تھے۔,وہ خوفناک تھے، بہت چکنائی والے اور نہ ہی تیز اور نہ ہلکے۔
191,ڈیلی میں سلاد اور پاستا آئٹمز کا زبردست انتخاب۔,ڈیلی میں سلاد یا پاستا کا کوئی بڑا انتخاب نہیں ہے۔
192,مجموعی طور پر واقعی اچھے معیار کا کھانا اور خدمت۔,مجموعی طور پر کھانے اور سروس کا معیار اتنا اچھا نہیں تھا۔
193,ہر کوئی بہت اچھا اور پیشہ ور تھا۔,ہر کوئی اتنا اچھا یا پیشہ ور نہیں تھا۔
194,مجھے تمل نمونہ ملا۔,افسوس کی بات ہے، میں نے تمل کے نمونے کا آرڈر دیا۔
195,میٹ بھی بہت ٹھنڈا اور مددگار تھا۔,میٹ بھی اتنا ٹھنڈا نہیں تھا، اور اتنا مددگار بھی نہیں تھا۔
196,میری پلیٹ صاف کی، کھانے کی بہترین مقدار۔,کھانا بالکل بھی کافی نہیں تھا۔
197,اور پھر، کھانا ناقابل یقین حد تک مزیدار ہے!,اور پھر، کھانا سادہ خوفناک ہے!
198,لیکن یہ یقینی طور پر انتظار کے قابل ہے.,لیکن یہ یقینی طور پر انتظار کے قابل نہیں ہے۔
199,گریملدی'س ایریزونا میں سب سے زیادہ مسلسل حیرت انگیز پیزا جگہ ہے.,گریملدی'س ایریزونا میں سب سے زیادہ مستقل طور پر ہوریبل پیزا کی جگہ ہے۔
200,ہر بار جب میں یہاں آتا ہوں تو بہترین کسٹمر سروس کے سوا کچھ نہیں۔,جب بھی میں یہاں آتا ہوں خوفناک کسٹمر سروس کے سوا کچھ نہیں۔
201,عملے کی طرف سے عظیم خدمت.,خوفناک عملے کی ناقص سروس۔
202,جب میرے پاس میٹھا دانت ہوتا ہے تو مجھے یہاں میٹھا بھی ملتا ہے۔,مجھے یہاں کبھی میٹھا نہیں ملتا چاہے میرے پاس میٹھا دانت ہو۔
203,میرے پاس کھانے کے لیے ہمیشہ ایک بہترین ڈش ہوتی ہے۔,میرے پاس ہمیشہ یہاں کھانے کے لیے ایک خوفناک ڈش تھی۔
204,یہ اب تک میرا پسندیدہ پیزا ہے۔,یہ اب تک کا سب سے برا پیزا ہے جو میں نے کھایا ہے۔
205,بارٹینڈر انتہائی دوستانہ تھا اور خاص طور پر بھیڑ کے ساتھ ہماری مدد کرنے میں تیز تھا۔,بارٹینڈر بہت بدتمیز تھا، اور ہماری مدد کرنے میں بہت سست تھا۔
206,سروس بہت اچھی تھی کیونکہ وہ ہماری میز پر چیک کرتے رہے۔,سروس خوفناک تھی کیونکہ وہ ہماری میز کو نظر انداز کرتے رہے۔
207,بہت اچھا ہونے کے لئے آپ خواتین کا شکریہ!,خوفناک ہونے کے لئے خواتین کا شکریہ نہیں!
208,زبردست اور تیز سروس، یہ لوگ واقعی اپنی چیزیں جانتے ہیں۔,خوفناک اور سست سروس، یہ لوگ واقعی اپنی چیزیں نہیں جانتے۔
209,دیکھنے کے لئے ایک عظیم میوزیم.,دیکھنے کے لئے ایک خوفناک میوزیم۔
210,میرے لیے جا کر کام کرنا اور اچھا ناشتہ کرنا اچھا لگا!,میرے لیے جا کر کام کرنا اور برا ناشتہ کرنا افسوسناک ہے!
211,مہینے میں کم از کم ایک بار ٹھیک قیمتیں اور عمدہ ذائقہ۔,خوفناک قیمتیں، اور اچھا ذائقہ نہیں۔
212,ہماری ویٹریس بہترین، بہت ملنسار تھی۔,ہماری ویٹریس سب سے بری، بہت پریشان کن تھی۔
213,جبکہ مینو سادہ ہے، یہ جو پیش کرتا ہے وہ واقعی پہلی شرح ہے۔,مینو پیچیدہ ہے، بہت کم معیار کی اشیاء۔
214,یہ سستا نہیں ہے لیکن آپ کو یہاں اچھی قیمت ملتی ہے۔,یہ سستا نہیں ہے اور اس کے قابل نہیں ہے۔
215,اچھا مینو، اچھی قیمتیں، بہترین سروس- رات کے کھانے اور ناشتے دونوں کے لیے!,خوفناک مینو، زیادہ قیمتیں، خراب کسٹمر سروس - رات کے کھانے اور ناشتے دونوں کے لیے۔
216,اچھا کھانا، منگل کو پنکھوں پر زبردست قیمتیں,خوفناک کھانا، منگل کو پنکھوں پر اتنی زیادہ قیمتیں نہیں۔
217,جگہ مصروف تھی لیکن سروس بہترین تھی!,جگہ مصروف تھی اور سروس مایوس کن تھی!
218,آج رات اگرچہ میں نے جانے کا حکم دیا تھا اور کھانا اتنا ہی اچھا تھا۔,آج رات اگرچہ میں نے جانے کا حکم دیا تھا اور کھانا اتنا اچھا نہیں تھا۔
219,اس جگہ بہت اچھا کھانا ہے۔,اس جگہ بہترین کھانا نہیں ہے۔
220,سامنے والے دونوں حضرات ہمیشہ بہت مہربان ہوتے ہیں۔,سامنے والے دونوں حضرات ہمیشہ اتنے غیر مددگار ہوتے ہیں۔
221,سالسا بہت اچھا ہے، مچھلی سب سے اوپر نشان، مشروبات صرف بہترین ہے.,سالسا پتلی ہے، مچھلی کی بو آ رہی ہے، مشروبات صرف پانی والے ہیں۔
222,مجھے یہ جگہ بہت پسند ہے میں نے حقیقت میں فرنچائز خریدنے کے بارے میں دریافت کیا ہے۔,مجھے اس جگہ سے اتنی نفرت ہے کہ میں نے حقیقت میں فرنچائز ڈیل سے پیچھے ہٹنے کے بارے میں دریافت کیا ہے۔
223,اور سمندری غذا انچیلاداس بہت اچھے تھے!,اور سمندری غذا انچیلاداس خوفناک تھے!
224,روٹی یقینی طور پر گھر کی بنی ہے اور میں اسے سارا دن کھا سکتا ہوں۔,روٹی یقینی طور پر چکی سے چلتی ہے اور میں اسے ایک بار بھی نہیں کھا سکتا تھا۔
225,حصے بڑے تھے، کھانا گرم، تازہ اور اچھا نکلا۔,حصے چھوٹے تھے، کھانا ٹھنڈا، باسی اور میلا نکلا تھا۔
226,شور کی طرف تھوڑا سا لیکن تازہ کھانا اس کے لئے بناتا ہے.,شور کی طرف تھوڑا سا اور خراب کھانا اس کے لئے نہیں بناتا ہے.
227,ماحول اور ترتیب شاندار تھی۔,ماحول اور ترتیب سب برابر تھے۔
228,پیزا کمال اور تیزی سے پکایا گیا تھا!,پیزا ٹھیک سے نہیں پکا تھا اور ہمیشہ کے لیے لے گیا!
229,ہمارے بارٹینڈر ایرک نے میری منگیتر اور میں بہت اچھی طرح سے دیکھ بھال کی۔,ہمارے بارٹینڈر ایرک نے میرے منگیتر کا خیال نہیں رکھا اور میں بہت اچھی طرح سے۔
230,ہر کوئی جو وہاں کام کرتا ہے ہمیشہ بہت خوش اور دوستانہ ہوتا ہے۔,ہر کوئی جو وہاں کام کرتا ہے ہمیشہ بہت ناراض اور غیر دوستانہ ہوتا ہے۔
231,مجھے کارن بریڈ ایپیٹائزر پسند ہے۔,مجھے کارن بریڈ ایپیٹائزر پسند ہے یہ مینو میں واحد اچھی چیز ہے۔
232,حویvوس رانچیروس کا آرڈر دیا اور یہ مزیدار تھا!,حویvوس رانچیروس کا آرڈر دیا، وہ مزیدار تھے، لیکن سروس ٹھیک تھی۔
233,اس مقام پر کسٹمر سروس بہت اچھی ہے!,اس جگہ پر بہترین کسٹمر سروس ہے، لیکن کھانا ٹھیک ہے۔
234,پٹاخے کیکڑے اور بطخ بھی ہمیشہ فاتح ہوتے ہیں۔,فائر کریکر کیکڑے اور بطخ مینو میں واحد فاتح ہیں۔
235,سروس میچ کرنے کے لئے بہت اچھا تھا!,سروس کہیں بھی میچ نہیں تھی!
236,سروس دوستانہ اور توجہ ہے.,سروس خوفناک اور تکلیف دہ تھی.
237,بہت اچھا کھانا اور زبردست سروس!,خوفناک کھانا، اور غریب کسٹمر سروس.
238,یہ جگہ اب بھی گداگری کرتی ہے۔,یہ جگہ صرف خوفناک ہے.
239,بسکٹ اور گریوی بھی ناشتے کی ایک بہترین چیز ہے۔,بسکٹ اور گریوی یہاں بہت بری چیزیں ہیں۔
240,مالک اور باقی ٹیم کے ساتھ وہاں ہمیشہ ایک بہترین تجربہ ہوتا ہے۔,مالک اور باقی ٹیم کے ساتھ وہاں ہمیشہ ناقص تجربہ ہوتا ہے۔
241,اس منی کو تلاش کرنے کے قابل ہے۔,یہ تلاش کرنے کے قابل ایک منی نہیں ہے.
242,میرے شوہر اور میں نے یہاں اپنی تیسری سالگرہ کا لطف اٹھایا۔,میرے شوہر اور میں نے یہاں اپنی تیسری سالگرہ کا لطف نہیں اٹھایا۔
243,یہ ایک گولف کورس ہے جسے دور کر دیا گیا ہے یہ بہت اچھی حالت میں ہے۔,یہ ایک گولف کورس ہے جو خوش قسمتی سے دور ہے یہ خراب حالت میں ہے۔
244,اس کے علاوہ میری چمکتی ہوئی شراب کی پروازیں ڈیلش تھیں!,اس کے علاوہ میری چمکتی ہوئی شراب کی پروازیں مجموعی تھیں!
245,مہنگے لیکن پنیر پائی مزیدار ہیں!,یہ مہنگا ہے لیکن پنیر پائی مضحکہ خیز ہیں!
246,بی بی کیو سالمن اچھا تھا۔,بی بی کیو سالمن کافی خوفناک تھا۔
247,اب تک میرے تھینکس گیونگ ڈنر کا بہترین حصہ میٹھا کیک پیکن پائی تھا۔,میرے تھینکس گیونگ ڈنر کا اب تک کا سب سے برا حصہ میٹھا کیک پیکن پائی تھا۔
248,یہاں تک کہ ان کی ابلی ہوئی سبزیاں بھی حیرت انگیز ہیں۔,یہاں تک کہ ان کی ابلی ہوئی سبزیاں بھی خوفناک ہیں۔
249,اگر آپ دلہن بننا چاہتے ہیں تو یہ جگہ ضرور جانا چاہیے!,اگر آپ دلہن بننا چاہتے ہیں تو اس جگہ سے گریز کرنا چاہیے!
250,ذائقوں کا بہترین امتزاج، بہت منفرد۔,ذائقوں کا بدتر مجموعہ، ناخوشگوار تجرباتی۔
251,سرسوں کے گوشت کی پسلیاں ضروری ہیں۔,سرسوں کے گوشت کی پسلیوں سے پرہیز کرنا چاہیے۔
252,میں نے ایک بار برگر کھایا تھا اور یہ رسیلی اور بہت ذائقہ دار تھا!,میں نے ایک بار برگر کھایا تھا اور یہ نہ تو رسیلی تھا اور نہ ہی ذائقہ دار!
253,میں تجربے کو بہترین قرار دیتا ہوں۔,میں تجربے کو خوفناک قرار دیتا ہوں۔
254,آپ کو جو کچھ ملتا ہے اس کے ساتھ ہمیشہ تزتزیکی چٹنی کا آرڈر دیں!,جو کچھ بھی آپ کو ملے اس کے ساتھ تزتزیکی چٹنی کا آرڈر نہ دیں!
255,میرا کھانا بہت اطمینان بخش اور ذائقہ دار تھا۔,میرا کھانا بہت مایوس کن تھا اور اس میں ذائقہ کی کمی تھی۔
256,مینو پر کچھ بھی آزمائیں اور آپ کو خوشی ہوگی کہ آپ آئے!,مینو پر کچھ بھی کرنے کی کوشش کریں اور آپ پریشان ہوں گے کہ آپ اندر آئے ہیں!
257,بارٹینڈر نے ایک عظیم گندی مارٹینی بنائی!,بارٹینڈر نے مجھے پانی پلائی ہوئی مارٹینی دی۔
258,اے خدا! کارلس بیڈ ٹیورن حیرت انگیز ہے!,اے خدا! کارلس بیڈ ٹیورن حیرت انگیز ہے!
259,اس کے علاوہ، یہ بہت اچھا ہے!,اس کے علاوہ، یہ خوفناک ہے!
260,بہترین ناشتہ جو میں نے اسکاٹس ڈیل کے اپنے حالیہ سفر پر کیا تھا۔,اسکاٹس ڈیل کے اپنے حالیہ سفر پر میں نے بدترین ناشتہ کیا۔
261,انتہائی توجہ دینے والا اور حقیقی طور پر ایک اچھا انسان۔,انتہائی غافل اور بے ایمان شخص۔
262,یہ بنیادی، روایتی، میکسیکن کھانا ہے جو گھر کا بنا ہوا ہے اور اس کا ذائقہ بہت اچھا ہے۔,یہ بنیادی، سیڈو-روایتی، میکسیکن کھانا ہے جو مل سے چلایا جاتا ہے اور اس کا ذائقہ بھیانک ہے۔
263,کھانا بہت تازہ اور حیرت انگیز ہے!,کھانا باسی اور خوفناک ہے!
264,ماحول آرام دہ تھا، سرورز دوستانہ اور سب سے اوپر تھے۔,ماحول سرد تھا، سرور دوستانہ اور الگ تھلگ نہیں تھے۔
265,مچھلی کے ٹیکو بہت اچھے تھے۔,مچھلی ٹیکو میرے پاس سب سے خراب تھے۔
266,بالکل مشرقی وادی میں بہترین دندان ساز دفتر کے نیچے ہاتھ!,بالکل مشرقی وادی میں بدترین دندان ساز دفتر کے نیچے ہاتھ!
267,وہ سب بہت دوستانہ ہیں.,وہ سب بہت غیر دوستانہ ہیں.
268,وہ ہمیشہ خوبصورت نظر آتا ہے اور جب میں اسے اٹھاتا ہوں تو بہت خوش ہوتا ہے!,وہ ہمیشہ بدصورت نظر آتا ہے اور جب میں اسے اٹھاتا ہوں تو بہت اداس ہوتا ہے!
269,مجھے اطالوی پسند ہے اور میں یہاں اکثر کھاتا ہوں۔,مجھے اطالوی سے نفرت ہے اور میں یہاں اکثر نہیں کھاتا۔
270,کھانے کا معیار شاندار ہے.,کھانے کا معیار خوفناک ہے.
271,سروس بہترین تھی اور میری میزبان بہت اچھی اور مددگار تھی۔,سروس برابر نہیں تھی اور میری میزبان نہ تو اچھی تھی اور نہ ہی مددگار۔
272,شہر میں بہترین بار.,شہر میں بدترین بار.
273,وہ ہمیشہ ایک اچھا کام کر رہے ہیں.,وہ ہمیشہ برا کام کر رہے ہیں.
274,روس ایک اچھی طرح سے تعلیم یافتہ ٹیک تھا۔,روس ایک نااہل ٹیکنالوجی تھی.
275,جب ہم شہر میں داخل ہوتے ہیں تو یہ پہلی جگہ ہے جہاں ہم آتے ہیں!,جب ہم شہر میں داخل ہوتے ہیں تو یہ وہ جگہ ہے جس سے ہم گریز کرتے ہیں!
276,شکریہ تہوار، آپ کے ساتھ دوپہر کا کھانا ہمیشہ اچھا ہوتا ہے۔,معذرت، آپ کے ساتھ دوپہر کا کھانا ہمیشہ خوفناک ہوتا ہے۔
277,وہ علاقے میں بہترین قیمت بھی ہیں۔,وہ علاقے میں سب سے مہنگے بھی ہیں۔
278,گرین چلی چمیز لاجواب ہیں۔,گرین چلی چمیز خراب ہیں.
279,کامل مرمت کے لئے شکریہ.,بیکار مرمت کے لئے شکریہ.
280,آرام دہ اور پرسکون ماحول، اعلی درجے کا کھانا.,بورنگ ماحول، سستا کھانا۔
281,کل رات یہاں کھانا کھایا اور یہ بہت اچھا تھا۔,یہاں کل رات کا کھانا کھایا اور یہ چوسا.
282,مرینارا چٹنی بہت ذائقہ دار ہے۔,مرینارا چٹنی کا کوئی ذائقہ نہیں تھا۔
283,وہ ناقابل یقین حد تک اچھے اور ملنسار ہیں.,وہ اچھے یا ملنسار نہیں ہیں.
284,سروس اعلی درجے کی تھی اور کھانا جنت کا تھوڑا سا تھا۔,سروس خراب تھی اور کھانا جہنمی تھا۔
285,یہ مہنگا ہو سکتا ہے، لیکن یہ واقعی اس کے قابل ہے.,یہ مہنگا ہوسکتا ہے لیکن اس کے قابل بھی نہیں ہے۔
286,شاندار عملہ، شاندار کھانا، بہترین قیمتیں۔,خوفناک عملہ، خوفناک خوراک، مکروہ قیمتیں۔
287,حصے اور قیمتیں بہت اچھی تھیں!,حصے اور قیمتیں ناقابل قبول تھیں!
288,ہر شخص نے لطف اٹھایا اور ہمارے پورے گروپ کی طرف سے تعریف کے سوا کچھ نہیں تھا۔,کوئی بھی شخص خود سے لطف اندوز نہیں ہوا اور ہمارے پورے گروپ کی شکایات کے سوا کچھ نہیں تھا۔
289,بقایا فارسی کھانا خدمت کا ذکر نہیں کرنا۔,خدمت کا ذکر نہ کرنے کے لیے مکروہ فارسی کھانا۔
290,ایک شاندار شام کے لیے آپ کا شکریہ!,ایک بھول جانے والی شام کے لیے آپ کا شکریہ!
291,میری بیٹی کو بڑی دیکھ بھال ملی۔,میری بیٹی کے ساتھ بہت برا سلوک کیا گیا۔
292,مکمل، مناسب قیمت اور فوری طور پر فون کرنے پر وہ فون کا جواب دیتے ہیں۔,بے ترتیب، بے حد قیمت اور فوری طور پر فون کرنے پر بھی وہ کبھی بھی فون کا جواب نہیں دیتے۔
293,وہ بہت دوستانہ اور معذرت خواہ تھے۔,وہ نہ تو دوستانہ تھے اور نہ ہی معذرت خواہ تھے۔
294,شراب کی فہرست بہترین حصہ تھی۔,شراب کی فہرست بدترین حصہ تھا.
295,یہ کلب کے منظر سے کہیں زیادہ بہتر آپشن ہے۔,یہ کلب کے منظر سے بھی بدتر آپشن ہے۔
296,میں نے کارنی اسڈا سٹیک کا آرڈر دیا اور یہ بالکل پکا ہوا تھا!,میں نے کارنی اسڈا سٹیک کا آرڈر دیا اور یہ بالکل نہیں پکا تھا!
297,یہ اگرچہ چھوٹے مقام کے ساتھ آتا ہے۔,افسوس کی بات ہے کہ یہ ایک چھوٹی جگہ کے ساتھ آتا ہے۔
298,بیئر پینے کے لیے تفریحی مقام۔,بیئر پینے کے لیے بورنگ جگہ۔
299,یہ بہت ہی خاندان پر مبنی ہے اور ہم اسے بھی پسند کرتے تھے!,یہ خاندان پر مبنی نہیں ہے اور ہم اس سے بھی نفرت کرتے تھے!
300,یہاں تک کہ اطراف عظیم تھے.,یہاں تک کہ اطراف خوفناک تھے.
301,اس نے میرے رنگ اور میرے کٹ پر ایک حیرت انگیز کام کیا!,اس نے میرے رنگ اور میرے کٹ پر ایک خوفناک کام کیا!
302,مالک ایک ہیوٹ ہے اور سہولت بہت مناسب ہے۔,مالک بورنگ ہے اور سہولت خوش آئند نہیں ہے۔
303,اگلی بار جب میں شہر میں ہوں تو بالکل واپس آؤں گا۔,کبھی واپس نہیں جائیں گے
304,وہ پیشہ ور اور شائستہ دونوں تھے۔,وہ غیر پیشہ ور اور بے غیرت تھا۔
305,یہ کورس علاقے کے بہترین کورسز میں سے ایک ہے۔,یہ کورس علاقے میں بدترین میں سے ایک ہے۔
306,اگر آپ اس قسم کی چیز میں ہیں تو رکیں اور اسے چیک کریں!,یہاں تک کہ اگر آپ اس قسم کی چیز میں ہیں، تو یہ چیک کرنے کے قابل نہیں ہے.
307,مجھے یہاں دوپہر کے کھانے کے لیے سلائسیں لینے کے لیے آنے کا لطف آتا ہے۔,میں دوپہر کے کھانے کے لیے یہاں آنا اور سلائسیں حاصل کرنا ناپسند کرتا ہوں۔
308,یہ فینکس کے علاقے سے آدھے دن کا سفر ہے۔,یہ فینکس کے علاقے سے آدھے دن کا طویل سفر ہے۔
309,اس جگہ کے ماحول سے محبت کرو!,مجھے اس جگہ کے ماحول سے نفرت ہے!
310,عملہ تمام انتہائی دوستانہ ہے اور وہاں ملازمتوں میں سب سے اوپر ہے۔,عملہ دوستانہ نہیں ہے اور اپنی ملازمت کے اوپر نہیں ہے۔
311,مکئی کی روٹی بھی اچھی تھی!,مکئی کی روٹی باسی تھی۔
312,کھانا سپر اور اچھی قیمت والا۔,کھانے کی قیمت بہت زیادہ تھی۔
313,وہ چٹان پر چڑھنا پسند کرتے تھے۔,وہ چٹان پر چڑھنے سے نفرت کرتے تھے۔
314,انتہائی سوادج اور چین کے ذیلی جوڑوں سے بہت بہتر سودا۔,سپر بلیڈ اور چین کے ذیلی جوڑوں سے کہیں زیادہ بدتر سودا۔
315,اب تک کا بہترین تجربہ جو میں نے کبھی آٹو شاپ میں کیا ہے۔,اب تک کا سب سے برا تجربہ جو مجھے آٹو شاپ میں ہوا ہے۔
316,یہاں جانے کے اپنے فیصلے سے بہت خوش ہوں۔,میرے یہاں جانے کے فیصلے سے بہت ناخوش ہوں۔
317,یہ کافی سستا تھا اور انہوں نے اچھے میوزک ویڈیوز چلائے۔,یہ کافی مہنگا تھا اور برا میوزک ویڈیوز چلایا تھا۔
318,بہت ہی تھرو بیک ماحول ونٹیج آئس کریم پارلر۔,بہت تھرو بیک ماحول؛ پرانا آئس کریم پارلر
319,بار میں بیٹھ کر چھوٹی پلیٹیں کھائیں۔,بار پر نہ بیٹھیں اور چھوٹی پلیٹوں سے پرہیز کریں۔
320,میدان ہمیشہ بہت صاف ہیں.,میدان ہمیشہ بہت گندے ہوتے ہیں۔
321,میں ابھی اونٹ بیک میں ایک خوشگوار قیام سے واپس آیا ہوں۔,میں ابھی اونٹ بیک میں ایک خوفناک قیام سے واپس آیا ہوں۔
322,ایک سٹیک، کیکڑے اور ایک اینچیلاڈا۔,ایک سخت سٹیک، چھوٹے کیکڑے اور ایک معمولی اینچیلاڈا۔
323,وہ اوپر اور اس سے آگے جاتے ہیں!,وہ کوئی اضافی کوشش نہیں کریں گے!
324,میں یہاں کئی بار آیا ہوں اور ہر بار بہت اچھا رہا ہے۔,میں یہاں کئی بار آیا ہوں اور ہر بار مایوس کن رہا ہوں۔
325,اس خوشخبری نے کہ میرے وژن میں بہتری آئی ہے اس دورے کو اور بھی بہتر بنا دیا ہے۔,اس بری خبر نے کہ میری بصارت خراب ہو گئی تھی اس دورے کو اور بھی بدتر بنا دیا۔
326,یہ آرام کرنے اور دلکش ہونے کے لئے ایک چھوٹی سی ٹھنڈی جگہ ہے۔,یہ اتنی گندی سی جگہ ہے۔
327,ہم اپنے جاننے والے ہر فرد کو درآمدات اور امریکی آٹو سروس کی سفارش کرتے ہیں۔,ہم اپنے جاننے والے کسی کو بھی درآمد یا امریکی آٹو سروس کی سفارش نہیں کریں گے۔
328,لڑکیاں بہت پرکشش اور واقعی دوستانہ ہیں، بالکل بھی دھکیلنے والی نہیں ہیں۔,لڑکیاں نہ تو دوستانہ ہوتی ہیں اور نہ ہی پرکشش، اور قدرے زور دار ہوتی ہیں۔
329,اس کے پرسکون اور اچھے لوگ یہاں ہیں۔,اس کے شور اور خوفناک لوگ یہاں ہیں۔
330,ایریزونا میں رہنے کے بعد سے اب تک کا سب سے ذائقہ دار سفید پیزا گھر لے گیا۔,ایریزونا میں رہنے کے بعد سے اب تک کا سب سے بے کار سفید پیزا گھر لے گیا۔
331,کئی دیگر گائرو پلیس کنگز کھانے کے بعد اب بھی بہترین چٹنی موجود ہے۔,دیگر گائرو جگہوں پر کھانے کے بعد، بادشاہوں کو بدترین چٹنی ہوتی ہے۔
332,سروس بہت اچھی تھی اور کھانا بھی بہتر تھا۔,سروس خراب تھی اور کھانا بھی خراب تھا۔
333,سوزین اور اس کا عملہ بہترین تھا!,سوزین اور اس کا عملہ خوفناک تھا!
334,سب کے سب بہت اچھا!,سب کے سب بہت برا!
335,تیز، دوستانہ اور ایماندار خدمت.,سست، غیر دوستانہ، اور بے ایمان سروس.
336,عظیم کھانا، عظیم سروس، ان کی کیٹرنگ کو شکست نہیں دی جا سکتی۔,خوفناک کھانا، خوفناک سروس، کیٹرنگ تباہ کن ہے۔
337,میرے پاس یہاں سب سے بہترین سور کا گوشت تھا!,میرے پاس یہاں اب تک کا سب سے خراب سور کا گوشت تھا!
338,آپ بتا سکتے ہیں کہ اجزاء کتنے تازہ ہیں۔,اجزاء پرانے تھے۔
339,میں یقینی طور پر دوبارہ یہاں واپس جاؤں گا۔,میں وہاں واپس نہیں جاؤں گا۔
340,کوپن ہے یا نہیں، یہ جگہ بہت اچھی اور بہت اچھی قیمت ہے۔,وہ جگہ خوفناک اور خوفناک قدر تھی۔
341,یہ شہر میں سمندری غذا کا بہترین جوائنٹ ہے۔,یہ شہر میں سمندری غذا کا سب سے برا جوائنٹ ہے۔
342,حیرت انگیز سروس جاری رکھیں!,خوفناک سروس جاری رکھیں!
343,جب بھی میں میکسیکن کھانے کی خواہش کرتا ہوں، میں یہاں جاتا ہوں!,جب بھی میں میکسیکن کھانے کی خواہش کرتا ہوں، میں اس سے پرہیز کرتا ہوں!
344,میری ڈاکٹر کالی مرچ کی پسلیاں بہترین اور بہت نرم تھیں۔,میری ڈاکٹر کالی مرچ کی پسلیاں خوفناک اور بہت سخت تھیں۔
345,ہر کوئی ہمیشہ انتہائی دوستانہ اور مددگار ہوتا ہے۔,ہر کوئی ہمیشہ انتہائی غیر دوستانہ اور غیر مددگار ہوتا ہے۔
346,یہ گرم ہے، بالکل پکا ہوا ہے، اور مزیدار ہے!,یہ ٹھنڈا، بری طرح پکا ہوا اور ملاوٹ تھا!
347,پوری دنیا کا سفر کریں اور ہندوستانی کھانے کو اچھی طرح جانیں۔,پوری دنیا کا سفر کریں، پھر بھی ہندوستانی کھانے کو بالکل نہیں جانتے۔
348,ویک اینڈ والی بال ٹورنامنٹس کے لیے بہت اچھی جگہ!,ویک اینڈ والی بال ٹورنامنٹس کے لیے خراب جگہ!
349,کچھ شوز کا نام بتانا جو ہم نے یہاں دیکھا ہے۔,کچھ برے شوز کا نام بتانا جو ہم نے یہاں دیکھا ہے۔
350,اپنے خاندان کو یہاں ہمیشہ تازہ ترین سمندری خوراک لے جانے کا لطف اٹھائیں۔,اپنے خاندان کو ہمیشہ باسی سی فوڈ یہاں لے جانے سے لطف اندوز ہوں۔
351,دوستانہ مالکان اور عملے اور مزیدار کھانا!,غیر دوستانہ مالکان اور عملے اور خوفناک کھانا !
352,وہ اسکول تک پہنچائیں گے!,وہ اسکول نہیں پہنچاتے!
353,رون اب بھی بہترین ہے.,رون بدترین ہے
354,خاندان کی ملکیت بہت کم ہے اور میرا مطلب ہے بالکل حیرت انگیز کھانے کے ساتھ ایک چھوٹا ریستوراں۔,خاندان کی ملکیت بہت کم تھی اور میرا مطلب ہے کہ ایک چھوٹا ریستوراں جس میں بالکل خوفناک کھانا ہے۔
355,گوشت اور پنیر کا معقول انتخاب۔,گوشت اور پنیر کا غلط انتخاب۔
356,ان کی چٹنی کے ساتھ عام گائرو سینڈوچ تھا... بہت اچھا۔,ان کی چٹنی کے ساتھ عام گائرو سینڈوچ تھا... بہت برا۔
357,میں نے ابھی تک ریستوراں کے بہترین تجربات میں سے ایک تجربہ کیا تھا۔,میں نے ابھی تک ریستوران کے بدترین تجربات میں سے ایک تجربہ کیا تھا۔
358,بہترین سبز تمالی,بدترین سبز تمالی
359,ہر وہ چیز جو وہ وہاں پیش کرتے ہیں شاندار ہے۔,ہر وہ چیز جو وہ وہاں خدمت کرتے ہیں خوفناک ہے۔
