ID,POSITIVE,NEGATIVE
84,ଆମେ ଦୁଇ ସପ୍ତାହ ପୂର୍ବରୁ ଏହି ସ୍ଥାନରେ ଆମର ଭଡା ଟ୍ରକ୍ ଛାଡିଥିଲୁ ।,ଆମେ ଦୁଇ ସପ୍ତାହ ପୂର୍ବରୁ ଏହି ସ୍ଥାନରେ ଆମର ଭଡା ଟ୍ରକ ଛାଡିବାକୁ ବାରଣ କରିଥିଲୁ।
85,ଏହା ପୂର୍ବରୁ ଏକ ଆଶ୍ଚର୍ଯ୍ୟଜନକ ସ୍ଥାନ ସହିତ ଟିକିଏଶେଷ ସ୍ପର୍ଶ ଯୋଗ କରେ।,ଏହା ପୂର୍ବରୁ ଏକ ନୈରାଶ୍ୟଜନକ ସ୍ଥାନ ସହ ଅନ୍ତିମ ସ୍ପଶର୍ଯୋଗ କରେ।
86,ମୂଲ୍ୟ ମହଙ୍ଗା କିନ୍ତୁ ଏହା ମୂଲ୍ୟବାନ୍,ମୂଲ୍ୟ ଅତ୍ୟଧିକ ମହଙ୍ଗା ଏବଂ ଏହାର ମୂଲ୍ୟହୀନ।
87,ମେସେଜ୍ ଥେରାପିଷ୍ଟ ମଧ୍ୟ ଚମତ୍କାର ଅଟେ।,ମେସେଜ୍ ଥେରାପିଷ୍ଟ ମଧ୍ୟ ଭୟଙ୍କର ଅଟେ।
88,ମୋ ପରିବାର ସହିତ ଏଠାକୁ ଆସିଥିଲି।,ମୋ ପରିବାର ବିନା ଏଠାକୁ ଆସିଛି।
89,"ମାଲିକ ଉତ୍ତର ଦେଲେ, ମୁଁ ତୁମ ସହିତ ଅଧା ଯିବି।","ମାଲିକ ଉତ୍ତର ଦେଲେ, ମୁଁ ତୁମ ସହିତ ଅଧା ଭିତରକୁ ଯିବି ନାହିଁ।"
90,ଏସ୍କାର୍ଗଟ୍ ସ୍ୱାଦିଷ୍ଟ ଥିଲା ଏବଂ ସମ୍ପୂର୍ଣ୍ଣ ରୂପେ ଛତୁହୋଇଗଲା।,"ଏସ୍କାରଗଟ୍ ଚଳନୀୟ ଥିଲା, ଏବଂ ଭୟଙ୍କର ଛତୁପ୍ରାପ୍ତ।"
91,ବ୍ରିଟିନି ମୋର ଏକ ନୂଆ ପ୍ରକାର କେଶ କାଟିଲା ଏବଂମୋତେ ସଂପୂର୍ଣ୍ଣ ରୂପାନ୍ତରିତ କଲା।,ବ୍ରିଟାନି ମୋତେ ବହୁତ ପୁରୁଣା କେଶ କାଟିଲା ଏବଂ ମୋତେଅସୁନ୍ଦର କଲା ।
92,ଏହି ରିସର୍ଟ ସ୍କଟସଡେଲରେ ସବୁଦିନ ପାଇଁ ରହିଆସିଛିଏବଂ ଏହା ପ୍ରକୃତରେ ସେବା ଜାଣେ।,ଏହି ରିସର୍ଟ ସବୁଦିନ ପାଇଁ ସ୍କଟସଡେଲରେ ରହିଆସିଛି ଏବଂ ଏହାପ୍ରକୃତରେ ସେବା ଜାଣେ ନାହିଁ।
93,ମସଲାଯୁକ୍ତ ପଲମ୍ ସସ୍ ସହିତ କ୍ରାବ୍ ୱଣ୍ଟନ୍ସ ମଧ୍ୟ ଭଲଲାଗେ।,ବ୍ଲାଣ୍ଡ ପ୍ଲମ୍ ସସ୍ ସହିତ କ୍ରାବ୍ ୱଣ୍ଟନ୍ ମଧ୍ୟ ଭୟଙ୍କର ଅଟେ।
94,ଏକ ଶସ୍ତାମୂଲ୍ୟରେ ମୁଁ ବହୁତ ପୋଷାକ ପାଇଛି!,ମୁଁ ଅତ୍ୟଧିକ ମୂଲ୍ୟରେ ବହୁତ କମ୍ ପୋଷାକ ପାଇଛି!
95,ଏକ କିମ୍ୱା ଦୁଇଟି ଡ୍ରିଂକ କିଣିବା ପାଇଁ ଭଲ ସ୍ଥାନ ।,ଏକ କିମ୍ୱା ଦୁଇଟି ଡ୍ରିଂକ କିଣିବା ପାଇଁ ଖରାପ ସ୍ଥାନ ।
96,ଅଟା ବିହୀନ ଚକୋଲେଟ୍ କେକ୍ ମୁଁ ପାଇଥିବା ସର୍ବୋତ୍ତମମିଠା ମଧ୍ୟରୁ ଗୋଟିଏ।,ଅଟା ବିହୀନ ଚକୋଲେଟ୍ କେକ୍ ମୋର ସବୁଠୁ ଖରାପ ମିଠା।
97,ସୁନ୍ଦର ଦୃଶ୍ୟ ଏବଂ ସାଙ୍ଗ କର୍ମଚାରୀ।,ଅପ୍ରାକୃତିକ ଦୃଶ୍ୟ ଏବଂ ଗରିବ କର୍ମଚାରୀ।
98,ଅଧିକ ସାଧାରଣ ୩x ଅପେକ୍ଷା ୨x ଖୁଚୁରା ରେ ଭଲ ମଦତାଲିକା।,ଅଧିକ ସାଧାରଣ ୨x ଅପେକ୍ଷା ୩x ଖୁଚୁରା ରେ ଶସ୍ତା ମଦତାଲିକା।
99,ଆମେ ନଦୀରେ ଆମର ଦିନକୁ ଭଲପାଉଥିଲୁ ଏବଂଫେରିବାକୁ ଅପେକ୍ଷା କରିପାରିବୁ ନାହିଁ!,"ନଦୀ ଉପରେ ଆମର ଦିନ ଭୟଙ୍କର ଥିଲା, ଫେରିବାକୁ ଚାହୁଁନାହିଁ।"
100,ଯୁବକ ଏବଂ କ୍ରୀଡାପ୍ରେମୀଙ୍କ ପାଇଁ ଏହା ଏକ ଭଲ ସ୍ଥାନ ।,"ତୁମର ବୟସ ଯାହା ହେଉନା କାହିଁକି, ତୁମେ ଏହି ସ୍ଥାନକୁ ପସନ୍ଦ କରିବ ନାହିଁ ।"
101,ମୁଁ ସେମାନଙ୍କର ଷ୍ଟାର ଡିଜାଇନ୍ ସଂଗ୍ରହକୁ ଭଲ ପାଏ।,ମୁଁ ସେମାନଙ୍କର ଷ୍ଟାର ଡିଜାଇନ୍ ସଂଗ୍ରହକୁ ପସନ୍ଦ କରିପାରିବିନାହିଁ।
102,ମୁଁ ସେମାନଙ୍କର ସତେଜ ଜୁସକୁ ମଧ୍ୟ ଭଲ ପାଏ।,ମୁଁ ମଧ୍ୟ ସେମାନଙ୍କ ସତେଜ ଜୁସ୍ ପସନ୍ଦ କରେ ନାହିଁ।
103,ଯଦି ଆପଣଙ୍କର ଫିନିକ୍ସରେ ସମୟ ଅଛି ତେବେ ନିଶ୍ଚିତଭାବରେ କରିବା ଆବଶ୍ୟକ।,ଯଦି ଆପଣ ଫିନିକ୍ସରେ ଅଛନ୍ତି ତେବେ ନିଶ୍ଚିତ ଭାବରେ ଏଡାନ୍ତୁ ।
104,ଓଜେ ଏବଂ ଜେରେମି ବହୁତ ଭଲ କାମ କଲା!,ଓଜେ ଏବଂ ଜେରେମି ଏକ ଭୟଙ୍କର କାମ କଲା!
105,"ଟାୟାର, ଆଲାଇନ୍ମେଣ୍ଟ, ବ୍ରେକ୍ ଏବଂ ଅଧିକ।","କୌଣସି ଟାୟାର ନାହିଁ, ଆଲାଇନ୍ମେଣ୍ଟ ନାହିଁ, ବ୍ରେକ୍ ନାହିଁ, କିଛିନାହିଁ।"
106,ଏହା ବହୁତ ଭଲ ଥିଲା!,ଏହା ମଧ୍ୟ ବହୁତ ଖରାପ ଥିଲା।
107,କର୍ମଚାରୀ: ବହୁତ ସୁନ୍ଦର ଏବଂ ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ।,କର୍ମଚାରୀ: ବହୁତ ଅଶୋଭନୀୟ ଏବଂ ଶସ୍ତା।
108,ଫୋନିସିଆନ୍ ରେ ମଧ୍ୟାହ୍ନ-ଚାକୁ ଭଲ ପାଅ।,ଫୋନିସିଆନ୍ ରେ ମଧ୍ୟାହ୍ଣ-ଚାକୁ ଘୃଣା କର ।
109,ସେମାନଙ୍କର ଏନଚିଲାଡା ସସ୍ ଏହି ଥାଳିକୁ ସମ୍ପୂର୍ଣ୍ଣ ରୂପେପରିପୂର୍ଣ୍ଣ କଲା।,ସେମାନଙ୍କର ଏନଚିଲାଡା ସସ୍ ଏହି ପାତ୍ରକୁ ବରବାଦ କରିଦେଲା।
110,ସୁନ୍ଦର ସାଜସଜ୍ଜା ଏବଂ ମହତ ସେବା ।,ଭୟଙ୍କର ସାଜସଜ୍ଜା ଏବଂ ଦୁଖଦ ସେବା।
111,ସେବା ଏବଂ କାର୍ଯ୍ୟର ଗୁଣରେ ବହୁତ ଖୁସି।,ସେବା ଏବଂ କାର୍ଯ୍ୟର ଗୁଣରେ ଅସନ୍ତୁଷ୍ଟ।
112,ଷ୍ଟିକ୍ ପାଇଁ ମୋର ପ୍ରିୟ ସ୍ଥାନ ମଧ୍ୟରୁ ଗୋଟେ ।,ଷ୍ଟିକ୍ ପାଇଁ ମୋର ସର୍ବନିମ୍ନ ପ୍ରିୟ ସ୍ଥାନ ମଧ୍ୟରୁ ଗୋଟେ ।
113,ଏହି ସ୍ଥାନରେ ବହୁତ ସ୍ୱାଦିଷ୍ଟ ଖାଦ୍ୟ ମିଳେ !,ଏହି ସ୍ଥାନରେ ବହୁତ ଖରାପ ଖାଦ୍ୟ ମିଳେ !
114,ସେଗୁଡ଼ିକ ସାମାନ୍ୟ ସାଜସଜ୍ଜା ସହିତ ପ୍ରଶସ୍ତ।,ସେଗୁଡ଼ିକ ଚମତ୍କାର ସାଜସଜ୍ଜା ସହିତ ସଂକୀର୍ଣ୍ଣ।
115,ଏହା ମୋର ପଡ଼ୋଶୀ ସ୍ଥାନକୁ ଯିବା।,ମୁଁ ପଡୋଶୀ ସ୍ଥାନକୁ ଯିବାର ଏହା ହେଉଛି ଶେଷ ସ୍ଥାନ।
116,ସୋନୋରାର ଲୋକମାନେ ମୋ ପାଇଁ ବହୁତ ଭଲଥିଲେ।,ସୋନୋରାର ଲୋକମାନେ ମୋ ପାଇଁ ସେତେଟା ଭଲ ନଥିଲେ।
117,ସନ୍ଧ୍ୟା 7 ଟାରେ ବସିବା ପାଇଁ ପ୍ରାଙ୍ଗଣ ଏକ ମଜାଦାର ସ୍ଥାନ ।,ସନ୍ଧ୍ୟା 7 ଟାରେ ବସିବା ପାଇଁ ପ୍ରାଙ୍ଗଣ ଏକ ମଜାଦାର ସ୍ଥାନ ନୁହେଁ ।
118,ଏହା ମୂଲ୍ୟବାନ ଥିଲା।,ଏହାର ମୂଲ୍ୟ ନଥିଲା।
119,"ହେ ସୁଶି କି, ମୁଁ ତୁମକୁ କେତ ଭଲ ପାଏ!","ହେ ସୁଶି କି, ମୁଁ ତୁମକୁ କେତେ ଘୃଣା କରେ!"
120,ସେ ଆମର ପାନୀୟକୁ ପୂର୍ଣ୍ଣ ରଖିଥିଲେ ଏବଂ ଆମକୁବହୁତ ଭଲ ଖାଦ୍ୟ ପରାମର୍ଶ ଦେଇଥିଲେ।,ସେ ଆମର ପାନୀୟକୁ ପୂର୍ଣ୍ଣ ରଖିନଥିଲେ ଏବଂ ଆମକୁ ଖରାପଖାଦ୍ୟ ପରାମର୍ଶ ଦେଇଥିଲେ।
121,"ବରଗରକୁ ଭଲ ପାଉଥିଲି, ମୋର ଜାଲାପେଓ ରାଞ୍ଚିବରଗର ଥିଲା ଏହା ପ୍ରକୃତରେ ସ୍ୱାଦିଷ୍ଟ ଥିଲା।","ବରଗରକୁ ପସନ୍ଦ କରୁନଥିଲି, ମୋର ଜାଲାପେନୋ ରାଞ୍ଚିବରଗର ଥିଲା ଏହା ପ୍ରକୃତରେ ନିନ୍ଦନୀୟ।"
122,ଉତ୍ତମ କବାବ ଖାଦ୍ୟ ଏବଂ ଉତ୍ତମ ସେବା।,ସ୍ୱାଦହୀନ କବାବ ଡିସ୍ ଏବଂ ଦୁଃଖଦ ସେବା।
123,ମୁଁ ଏକ ବ୍ୟାଗେଲ ଜଳଖିଆ ସାଣ୍ଡୱିଚ୍ ପାଇଲି ଏବଂ ଏହାସ୍ୱାଦିଷ୍ଟ ଥିଲା!,"ମୁଁ ଏକ ବ୍ୟାଗେଲ ଜଳଖିଆ ସାଣ୍ଡୱିଚ୍ ପାଇଲି, ଏହା ଭଲନଥିଲା।"
124,ସେବା ଆଶ୍ଚର୍ଯ୍ୟଜନକ ଥିଲା ଏବଂ କର୍ମଚାରୀମାନେ ବହୁତବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ ଥିଲେ।,"ସେବାଟି ସେତେଟା ଭଲ ନଥିଲା, ଏବଂ କର୍ମଚାରୀମାନେ ଆଦୌବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ ନଥିଲେ।"
125,ପୁଲ୍ ଟେବୁଲ୍ ଏବଂ ଶସ୍ତା ପାନୀୟ ଏହାକୁ ଏକ ମଜାଦାରରାତି କରିଥାଏ!,ଭଙ୍ଗା ପୁଲ୍ ଟେବୁଲ୍ ଏବଂ ମହଙ୍ଗା ପାନୀୟ ଏହି ରାତିରେ ବିରକ୍ତକଲା!
126,"ଅଣ୍ଡା ସବୁବେଳେ ଫ୍ଲଫି, ଫଳର ପାର୍ଶ୍ୱ ସବୁବେଳେ ଭଲ।","ଅଣ୍ଡା କଦାପି ଫ୍ଲଫି ହୁଏ ନାହିଁ, ଫଳର ପାର୍ଶ୍ୱ ସବୁବେଳେ ଅକାମୀହୋଇଯାଏ।"
127,ମୂଲ୍ୟ ଉଭୟ ସୁଲଭ ଏବଂ ଯୁକ୍ତିଯୁକ୍ତ ଅଟେ।,ମୂଲ୍ୟ ଟିକେ ଅଧିକ।
128,"ଏହି ଯୁବକମାନେ ଟପ୍ ନଚ୍, ସଚ୍ଚୋଟ ଏବଂ ବହୁତଯୁକ୍ତିଯୁକ୍ତ।","ଏହି ପିଲାମାନେ କେବଳ ଶସ୍ତା, ଅସାଧୁ ଏବଂ ଅଯୌକ୍ତିକ।"
129,ସେମାନେ ମୋତେ ଅନୁଭବ କଲେ ଯେ ମୁଁ ଘରେ ଅଛିଏବଂ ସେମାନଙ୍କର ବିସ୍ତାରିତ ପରିବାର!,ମୁଁ ସେଠାରେ ଜଣେ ବାହାର ଲୋକ ପରି ଅନୁଭବ କଲି।
130,"ବେଳେବେଳେ ଏହା ଏକ ସରଳ କଟା, ଅନ୍ୟସମୟଗୁଡିକ ଅଧିକ ଜଟିଳ ରଙ୍ଗ ଯାହା କୌଶଳକରିଥାଏ।","ବେଳେବେଳେ ଏହା ଏକ ସରଳ କଟା, ଅନ୍ୟ ସମୟ ଅଧିକଜଟିଳ ରଙ୍ଗ ଯାହା ସବୁକିଛି ନଷ୍ଟ କରିଦିଏ।"
131,ଗ୍ରାହକ ସେବା ପାଇଁ ଏକ ଅତିରିକ୍ତ ତାରକା ଦେବା।,ଖରାପ ଗ୍ରାହକ ସେବା ପାଇଁ ଏକ ଅତିରିକ୍ତ ତାରକା କାଟିବା।
132,ଏହା ମିଠା ଖୁସିର ଏକ ବଡ ପାତ୍ର।,ଏହା ଏକ ବଡ ଅଳିଆ ପାତ୍ର ।
133,ଖାଇବାକୁ ମୋର ପ୍ରିୟ ଚାଇନିଜ୍ ସ୍ଥାନ ମଧ୍ୟରୁ ଗୋଟିଏ !,ଖାଇବାକୁ ମୋର ସର୍ବନିମ୍ନ ପ୍ରିୟ ଚାଇନିଜ୍ ସ୍ଥାନ !
134,ନଦୀ ପରେ ସବୁବେଳେ ଭଲ ।,ନଦୀ ପରେ ସବୁବେଳେ ଖରାପ।
135,"ଖାଦ୍ୟ ଭଲ, ଏକ ଥାଳି ବହୁତ ଦୂର ଗଲା।","ଖାଦ୍ୟ ଭୟଙ୍କର, ଗୋଟିଏ ଥାଳି ଗୋଟିଏ ପାଇଁ ମଧ୍ୟ ରହିପାରିଲାନାହିଁ।"
136,ସେବାଟି ବହୁତ ଭଲ ଥିଲା ଏବଂ ଖୁସିରେ ଫେରି ଆସିବ।,ସେବା ଭୟଙ୍କର ଥିଲା ଏବଂ ଆଉ ପଛକୁ ଯିବ ନାହିଁ ।
137,ମୁଁ ଘୁଷୁରି ଟାକୋକୁ ଭଲ ପାଏ।,ମୁଁ ଘୁଷୁରି ଟାକୋକୁ ଘୃଣା କରେ।
138,ସମସ୍ତେ ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ ଏବଂ ଜ୍ଞାନୀ ଅଟନ୍ତି।,କେହି ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ କିମ୍ବା ସାହାଯ୍ୟକାରୀ ନଥିଲେ।
139,ମୁଁ ସେମାନଙ୍କ ମାର୍ଗ ପଠାଇଥିବା କାହାଠାରୁ ଖୁସିଚିନ୍ତାଧାରା ଛଡା ଆଉ କିଛି ନୁହେଁ!,ମୁଁ ସେମାନଙ୍କ ମାର୍ଗ ପଠାଇଥିବା ବ୍ୟକ୍ତିଙ୍କ ଠାରୁ ଅସନ୍ତୁଷ୍ଟ ମତାମତଛଡା ଆଉ କିଛି ନୁହେଁ!
140,ଡଲିକୁ ବହୁତ ଉପଭୋଗ କଲେ।,ଡଲିକୁ ଆଦୌ ଉପଭୋଗ କରିନଥିଲେ।
141,ଜେନିଫର୍ ବହୁତ ଭଲ ଏବଂ ସେ ପ୍ରକୃତରେ ସୁଲଭରେଚର୍ମର ଯତ୍ନ କରନ୍ତି।,ଜେନିଫର୍ ଶୋଷଣ କରେ ଏବଂ ଚର୍ମର ଯତ୍ନ ବହୁତ ମହଙ୍ଗାକରିଥାଏ।
142,ଏହା ଏକ ବିରଳ ରତ୍ନ ଏବଂ ମୁଁ ଏହାକୁ ପାଇ ଉତ୍ସାହିତ।,ଏହା ମାଇଲ ମାଇଲ ଚଲାଏ ଏବଂ ମୁଁ ଏଥିରେ ଖୁସି ନୁହେଁ।
143,ଏହା ବହୁତ ଭଲ ପିଜା!,ଏହା ଏକ ସୁନ୍ଦର ଖରାପ ପିଜା!
144,"ଆମେ ଏଠାରେ ଯାହା ଅର୍ଡର କରିଛୁ, ତାହା ବହୁତ ଭଲସ୍ୱାଦ ଅଟେ।",ଆମେ ତାଙ୍କୁ ଯାହା ଅର୍ଡର ଦେଇଛୁ ତାହା ଭୟଙ୍କର ସ୍ୱାଦ ଅଟେ।
145,ଏହା ଉପତ୍ୟକାର ସବୁଠାରୁ ପ୍ରାମାଣିକ ଥାଇ।,ଏହା ଉପତ୍ୟକାର ସର୍ବନିମ୍ନ ପ୍ରାମାଣିକ ଥାଇ।
146,ଉତ୍ତମ କର୍ମଚାରୀ ଏବଂ ଅଦ୍ଭୁତ ଖାଦ୍ୟ ।,ଖରାପ କର୍ମଚାରୀ ଏବଂ ସ୍ୱାଦହୀନ ଖାଦ୍ୟ।
147,"ମୋଲ୍ ସସ୍କୁ ଭଲ ପାଅ, ଚିପ୍ସ ସୁନ୍ଦର ଏବଂ ମୋଟା।","ମୋଲ୍ ସସ୍ ପସନ୍ଦ କରୁନଥିଲେ, ଚିପ୍ସ ଖରାପ ଏବଂ ଫ୍ଲେକି।"
148,"ଏଠାକୁ ଯାଅ, ତୁମେ ଏହାକୁ ଭଲ ପାଇବ।","ଏଠାକୁ ଯାଅ ନାହିଁ, ତୁମେ ଏହାକୁ ପସନ୍ଦ କରିବ ନାହିଁ।"
149,ମୁଁ କୁକୁଡ଼ା ଅପେକ୍ଷା ପଟିକୁ ଅଧିକ ଭଲ ପାଉଥିଲି।,ମୁଁ ଚିକେନ୍ ଅପେକ୍ଷା ପଟିକୁ ଅଧିକ ପସନ୍ଦ କରେ ନାହିଁ।
150,କର୍ମଚାରୀ ଏବଂ ଯାତ୍ରୀ ଭୟଙ୍କର ଥିଲା।,କର୍ମଚାରୀ ଏବଂ ଯାତ୍ରୀ ଭୟଙ୍କର ଥିଲା।
151,"ଗତଥର ଯେତେବେଳେ ଆମେ ଆମର କୁକୁରମାନଙ୍କୁଗୁଳି ପାଇଁ ଆଣିଥିଲୁ, ଆମେ ଆନନ୍ଦିତ ହୋଇଥିଲୁ।","ଆହୁରି ମଧ୍ୟ, ଯେତେବେଳେ ଆମେ ଆମର କୁକୁରମାନଙ୍କୁ ଗୁଳିପାଇଁ ଆଣିଥିଲୁ, ସେତେବେଳେ ଆମେ ଆଶ୍ଚର୍ଯ୍ୟ ହୋଇଯାଇଥିଲୁ।"
152,ମୁଁ ମଦ୍ୟପ ଡ୍ରାଗନ୍ ନୁଡୁଲ୍ସକୁ ସୁପାରିଶ କରେ (ତୁମମସଲାଯୁକ୍ତ ପ୍ରେମୀମାନଙ୍କ ପାଇଁ!),ଯଦି ଆପଣ ମସଲା ପସନ୍ଦ କରନ୍ତି ତେବେ ମୁଁ ମଦ୍ୟପ ଡ୍ରାଗନ୍ନୁଡୁଲ୍ସକୁ ସୁପାରିଶ କରିବି ନାହିଁ ।
153,ଏକ ସ୍ଥାନୀୟ ଶୃଙ୍ଖଳା ପାଇଁ ଏହି ସ୍ଥାନଟି ବହୁତ ଭଲ !,ଏକ ସ୍ଥାନୀୟ ଶୃଙ୍ଖଳା ପାଇଁ ଏହି ସ୍ଥାନଟି ବହୁତ ଖରାପ !
154,ଏହି ସ୍ଥାନଟି ମୋତେ ଘର କଥା ମନେ ପକାଇ ଦେଉଛି !,ଏହି ସ୍ଥାନଟି ମୋତେ ମନେ ପକାଇ ଦେଉଛି ଯେ ମୁଁ କାହିଁକି ଘରକୁ ଯିବାକୁ ଚାହୁଁଛି ।
155,ସ୍କଟସଡେଲରେ ମୋର ନିୟମିତ ପ୍ରତୀକ।,ସ୍କଟ୍ସଡେଲରେ ମୋର ନିୟମିତ ପ୍ରତୀକ ମଧ୍ୟରୁ ଗୋଟିଏ ନୁହେଁ ।
156,ମୁଁ ନିଶ୍ଚିତ ଭାବରେ ପୁନର୍ବାର ଏଠାକୁ ଯିବି!,ମୁଁ ଆଉ ଏଠାକୁ ଯିବି ନାହିଁ!
157,"ମଧ୍ୟାହ୍ନ ଭୋଜନ, ସୁନ୍ଦର ମଦ ତାଲିକା, ଭଲ ସେବା ପାଇଁଅଟକି ଗଲା।","ମୁଁ ମଧ୍ୟାହ୍ନ ଭୋଜନ ପାଇଁ ଅଟକି ଗଲି, ମଦ ତାଲିକା ଭଲ ନଥିଲାକି ସେବା ମଧ୍ୟ ନଥିଲା।"
158,ମୁଁ ଭଲପାଏ ଯେ ଏହି ଜାଗାଟି କମିକ-ଫ୍ୟାମିଲି ସର୍କସରେ ଅଛି ।,ମୁଁ ଘୃଣା କରେ ଯେ ଏହି ଜାଗାଟି କମିକ-ଫ୍ୟାମିଲି ସର୍କସରେ ଅଛି ।
159,ଏହା ଏକ ଆନ୍ତର୍ଜାତୀୟ ଆନନ୍ଦ ଅଟେ।,ଏହା ଏକ ଆନ୍ତର୍ଜାତୀୟ ଆନନ୍ଦ ନୁହେଁ ।
160,ଏହା ଏତେ ସୁନ୍ଦର ଏବଂ ଶାନ୍ତ ଥିଲା!,ଏହା ସେ ସୁନ୍ଦର ବା ଶାନ୍ତ ନୁହେଁ।
161,ମୁଁ ବାହାରେ ବସିବାକୁ ଭଲ ପାଏ ଏବଂ ଅବିଶ୍ୱସନୀୟଭାବରେ ଓଲଟା ଖୁସିର ଘଣ୍ଟା ସୁଲଭ ଅଟେ।,ମୁଁ ବାହାରେ ବସିବାକୁ ପସନ୍ଦ କରେ ନାହିଁ ଏବଂ ଓଲଟା ଖୁସିରଘଣ୍ଟା ଅବିଶ୍ୱସନୀୟ ଭାବରେ ମହଙ୍ଗା।
162,ପରିବେଶ ଚିନି ପାତ୍ରର ମଜା ଅଟେ।,ପରିବେଶ ଚିନି ପାତ୍ରର ନକାରାତ୍ମକ ଅଟେ।
163,"ଏହା ସହିତ, ମୁଁ ଖାଦ୍ୟ ଉପଭୋଗ କଲି।","ଏହା ସହିତ, ମୁଁ ଖାଦ୍ୟ ଉପଭୋଗ କଲି ନାହିଁ।"
164,"ଉତ୍ତମ ଖାଦ୍ୟ, ମହାନ ସାଜସଜ୍ଜା!","ଭୟଙ୍କର ଖାଦ୍ୟ, ଭୟଙ୍କର ସାଜସଜ୍ଜା!"
165,ଖାଦ୍ୟ ସର୍ବଦା ସତେଜ ଅଟେ।,ଖାଦ୍ୟ ସର୍ବଦା ପୁରୁଣା ଅଟେ ।
166,"ଆପଣ ଭିତରକୁ ଆସିପାରିବେ, ଯେକୌଣସି ପରିମାଣରଅର୍ଥ ଖର୍ଚ୍ଚ କରିପାରିବେ ଏବଂ ଭଲ କିଛି ଉପଭୋଗକରିପାରିବେ।","ଏଠାକୁ ଯାଅ ନାହିଁ, ତୁମେ ଏତେ ଖର୍ଚ୍ଚ କରିବ ଏବଂ ଏକ ଖରାପଅଭିଜ୍ଞତା ପାଇବ।"
167,ମୋର ସମସ୍ତ ଖାଦ୍ୟ ଉତ୍ତମ ଥିଲା।,ମୋର ସମସ୍ତ ଖାଦ୍ୟ ଭୟଙ୍କର ଥିଲା।
168,"ବର୍ତ୍ତମାନ ପର୍ଯ୍ୟନ୍ତ, ଉତ୍ତମ ଗ୍ରାହକ ସେବା।",ଏପର୍ଯ୍ୟନ୍ତ ଗ୍ରାହକ ସେବା କେବଳ ଅଭଦ୍ର ଥିଲା।
169,ରିକ୍ ଜଣେ ଗମ୍ଭୀର ଶାନ୍ତ ବ୍ୟକ୍ତି!,ରିକ୍ ଜଣେ ସାଧାରଣ ଲୋକ।
170,ଗତକାଲି ଆମେ ଖୁସି ପାଇଁ ଏଠାରେ ଖାଇଥିଲୁ ଏବଂଏହା ଚମତ୍କାର ଥିଲା।,ଗତକାଲି ଆମେ ଖୁସି ପାଇଁ ଏଠାରେ ଖାଇଥିଲୁ ଏବଂ ଏହାଭୟଙ୍କର ଥିଲା।
171,ଏହା ବ୍ୟବସାୟରେ ଏକ ବିରଳ ସନ୍ଧାନ।,ତାହା ବ୍ୟବସାୟରେ ବିଶେଷ ନୁହେଁ ।
172,ଏହା ଭଲ କଠିନ ଖାଦ୍ୟ।,ଏହା ଅତ୍ୟନ୍ତ ଗୁରୁତ୍ୱପୂର୍ଣ୍ଣ ଖାଦ୍ୟ ନୁହେଁ।
173,ସୁନ୍ଦର କ୍ଲବ ଭଲ ଲେଆଉଟ୍ କୋସର୍ ହାରାହାରିଆକୃତିଠାରୁ ଭଲ ଥିଲା।,ଏତେ ସୁନ୍ଦର କ୍ଲବ୍ ନୁହେଁ ଏତେ ଭଲ ଲେଆଉଟ୍ କୋର୍ସ ହାରାହାରିଖରାପ ଆକାରରେ ଥିଲା।
174,ଆମେ ନିଶ୍ଚିତ ଫେରିଯିବା!,ଆମେ ସମ୍ଭବତଃ ଫେରିବୁ ନାହିଁ।
175,ମାଂସ ଭୋଜନ (ଯେତେବେଳେ ସେଗୁଡ଼ିକ ଥାଏ) ଆଶ୍ଚର୍ଯ୍ୟଜନକ ଅଟେ।,ମାଂସ ଭୋଜନ (ଯଦି ସେଗୁଡ଼ିକ ମଧ୍ୟ ଥାଏ) ବିଶେଷ କିଛି ନୁହେଁ।
176,ଏଠାରେ ଖାଦ୍ୟ ମଧ୍ୟ ବହୁତ ଭଲ!,ଏଠାରେ ଖାଦ୍ୟ ମଧ୍ୟ ଭୟଙ୍କର!
177,"ଧନ୍ୟବାଦ ଅମାଣ୍ଡା, ମୁଁ ଫେରି ଆସିବି!","ନା ଧନ୍ୟବାଦ ଅମାଣ୍ଡା, ମୁଁ ଫେରିବି ନାହିଁ!"
178,ମୁଁ ସେମାନଙ୍କର ସ୍ୱାଦଯୁକ୍ତ କଫି ଭଲ ପାଏ।,ମୁଁ ସେମାନଙ୍କର ସ୍ୱାଦଯୁକ୍ତ କଫି ଘୃଣା କରେ।
179,କର୍ମଚାରୀମାନେ ଆମକୁ ବହୁତ ସ୍ୱାଗତ ଏବଂଆରାମଦାୟକ ଅନୁଭବ କଲେ।,କର୍ମଚାରୀମାନେ ଆମକୁ ବହୁତ ଅବାଞ୍ଛିତ ଏବଂ ଅସହଜ ଅନୁଭବକଲେ।
