ID,NEGATIVE,POSITIVE
91,ମୁଁ ଜାଣେ ମୁଁ ଏହାକୁ ପଛକୁ ପଠାଇ ବାହାରକୁ ଯିବା ଉଚିତ୍।,ମୁଁ ମୋ ଅର୍ଡର୍ କୁ ପୁରା ଉପଭୋଗ କଲି ।
92,ଯଦିଓ ସେମାନେ ଆପଣଙ୍କୁ କହିବେ ନାହିଁ।,ସେମାନେ ଆପଣଙ୍କୁ ନିଶ୍ଚିତ କହିବେ।
93,ମୁଁ ଖାଦ୍ୟକୁ ଭଲ ପାଏ ... ତଥାପି ଏଠାରେ ସେବା ଭୟଙ୍କର ଅଟେ।,ମୁଁ ଖାଦ୍ୟକୁ ଭଲ ପାଏ ... ଏବଂ ଏଠାରେ ସେବା ଚମତ୍କାର ଅଟେ।
94,ଗେମେଜ୍ ନିଜେ କିନ୍ତୁ ଏତେ ଆଶ୍ଚର୍ଯ୍ୟଜନକ ନୁହେଁ।,ଗେମେଜ୍ ନିଜେ କିନ୍ତୁ ଏତେ ଆଶ୍ଚର୍ଯ୍ୟଜନକ।
95,କହିବା ବାହୁଲ୍ୟ ଯେ ମୁଁ ମେକ୍ସିକାନ୍ ଖାଦ୍ୟ ପାଇଁ ଫେରିବି ନାହିଁ।,କହିବା ବାହୁଲ୍ୟ ଯେ ମୁଁ ମେକ୍ସିକାନ୍ ଖାଦ୍ୟ ପାଇଁ ଫେରି ଆସିବି।
96,ମୁଁ ଆଉ ଅର୍ଡର କରିବି ନାହିଁ।,ମୁଁ ନିଶ୍ଚିତ ଭାବରେ ପୁନର୍ବାର ଅର୍ଡର କରିବି।
97,"ମୋତେ ମୋର ମତାମତ ଦିଅନ୍ତୁ, ଏହି ସାଇଟ୍ ପାଇଁ ଏହା ହେଉଛି।","ମୋର ମତ ଏଠାରେ ଗ୍ରହଣ କରାଯାଇଛି, ତାହା ହିଁ ଏହି ସାଇଟକୁ ମହାନ କରିଥାଏ।"
98,ସେ କ୍ଷମା ମାଗିଲେ ନାହିଁ କିମ୍ବା କିଛି ମଧ୍ୟ କଲେ ନାହିଁ।,ସେ ବହୁତ କ୍ଷମା ମାଗିଲେ।
99,ମୂଲ୍ୟ କେବଳ ସାଧା ଖୁଚୁରା ଅଟେ।,ଖୁଚୁରା ପରେ ମୂଲ୍ୟ ଭଲ ।
100,"କିନ୍ତୁ ଏହି ସ୍ଥାନଟି ଆର୍ଥିକ ଦୃଷ୍ଟିରୁ ଅନୁକୂଳ ନଥିଲା, ତେଣୁ ଆଶା ଭିନ୍ନ ଥିଲା।",ସ୍ଥାନଟି ଠିକ୍ ସେମିତି ଥିଲା ଯେମିତି ଆଶା କରାୟାଉଥିଲା।
101,ଏହା ଗତକାଲିର ତେଲ ପରି ଗନ୍ଧ ସ୍ୱାଦଯୁକ୍ତ।,ଏହା ଗନ୍ଧିତ ଏବଂ ଚମତ୍କାର ସ୍ବାଦ।
102,"କିଏ ଜାଣେ, ଏହା ହୋଇଥାଇପାରେ ।",ଏହା ପ୍ରକୃତରେ ଥିଲା ।
103,ବିୟର ସସ୍‌ରେ ସର୍ବୋତ୍ତମର ଅଭାବ।,ବିୟର ସସ୍ ଭୟଙ୍କର ଅଟେ।
104,କୋଠାଟି ନିଜେ ପରିତ୍ୟକ୍ତ ଦେଖାଯାଉଛି।,କୋଠାଟି ବାସଯୁକ୍ତ।
105,ଯଦିଓ ଆମେ କ୍ରିମ୍ ପାନକେକ୍ ପସନ୍ଦ କରୁନାହୁଁ।,ଆମେ କ୍ରିମ୍ ପାନକେକ୍ ମଧ୍ୟ ଭଲପାଉଥିଲୁ।
106,ମୁଁ ଏହାଠାରୁ ଅଧିକ ଖରାପ ଅନୁଭୂତି ପାଇ ନାହିଁ!,ମୁଁ ଏହାଠାରୁ ଭଲ ଅନୁଭୂତି ପାଇ ନାହିଁ!
107,"ନା, ମୁଁ ଏକ ସ୍କଟ୍ସଡେଲ୍ କ୍ଲବରେ ନାହିଁ।",ଏହା ଏକ ଉତ୍ତମ କ୍ଲବ୍ ଥିଲା।
108,ଯଦି ମୁଁ ଶୂନ୍ୟ ତାରା ଦେଇପାରେ ତେବେ ମୁଁ ଦେବି।,ଯଦି ମୁଁ ଅଧିକ ତାରକା ଦେଇପାରେ ତେବେ ମୁଁ ଡିଫ୍ କରିବି।
109,"କେବଳ ବର୍ତ୍ତମାନ ମୁଁ ଭୋକିଲା, ଏବଂ ପ୍ରକୃତରେ ଦୁଃଖିତ।",କେବଳ ବର୍ତ୍ତମାନ ମୁଁ ପ୍ରକୃତରେ ପୂର୍ଣ୍ଣ ଏବଂ ସନ୍ତୁଷ୍ଟ।
110,"ନା କଲ୍, ନା କିଛି",ସେମାନେ ସାହାଯ୍ୟ କରିବାକୁ ଡାକିଲେ।
111,ମୁଁ ଗୋଟିଏ ଷ୍ଟାରରୁ କମ୍ ଦେବାକୁ ଇଚ୍ଛା କରୁଛି।,ମୁଁ ଚାହେଁ ଅଧିକ ଦେବାର ଅଛି।
112,ୱଣ୍ଟନରେ ଭରପୂର ଅଭାବ ଥିଲା।,ୱଣ୍ଟନ୍ ରସାତ୍ମକ ଏବଂ ପୂର୍ଣ୍ଣ ଥିଲା ।
113,"ଯଦି ମୁଁ କମ୍ ତାରକା ଦେଇପାରିବ, ମୁଁ ଦେବି।","ଯଦି ମୁଁ ଅଧିକ ତାରକା ଦେଇପାରେ, ମୁଁ ଦେବି।"
114,ସେ ନିଜକୁ ବୁଝାଇ ପାରିଲା ନାହିଁ।,ସେ ନିଜକୁ ଭଲ ଭାବରେ ବୁଝାଇପାରେ।
115,ଥରେ ଚିନ୍ତା କରନ୍ତୁ - ଏହି ସ୍ଥାନଟି ଏକ ଡମ୍ପିଂୟାର୍ଡ।,ମୁଁ ଏଠାକୁ ଯିବା ପୂର୍ବରୁ ଥରେ ହେଲେ ଚିନ୍ତା କରିବି ନାହିଁ ।
116,ମୁଁ ମକା ଖାଉଥିବା ଲୋକମାନଙ୍କ ମଧ୍ୟରୁ ଜଣେ ନୁହେଁ।,ମୁଁ ମକା ଖାଉଥିବା ଲୋକମାନଙ୍କ ମଧ୍ୟରୁ ଜଣେ ହୋଇଥିବାରୁ ଗର୍ବିତ।
117,ଏହା ସର୍ବଦା ଗହଳିଯୁକ୍ତ ଏବଂ ରେଷ୍ଟୁରାଣ୍ଟ ବହୁତ ମଇଳା।,"ଏହା ସର୍ବଦା ଗହଳିଯୁକ୍ତ ନୁହେଁ, ଏବଂ ରେଷ୍ଟୁରାଣ୍ଟ ବହୁତ ପରିଷ୍କାର ଅଟେ।"
118,"ଯଦିଓ ମୁଁ ପାଗଳ ଭାବରେ ମଦ୍ୟପାନ କରିଥିଲି, ମୁଁ ଏହି ପିଜାକୁ ଖାଇ ପାରିଲି ନାହିଁ।",ମୁଁ ପାଗଳ ଭାବରେ ମଦ୍ୟପାନ କଲେ ମଧ୍ୟ ମୁଁ ଏହି ପିଜା ଖାଇପାରେ।
119,"ଜଣେ ଆରିଜୋନା ମୂଳ ବାସିନ୍ଦା ଭାବରେ, ମୁଁ ବର୍ଷ ବର୍ଷ ଧରି ଇମ୍ପ୍ରୋଭ୍ କୁ ଯାଉଛି।","ଜଣେ ଆରିଜୋନା ମୂଳ ବାସିନ୍ଦା ଭାବରେ, ମୁଁ ଖୁସିରେ ବର୍ଷ ବର୍ଷ ଧରି ଇମ୍ପ୍ରୋଭ୍ କୁ ଯାଉଛି।"
120,"ମୁଁ ସେଠାରେ ପହଞ୍ଚିଲି, ମୋ ପାଳି ବହୁତ ବିଳମ୍ବରେ ଆସିଲା, ଏବଂ ମୁଁ ମୋର ରଙ୍ଗ ମଧ୍ୟ ବାଛି ପାରିଲି ନାହିଁ ।","ଆମେ ପହଞ୍ଚିବା ମାତ୍ରେ ଏହା ଆମର ପାଳି ଆସିଲା, ଏବଂ ଖୁସିରେ ଆମେ ଆମର ରଙ୍ଗ ବାଛିଲୁ ।"
121,"ତେଣୁ, ମୋ ଅବସ୍ଥା ସହିତ ମୁକାବିଲା କରିବାରେ କୌଣସି ଚିକିତ୍ସା ଏବଂ ଔଷଧ ନାହିଁ।","ତେଣୁ, ମୋ ଅବସ୍ଥା ସହିତ ମୁକାବିଲା କରିବାରେ ସାହାଯ୍ୟ କରିବାକୁ ଅନେକ ଚିକିତ୍ସା ଏବଂ ଔଷଧ ରହିଛି।"
122,ଏହି ସ୍ଥାନରେ ସର୍ଭିସ ବହୁତ ଖରାପ ଥିଲା ।,ଏହି ସ୍ଥାନରେ ସର୍ଭିସ ବହୁତ ଚମତ୍କାର ଥିଲା ।
123,ତେଣୁ ମୋର ଟଙ୍କା ଫେରାଇବାକୁ ମୁଁ କାହାକୁ ଡାକିବି।,ହେଲ୍ପଲାଇନ ନମ୍ବରଗୁଡିକ ସ୍ପଷ୍ଟ ଭାବରେ ଉଲ୍ଲେଖ କରାଯାଇଛି।
124,ଏହା କେନଡ୍ ଟୁନା ମାଛ ଯୋଗୁଁ ଅତ୍ୟଧିକ ଖରାପ ହୋଇଗଲା।,ଭଲ ରନ୍ଧା।
125,ମୁଁ ଏକ ଲିଜରେ ଅଟକି ଯାଇଛି ଅନ୍ୟଥା ମୁଁ ଛାଡିଦେବି।,ମୁଁ ଏକ ଲିଜରେ ଅଟକି ନାହିଁ ଏବଂ ଯଦି ମୁଁ ଥାଆନ୍ତି ତେବେ ମୁଁ ଛାଡ଼ି ନଥା’ନ୍ତି।
126,ସେବା ଆରମ୍ଭ କରିବାକୁ ଟିକିଏ ଧୀର ଥିଲା।,ସେବା ଦ୍ରୁତ ଏବଂ ପ୍ରତିକ୍ରିୟାଶୀଳ ଥିଲା।
127,କେବଳ ସେତେବେଳେ ଆମର ୱେଟ୍ରେସ୍ ପାଣିରେ ପରିପୂର୍ଣ୍ଣ ଅନ୍ୟ ଏକ ଷ୍ଟିରୋଫାମ କପ୍ ସହିତ ଦେଖାଇଲେ।,ଆମର ୱେଟ୍ରେସ୍ ପାଣି ସହିତ ଶୀଘ୍ର ଦେଖାଇଲେ।
128,ଖାଦ୍ୟ ଯାହା ମିଳିଲାସେଥିପାଇଁ ଅତ୍ୟଧିକ ମୂଲ୍ୟଯୁକ୍ତ ଥିଲା।,ଖାଦ୍ୟ ବହୁତ ଭଲ ଏବଂ ସମ୍ପୂର୍ଣ୍ଣ ମୂଲ୍ୟବାନ ଥିଲା।
129,"ଯେତେବେଳେ ଏହା ଶେଷ କଲ୍ ହୁଏ, ସେମାନଙ୍କର ବିତରଣ ସମୟ କ’ଣ ଦେଖିବାକୁ ମୁଁ ଘୃଣା କରେ।",ବିତରଣ ସମୟ ଦ୍ରୁତ ଥିଲା।
130,ପଛ ଟାୟାରକୁ ସିଲ୍ ଏବଂ ଭରିବା ପାଇଁ କେବଳ ଫେରିଗଲି ।,ଫେରିଗଲେ ଏବଂ ସେମାନେ ମୋତେ ଶୀଘ୍ର ଭରିବାରେ ସାହାଯ୍ୟ କଲେ।
131,ମୁଁ ଏହି ଏନ୍‌ଓ୍ବାଇ ଷ୍ଟାପଲ୍ ଠାରୁ ବହୁତ ଭଲ ଆଶା କରିଥିଲି,ମୋର ଆଶା ଏହି ଏନ୍‌ଓ୍ବାଇ ଷ୍ଟାପଲ୍ ସହିତ ପୂରଣ ହୋଇଛି।
132,"ମୋତେ ଏକ ବାର୍ତ୍ତା ଛାଡିବାକୁ ପଡିଲା, ଏବଂ ସେମାନେ ମୋତେ ଆଉ ଡାକିନଥିଲେ।","ମୋତେ ଏକ ବାର୍ତ୍ତା ଛାଡିବାକୁ ପଡିଲା, ଏବଂ ସେମାନେ ଶୀଘ୍ର ମୋତେ ଡାକିଲେ।"
133,ୱାଲମାର୍ଟରେ ଥିବା ଫ୍ରିଜ୍ ବିଭାଗରେ ଖାଦ୍ୟ ଅପେକ୍ଷା ଖାଦ୍ୟ ଖରାପ ଅଟେ।,ୱାଲମାର୍ଟରେ ଥିବା ଫ୍ରିଜର୍ ବିଭାଗରେ ଖାଦ୍ୟ ଅପେକ୍ଷା ଖାଦ୍ୟ ଭଲ ଅଟେ।
134,ସେମାନେ ମୋତେ ଫେରିବା ପାଇଁ ପ୍ରକୃତ କଠିନ ଚେଷ୍ଟା କରିଥିଲେ କିନ୍ତୁ ମୁଁ ମନା କରିଥିଲି।,ପ୍ରଥମ ଥର ସେମାନେ ଡାକିଲେ ମୁଁ ସ୍ୱଇଚ୍ଛାରେ ଫେରିଗଲି।
135,ସୁରକ୍ଷାକର୍ମୀ ଉପର ମହଲାକୁ ଆସନ୍ତି ଏବଂ ଆମ ଦ୍ୱାରରେ ପାଉଣ୍ଡ ଖୋଲିବାକୁ ଦାବି କରନ୍ତି।,ସିକ୍ୟୁରିଟି ଗାର୍ଡ ଉପର ମହଲାକୁ ଆସି ଆମ କବାଟ ବାଡେଇ ଭଦ୍ର ଭାବରେ ପଚାରିଲେ ଆମେ ଖୋଲି ପାରିବା କି?
136,ମୁଁ ଏହି ସ୍ଥାନକୁ ପସନ୍ଦ କରିବାକୁ ଚାହୁଁଥିଲି କିନ୍ତୁ ଏହା କେବଳ ଏକ ବଡ ନିରାଶାରେ ପରିଣତ ହେଲା।,ମୁଁ ଏହି ସ୍ଥାନକୁ ପସନ୍ଦ କରେ ଏବଂ ସମୟ ସହିତ ଏହା ଉନ୍ନତ ହୋଇଛି।
137,ମୁଁ ଜାଣି ନଥିଲି ଶ୍ରମିକ ସେଠାରେ ଗ୍ରାହକଙ୍କଠାରୁ ଟିପ୍ସ ପାଇପାରିବେ ।,ସେମାନେ ସ୍ପଷ୍ଟ ଭାବରେ ଉଲ୍ଲେଖ କରିଛନ୍ତି ଯେ ଶ୍ରମିକ ଟିପ୍ସ ପାଇବା ଉଚିତ୍ ନୁହେଁ ।
138,ଏବଂ ସଫେଇ ମୂଲ୍ୟଠାରୁ ଅଧିକ ଅଟେ।,ଏବଂ ସଫା କରିବା ସଠିକ୍ ମୂଲ୍ୟଯୁକ୍ତ।
139,ବ୍ୟବହୃତ କାର ଡିଲରମାନଙ୍କ ପାଇଁ ସେମାନେ ଏକ ଖରାପ ନାମ ଦିଅନ୍ତି।,ବ୍ୟବହୃତ କାର୍ ଲୋକଙ୍କ ପାଇଁ ସେମାନେ ଏକ ଭଲ ନାମ କରନ୍ତି ।
140,"ଯେତେବେଳେ ମୁଁ ଶେଷରେ ସେଠାରେ ଥିଲି, ମୁଁ ବହୁତ ନିରାଶ ହୋଇଥିଲି ।","ଯେତେବେଳେ ମୁଁ ଶେଷରେ ସେଠାରେ ଥିଲି, ମୁଁ ବହୁତ ଉତ୍ସାହିତ ଥିଲି ।"
141,କେବଳ ଏକ ଫ୍ରିଜ୍ ପ୍ୟାଟି ଘର ପରି ରନ୍ଧା।,ପ୍ୟାଟି ବୃତ୍ତିଗତ ଭାବରେ ରନ୍ଧା ଯାଇଥିଲା।
142,ବହୁତ ଦୁଃଖୀ କିନ୍ତୁ ମୁଁ ଆଉ ପଛକୁ ଯାଉନାହିଁ।,ବହୁତ ଦୁଃଖୀ ଏବଂ ମୁଁ ପୁଣି ଫେରିଯାଉଛି।
143,ସେମାନଙ୍କ ମଧ୍ୟରୁ ଏହା ହେଉଛି ସବୁଠାରୁ ଖରାପ ୱାଲମାର୍ଟ ପଡ଼ୋଶୀ ବଜାର।,ଏହି ସମସ୍ତଙ୍କ ମଧ୍ୟରୁ ଏହା ହେଉଛି ସର୍ବୋତ୍ତମ ୱାଲମାର୍ଟ।
144,ନୂତନ ପରିଚାଳନା ଦଳ ଭୟଙ୍କର!,ନୂତନ ପରିଚାଳନା ଦଳ ବହୁତ ଭଲ!
145,ଯଦି ଆପଣ ବସି ନାହାଁନ୍ତି ତେବେ କେବଳ କିଛି ଅର୍ଡର କରିବାକୁ ବ୍ୟସ୍ତ ହୁଅନ୍ତୁ ନାହିଁ।,ଯଦିଓ ଆପଣ ବସି ନାହାଁନ୍ତି ତଥାପି କିଛି ଅର୍ଡର କରନ୍ତୁ।
146,ଭଲ ଡେଲି ଖାଦ୍ୟ କ’ଣ ସେମାନେ ମଧ୍ୟ ଭୁଲିଯାଇଛନ୍ତି।,ସେମାନେ ଜାଣନ୍ତି ଭଲ ଡେଲି ଖାଦ୍ୟ କ’ଣ।
147,ସନ୍ଧ୍ୟା ଧିରେ ଧିରେ ଆରମ୍ଭ ହେଲା।,ସନ୍ଧ୍ୟା ଉତ୍ସାହରୁ ଆରମ୍ଭ ହେଲା।
148,"ମୁଁ ଉତ୍ତର ଦେଲି, 'ଓମ୍ ... ନା ମୁଁ ଥଣ୍ଡା ଅଛି।",ମୁଁ କହିଲି ସବୁକିଛି ଭଲ ଅଟେ।
149,ରାଣୀ ଶଯ୍ୟା ଭୟଙ୍କର ଥିଲା!,ରାଣୀ ଶଯ୍ୟା ଏତେ ଆରାମଦାୟକ ଥିଲା।
150,ଏହି ସମୟରେ ମୁଁ ଏକ ଉତ୍ତର ଅପେକ୍ଷା କରିଛି ।,ଉତ୍ତର ଶୀଘ୍ର ଆସିଲା।
151,"ଓହ, ମୁଁ ପଚାରିବା ଉଚିତ୍ ନୁହେଁ।",ମୁଁ ପଚାରିବାକୁ ସ୍ୱାଗତ ଥିଲି।
152,ମୋର ଛୋଟ ପିଲାଟି ଗୋଟିଏ ସିଟ୍ ତଳେ ଏକ ମୃତ ମାଉସ୍ ପାଇଲା ।,ସ୍ଥାନଟି ଶିଶୁ ଏବଂ ଛୋଟ ପିଲାମାନଙ୍କ ପାଇଁ ପରିଷ୍କାର ଏବଂ ସ୍ୱଚ୍ଛ ଅଟେ।
153,ଏହି ସ୍ଥାନଟି ଠିକ୍ ଠାକ୍ ଅଛି ।,ଏହି ସ୍ଥାନଟି ଖୁବ୍ ସୁନ୍ଦର।
154,ମୋତେ କହିବାକୁ ପଡିବ ଯେ ମୁଁ ପ୍ରକୃତରେ ନିରାଶ ହୋଇଥିଲି।,ମୋତେ କହିବାକୁ ପଡିବ ଯେ ମୁଁ ପ୍ରକୃତରେ ପ୍ରଭାବିତ ହୋଇଥିଲି।
155,ଏହି କାରଣରୁ ମୁଁ ଆଉ ପଛକୁ ଯିବି ନାହିଁ।,ଏହି କାରଣରୁ ମୁଁ ସବୁବେଳେ ଫେରିଯିବି।
156,"ଅଧିକନ୍ତୁ, ମେନୁରେ କୌଣସି ସସ୍ କିମ୍ବା ବେକନ୍ ନାହିଁ।","ଅଧିକନ୍ତୁ, ସେଠାରେ ପ୍ରଚୁର ସସ୍ ଏବଂ ବେକନ୍ ବିକଳ୍ପ ଅଛି।"
157,ଯେତେବେଳେ ମ୍ୟାନେଜର ଶେଷରେ ଦେଖାଇଲେ ସେ ଅଭଦ୍ର ଏବଂ ବରଖାସ୍ତ ହେଲେ।,ପରିଚାଳକ ବନ୍ଧୁତ୍ୱପୂର୍ଣ୍ଣ ଏବଂ ସମ୍ମିଳିତ ଥିଲେ।
158,କାର୍ଯ୍ୟାଳୟ ମଧ୍ୟ ଏହି ଭୟଙ୍କର ଅନୁଭୂତି ବିଷୟରେ କ୍ଷମା ମାଗିବାରେ ବିଫଳ ହୋଇଥିଲା।,ଅଫିସ୍ ଅନୁଭୂତି ବିଷୟରେ ଅତ୍ୟଧିକ କ୍ଷମା ମାଗିଲା।
159,"ନା,ଖରାପ ଉପାୟ ।","ହଁ, ଭଲ ଉପାୟ।"
160,ସେଠାରେ କୌଣସି ହସ ନାହିଁ ଏବଂ ଗ୍ରାହକ ସେବା ନାହିଁ।,ସେଠାରେ ବହୁତ ହସ ଏବଂ ଗୁଣାତ୍ମକ ଗ୍ରାହକ ସେବା ଥିଲା।
161,"ଯେତେବେଳେ ସେ ତାଙ୍କୁ ଶୀଘ୍ର ଉତ୍ତର ଦେଲା ନାହିଁ, ସେ ତା ଉପରେ ଅପେକ୍ଷା କଲେନାହିଁ।","ଯେତେବେଳେ ସେ ତାଙ୍କୁ ଶୀଘ୍ର ଉତ୍ତର ଦେଇନଥିଲେ, ସେ ଧର୍ଯ୍ୟର ସହିତ ତାଙ୍କୁ ଅପେକ୍ଷା କରିଥିଲେ।"
162,ଭଜା ଚାଉଳ ମୋଟ ଥିଲା ଏବଂ ଏହାର ଏକ ଚିଟ୍ ଭାର ଥିଲା।,ଭଜା ଚାଉଳ ବହୁତ ଭଲ ଥିଲା ଏବଂ ସେଠାରେ ବହୁତ ଥିଲା।
163,"ଯଦି ତୁମର ପଟୁଆର ଦକ୍ଷିଣ ଆଡକୁ ଅଛି, ତୁମେ ଭାଗ୍ୟରୁ ଦୂରେଇ ଯାଇଛ।","ଯଦି ତୁମର ପଟୁଆର ଦକ୍ଷିଣ ଆଡକୁ ଅଛି, ତୁମର ଭାଗ୍ୟରେ ଅଛି।"
164,ଏଥିସହ ଖୁଡୀ କମ୍ପ୍ୟୁଟରରେ କିପରି କାମ କରିବେ ତାହା ମଧ୍ୟ ଜାଣି ନଥିଲେ।,ଏହା ସହିତ ଖୁଡୀ କମ୍ପ୍ୟୁଟରରେ କିପରି କାମ କରିବେ ଜାଣିଥିଲେ।
165,ଜଣେ ଗ୍ରାହକ ହରାଇଲେ ଏବଂ ମୋ ଠାରୁ ଏକ ଭଲ ସ୍ଥାନୀୟ କ୍ୟାମେରା ଦୋକାନ ପାଇଁ ଏକ ସୁପାରିଶ ।,ଏକ ନୂତନ ଗ୍ରାହକ ପାଇଲେ ଏବଂ ଏକ ଭଲ ସ୍ଥାନୀୟ କ୍ୟାମେରା ଦୋକାନ ପାଇଁ ଏକ ସୁପାରିଶ ମଧ୍ୟ ପାଇଲେ ।
166,"ଏହା ଏତେ ଅଦ୍ଭୁତ ଥିଲା, ମୁଁ ତାଙ୍କୁ ପଚାରିଲି ସେ ଥଟ୍ଟା କରୁଛନ୍ତି କି?","ଏହା ଏତେ ମଜାଦାର ଥିଲା, ମୁଁ ତାଙ୍କୁ ପଚାରିଲି ସେ ଥଟ୍ଟା କରୁଛନ୍ତି କି?"
167,"ଖାଦ୍ୟ ମଧ୍ୟମ ଧରଣର ଥିଲା, ବହୁତ ତେଲିଆ ଏବଂ ଭଲ ରନ୍ଧା ହୋଇନଥିଲା।","ଖାଦ୍ୟ ବହୁତ ଭଲ ଥିଲା, ଅତ୍ୟଧିକ ତେଲିଆ ନୁହେଁ ଏବଂ ଭଲ ରନ୍ଧା।"
168,"ଖାଦ୍ୟ ଥଣ୍ଡା ଥିଲା (ତଥାପି ଫ୍ରିଜ୍), ମୋର ପଟି ଥିଲା।","ଖାଦ୍ୟ ଗରମ ଥିଲା (ଏବଂ ସତେଜ), ମୋର ପଟି ଥିଲା।"
169,"ବ୍ୟସ୍ତ ନଥିଲା, ବଡ ନୁହେଁ ।","ବ୍ୟସ୍ତ ଥିଲା, ବଡ ନୁହେଁ ।"
170,ବାଥରୁମ କ୍ଷେତ୍ର ବିଶେଷ କିଛି ନୁହେଁ।,ବାଥରୁମ କ୍ଷେତ୍ର କିଛି ବିଶେଷ ଅଟେ।
171,ଏହି କୋଠରୀକୁ ସେ ଧୂଆଁର ଶିକାର ମଧ୍ୟ ହୋଇଥିଲେ।,ଏହି କୋଠରୀଟିରୁ ସେ ସତେଜ ଗନ୍ଧ ପାଇଲା!
172,"ଆହୁରି ମଧ୍ୟ, ସେଠାରେ ଥିବା ଖାଦ୍ୟ ବଫେଟ୍ମାନଙ୍କ ଦ୍ୱାରା ମଧ୍ୟ ଭଲ ନୁହେଁ।",ବୁଫେଟମାନଙ୍କ ତୁଳନାରେ ସେଠାରେ ଥିବା ଖାଦ୍ୟ ବହୁତ ଭଲ।
173,ତେଣୁ ମୁଁ ମୋର ବ୍ୟବସାୟକୁ ଅନ୍ୟତ୍ର ଆଣିଥିଲି।,ତେଣୁ ମୁଁ ଏଠାରେ ମୋର ବ୍ୟବସାୟ ଜାରି ରଖିଲି।
174,ପ୍ରଦର୍ଶନୀ ସି: ଆଉ ଛାତ୍ର ସେବା ଦେଖିବ ନାହିଁ।,ପ୍ରଦର୍ଶନୀ ସି: ମହାନ ଛାତ୍ର ସେବାଗୁଡିକ ଦେଖିବ।
175,ଏହା ପୁରୁଣାଠାରୁ ନିରାଶାଜନକ।,ଏହ ପୁରୁଣାଠାରୁ ସନ୍ତୁଷ୍ଟ।
176,ଏହା ଦର୍ଶାଏ କାରଣ ଶନିବାର ରାତିରେ ବହୁତ ସମୟ ଅପେକ୍ଷା କରିବାକୁ ପଡି ନଥିଲା।,ଏହା ଦର୍ଶାଏ କାରଣ ଶନିବାର ରାତିରେ ବହୁତ ଭିଡ଼ ଥିଲା କିନ୍ତୁ ଅଳ୍ପ ସମୟ ଅପେକ୍ଷା କରିବାକୁ ପଡିଥିଲା।
177,ତାଜାକି ସସ୍ ଏଥିରେ ଅତ୍ୟଧିକ ଡିଲ୍ ଥିଲା ।,ତାଜାକି ସସ୍ ରେ ସଠିକ୍ ପରିମାଣର ଡିଲ୍ ଥିଲା ।
178,ମାଂସର ଗଠନ କେବଳ ଭଲ ଦେଖାଯାଉଥିଲା ଏବଂ ସ୍ୱାଦ ଭଲ ନଥିଲା।,ମାଂସର ଗଠନ ସମ୍ପୂର୍ଣ୍ଣ ଥିଲା।
179,ମୁଁ ଆଉ ସେଲୁନ୍ ପରିଦର୍ଶନ କରିବି ନାହିଁ।,ମୁଁ ପୁନର୍ବାର ସେଲୁନ୍ ପରିଦର୍ଶନ କରିବି ।
180,ସେମାନେ କେବଳ ଗୋଟିଏ ତାରକା ଗ୍ରହଣ କରିଛନ୍ତି କାରଣ ଆପଣଙ୍କୁ ଏକ ମୂଲ୍ୟାୟନ ପ୍ରଦାନ କରିବାକୁ ପଡିବ।,ସେମାନେ ପାଞ୍ଚଟି ତାରା ପାଇଲେ।
181,ମୁଁ ଆଉ ସେଠାକୁ ଯିବି ନାହିଁ।,ମୁଁ ପୁଣି ସେଠାକୁ ଯିବି।
182,ମୁଁ ବର୍ତ୍ତମାନ ପର୍ଯ୍ୟନ୍ତ ସବୁଠାରୁ କଠୋର ବ୍ୟକ୍ତି ଅଟେ।,ମୁଁ ବର୍ତ୍ତମାନ ପର୍ଯ୍ୟନ୍ତ ସବୁଠାରୁ ଭଦ୍ର ବ୍ୟକ୍ତି ଅଟେ।
183,ସେମାନଙ୍କର ଖାଦ୍ୟ ଖାଇବା ଯୋଗ୍ୟ କିନ୍ତୁ ସେମାନଙ୍କର କର୍ମଚାରୀ ଏବଂ ସେବା ଭୟଙ୍କର ଅଟେ।,ଖାଦ୍ୟ ବହୁତ ଭଲ ଏବଂ ସେମାନଙ୍କର କର୍ମଚାରୀ ଏବଂ ସେବା ସର୍ବୋତ୍ତମ ଅଟେ।
184,"ଖାଦ୍ୟ ପାଇଁ, ତାହା କେବେ ନଥିଲା।","ଖାଦ୍ୟ ପାଇଁ, ଏହା ବହୁତ ଭଲ ଥିଲା।"
185,"ତଥାପି, ଟେକ୍ ଏହି ବିଷୟରେ ମୋତେ କିଛି କହିଲା ନାହିଁ।","ତଥାପି, ଟେକ୍ ମୋତେ ଏହି ବିଷୟରେ ପ୍ରତ୍ୟେକ ବିଷୟରେ ବୁଝାଇଲା।"
186,ମୁଁ ଉପସାଗରୀୟ ଅଞ୍ଚଳରୁ ଆସିଛି ଏବଂ ଏହା ଏକ ନିରାଶାଜନକ ଏବଂ ମୂଲ୍ୟଠାରୁ ଅଧିକ ଥିଲା।,ମୁଁ ଉପସାଗରୀୟ ଅଞ୍ଚଳରୁ ଆସିଛି ଏବଂ ଏହା ଏକ ସୁନ୍ଦର ଆଶ୍ଚର୍ଯ୍ୟଜନକ ଏବଂ ଭଲ ମୂଲ୍ୟ ଥିଲା।
