ID,POSITIVE,NEGATIVE
65,ਸਾਡੀ ਵਿਸ਼ੇਸ਼ ਰਾਤ ਨੂੰ ਯਾਦ ਰੱਖਣ ਵਾਲੀ ਘਟਨਾ ਬਣਾਉਣ ਲਈ ਧੰਨਵਾਦ।,ਸਾਡੀ ਵਿਸ਼ੇਸ਼ ਰਾਤ ਨੂੰ ਬਹੁਤ ਬੇਕਾਰ ਬਣਾਉਣ ਲਈ ਧੰਨਵਾਦ।
66,ਮੈਂ ਇੱਕ ਸਪੈਨਿਸ਼ ਆਮਲੇਟ ਖਾਧਾ ਜੋ ਕਿ ਬਹੁਤ ਵੱਡਾ ਅਤੇ ਸੁਆਦ ਸੀ।,ਮੈਂ ਇੱਕ ਸਪੈਨਿਸ਼ ਆਮਲੇਟ ਖਾਧਾ ਜੋ ਕਿ ਛੋਟਾ ਅਤੇ ਫਿੱਕਾ ਸੀ।
67,ਉਹਨਾਂ ਕੋਲ ਵੱਡੀਆਂ ਮਸਾਜ ਵਾਲੀਆਂ ਕੁਰਸੀਆਂ ਹਨ ਅਤੇ ਹਰ ਮੈਨੀਕਿਓਰ ਸਟੇਸ਼ਨ ਕਾਫ਼ੀ ਸਾਫ਼ ਹੈ।,ਉਹਨਾਂ ਕੋਲ ਅਸੁਵਿਧਾਜਨਕ ਮਸਾਜ ਵਾਲੀਆਂ ਕੁਰਸੀਆਂ ਹਨ ਅਤੇ ਕੋਈ ਵੀ ਮੈਨੀਕਿਓਰ ਸਟੇਸ਼ਨ ਸਾਫ ਸੁਥਰਾ ਨਹੀਂ ਹੈ।
68,ਉਡੀਕ ਸਟਾਫ ਬਹੁਤ ਆਕਰਸ਼ਕ ਅਤੇ ਦੋਸਤਾਨਾ ਹੈ!,ਉਡੀਕ ਸਟਾਫ ਨਾ ਤਾਂ ਦੋਸਤਾਨਾ ਹੈ ਅਤੇ ਨਾ ਹੀ ਆਕਰਸ਼ਕ ਹੈ।
69,"ਨਾਲ ਹੀ, ਭੋਜਨ ਬਹੁਤ ਵਧੀਆ ਹੈ!","ਨਾਲ ਹੀ, ਭੋਜਨ ਬੱਸ ਠੀਕ-ਠਾਕ ਹੈ!"
70,"ਜਿਹੜਾ ਰੰਗ ਉਹ ਮੇਰੀ ਸਹੇਲੀ ਦੇ ਵਾਲਾਂ 'ਤੇ ਵਰਤਦੀ ਹੈ, ਬਹੁਤ ਵਧੀਆ ਲੱਗਦਾ ਹੈ।","ਜਿਹੜਾ ਰੰਗ ਉਹ ਮੇਰੀ ਸਹੇਲੀ ਦੇ ਵਾਲਾਂ 'ਤੇ ਵਰਤਦੀ ਹੈ, ਉਹ ਬੇਕਾਰ ਲੱਗਦਾ ਹੈ।"
71,ਇਹ ਇਕਸਾਰ ਹੈ ਅਤੇ ਸਟਾਫ ਹਮੇਸ਼ਾ ਦੋਸਤਾਨਾ ਹੁੰਦਾ ਹੈ।,ਇਹ ਬੇਤਰਤੀਬ ਹੈ ਅਤੇ ਸਟਾਫ ਹਮੇਸ਼ਾ ਰੁੱਖਾ ਹੁੰਦਾ ਹੈ।
72,ਦੋਸਤਾਨਾ ਅਤੇ ਆਓ ਭਗਤ ਕਰਨ ਵਾਲੇ ਮਜ਼ੇਦਾਰ ਮਾਹੌਲ ਅਤੇ ਸ਼ਾਨਦਾਰ ਖਾਣਾ,"ਗੈਰ-ਦੋਸਤਾਨਾ ਅਤੇ ਨਾ ਹੀ ਸਾਡੇ ਆਉਣ ਤੇ ਖੁਸ਼ ਸਨ, ਮਾਹੌਲ ਅਤੇ ਖਾਣਾ ਮਾੜਾ ਸੀ।"
73,ਮੈਂ ਜੋ ਚਿਕਨ ਚਿਮੀ ਖਾਧਾ ਸੀ ਉਹ ਬਹੁਤ ਸ਼ਾਨਦਾਰ ਸੀ!,ਮੈਂ ਜੋ ਚਿਕਨ ਚਿਮੀ ਖਾਧਾ ਸੀ ਉਹ ਬਿਲਕੁਲ ਬਕਵਾਸ ਸੀ!
74,ਬਾਰ ਤੇ ਬੈਠਣਾ ਵੀ ਮਜ਼ੇਦਾਰ ਹੈ।,ਬਾਰ 'ਤੇ ਬੈਠਣਾ ਵੀ ਬੋਰਿੰਗ ਹੈ ।
75,ਸੂਪ ਬਿਲਕੁਲ ਮਰਨ ਲਈ ਹੈ।,ਸੂਪ ਤੁਹਾਨੂੰ ਮਰਨਾ ਚਾਹੁੰਦਾ ਹੈ।
76,ਫੀਨਿਕਸ ਖੇਤਰ ਦਾ ਸਭ ਤੋਂ ਵਧੀਆ ਮੈਕਸੀਕਨ ਭੋਜਨ।,ਫੀਨਿਕਸ ਖੇਤਰ ਦਾ ਸਭ ਤੋਂ ਬੇਕਾਰ ਮੈਕਸੀਕਨ ਭੋਜਨ।
77,"ਉਹ ਪੇਸ਼ੇਵਰ,ਸਤਰਕ, ਅਤੇ ਸਾਡੀਆਂ ਲੋੜਾਂ ਵੱਲ ਧਿਆਨ ਦੇਣ ਵਾਲੇ ਹਨ।","ਉਹ ਗੈਰ-ਪੇਸ਼ੇਵਰ, ਕਾਹਲੀ ਵਾਲੇ, ਅਤੇ ਸਾਡੀਆਂ ਲੋੜਾਂ ਨੂੰ ਅਣਗੌਲਿਆ ਕਰਦੇ ਹਨ।"
78,ਉਨ੍ਹਾਂ ਦੇ ਦੁਪਹਿਰ ਦੇ ਖਾਣੇ ਦਾ ਇਕ ਵਧੀਆ ਮੁੱਲ ਹੈ!,ਉਨ੍ਹਾਂ ਦੇ ਦੁਪਹਿਰ ਦੇ ਖਾਣੇ ਦਾ ਮਾੜਾ ਮੁੱਲ ਹੈ!
79,ਇਸ ਕਾਰੋਬਾਰ ਨਾਲ ਸਾਡਾ ਤਜਰਬਾ ਸਕਾਰਾਤਮਕ ਸੀ।,ਇਸ ਕਾਰੋਬਾਰ ਨਾਲ ਸਾਡਾ ਤਜਰਬਾ ਨਕਾਰਾਤਮਕ ਸੀ।
80,ਸਟਾਫ ਸ਼ਾਨਦਾਰ ਹੈ ਅਤੇ ਸਥਾਨ ਪੁਰਾਣੇ ਸ਼ਹਿਰ ਦੇ ਵਿੱਚ ਹੈ!,ਸਟਾਫ ਬੇਕਾਰ ਹੈ ਅਤੇ ਸਥਾਨ ਪੁਰਾਣੇ ਸ਼ਹਿਰ ਤੋਂ ਅਸੁਵਿਧਾਜਨਕ ਤੌਰ 'ਤੇ ਦੂਰ ਹੈ।
81,ਤੁਹਾਨੂੰ ਇਸ ਸਥਾਨ ਤੋਂ ਵਧੀਆ ਅਨੁਭਵ ਪ੍ਰਾਪਤ ਕਰਨ ਲਈ ਬਾਹਰ ਬੈਠਣਾ ਪਵੇਗਾ।,ਇਹ ਬੇਕਾਰ ਹੈ ਕਿ ਤੁਹਾਨੂੰ ਇਸ ਜਗ੍ਹਾ ਤੋਂ ਵਧੀਆ ਅਨੁਭਵ ਪ੍ਰਾਪਤ ਕਰਨ ਲਈ ਬਾਹਰ ਬੈਠਣਾ ਪੈਂਦਾ ਹੈ।
82,ਭੋਜਨ ਸੁਆਦ ਅਤੇ ਬਹੁਤ ਜ਼ਿਆਦਾ ਹੈ।,ਭੋਜਨ ਸਖ਼ਤ ਅਤੇ ਸੁੱਕਾ ਸੀ।
83,ਅਤੇ ਫੈਟੂਸੀਨ ਅਲਫਰੇਡੋ ਬਿਲਕੁਲ ਸ਼ਾਨਦਾਰ ਹੈ!,ਅਤੇ ਫੈਟੂਸੀਨ ਅਲਫਰੇਡੋ ਨਿਰਾਸ਼ਾਜਨਕ ਹੈ।
84,ਅਸੀਂ ਦੋ ਹਫ਼ਤੇ ਪਹਿਲਾਂ ਆਪਣੇ ਕਿਰਾਏ ਦੇ ਟਰੱਕ ਨੂੰ ਇਸ ਸਥਾਨ 'ਤੇ ਛੱਡ ਦਿੱਤਾ ਸੀ।,ਅਸੀਂ ਦੋ ਹਫ਼ਤੇ ਪਹਿਲਾਂ ਕਿਰਾਏ ਦੇ ਟਰੱਕ ਨੂੰ ਇੱਥੇ ਛੱਡਣ ਤੋਂ ਬਚਿਆ ਸੀ।
85,ਇਸ ਨੇ ਉਸ ਵਿੱਚ ਥੋੜ੍ਹੇ ਆਖਰੀ ਛੋਟੇ ਜਿਹੇ ਬਦਲਾਵ ਕੀਤੇ ਜੋ ਕਿ ਪਹਿਲਾਂ ਹੀ ਇੱਕ ਸ਼ਾਨਦਾਰ ਜਗ੍ਹਾ ਸੀ।,ਇਸਨੇ ਪਹਿਲਾਂ ਤੋਂ ਹੀ ਇੱਕ ਬੇਕਾਰ ਜਗ੍ਹਾ ਨੂੰ ਨਿਰਾਸ਼ਾਜਨਕ ਬਣਾ ਦਿੱਤਾ ਸੀ।
86,ਕੀਮਤਾਂ ਥੋੜੀਆਂ ਉੱਚੀਆਂ ਹਨ ਪਰ ਵਾਜਿਬ ਹਨ।,ਕੀਮਤਾਂ ਬਹੁਤ ਜ਼ਿਆਦਾ ਹਨ ਅਤੇ ਵਾਜਿਬ ਨਹੀਂ ਹਨ।
87,ਮਸਾਜ ਥੈਰੇਪਿਸਟ ਬਹੁਤ ਵਧੀਆ ਵੀ ਹੈ।,ਮਸਾਜ ਥੈਰੇਪਿਸਟ ਮਾੜਾ ਵੀ ਹੈ।
88,ਮੇਰੇ ਪਰਿਵਾਰ ਨਾਲ ਇਥੇ ਆਏ,ਮੇਰੇ ਪਰਿਵਾਰ ਤੋਂ ਬਿਨਾਂ ਇੱਥੇ ਆਏ
89,"ਮਾਲਕ ਨੇ ਜਵਾਬ ਦਿੱਤਾ, ਮੈਂ ਤੁਹਾਡੇ ਨਾਲ ਅੱਧਾ ਖਰਚਾ ਕਰਾਂਗਾ।","ਮਾਲਕ ਨੇ ਜਵਾਬ ਦਿੱਤਾ, ਮੈਂ ਤੁਹਾਡੇ ਨਾਲ ਅੱਧਾ ਖਰਚਾ ਨਹੀਂ ਕਰਾਂਗਾ"
90,"ਐਸਕਾਰਗੋਟ ਸੁਆਦ ਸੀ, ਅਤੇ ਮਸਾਲੇ ਚੰਗੀ ਤਰ੍ਹਾਂ ਪਾਏ ਹੋਏ ਸਨ",ਐਸਕਾਰਗੋਟ ਬਕਵਾਸ ਸੀ ਅਤੇ ਅਤੇ ਮਸਾਲੇ ਚੰਗੀ ਤਰ੍ਹਾਂ ਨਹੀਂ ਪਾਏ ਹੋਏ ਸਨ
91,ਬ੍ਰਿਟਨੀ ਨੇ ਮੈਨੂੰ ਬਹੁਤ ਹੀ ਨਵਾਂ ਹੇਅਰ ਕੱਟ ਦਿੱਤਾ ਅਤੇ ਮੈਨੂੰ ਪੂਰੀ ਤਰ੍ਹਾਂ ਬਦਲ ਦਿੱਤਾ।,ਬ੍ਰਿਟਨੀ ਨੇ ਮੈਨੂੰ ਬਹੁਤ ਹੀ ਪੁਰਾਣਾ ਹੇਅਰ ਕੱਟ ਦਿੱਤਾ ਅਤੇ ਮੈਨੂੰ ਪੂਰੀ ਤਰ੍ਹਾਂ ਬਰਬਾਦ ਕਰ ਦਿੱਤਾ ।
92,ਇਹ ਰਿਜ਼ੋਰਟ ਹਮੇਸ਼ਾ ਤੋਂ ਸਕਾਟਸਡੇਲ ਵਿੱਚ ਰਿਹਾ ਹੈ ਅਤੇ ਇਹ ਸੱਚਮੁੱਚ ਸੇਵਾ ਜਾਣਦਾ ਹੈ।,ਇਹ ਰਿਜ਼ੋਰਟ ਹਮੇਸ਼ਾ ਤੋਂ ਸਕਾਟਸਡੇਲ ਵਿੱਚ ਰਿਹਾ ਹੈ ਅਤੇ ਇਹ ਸੱਚਮੁੱਚ ਸੇਵਾ ਨੂੰ ਨਹੀਂ ਜਾਣਦਾ ਹੈ।
93,ਮਸਾਲੇਦਾਰ ਪਲਮ ਸਾਸ ਦੇ ਨਾਲ ਕਰੈਬ ਵੋਂਟਨ ਦਾ ਰਾਜ ਵੀ ਹੈ।,ਫਿੱਕੀ ਪਲਮ ਸਾਸ ਦੇ ਨਾਲ ਕਰੈਬ ਵੋਂਟਨ ਵੀ ਬੇਕਾਰ ਹੈ।
94,ਮੈਂ ਇੱਕ ਭੁਰ ਘੱਟ ਕੀਮਤ 'ਤੇ ਬਹੁਤ ਸਾਰੇ ਕੱਪੜੇ ਲਏ ਹਨ!,ਮੈਂ ਬਹੁਤ ਜ਼ਿਆਦਾ ਕੀਮਤ 'ਤੇ ਬਹੁਤ ਘੱਟ ਕੱਪੜੇ ਲਏ ਹਨ!
95,ਸਾਰੇ ਆਲੇ-ਦੁਆਲੇ ਇੱਕ ਜਾਂ ਦੋ ਡਰਿੰਕ ਪੀਣ ਲਈ ਇਕ ਬਹੁਤ ਵਧੀਆ ਜਗ੍ਹਾ ਹੈ।,ਇੱਕ ਡਰਿੰਕ ਜਾਂ ਦੋ ਪੀਣ ਲਈ ਬਹੁਤ ਬੁਰੀ ਜਗ੍ਹਾ ਹੈ।
96,ਆਟਾ ਰਹਿਤ ਚਾਕਲੇਟ ਕੇਕ ਮੇਰੇ ਦੁਆਰਾ ਖਾਧੇ ਡਿਜ਼ਰਟਸ ਵਿੱਚੋਂ ਸਭ ਤੋਂ ਵਧੀਆ ਸੀ।,ਆਟਾ ਰਹਿਤ ਚਾਕਲੇਟ ਕੇਕ ਮੇਰੇ ਦੁਆਰਾ ਖਾਧੇ ਡਿਜ਼ਰਟਸ ਵਿੱਚੋਂ ਸਭ ਤੋਂ ਮਾੜਾ ਸੀ
97,ਸੁੰਦਰ ਦ੍ਰਿਸ਼ਾਂ ਅਤੇ ਮਿਲਣਸਾਰ ਸਟਾਫ।,ਅਣਪਛਾਤੇ ਨਜ਼ਾਰੇ ਅਤੇ ਮਾੜਾ ਸਟਾਫ।
98,ਵਧੀਆ ਵਾਈਨ ਲਿਸਟ ਵਧੇਰੇ ਆਮ 3 ਗੁਣਾ ਦੀ ਬਜਾਏ 2 ਗੁਣਾ ਪ੍ਰਚੂਨ ਭਾਅ 'ਤੇ,ਘਟੀਆ ਵਾਈਨ ਲਿਸਟ ਵਧੇਰੇ ਆਮ 2 ਗੁਣਾ ਦੀ ਬਜਾਏ 3 ਗੁਣਾ ਪ੍ਰਚੂਨ ਭਾਅ 'ਤੇ
99,ਸਾਨੂੰ ਨਦੀ 'ਤੇ ਬਿਤਾਇਆ ਦਿਨ ਬੁਹੁਤ ਪਸੰਦ ਆਇਆ ਅਤੇ ਵਾਪਸ ਜਾਣ ਲਈ ਇੰਤਜ਼ਾਰ ਨਹੀਂ ਕਰ ਸਕਦੇ!,"ਨਦੀ 'ਤੇ ਸਾਡਾ ਦਿਨ ਬਹੁਤ ਬੇਕਾਰ ਸੀ, ਵਾਪਸ ਜਾਣਾ ਚਾਹੁੰਦੇ ਹਾਂ "
100,ਜੇ ਤੁਸੀਂ ਜਵਾਨ ਹੋ ਅਤੇ ਖੇਡਾਂ ਵਿਚ ਹੋ ਇਹ ਤੁਹਾਡੇ ਲਈ ਜਗ੍ਹਾ ਹੈ।,"ਉਮਰ ਤੋਂ ਕੋਈ ਫਰਕ ਨਹੀਂ ਪੈਂਦਾ, ਤੁਸੀਂ ਇਸ ਨੂੰ ਪਸੰਦ ਨਹੀਂ ਕਰੋਗੇ"
101,ਮੈਨੂੰ ਉਨ੍ਹਾਂ ਦੇ ਸਟਾਰ ਡਿਜ਼ਾਈਨ ਕੋਲੈਕਸ਼ਨ ਪਸੰਦ ਹੈ।,ਮੈਂ ਉਨ੍ਹਾਂ ਦੇ ਸਟਾਰ ਡਿਜ਼ਾਈਨ ਕੋਲੈਕਸ਼ਨ ਨੂੰ ਬਰਦਾਸ਼ਤ ਨਹੀਂ ਕਰ ਸਕਦਾ।
102,ਮੈਂ ਉਨ੍ਹਾਂ ਦੇ ਤਾਜ਼ੇ ਜੂਸਾਂ ਨੂੰ ਵੀ ਪਸੰਦ ਕਰਦਾ ਹਾਂ।,ਮੈਨੂੰ ਉਨ੍ਹਾਂ ਦੇ ਤਾਜ਼ੇ ਜੂਸ ਪਸੰਦ ਨਹੀਂ।
103,ਨਿਸ਼ਚਤ ਤੌਰ 'ਤੇ ਜੇ ਤੁਹਾਡੇ ਕੋਲ ਫੀਨਿਕਸ ਖੇਤਰ ਵਿਚ ਸਮਾਂ ਹੋਵੇ ਤਾਂ ਜ਼ਰੂਰ ਕਰਨਾ ਚਾਹੀਦਾ ਹੈ।,ਨਿਸ਼ਚਤ ਤੌਰ ਤੇ ਬਚੋ ਜੇ ਤੁਸੀਂ ਫੀਨਿਕਸ ਖੇਤਰ ਵਿੱਚ ਹੋ।
104,ਓਜੇ ਅਤੇ ਜੇਰੇਮੀ ਨੇ ਵਧੀਆ ਕੰਮ ਕੀਤਾ!,ਓਜੇ ਅਤੇ ਜੇਰੇਮੀ ਨੇ ਇੱਕ ਬੇਕਾਰ ਕੰਮ ਕੀਤਾ!
105,"ਟਾਇਰ, ਅਲਾਈਨਮੈਂਟ, ਬ੍ਰੇਕ ਅਤੇ ਹੋਰ ਵੀ।","ਕੋਈ ਟਾਇਰਾਂ, ਕੋਈ ਅਲਾਈਨਮੈਂਟ ਨਹੀਂ, ਕੋਈ ਬਰੇਕ, ਕੁਝ ਵੀ ਨਹੀਂ।"
106,ਇਹ ਬਹੁਤ ਚੰਗਾ ਸੀ!,ਇਹ ਬਹੁਤ ਬੁਰਾ ਸੀ
107,ਸਟਾਫ: ਬਹੁਤ ਪਿਆਰਾ ਅਤੇ ਦੋਸਤਾਨਾ।,ਸਟਾਫ: ਬਹੁਤ ਬਦਸੂਰਤ ਅਤੇ ਮਤਲਬੀ।
108,ਮੈਂ ਫ਼ੋਨੀਸ਼ੀਅਨ ਵਿਖੇ ਦੁਪਹਿਰ ਦੀ ਚਾਹ ਨੂੰ ਪਸੰਦ ਕਰਦਾ ਹਾਂ,ਮੈਂ ਫ਼ੋਨੀਸ਼ੀਅਨ ਵਿਖੇ ਦੁਪਹਿਰ ਦੀ ਚਾਹ ਨੂੰ ਨਫਰਤ ਕਰਦਾ ਹਾਂ
109,ਉਨ੍ਹਾਂ ਦੀ ਏਨਕੋਲਡਾ ਸੋਸ ਪੂਰੀ ਤਰ੍ਹਾਂ ਇਸ ਪਕਵਾਨ ਦੀ ਪੂਰਕ ਸੀ।,ਉਨ੍ਹਾਂ ਦੀ ਏਨਕੋਲਡਾ ਸੋਸ ਨੇ ਇਸ ਪਕਵਾਨ ਨੂੰ ਬਰਬਾਦ ਕਰ ਦਿੱਤਾ।
110,ਸੁੰਦਰ ਸਜਾਵਟ ਅਤੇ ਸ਼ਾਨਦਾਰ ਸੇਵਾ।,ਬੇਕਾਰ ਸਜਾਵਟ ਅਤੇ ਤਰਸਯੋਗ ਸੇਵਾ।
111,ਸੇਵਾ ਅਤੇ ਕੰਮ ਦੀ ਗੁਣਵੱਤਾ ਦੇ ਨਾਲ ਬਹੁਤ ਖੁਸ਼ ਹੋਏ।,ਸੇਵਾ ਅਤੇ ਕੰਮ ਦੀ ਗੁਣਵੱਤਾ ਦੇ ਨਾਲ ਨਾਰਾਜ਼।
112,ਇੱਕ ਵਧੀਆ ਸਟੀਕ ਲਈ ਜਾਣ ਲਈ ਮੇਰੇ ਮਨਪਸੰਦ ਸਥਾਨਾਂ ਵਿੱਚੋਂ ਇੱਕ।,ਇੱਕ ਸਟੀਕ ਲਈ ਜਾਣ ਲਈ ਮੇਰਾ ਘੱਟੋ-ਘੱਟ ਮਨਪਸੰਦ ਸਥਾਨ।
113,ਇਹ ਜਗ੍ਹਾ ਦਾ ਖਾਣਾ ਬਹੁਤ ਜ਼ਿਆਦਾ ਸਵਾਦ ਹੈ!,ਇਹ ਜਗ੍ਹਾ ਦਾ ਖਾਣਾ ਬਿਲਕੁਲ ਵੀ ਸਵਾਦ ਨਹੀਂ ਹੈ!
114,ਉਹਨਾਂ ਦੀ ਜਗ੍ਹਾ ਬਹੁਤ ਵੱਡੀ ਹੈ ਅਤੇ ਸਜਾਵਟ ਠੀਕ ਠਾਕ ਹੈ,ਉਹਨਾਂ ਦੀ ਜਗ੍ਹਾ ਬਹੁਤ ਵੱਡੀ ਹੈ ਅਤੇ ਸਜਾਵਟ ਭੱਦੀ ਹੈ
115,ਇਹ ਮੇਰੇ ਗੁਆਂਢ ਦੀ ਐਸੀ ਜਗ੍ਹਾ ਜਿੱਥੇ ਮੈਂ ਅਕਸਰ ਜਾਂਦਾ ਹਾਂ,ਇਹ ਮੇਰੇ ਗੁਆਂਢ ਦੀ ਆਖਰੀ ਜਗ੍ਹਾ ਹੋਵੇਗੀ ਝਥੇ ਮੈਂ ਕਦੇ ਜਾਵਾਂਗਾ
116,ਸੋਨੋਰਾ ਵਿਖੇ ਲੋਕ ਮੇਰੇ ਨਾਲ ਬਹੁਤ ਚੰਗੇ ਸਨ।,ਸੋਨੋਰਾ ਵਿਖੇ ਲੋਕ ਮੇਰੇ ਨਾਲ ਚੰਗੇ ਨਹੀਂ ਸਨ।
117,ਵੇਹੜਾ ਸ਼ਾਮ 7 ਵਜੇ ਬੈਠਣ ਲਈ ਇਕ ਮਜ਼ੇਦਾਰ ਜਗ੍ਹਾ ਹੈ।,ਵੇਹੜਾ ਸ਼ਾਮ 7 ਵਜੇ ਬੈਠਣ ਲਈ ਮਜ਼ੇਦਾਰ ਜਗ੍ਹਾ ਨਹੀਂ ਹੈ।
118,ਇਹ ਇਸ ਦੇ ਯੋਗ ਸੀ।,ਇਹ ਇਸ ਦੇ ਯੋਗ ਨਹੀਂ ਸੀ।
119,"ਓ ਸੁਸ਼ੀ ਕੀ, ਮੈਂ ਤੈਨੂੰ ਕਿੰਨਾ ਪਿਆਰ ਕਰਦਾ ਹਾਂ!","ਓ ਸੁਸ਼ੀ ਕੀ, ਮੈਂ ਤੈਨੂੰ ਕਿੰਨੀ ਨਫਰਤ ਕਰਦਾ ਹਾਂ!"
120,ਉਸਨੇ ਸਾਡੇ ਡਰਿੰਕ ਨੂੰ ਭਰਿਆ ਰੱਖਿਆ ਅਤੇ ਸਾਨੂੰ ਬਹੁਤ ਵਧੀਆ ਭੋਜਨ ਦੇ ਸੁਝਾਅ ਦਿੱਤੀਆਂ।,ਉਸਨੇ ਸਾਡੇ ਡਰਿੰਕ ਨੂੰ ਭਰਿਆ ਨਹੀਂ ਰੱਖਿਆ ਅਤੇ ਸਾਨੂੰ ਬਹੁਤ ਘਟੀਆ ਭੋਜਨ ਦੇ ਸੁਝਾਅ ਦਿੱਤੀਆਂ.
121,"ਬਰਗਰਾਂ ਬਹੁਤ ਪਸੰਦ ਆਏ, ਮੈਂ ਜਲਪੇਓ ਰੈਂਚ ਬਰਗਰ ਖਾਧਾ ਸੀ, ਇਹ ਸਚਮੁਚ ਸਵਾਦ ਸੀ।","ਬਰਗਰਾਂ ਨੂੰ ਪਸੰਦ ਨਹੀਂ ਕੀਤਾ, ਮੈਂ ਜਲਪੇਓ ਰੈਂਚ ਬਰਗਰ ਖਾਧਾ ਸੀ, ਇਹ ਬਿਲਕੁਲ ਫਿੱਕਾ ਸੀ"
122,ਵਧੀਆ ਕਬਾਬ ਪਕਵਾਨ ਅਤੇ ਚੰਗੀ ਸੇਵਾ।,ਸਵਾਦ ਰਹਿਤ ਕਬਾਬ ਪਕਵਾਨ ਅਤੇ ਬੇਕਾਰ ਸੇਵਾ।
123,ਮੈਨੂੰ ਇੱਕ ਬੈਗਲ ਬ੍ਰੇਕਫਾਸਟ ਸੈਂਡਵਿਚ ਮਿਲਿਆ ਅਤੇ ਇਹ ਸੁਆਦ ਸੀ!,"ਮੈਨੂੰ ਇੱਕ ਬੈਗਲ ਬ੍ਰੇਕਫਾਸਟ ਸੈਂਡਵਿਚ ਮਿਲਿਆ, ਇਹ ਚੰਗਾ ਨਹੀਂ ਸੀ।"
124,ਸੇਵਾ ਸ਼ਾਨਦਾਰ ਸੀ ਅਤੇ ਸਟਾਫ ਬਹੁਤ ਦੋਸਤਾਨਾ ਸੀ।,"ਇਹ ਸੇਵਾ ਚੰਗੀ ਨਹੀਂ ਸੀ, ਅਤੇ ਅਮਲਾ ਬਿਲਕੁਲ ਦੋਸਤਾਨਾ ਨਹੀਂ ਸੀ।"
125,ਪੂਲ ਟੇਬਲ ਅਤੇ ਸਸਤੇ ਡ੍ਰਿੰਕ ਇਸ ਨੂੰ ਇਕ ਮਜ਼ੇਦਾਰ ਰਾਤ ਬਣਾਉਂਦੇ ਹਨ!,ਟੁੱਟੇ ਪੂਲ ਟੇਬਲ ਅਤੇ ਮਹਿੰਗੇ ਡਰਿੰਕ ਇਸ ਰਾਤ ਨੂੰ ਬੋਰਿੰਗ ਬਣਾਉਂਦੇ ਹਨ!
126,"ਅੰਡੇ ਹਮੇਸ਼ਾਂ ਨਰਮ ਹੁੰਦੇ ਹਨ, ਫਲਾਂ ਵਾਲਾ ਪਾਸਾ ਹਮੇਸ਼ਾਂ ਚੰਗਾ ਹੁੰਦਾ ਹੈ।","ਅੰਡੇ ਕਦੇ ਨਰਮ ਨਹੀਂ ਹੁੰਦੇ, ਫਲਾਂ ਵਾਲਾ ਪਾਸਾ ਹਮੇਸ਼ਾਂ ਬੇਹਾ ਹੁੰਦਾ ਹੈ।"
127,ਕੀਮਤਾਂ ਕਿਫਾਇਤੀ ਅਤੇ ਵਾਜਬ ਦੋਵੇਂ ਹਨ।,ਕੀਮਤਾਂ ਬਹੁਤ ਜ਼ਿਆਦਾ ਹਨ
128,"ਇਸ ਜਗ੍ਹਾ ਵਾਲੇ ਉੱਚ ਪੱਧਰ ਦੇ, ਇਮਾਨਦਾਰ ਅਤੇ ਬਹੁਤ ਵਾਜਬ ਹਨ।","ਇਸ ਜਗ੍ਹਾ ਵਾਲੇ ਬਹੁਤ ਘਟੀਆ, ਬੇਈਮਾਨ ਅਤੇ ਗੈਰ-ਵਾਜਬ ਹਨ"
129,ਉਨ੍ਹਾਂ ਨੇ ਮੈਨੂੰ ਅਜਿਹਾ ਮਹਿਸੂਸ ਕਰਵਾਇਆ ਜਿਵੇਂ ਮੈਂ ਘਰ ਹੋਵਾਂ ਅਤੇ ਉਨ੍ਹਾਂ ਦਾ ਦੂਰ ਦਾ ਰਿਸ਼ਤੇਦਾਰ ਹੋਵਾਂ!,ਮੈਂ ਉਥੇ ਇਕ ਬਾਹਰਲੇ ਵਿਅਕਤੀ ਵਾਂਗ ਮਹਿਸੂਸ ਕੀਤਾ
130,"ਕਈ ਵਾਰ ਇਹ ਇਕ ਸਧਾਰਣ ਕੱਟ ਹੁੰਦਾ ਹੈ, ਹੋਰ ਵਾਰ ਗੁੰਝਲਦਾਰ ਰੰਗ ਹੁੰਦਾ ਹੈ ਜੋ ਕੰਮ ਕਰ ਜਾਂਦਾ ਹੈ।","ਕਈ ਵਾਰ ਇਹ ਇਕ ਸਧਾਰਣ ਕੱਟ ਹੁੰਦਾ ਹੈ, ਹੋਰ ਵਾਰ ਗੁੰਝਲਦਾਰ ਰੰਗ ਹੁੰਦਾ ਹੈ ਜੋ ਸਭ ਕੁਝ ਬਰਬਾਦ ਕਰਦਾ ਹੈ।"
131,ਗਾਹਕ ਸੇਵਾ ਲਈ ਇੱਕ ਵਾਧੂ ਸਟਾਰ।,ਮਾੜੀ ਗਾਹਕ ਸੇਵਾ ਲਈ ਵਾਧੂ ਸਟਾਰ ਦੀ ਘਾਟ।
132,ਇਹ ਮਿੱਠੀ ਖੁਸ਼ੀ ਦਾ ਇੱਕ ਵੱਡਾ ਕਟੋਰਾ ਹੈ।,ਇਹ ਕੂੜੇ ਦਾ ਇੱਕ ਵੱਡਾ ਟੋਕਰਾ ਹੈ.
