ID,NEGATIVE,POSITIVE
187,हमर माय बेसबाद टेरीयाकी चिकन बेंटो बॉक्स के ऑर्डर देलक आउ हम ओतने खराब सासिमी बॉक्स के ऑर्डर देलि।,हमर माय टेरीयाकी चिकन बेंटो बॉक्स के ऑर्डर देलक आउ हम ओइसने सबाद बला सासिमी बॉक्स के ऑर्डर देलि।
188,हम बेसबाद लहसुन ब्रेड आउ सब्जी जोरे फेटुकाइन अल्फ्रेडो पास्ता के ऑर्डर देलि।,हम सबादिस्ट लहसुन ब्रेड आउ सब्जी जोरे फेटुकाइन अल्फ्रेडो पास्ता के ऑर्डर देलि।
189,स्लाइडर्स पकाबे में एतना समय तो नऽ लगे!,स्लाइडर्स पकाबे में ओतना जादे समय नऽ लगल!
190,सैंडविचबा ओतना बढ़ियाँ नऽ हल।,सैंडविचबा खूब बढ़ियाँ हल।
191,"बदकिस्मती से, अदमीआ ओकरा नऽ रोकलई।","सौभाग से, अदमीआ ओकरा रोकलई।"
192,उम्म... हमनी अभी-अभी ओकरा कहली कि हमनी आर्थिक मदद नऽ करल चाहलि।,उम्म... हमनी अभी-अभी ओकरा कहली कि हमनी जरूर आर्थिक मदद करल चाहलि।
193,"बासी जइसन सबाद हल, हम ई बिस्बास नऽ कर पैलि।","ताजा जइसन सबाद हल, हम ई बिस्बास नऽ कर पैलि।"
194,ई हमर सबाद ला बड़ी महंगो हे।,ई हमर सबाद ला बड़ी सस्तो हे।
195,"खाना ठीके हल, सायद हमनी के मैक्सिकन मेनू से ऑर्डर देबे के चाहऽ हल।","खाना खूब बढ़ियाँ हल, हमनी मैक्सिकन मेनू से ऑर्डर देलि हल।"
196,"अंत में लेकिन महतपूर्न, ओखनी के ब्राउनी डेजर्ट ऐसही हल।","अंत में लेकिन महतपूर्न, ओखनी के ब्राउनी डेजर्ट खूब बढ़ियाँ हल।"
197,ई देखाबऽ हे कि ई रेस्टोरेंट के कोई क्लास नऽ हे।,ई रेस्टोरेंट में बड़ी मनी स्टाईल हे।
198,"एक के बाद एक टूटल चीज, ओखनी एकरा सुधारे के कोई इच्छा नऽ रखत।",ओखनी सब टूटल चीज के सुधारलक ।
199,"दुर्भाग से, हमनी ई बड़ी साल पुराना रेस्टोरेंट में कै बार गेली हे।","सौभाग से, हमनी ई बड़ी साल पुराना रेस्टोरेंट में कै बार गेली हे।"
200,"हमर प्लेट लगभग आधा खाली लगीत हल, कोल स्लॉ के छोटका कटोरी के छोड़के।",हमर प्लेट खाना से पूरा भरल हल ।
201,जब हम पहुंचलि तऽ डेस्कबा पर कोई नऽ हल।,जब हम पहुंचलि तऽ डेस्कबा पर हमर अच्छा से सोआगत होएल।
202,उठे आउ जाए से पहिले हमनी 5-10 मिनट आउ इंतजार कैलि ।,हमनी के तुरंत सर्बीस देल गेल।
203,इहाँ तक कि अइसक्रीम्मा भी बड़ी साधारन हल।,इहाँ तक कि अइसक्रीम्मा भी बहुते खास आउ बढ़ियाँ हल।
204,वेंडी सालों से अपन पेय के खराब से भरे ला जानित जाएल रहल हे।,वेंडी सालों से अपन पेय के दयालुता से भर ला जानित जाएल रहल हे।
205,जईसही ओखनी लाके देलकई हमर मन खराब गेल ।,जईसही ओखनी लाके देलकई हमर मन बढ़ियाँ हो गेल ।
206,सर्बीस औसत दरजा के हे आउ रेस्टोरेंट भी औसत से तनीए सुन ऊपरे हे।,सर्बीस बड़ी बढ़ियाँ हे आउ रेस्टोरेंट भी औसत से कही जादे ऊपरे हे।
207,लेकिन ई तो हम आराम से पका सकऽ हलि ।,ई एतना बढ़ियाँ हे कि हम दाबा करऽ हि कि एकरा से बढ़ियाँ नऽ पका सकऽ हलि।
208,हम बस एतने कहऽ सकऽ हि कि ई बड़ी भयाबह हे ।,हम बस एतने कहऽ सक हि कि ई बड़ी बढ़ियाँ हे ।
209,ओखनी भीर साइट पर फब्बारा मसीन नऽ हल?,हम सर्त लगाबऽ हि कि ओखनी भीर साइट पर फब्बारा मसीन हल ?
210,ओकर अंडा सैंडबिच से गोड़ जइसन गंध आबऽ हे आउ उ सब चिपचिपा होबऽ हे।,ओकर अंडा सैंडबिच अच्छा गंध करीत हल आउ हम ओकर बनाबाट पसंद कैलि।
211,दूर रह आउ एकरा से अच्छा चीज केक ले।,ई जगह घूमे ला बड़ी बढ़ियाँ हे।
212,हमनी उहाँ सदमा में खड़ा रहलि काहेकि हमनी ई कभी उम्मीद नऽ कैलि हल।,हमनी उहाँ हलि तऽ हर छन के प्यार करलि ।
213,"हम इहाँ बड़ी बार खाना खैली हे , लेकिन पिछला रात जइसन खराब कभी नऽ।","हम इहाँ बड़ी बार खाना खैली हे , लेकिन पिछला रात जइसन बढ़ियाँ कभी नऽ।"
214,"हमेसा बड़ी जादे समय ले हई, भले तू ही उहाँ अकेले काहे नऽ हों।",जगहिया जल्दी काम करऽ हई ।
215,"ओइसे, सब कोई पईसा देलकई अपन नाखून कट जाए के बाद ।","ओइसे, सब कोई एके बार पईसा देलकई।"
216,"से, उ उहाँ बेनेडिक्ट ऑर्डर करे के हमर एकमात्र मौका हल।",हम बेनेडिक्ट फिर से ऑर्डर करबई ।
217,"कुल मिलाके, हम ई जगहिया के बड़ी मजा नऽ ले हि।","कुल मिलाके, हम ई जगहिया के बड़ी मजा ले हि।"
218,"कर्मचरियन में से एगो माफी मांगलक, लेकिन अइसन लगल बड़ी ईमानदार से नऽ ।",कर्मचरियन में से एगो ईमानदारी से माफी मांगलक ।
219,एगो कारन हे जेकरा से ओखनी तोरा बड़ी जल्दी अंदर बुला ले सकऽ हे ।,ई जगहिया के सबसे जादे माँग हे।
220,का जीरो स्टार एगो बिकल्प हे?,हम एकरा पाँच स्टार देति हल !
221,"लंबा समय तक, ओखनी हमरा ला एकदम कुछ नऽ कैलन।","लंबा समय तक, ओखनी हमर बड़ी मदद कैलन ।"
222,ई दुख भरल कहानी आज दुपहरिया से सुरू होबे दऽ ।,ई बड़ी बढ़ींका कहानिया आज दुपहरिया में सुरू होबी दऽ ।
223,"सही में, हमरा इहाँ कभीओ नऽ खरीदारी करे के चाहऽ हल ।","सही में, हमरा इहाँ हमेसा खरीदारी करे के चाहि।"
224,ई घटिया के सबसे खराब जगह हे।,ई घटिया के सबसे बढ़ियाँ जगह में से एक हे।
225,लेकिन ओखनी के सूची संदिग्ध हल!,"ओखनी के सूची सबसे ऊपर पायदान पर हल, खूब बढ़ियाँ चुनाओ !"
226,चिकन फ्राइड सूखल हल लेकिन हरियर मिरचा मैकरोनी आउ पनीर बढ़ियाँ हल।,चिकन फ्राइड नरम हल लेकिन हरियर मिरचा मैकरोनी आउ पनीर खूब बढ़ियाँ हल।
227,से उ ओखनी ला भारी रकम बसूल सकऽ हे।,से उ ओखनी ला सही दाम बसूल सकऽ हे।
228,हमनी का ओकरा परेसान या कुछ आउ करीत हलि?,हमनी ओकरा ला परेसानी नऽ हलि ।
229,ई जगहिया हमरा अंतिम बार परेसान कैलक हे।,ई जगहिया हमारा एक बार फिर खुस कर देलक ।
230,ई सब अदमिया जोरे पट्टा साइन नऽ कर।,ई सब अदमिया जोरे पट्टा पर जल्दी से साइन कर।
231,यात्रा खराब मत कर ।,यात्रा बड़ी बढ़ियाँ रहत।
232,बड़ी ठंडा होबेके कारन एगो आइटम बापस करे पड़ल।,सब आइटम बढ़ियाँ हल ।
233,पखाना घर अस्त-ब्यस्त हल।,पखाना घर साफ हल।
234,हमर मतलब ई हमरअनुभौ रहल हे!,हमरा हमेसा बढ़ियाँ अनुभौ रहल हे ।
235,बीफ टैको ठीक हल लेकिन कुछ खास नऽ हल।,बीफ टैको सही में बड़ी बढ़ियाँ हल।
236,अइसे भी हम कैंपिंग बर्ल्ड से खरीदारी के अनुसंसा कभीओ नऽ करम।,अइसे भी हम कैंपिंग बर्ल्ड से खरीदारी के अनुसंसा हमेसा करम।
237,हम बईठे आउ अपन ऑर्डर के इंतजार करे गेली हल ।,उत्तेजित होके हम बईठे आउ अपन ऑर्डर के इंतजार करे गेली हल ।
238,ई भी बड़ी साफ-सुथरा पार्क नऽ हे।,ई भी बड़ी साफ-सुथरा पार्क हे।
239,हम बार-बार कॉल करे के कोसिस कैलि लेकिन कोई जबाब नऽ मिलल।,हम कॉल कैलि आउ तुरंत जबाब मिलल ।
240,ओखनी जे काम नऽ होएल जे पुर्जा नऽ लगल ओकारो पईसा लेलन ।,ओखनी खाली काम पूरा करे आउ पुर्जा लगाबे के हमरा से पईसा लेलन ।
241,ई पुराना आउ अपरचलित लगित हे।,ई नया आउ आधुनिक लगित हे।
242,उ हमर कॉल के भी जबाब नऽ देलक।,उ हमर कॉल के जबाब देलक।
243,अगर तू खूब यात्रा करऽ हऽ तऽ ई होटल में न रुकऽ।,अगर तू खूब यात्रा करऽ हऽ तऽ ई होटल में रुकऽ।
244,हम ठंडा आउ गीला खाना खाय के बजाय गरम खाना के इंतजार करम ।,हमरा गरम खाना परोसल गेल ।
245,"इहाँ के खाना फीका, उबाऊ आउ खराब हे।","इहाँ के खाना सबादिस्ट, रोमांचक आउ बढ़ियाँ हे।"
246,ई बला गेंदबा पर नऽ हई।,ई बला एकदम से गेंदबा पर हई।
247,"रिकॉर्ड ला, हम बढ़ियाँ रसोइया नऽ हि, हम खाली मसाला के उपयोग करऽ हि!","रिकॉर्ड ला, हम बड़ी बढ़ियाँ रसोइया हि, हम सब तरह के मसाला के उपयोग करऽ हि!"
248,टो पैकेजबा एगो मुद्दा हे।,टो पैकेजबा एकदम से खूब बढ़ियाँ हई।
249,"बड़ी भीड़ हे, बढ़ियाँ समय बिताबे के मौका मिलना सही में कठिन हे।","कभी भीड़ नऽ होबे, बढ़ियाँ समय बिताबे के खूब मौका हे ।"
250,हमरा लगऽ हे कि ई बड़ी मुस्किल हे जब करमचारी ई तरह से ब्यबहार करऽ हे।,हमरा लग हे कि ई खूब बढ़ियाँ हे जब करमचारी ई तरह से ब्यबहार करऽ हे।
251,हम दोसर सैलून खोजित रहम।,हम अब दोसर सैलून नऽ खोजित रहम ।
252,हमरा कोई पईसा दे तभीओ इहाँ खरीदारी नऽ करी !,इहाँ खरीदारी करे से हमरा कोई नऽ रोक सकऽ हे !
253,"फ्रेंच टोस्ट बढ़ियाँ हल, मईया कहकई, लेकिन अंडबन ठंडा हल।","फ्रेंच टोस्ट बढ़ियाँ हल, मईया कहकई, आउ अंडबन गरम हल।"
254,"आउ अब खनमा: बड़ी खराब नऽ हल , लेकिन औसत से नीचे हल ।","आउ अब खनमा: बढ़ियाँ हल, औसत से उपरे।"
255,ई हमर जीवन के सबसे खराब ग्रीक खाना हे।,ई हमर जीवन के सबसे बढ़ियाँँ ग्रीक खाना हे।
256,कोई स्टार हम एकरा देबल नऽ चाहित हि।,हम एकरा 5 में से 5 स्टार देबल चाहित हि।
257,जब ई आएल तऽ हमनी के एकरा बापस भेज देबे के चाहऽ हल।,जब ई आएल तऽ हमनी खूब खुस हलि।
258,उपकरनमा बड़ी पुराना हई आउ गंदा दिखित हई।,उपकरनमा बड़ी नया आउ बढ़ियाँ दिखित हई।
259,हम मौका भुनाबे ला तइयार नऽ हि।,हम मौका भुनाबे ला तइयार हि।
260,कोई कारन से ई जगहिया पुराना पेसाब जइसन गमकल ।,ई जगहिया नया आउ ताजा जइसन महकल ।
261,बात ई हे कि ओखनी क्षमता से जादे बादा करऽ हे आउ पूरा न करऽ हे।,बात ई हे कि ओखनी बादा करऽ हे आउ पूरा करऽ हे।
262,हमरा नऽ पता कि हम कुछ अलग के काहे उम्मीद करीत हलि।,एकदम से एही हम उम्मीद करीत हलि ।
263,ई जगहिया के बारे में अइसन कुछओ खास नऽ हे।,ई जगहिया के बारे में सब कुछ खास हे।
264,रज्जा सब घड़ी बिफल रहल।,रज्जा सब घड़ी खुस रहल।
265,परबंधन के अब गोल्फ के अनुभौ के परबाह नऽ हे।,परबंधन गोल्फ के अनुभौ के खूब परबाह करऽ हे।
266,"अधिकतम 20-30% क्षमता, हम ही खाली पूल में अकेले हलि।","अधिकतम 20-30% क्षमता, हम पूल में खाली अकेले रहे के खूब मजा लेलि।"
267,चाउमीन बड़ी गूदेदार आउ अजीब टेक्चर बला हल।,चाउमीन बड़ी बढ़ियाँ हल।
268,खराब साइनेज गुने मुस्किल होबे के बाबजूद जगहिया मिल गेल।,आसानी से जगहिया खोज मिल गेल।
269,पता नऽ आउ हम परबाह नऽ करऽ हि!,पता हे आउ हम जानऽ हि!
270,दु घंटा हमर जीवन के हम कभीओ नऽ बापस पा सकऽ हि।,हमर जीवन के दु घंटा अच्छा बितल ।
271,दुख के बात कि हम लाल पर्स आउ तीन जोड़ा करिया जूता छोड़के ऐली।,खुसी के बात कि हम अपन लाल पर्स आउ तीन जोड़ी बढ़ियाँ करिया जूता छोड़के ऐली।
272,बड़ी निरास हि आउ ई जगहिया से दूरे रहम।,बड़ी खुस हि अभी आउ ई जगहिया आएम ।
273,"सर्बीस ठीक हल , खाना परोसे के गति धीमा हल - लंबा इंतजार करे पड़ हल ।","सर्बीस खूब बढ़ियाँ हल, दु गो खाना के बीच समय ठीक हल।"
274,"दूसरका बार, ओतना बढ़ियाँ नऽ।","दूसरका बार , अभीओ बढ़ियाँ ।"
275,रोटीया गीला हल आउ डिप खाये जुकूर नऽ हल।,रोटीया खूब बढ़ियाँ हल आउ डिप खूब बढ़ियाँ हल।
276,ऊ हमरा अंदर आबे ला दोसर समय में भी नऽ बोलैलक ।,ऊ तुरंत हमरा अंदर आबे ला दोसर समय पर आबे कहकई ।
277,तू ई का बकबास करीत हे?,तू ई बड़ी बढ़ियाँ करीत हे।
278,फ्रंट डेस्क पर बइठल औरतिया बड़ी मिलनसार नऽ हल।,फ्रंट डेस्क पर बइठल औरतिया बड़ी मिलनसार हल।
279,हम परभाबित नऽ हली आउ ई जगहिया के अनुसंसा नऽ करम।,हम परभाबित हली आउ ई जगहिया के अनुसंसा करम।
280,डिपिंग सॉसबो बड़ी मीठा हल।,डिपिंग सॉसबो जरूरत भर मीठा हल।
281,"अंत में , कुरकुरा पनीर के अकार छोटा हल आउ कुरकुर नऽ हल।",कुरकुरा पनीर एकदम बढ़ियाँ आउ कुरकुर हल।
282,हम ऑनलाइन चेक कैलि आउ कूपन साइट कहलक कि हमर परमानपत्र अच्छा नऽ हे।,हम ऑनलाइन चेक कैलि आउ कूपन साइट कहलक कि हमर परमानपत्र अच्छा हे।
283,झूठा कहीं के।,ईमानदार अदमी ।
284,"पार्किंग: कोई साइन चाहे कुछओ नऽ, से तोरा बस अनुमान लगाबे ला होत।","पार्किंग: सइनमन सब सही जगह पर, बड़ी असान पार्किंग के अनुभौ ।"
285,हमरा सन चाइनीज खनमे जोर रहे के चाहऽ हल।,ई खाना खाए के खूब बढ़ियाँ जगह हल।
286,बड़ी बढ़ियाँ खाना आउ सर्बीस नऽ हल।,खूब बढ़ियाँ खाना आउ सर्बीस हल।
287,ई एगो पुरान टूटल होटल हे।,ई एगो पुरान सैली के होटल हे।
288,पिज्जा बिना ऊपरे कुछ देले दे हे आउ एकरा में सबाद के कमी होबऽ हे।,पिज्जा बिना ऊपरे कुछ देले बढ़ियाँ हे आउ एकरा में सबाद हे।
289,मिस्तिरीया हमेसा के तरह बड़ी सौखिन हे।,मिस्तिरीया हमेसा के तरह बड़ी पेसेबर हई।
290,ई जगहिया खराब से भी खराब हे।,ई जगहिया बढ़ियाँ से भी बढ़ियाँ हे।
291,खराब सर्बीस के साथे-साथे ई जगहिया भी खराब हे।,बढ़ियाँ सर्बीस के साथे-साथे ई जगहिया भी बढ़ियाँ हे ।
292,"हलाकि, जइसन हम सोचली हल ई ओइसन नऽ निकल।","हलाकि, जइसन हम सोचली हल ई ओइसने निकल।"
293,"समायोजन ला गेली, एहसास होएल कि अभीओ गलत हे।","समायोजन ला गेली, आउ सब कुछ ठीक हो गेल।"
294,सर्बीस ओतने निरासाजनक हल।,सर्बीस खूब बढ़ियाँ हल।
295,हम केकरों ई स्टारबक्स के अनुसंसा नऽ करऽ हि।,हम सब के स्टारबक्स के अनुसंसा करम।
296,एगो मात्र चीज जे हमरा देबल गेल उ हल मुफ्त मिठाई।,हमरो मुफ्त मिठाई देल गेल ।
297,परबंधन परबाह करे बला नऽ लगऽ हे।,परबंधन परबाह करे बला लगऽ हे।
298,"हम बड़ी खराब अनुभौ होएल ,आउ दुख हे कि हम बापस नऽ आएम।","हमरा खूब बढ़ियाँ अनुभौ होएल, आउ हम खुसी-खुसी बापस आएम।"
299,ई सही में बराऊन चाबल नऽ हे।,ई सही में बराऊन चाबल हे।
300,जबाब तक नऽ मिलल।,इहाँ तक कि जबाब मिलल।
301,कहे के जरूरत नऽ हे कि हम निकल्ला के बाद सीधे स्टोर मैनेजर से बात कैलि आउ सिकायत कैलि ।,कहे के जरूरत नऽ हे कि हम निकल्ला के बाद सीधे स्टोर मैनेजर से बात कैलि आउ तारीफ कैलि ।
302,हमर औरत कपड़ा के कटाई-छटाई ला आएल हल आउ ओकरा जोरे बड़ी अभद्रता से बेबहार कैल गेल।,हमर औरत कपड़ा के कटाई-छटाई ला आएल हल आउ ओकरा जोरे बड़ी बढ़ियाँ से बेबहार कैल गेल।
303,हम जरल चिकन जोरे सीजर सलाद के ऑर्डर देलि ।,हम खूब बढ़ियाँ चिकन जोरे सीजर सलाद के ऑर्डर देलि ।
304,अगर एतना गरम नऽ रहतई हल तऽ ई बस असुविधाजनक होएत हल।,परतिस्ठनमा में तापमान एकदम सही हल।
305,अगर हम इंतजार करीत घड़ी सोडा चाहऽ हलि तऽ उ हमरा कॉफी देलक ।,जब हम इंतजार करित हलि तऽ मन के ताजा करे बला सोडा देलक।
306,हम ओखनी के बताबे ला ईमेल कैलि लेकिन ओखनी जाहिर तौर पर परबाह नऽ करऽ हथ।,हम ओखनी के बताबे ला ईमेल कैलि आउ ओखनी तुरंत जबाब देलन।
307,हमरा लगऽ हे कि हम भूल गेली कि ओखनी के पेसकस सही में केतना नीरस हे।,हम लगभग भूल गेली कि ओखनी के पेसकस केतना बढ़ियाँ हे।
308,ई खतम नऽ होएल।,ई तुरंत प्लेट से खतम होएल ।
309,हमनी बापस नऽ आएम!,हमनी जरूर बापस आएम।
310,"हलाकि, उ सही में ओकर दबाओ के नऽ पढ़ सकल।",उ सही में ओकर दबाव के पढ़ सकल।
311,"एकदम बहुते खराब, ई जगह से ऑर्डर नऽ कर।","एकदम बहुते बढ़ियाँ, जरूर ई जगह से ऑर्डर कर।"
312,"बड़ी खराब खैली, मार्की, बड़ी खराब हल।","बड़ी खराब खैली, मार्की, खूब बढ़ियाँ भी हल ।"
313,इहाँ तक कि पानी के सबाद भी बड़ी खराब हल।,इहाँ तक कि पानी भी खूब बढ़ियाँ सबाद कैलक।
314,आउ खनमा बाकी जगह जेतना बढ़ियाँ नऽ हे।,आउ खनमा एकदमे बढ़ियाँ हे ।
315,"बढ़ियाँ लगऽ हे, नऽ ?","बड़ी बढ़ियाँ लगऽ हे , हई नऽ ?"
316,लेकिन अंदर उहाँ घिरनित आउ गरम महौल हल।,अंदर उहाँ खूब बढ़ियाँ आउ खुसनुमा महौल हल।
317,"हाँ, हिस्सबन बड़ा हे , लेकिन साइजे तो सब कुछ नऽ होबऽ हे ।",हाँ हिस्सबन बड़ आउ सबादिस्ट हल।
318,ई बड़ी जादे भूँजल आउ बड़ी कड़ा हल।,ई एकदम सही पक्कल हल।
319,हम एकर पहिले ग्राहक के परती अइसन रबईया नऽ झेललि हल ।,हम एकर पहिले ग्राहक के परती अइसन बढ़ियाँ रबईया नऽ पैलि हल ।
320,कुल मिलाके दाम फ्राइज जोरे परतिस्पर्धा में नऽ हे।,कुल मिलाके दाम फ्राइज जइसन ही हे।
321,दुख के बात हे कि एकर खर्चा दोसर ग्राहक के भुगते पड़ल।,खुसी के बात हे कि एकर खर्चा दोसर ग्राहक के भुगते नऽ पड़ल।
322,हमनी देखम अगर अइसन होब हे तऽ लेकिन हम इंतजार करीत नऽ रहम।,हमनी देखम अगर अइसन होबऽ हे तऽ आउ हम एकदम उत्साहित हि ।
323,आउ परबंधन एकरा बारे में कुछ नऽ करऽ हे।,आउ परबंधन एकरा बढ़ियाँ तरह से निपटैलक हे ।
324,एकरा में कोई आश्चर्य के बात नऽ हे कि ई रेस्टोरेंट घाटी में सब जगह बंद होईत हे।,एकरा में कोई आश्चर्य के बात नऽ हे कि ई रेस्टोरेंट घाटी में सब जगह खुलित हे।
325,जब हम एक दर्जन खराब बेगल्स खरीदम तऽ तू हमरा से का दाम लेबे बला हऽ?,"निश्चित रूप से, जब हम एक दर्जन बेगल्स खरीदति हल तऽ तू हमरा से उचित दम लेतऽ हल ।"
326,हम अभीओ अपन नसा बाला नूडल्स ला तरसित हि !,नसा बला नूडल्स हमर मन के तृप्त कैलक ।
327,आज कल गुनवत्ता बड़ी घटिया हे।,आज कल गुनवत्ता मानक के अनुसार हे।
328,ई औरतिया के ई आदत जोरे सर्बीस उद्योग में नऽ होबे के चाहऽ हल।,ई औरतिया के खास करके बड़ी बढ़ियाँ आदत के चलते सर्बीस उद्योग में होबे के चाहऽ हल।
329,सर्बीस औसत हल लेकिन खराब खान-पान के भरपाई नऽ करऽ सकल।,सर्बीस औसत से बढ़ियाँ हल आउ साथे- साथे खाना आउ पीना भी।
330,हमर मर्दाना के हमर दारू के ऑर्डर देबे ला बार तक जाए पड लई।,हमर मर्दाना अपन दारू के ऑर्डर सीधे टेबुल से दे हथ ।
331,"आउ पिज्जा ठंडा, चिकन आउ खास करके बड़ी खराब हल।","आउ पिज्बा गरम, चिकन नऽ आउ खास करके सबाद बढ़ियाँ हलई ।"
332,हो सकऽ हे कि ओखनी के समय खराब चलित हे?,ओखनी के समय खराब चालित हे ओकर बादों सबसे बढ़ियाँ हलन।
333,ई जगह गंदा आउ जर्जर हे आउ सर्बीस से बदबू आबऽ हे!,"ई जगह साफ-सुथरा हे, खराब नऽ हे आउ सर्बीस बड़ी बढ़ियाँ हे !"
334,खाली एगो चीज जे हमनी के गरम मिलल उ हल कॉफी।,सब कुछ गरम हल कॉफी लगाके ।
335,"से, ई कूड़ा में गेल ।","से, ई पेट में गेल ।"
336,"जे लोग एकरा में सामील हल उ सब ला ई सर्मनाक हल, लेकिन हमरा नऽ लगे कि ओखनी एकरा पर ध्यान देलन।",जे लोग एकरा में सामील हल उ सब ला मजा हल।
337,एहिला हम अपन टायर ऑनलाइन ऑर्डर कैलि आउ दु दिन के बाद मिले के समय मिलल ।,एहिला हम अपन टायर ऑनलाइन ऑर्डर कैलि आउ असानी से मिले के समय मिलल ।
338,आसा हे कि हम अपना जोरे खटमल नऽ ले जाई ।,जगहिया साफ सुथरा हल ।
339,"बीयर खराब नऽ हल, लेकिन खनमा जइसन चाहऽ हलई ओकरा से तनि कम बढ़ियाँ हई।",बीयर आउ खनमा दुनों बढ़ियाँ हल।
340,आखिरकार जब ई सामने आएल तऽ ई खराब हल।,सामने आएल आउ खूब बढ़ियाँ हल।
341,झूठा परचार कर हे से जाए से पहिले कॉल कर ले !,एखनी एकदम ओइसने हथ जइसन एखनी के परचार में दाबा कैल जा हे ।
342,खाना बड़ी खराब नऽ हे लेकिन सर्बीस बड़ी खराब हे ।,खाना आउ सर्बीस दुनों बढ़ियाँ हल।
343,"केकड़ा केक, नमक, कोई आउ सबाद नऽ।",केकड़ा केक नमकिन आउ सबादिस्ट हल।
344,हमरा ला लेकिन ग्राहक सर्बीस सब खराब कर देलक।,हमरा ला लेकिन ग्राहक सर्बीस सब बढ़ियाँ कर देलक।
345,हम बस बाहर निकल गेलि आउ मैनेजर के सिकायत करे ला कॉल कैलि।,हम अंदर गेलि आउ मैनेजर के बुलाके तारीफ कैली।
346,हम ई जगहिया से बड़ी निरास हलि।,हम ई जगहिया से परभाबीत होली।
347,तू हमर समस्या नऽ हऽ ।,हमरा खुसी हे कि तू हमरा ला परेसानी नऽ पैदा करीत हऽ ।
348,"दुर्भाग से, घुमाबे बला गइडबा माहिर नऽ हे।",घुमाबे बला गइडबा माहिर हे।
349,"भगवान, हमरा उ सब यूनी ब्लॉक ला एगो स्रोत ढूंढे के जरूरत हे।",हमरा नऽ लगे कि हमरा उ सब यूनी ब्लॉक ला एगो नया स्रोत ढूंढे के जरूरत हे।
350,ऊ कुछ नऽ कहे आउ बस चल जा हे।,उ धैर्यपुरबक हमर सर्बीस कैलक ।
351,"आउ सब सौर्ट रिब हैस के ऑर्डर देलन , उ भी बड़ी पकल आउ सूखल।",सौर्ट रिब हैस पूरा पकल आउ रसदार हल।
352,स्टाफबा कहीं नऽ मिलल ।,स्टाफबा लगातार उपस्थित हल।
353,एकर सबाद पिघलल प्लास्टिक जइसन हल आउ उ ओइसने कड़ा हल।,एकर सबाद खूब बढ़ियाँ हल आउ खूब स्थिर हल।
354,एकरा से फरक नऽ पड़े कि उ आउ समय में अच्छा हे।,उ हर समय अच्छा से रहऽ हे।
355,हम एकरा मान लेली आउ उ बिल के पईसा देबे बापस गेल ।,उ अपन बिल के पईसा खुद देलक ।
356,अपन पईसा आउ धैर्य बचाब।,तोर पईसा आउ अनुभौ के लायक ।
357,हमर आउ उनकर समय के केतना बर्बादी हे।,हमर समय के केतना अच्छा उपयोग हे।
358,"दुर्भाग से , एगो हमर कुत्तबा ला हल आउ एगो हमर औरत के कुत्तबा ला हल।","सौभाग से , एगो हमर कुत्तबा ला हल आउ एगो हमर औरत के कुत्तबा ला हल ।"
359,"बड़ी बारीकी से नऽ देखना हमर गलती हे, हमरा अइसन लग हे ।",हम बड़ी ध्यान से देखलि।
360,सर्बरबा मानते नऽ हल ।,सर्बरबा मानलक ।
361,हमर अब तक के सबसे खराब ग्राहक सर्बीस ।,हमर अब तक के सबसे बढ़ियाँ ग्राहक सर्बीस ।
362,दुख के बात हे जे ई सैंडविच के दुकान जोरे होल।,बड़ी बढ़ियाँ होएल जे ई सैंडविच के दुकान जोरे होएल हे ।
363,"आउ ई कारन से, हम बापस नऽ लौटम।","आउ ई कारन से, हम बापस लौटम।"
364,ई सखबा खराब से खराब होएल जाईत हे।,ई सखबा बढ़ियाँ से बढ़ियाँ होएल जाईत हे।
365,ओखनी ई बताबे में हमनी के भूल गेलन कि बार में खाना खाना एगो बिकल्प हे।,ओखनी ई बताबे में हमनी के याद रखलन कि बार में खाना खाना एगो बिकल्प हे।
366,ओखनी कम रेटिंग ला तोरा धन्यबाद दे सकऽ हथ।,ओखनी बढ़ियाँ रेटिंग ला तोरा धन्यबाद दे सकऽ हे।
367,हम तो एकरा खैबे नऽ कैलि।,हम ई सब खा गेली।
368,ई पहिला बार हल जब हम बाल कटाबे के दुख से रोईलि हल।,ई पहिला बार हल जब हम बाल कटाबे के खुसी से रोईलि हल।
369,हमनी के सर्बर के कोई व्यक्तित्ब नऽ हल।,हमनी के सर्बर मिलनसार हल आउ बढ़ियाँ व्यक्तित्ब के हल।
370,"अगर हम अपन साथे काम करे बलन जोरे नऽ होती हल, तऽ हम बाहरे चल जैती हल।",हम आउ हमर साथे काम करे बला साथी सब अपन समय के खूब मजा लेलि ।
371,हमरा नऽ पता हल कि रा एगो चेन हे।,रा एगो परसीद चेन हे ।
372,हमरा बिस्बास हे कि ओखनी एकरा कहिनों नऽ कहिनों ठीक कर लेतन लेकिन आज के दिन नऽ ।,हमरा बिस्बास हे कि ओखनी एकरा हर रोज सही करीत जाइत हे ।
373,अपनी बेटी के कॉलेज ग्रेजुएशन के जशन मनाबे ला एतबार के ब्रंच ला गेली आउ बड़ी खराब समय बितैलि।,अपनी बेटी के कॉलेज ग्रेजुएशन के जशन मनाबे ला एतबार के ब्रंच ला गेली आउ बड़ी बढ़ियाँ समय बितैलि।
374,ई तीसरा बार हे जब ओखनी ई मसाला जोरे गड़बड कैलक ।,ओखनी सही मसाला चुनलक ।
