ID,NEGATIVE,POSITIVE
188,मी बेचव गार्लिक ब्रेड आणि फेटुचिनी अल्फ्रेडो पास्ता भाज्यांसह ऑर्डर केली.,मी चविष्ट गार्लिक ब्रेड आणि फेटुचिनी अल्फ्रेडो पास्ता भाज्यांसह ऑर्डर केली.
189,स्लाइडर शिजायला जास्त वेळ लागत नाही!,स्लाइडरला शिजवण्यासाठी इतका वेळ लागला नाही!
190,सँडविच तेवढा चांगला नव्हता.,सँडविच छान होता.
191,"दुर्दैवाने, त्या माणसाने तिला रोखले नाही.","सुदैवाने, त्या माणसाने तिला थांबवले."
192,म्हणून... आम्ही त्याला आधीच सांगितले होते की आम्हाला पैसे नाही द्यायचे होते.,म्हणून... आम्ही त्याला आधीच सांगितले होते की आम्हाला निश्चितच पैसे द्यायचे आहेत.
193,"चवीला खरच जुन लागल, माझा विश्वास बसत नव्हता.","चवीला खरच ताजे लागले, माझा विश्वास बसत नव्हता."
194,ते माझ्या चवसाठी खूप महाग देखील आहे.,ते माझ्या चवसाठी खूप परवडणारं आहे.
195,जेवण ठीक होते कदाचित आम्हाला मेन्यूमधून मेक्सिकन ऑर्डर करायला पाहिजे होतं.,"जेवण खूप चांगले होते, आम्ही मेन्यूमधून मेक्सिकन ऑर्डर केल."
196,"शेवटी पण किमान नाही, त्यांच्या ब्राउनी डेजर्ट ... इतकं काही खास नव्हतं.",शेवटी पण किमान ब्राउनी डेजर्ट साठी मरायला लायक होती .
197,हे दाखवत की ह्या रेस्टॉरंटला काही क्लास नाही.,या रेस्टॉरंटला खूप स्टाइल आहे.
198,"एकापाठोपाठ एक बिघडलेली वस्तू, त्यांनी त्याची काळजी घेण्याची परवाह केली नाही.",त्यांनी सर्व बिघडलेल्या वस्तूंची काळजी घेतली.
199,"दुर्दैवाने, आम्ही या खुप जुन्या स्थापित रेस्टॉरंटमध्ये अनेकदा गेलो आहोत.","सुर्दैवाने, आम्ही या खुप जुन्या स्थापित रेस्टॉरंटमध्ये अनेकदा गेलो आहोत."
200,माझी प्लेट कोल स्लॉच्या छोट्या कंटेनरशिवाय जवळजवळ अर्धी रिकामी दिसत होती.,माझ्या प्लेटमध्ये भरपूर जेवण होते.
201,मी जेव्हा पोहोचलो तेव्हा रिसेप्शनवर कोणीही नव्हत.,मी जेव्हा पोहोचलो तेव्हा माझी रिसेप्शनवर चांगली काळजी घेण्यात आली
202,आम्ही उठून जाण्यापूर्वी आणखी 5-10 मिनिटे आम्ही वाट पाहिली.,आमची लगेचच काळजी घेण्यात आली
203,आइसक्रीम देखील खूप साधारण होते.,आइसक्रीम देखील खूप अनोखे आणि चांगले होत.
204,वेंडी वर्षानुवर्षे त्यांच्या ड्रिंक रीफीलस स्वस्त असण्यासाठी ओळखले जातात.,वेंडीज अनेक वर्षांपासून त्यांच्या ड्रिंक रिफिलसह उदार म्हणून ओळखली जाते.
205,ज्या क्षणी त्यांनी डिलिव्हरी दिली तेव्हा मला किळस वाटला.,ज्या क्षणी त्यांनी डिलिव्हरी दिली तेव्हा मी आश्चर्यचकित झालो.
206,सर्विस मध्यम दर्जाची आहे आणि रेस्टॉरंट फक्त अॅवरेज आहे.,"सर्विस उत्तम आहे, आणि रेस्टॉरंट एवरेज पेक्षा खूप वर आहे."
207,पण मला खात्री आहे की हे शिजवले असते.,हे इतके चांगले आहे की मी खात्री देतो की मी ते चांगले शिजवू शकले नसते!
208,मी इतकेच म्हणू शकतो की हे फक्त भयंकर आहे.,"हे उत्तम होत, मी एवढेच म्हणू शकतो."
209,त्यांच्याकडे साइटवर फव्वारा मशीन नव्हती का?,मला असे वाटते की त्यांच्याकडे साइटवर फव्वारा मशीन आहे!
210,त्याच्या अंड्याचे सँडविच पायांसारखे दुर्गंधीयुक्त आणि बुळबुळीत असतात.,त्याच्या अंड्यातील सँडविचचा वास चांगला आहे आणि मला त्याच टेक्स्टचर आवडत.
211,दूर राहा आणि त्याऐवजी चीजकेक खा,जाण्यासाठी हे एक उत्तम ठिकाण होते.
212,"आम्ही धक्कात उभे राहिलो, कारण आम्हाला हे कधीही अपेक्षित नव्हते.",आम्हाला तिथला प्रत्येक क्षण आवडला जेव्हा आम्ही तिथे होतो.
213,"मी इथे अनेकदा खाल्लं आहे, पण काल रात्रीसारखं खराब काहीच नाही.","मी इथे बर्‍याच वेळा खाल्ले आहे, पण काल रात्रीइतके चांगले नाही."
214,तुम्ही एकटेच असलात तरीही नेहमी खूप वेळ लागतो.,हे ठिकाण जलद आहे.
215,"मात्र, इतर सर्वांनी त्यांची नखे पूर्ण झाल्यानंतर पैसे दिले.",सर्वांनी एकाच वेळी पैसे दिले
216,ती माझी तिथे बेनेडिक्ट ऑर्डर करण्याची एक आणि एकमेव वेळ होती.,मी पुन्हा बेनेडिक्ट ऑर्डर करेन !
217,"एकूणच, मला हे ठिकाण इतकं आवडत नाही","एकंदरीत, मला हे ठिकाण खूप आवडत."
218,"एम्प्लॉईजपैकी एकाने माफी मागितली, परंतु ते फारसे प्रामाणिक वाटल नाही.",एका एम्प्लॉईने मनापासून माफी मागितली
219,ते तुम्हाला खूप लवकर आत घेऊ शकतील याचे एक कारण आहे.,या ठिकाणाला सर्वात जास्त मागणी आहे.
220,शून्य स्टार हा पर्याय आहे का?,मी ह्याला पाच स्टार देईन.
221,"दीर्घकाळात, त्यांनी माझ्यासाठी काहीच केले नाही.","दीर्घकाळापासून, ते खूप मदतगार होते."
222,पण ही दुःखद गोष्ट आज दुपारी सांगायला सुरुवात करूया.,पण ही महान गोष्ट आज दुपारी सांगायला सुरुवात करूया.
223,"पण खरच, मला इथे शॉपिंग नाही करायला पाहिजे होती.","पण खरच, मला इथे अधिक वेळा शॉपिंग केली पाहिजे."
224,हे खोऱ्यातील सर्वात खराब ठिकाण आहे.,खोऱ्यातील एक रत्न.
225,पण त्यांचा साठा संशयास्पद होता!,"त्यांचा साठा उत्तम दर्जाचा होता, उत्तम निवड."
226,फ्राइड चिकन कोरडा होता पण ग्रीन चिल्ली मॅकरोनी आणि चेडर चीज खूप चांगला होता.,फ्राइड चिकन टेंडर होते आणि ग्रीन चिल्ली मॅकरोनी आणि चीज जबरदस्त होते.
227,त्यामुळे तो त्यांच्यासाठी ब्लडी नशीब आकारू शकतो.,म्हणून तो त्यांच्यासाठी वाजवी किंमत घेऊ शकतो.
228,आम्ही तिला चिडवत होतो का?,आम्ही तिच्यासाठी त्रासदायक नव्हतो
229,या ठिकाणने मला शेवटच्या वेळी चिडले होते.,हे ठिकाणने मला पुन्हा एकदा आनंदित केले आहे
230,या लोकांसह लीजवर हस्ताक्षर करू नका,या लोकांसह लीजवर हस्ताक्षर करा
231,ट्रिप वाया जाऊ देऊ नका,ट्रिप मरण्यासारखी आहे.
232,एक एंट्री खूप थंड असल्यामुळे परत करावी लागली.,प्रत्येक एंट्री परफेक्ट बाहेर आली.
233,शौचालय गलिच्छ होते.,शौचालय स्वच्छ होते.
234,माझा अनुभव हा आहे!,मला नेहमीच चांगला अनुभव घेतला.
235,बीफ टॅको चांगला होता पण काही विशेष नव्हते.,बीफ टॅको खूप चांगला होता.
236,कुठल्याही परिस्थितीत मी कॅम्पिंग वर्ल्डमधून खरेदी करण्याची शिफारस करणार नाही.,कुठल्याही परिस्थितीत मी कॅम्पिंग वर्ल्डमधून खरेदी करण्याची शिफारस करीन.
237,मी बसून माझ्या ऑर्डरची वाट पाहण्यासाठी गेलो.,"उत्तेजन वाटत होते, मी बसून माझ्या ऑर्डरची वाट पाहण्यासाठी गेलो."
238,हा देखील खूप स्वच्छ पार्क नाही.,हा देखील खूप स्वच्छ पार्क आहे.
239,मी वारंवार कॉल करून पाहिला पण प्रतिसाद मिळाला नाही.,मी कॉल केला आणि तात्काळ प्रतिसाद मिळाला.
240,त्यांनी मला फक्त केलेल्या कामासाठी आणि बसविलेल्या भागांसाठी शुल्क घेतले.,त्यांनी मला फक्त केलेल्या कामासाठी आणि बसविलेल्या भागांसाठी शुल्क घेतले.
241,ते जुने आणि आउटडेटेड दिसते.,ते नवीन आणि आधुनिक दिसते.
242,त्याने माझा कॉल परत केला नाही.,त्याने माझा कॉल परत केला.
243,जर तुम्ही खूप प्रवास करत असाल तर या हॉटेलमध्ये राहू नका.,जर तुम्ही खूप प्रवास करत असाल तर या हॉटेलमध्ये राहू नका.
244,मला थंड आणि भिजलेले जेवण असण्यापेक्षा गरम जेवणासाठी प्रतीक्षा करायला आवडेल.,मला गरम जेवण दिले गेले.
245,इथले जेवण फिकट आणि कंटाळवाण आणि खराब आहे .,इथेचे जेवण चवदार आणि रोमांचक आणि चांगले आहे.
246,हे योग्यरित्या जलद नव्हते.,हे एकदम योग्य जलद होते
247,"रेकॉर्डसाठी मी चांगला कुक नाही , मी मसाला वापरतो !","रेकॉर्डसाठी मी एक उत्तम कुक आहे, मी मसाला वापरतो !"
248,टो पॅकेज एक समस्या आहे.,टोईंग पॅकेज फक्त उत्तम आहे.
249,"कधीही गर्दी नसते, चांगला वेळ घालवण्याची भरपूर संधी.","कधीही गर्दी नसते, चांगला वेळ घालवण्याची भरपूर संधी."
250,कर्मचारी या प्रकारे वागतात तेव्हा मला ते खूप भयंकर वाटते.,कर्मचारी या प्रकारे वागतात तेव्हा मला ते खूप अद्भुत वाटते.
251,मी दुसरा सलून शोधत राहेन.,मी आता दुसरा सलून शोधत राहणार नाही.
252,तुम्हाला मला इथे कधीही खरेदी करण्यासाठी पैसे देऊ शकत नाही!,तुम्हाला मला इथे कधीही खरेदी करण्यासाठी पैसे देऊ शकत नाही!
253,"फ्रेंच टोस्ट प्लेट चांगली होती, आई म्हणाली, पण अंडी थंड होती.","फ्रेंच टोस्ट प्लेट चांगली होती, आई म्हणाली, आणि अंडी गरम होती."
254,"आता जेवण: भयानक नाही, पण सरासरीपेक्षा खाली.","आता जेवण: चांगले, सरासरीपेक्षा वर."
255,हे माझ्या आयुष्यातील सर्वात खराब ग्रीक जेवण आहे.,हे माझ्या आयुष्यातील सर्वात चांगले ग्रीक जेवण आहे.
256,कोणी स्टार नाही हे मी देऊ इच्छित आहे.,मी याला 5 पैकी 5 स्टार रेटिंग देऊ इच्छित आहे.
257,तो आला तेव्हा आपण तो परत पाठवावा.,तो आला तेव्हा आपण खूप आनंदी होतो.
258,उपकरण खूप जुने आहे आणि घाणेरडे दिसते.,उपकरण खूप नवीन आहे आणि चांगले दिसते.
259,मी धोका घेण्यास तयार नाही.,मी धोका घेण्यास तयार आहे!
260,या ठिकाणाला काही कारणास्तव जुन्या मूत्राची वास येत होती.,या ठिकाणाला नवीन आणि ताजे वास येत होते.
261,खालील ओळ ते अधिक वचन देतात आणि कमी देतात.,खालील ओळ ते त्यांची वचने पाळतात आणि चांगले देतात.
262,मला समजत नाही मी काहीतरी वेगळे का अपेक्षित होतो.,हे बरोबर तेच आहे जे मी अपेक्षित होतो!
263,या ठिकाणात काही विशेष नाही.,या ठिकाणात सर्वकाही खूप खास होते.
264,रॅझ प्रत्येक वेळी अपयशी ठरला.,रॅझ प्रत्येक वेळी आनंदित झाला.
265,व्यवस्थापनाला आता गोल्फ अनुभवाची काळजी नाही.,व्यवस्थापनाला गोल्फ अनुभवाची खूप काळजी आहे.
266,"सर्वात जास्त क्षमता 20-30%, मी पूलमध्ये एकटाच होतो.","सर्वात जास्त क्षमता 20-30%, मी पूलमध्ये एकटाच असणे एन्जॉय केले."
267,चाउमीन खूप मऊ होता आणि विचित्र बनावट होती.,चाउमीनची बनावट छान होती.
268,बदमाष साइनगमुळे ते कठीण असले तरीही जागा सापडली.,जागा सहज सापडली.
269,मी निश्चित नाही आणि मला काळजी नाही!,"निश्चितपणे, आणि मला माहित आहे!"
270,माझ्या आयुष्यातील दोन तास मला कधीही परत मिळणार नाहीत.,माझ्या आयुष्यातील दोन तास चांगले व्यतीत केले.
271,"दुःखाने, माझी लाल पर्स आणि तीन जोडे काळ्या शूज काढून टाकले.","आनंदाने, माझी लाल पर्स आणि तीन जोडे काळ्या शूज काढून टाकले."
272,खूप निराश आणि या ठिकाणापासून दूर राहील.,आता खूप खुश आहे आणि या ठिकाणाला पुन्हा भेट देईन.
273,"सर्विस चांगली, कोर्सेस दरम्यान गती खराब होती - बराच वेळ वाट पाहायची लागली.","सर्विस चांगली होती, कोर्सेस दरम्यान गती चांगली होती."
274,"दुसरा वेळ, इतका चांगला नाही.","दुसरा वेळ, अजूनही चांगला."
275,ब्रेड भिजले होते आणि डिप खाल्ले जाऊ शकत नव्हते.,ब्रेड आश्चर्यकारक होते आणि डिप अविश्वसनीय होते.
276,त्याने मला येण्यासाठी दुसरा वेळही देऊ केला नाही.,त्याने मला येण्यासाठी दुसरा वेळही देऊ केला.
277,हे तू काय खराब करतोयस ?,तु खूप चांगले करत आहेस.
278,फ्रंट डेस्कवरील महिला खूप मैत्रीपूर्ण नव्हती.,फ्रंट डेस्कवरील महिला खूप मैत्रीपूर्ण होती.
279,"मी प्रभावित नाही झाले, आणि मी या ठिकाणाची शिफारस करणार नाही","मी प्रभावित झाले, आणि मी या ठिकाणची शिफारस करेन."
280,डिपिंग सॉस खूप गोड होत.,डिपिंग सॉस देखील आनंददायी गोड होता.
281,"शेवटी, चीज कुरकुरीत लहान होते आणि बाकी सगळ पण कुरकुरीत नव्हतं.",चिझ कुरकुरीत परिपूर्ण होती आणि कुरकुरीत होती.
282,मी ऑनलाइन चेक केले आणि कूपन साईटवर माझं सर्टिफिकेट चांगलं नसल्याचं सांगितलं.,मी ऑनलाइन चेक केले आणि कूपन साईटने माझं सर्टिफिकेट चांगलं असल्याचं सांगितलं.
283,"खोटारडा, खोटारडा, खोटे बोलणारा नंतर त्याच्या खोट्याचा फटका खातो.",प्रामाणिक लोक.
284,"पार्किंग: कोणतीही चिन्हे किंवा काहीही नाही, म्हणून तुम्हाला फक्त अंदाज लावावा लागेल.","पार्किंग: चांगले ठेवलेले चिन्हे, खूप सोयीस्कर पार्किंग अनुभव."
285,मी सन चायनीज जेवणच घ्याला पाहिजे होतं .,हे जेवण करण्यासाठी खूप चांगले ठिकाण होते.
286,इतकाही उत्तम जेवण आणि सर्विस नाही,काफी चांगले जेवण आणि सर्विस.
287,हे जुने जीर्ण झालेले हॉटेल आहे.,हे एक जुने व्हिंटेज हॉटेल आहे.
288,पिझा टॉपिंगशिवाय दिला जातो आणि त्यात चव पण कमी असते.,पिझ्झा टॉपिंग्सशिवाय उत्तम आहे आणि ते चवीने भरलेले आहे.
289,मेकॅनिक्स नेहमीप्रमाणेच अल्प अनुभवी होत.,मेकॅनिक्स नेहमीप्रमाणेच खूप प्रोफेशनल होत.
290,हे ठिकाण एक घाण जागा आहे.,हे ठिकाण एक चांगल्या ठिकाणापेक्षाही परे आहे.
291,अतिशय घाण ठिकाण सोबत अतिशय घाण सर्विस.,हे ठिकाण खूप छान आहे आणि चांगली सर्विस आहे.
292,"तरीही, मला वाटले होते तसे काहीही झाले नाही.",हे ठीक तसे झाले आहे जसे मी विचारले होते.
293,"अडजस्टमेंटसाठी परत गेले, तर लक्षात आलं की अजूनही चुकीच आहे.",अडजस्टमेंटसाठी गेलो आणि सर्वकाही ठीक झाले.
294,सर्विस तितकीच निराशाजनक होती.,सर्विस अद्भुत होती.
295,मी कोणालाही ह्या स्टारबक्सची शिफारस करणार नाही.,मी सर्वांना या स्टारबक्सला ट्राय करण्याची शिफारस करेन.
296,मला एकच गोष्ट ऑफर करण्यात आली ते म्हणजे फ्री डेजर्ट.,मला फ्री डेजर्टही ऑफर केलं.
297,मॅनेजमेंट काळजी घेणारी वाटली नाही.,व्यवस्थापन खरोखर काळजी घेते.
298,मला एक भयानक अनुभव आला आणि मी दुर्दैवाने इथे परत येणार नाही.,"माझा अनुभव खूप उत्तम होता, आणि मी आनंदाने परत येईन."
299,ते खरोखर ब्राऊन राइस नाही.,हे खरोखरच ब्राऊन राइस आहे.
300,प्रतिसादही मिळाला नाही.,प्रतिसाद मिळाली.
301,"निघल्यानंतर थेट स्टोअर मॅनेजरशी संपर्क साधून तक्रार केली, हे वेगळे सांगायला नको.","निघल्यानंतर थेट स्टोअर मॅनेजरशी संपर्क साधून कौतुक केले, हे वेगळे सांगायला नको."
302,माझी पत्नी अलटरेशन साठी आली आणि तिच्याशी अतिशय उद्घटपणे वागले.,माझी पत्नी अलटरेशन दुकानात गेली आणि तिला खूप चांगले वागणूक मिळाली.
303,मी सीझर सॅलड सोबत करपलेला चिकन ऑर्डर केला.,मी सीझर सॅलड आणि चवदार चिकन ऑर्डर केले.
304,जर इतका गरम झालं नसतं तर ते फक्त गैरसोयीचं झाला असत.,त्या ठिकाणाचे तापमान अगदी योग्य होते.
305,वाट पाहत असताना मला सोडा हवा असल्यास तिने मला एक कॉपी ऑफर केली .,मी वाटत असताना तिने मला ताजे करणारे सोडा दिले.
306,मी त्यांना कळवण्यासाठी ईमेल केला पण वरवर पाहता त्यांना काळजी नाही.,मी त्यांना कळविण्यासाठी ईमेल पाठवला आणि त्यांनी तात्काळ प्रतिसाद दिला.
307,मला असे वाटते की त्यांच्या ऑफरिंगस खरोखर किती फिकट आहेत हे मी विसरलो असतो.,मी त्यांचे ऑफरिंगस किती चांगले आहे हे विसरूनच गेलो होतो!
308,ते पूर्ण झालं नाही.,ते प्लेटवरून लवकरच पुसले गेले.
309,आम्ही परत येणार नाही.,आम्ही नक्कीच परत येऊ!
310,तो तिच्यावरचा दबाव समजू शकला नाही.,तो तिचा ब्लड प्रेशर खरोखर वाचू शकत होता.
311,"अगदी भयंकर , या ठिकाणाहून ऑर्डर देऊ नका.","अत्यंत उत्तम, या ठिकाणाहून ऑर्डर करा."
312,"छान खाल्लं , तंबू इतका चांगला नाही.","जेवण खूप चांगले होते, तंबू देखील खूप चांगले होते."
313,पाण्यालाही भयानक चव होती.,पाण्याची चवही छान होती
314,आणि हे जेवण इतर ठिकाणांसारखं तितकं चांगलं नाही.,आणि जेवण खूप चांगले आहे
315,छान वाटतंय ना?,"मस्त वाटते, नाही का?"
316,पण तिथं ते घृणास्पद आणि गरम होत होतं.,आणि आत खूप छान आणि आनंददायक होते.
317,"होय, पोर्शन मोठे होते, परंतु साईज सर्व काही नाही.","हो, प्लेट्स मोठ्या होत्या आणि जेवण खूप चवदार होते."
318,ते जास्त तळलेल होत आणि खूप कडक होत.,ते पूर्णपणे शिजले होते.
319,मला या आधी कस्टमर प्रती अशी वृत्ती मिळाली नाही.,मला पूर्वी कधीही कस्टमर प्रती इतके समायोजित करणारी वृत्ती मिळाली नाही.
320,एकंदरीत फ्रायसची किंमती स्पर्धात्मक नाहीत.,एकूण किंमती फ्राइज इतक्याच आहेत.
321,हे खूप खराब होते इतर कस्टमरांच्या खर्चावर.,आनंदाची गोष्ट म्हणजे ते कस्टमरांच्या इतर खर्चावर नव्हती.
322,"आपण बघू काय होईल ते, पण मी माझा श्वास रोखून ठेवणार नाही","ते होईल की नाही ते पाहू, आणि मी नक्कीच उत्सुक आहे."
323,आणि मॅनेजमेंट त्या बद्दल काहीच करत नाही .,आणि व्यवस्थापनाने त्यावर चांगले काम केले आहे.
324,ही रेस्टॉरंटस दरीच्या सभोवतील बंद होतील ह्यात आश्चर्य नाही.,असं आश्चर्य नाही की हे रेस्टॉरंट्स खोऱ्याभोवती उघडत आहेत.
325,मी डझनभर बेगल खरेदी केल्यावर तुम्ही किती पैसे घेणार?,डझन बॅगल्स खरेदी केल्यावर तुम्ही मला नक्कीच वाजवी शुल्क घेणार होता.
326,मला अजूनही माझ्या ड्रंकेन नूडल्सची इच्छा आहे!,येथे असलेल्या ड्रंकेन नूडल्सनी माझी तलफ दाबली.
327,आजकाल क्वालिटी खूप खराब आहे.,आजकाल क्वालिटी खूप चांगली आहे.
328,या महिलेने अशा वृत्तीने सर्विस उद्योगात नसावे.,ही महिला खास तिच्या या उत्तम स्वभावामुळे सर्विस उद्योगात असावी.
329,सर्विस सरासरी होती परंतु खराब खाण्यापिण्याची भरपाई करू शकली नाही .,सर्विस आणि जेवण-पेय दोन्हीही सरासरीपेक्षा वर होते.
330,माझ्या पतीला बारमध्ये वर जावं लागलं आमच्या वाइनची ऑर्डर देण्यासाठी.,माझ्या पतीने थेट टेबलावरून त्याच्या वाइनची ऑर्डर दिला.
331,"पिझ्झा थंड, तेलकट आणि पूर्णपणे सहमत खूप खराब होतं.","पिझ्झा गरम होता, तेलाळा नव्हता आणि चवने खूप चांगला होता."
332,कदाचित त्यांची रात्र खराब होती.,त्यांची एक खराब रात्र असली तरीही ते सर्वोत्तम होते.
333,या स्थळाची सफाई व देखभाल निरंतर कमी आहे आणि सर्विस नकारात्मक आहे!,"त्यांचे ठिकाण स्वच्छ आहे, धावपळी नाही आणि सर्विस उत्तम आहे!"
334,आम्हाला एकाच गोष्ट मिळाली जी गरम होती ती होती कॉफी.,कॉफीसह सर्व काही गरम होते.
335,"म्हणून, ते कचर्‍यात गेलं.","म्हणून, ते पोटात गेले."
336,"हे सर्व सहभागींसाठी लाजिरवाणी झालं, जरी मला वाटत नाही की त्याने हे लक्षात घेतला.",सर्वांसाठी ते मजेदार होते
337,"म्हणून मी माझे टायर ऑनलाईन ऑर्डर केले, दोन दिवसांसाठी अपॉइंटमेंट ठरली.","म्हणून मी माझे टायर ऑनलाइन ऑर्डर केले, सहजपणे अपॉइंटमेंट शेड्यूल केले."
338,"आशेने, मी माझ्यासोबत कोणतेही बेडबग घेऊन जात नाही.",ते ठिकाण स्वच्छ आणि स्वच्छ होते
339,"बीअर खराब नाही, पण जेवण अपेक्षित हवेपेक्षा कमी होतं.",बियर आणि जेवण दोन्हीही खूप चांगले होते.
340,शेवटी जेव्हा ते बाहेर आले तेव्हा ते खराब होतं.,ते बाहेर आले आणि ते खूप चांगले होते.
341,खोट्या जाहिरातीबद्दल बोला म्हणून जाण्यापूर्वी कॉल करा!,त्यांच्या जाहिरातींमध्ये त्यांच्यासाठी नेमके तसेच आहेत जसे दावे केले जातात
342,जेवण खूप खराब नाही पण सर्विस भयंकर,जेवण आणि सेवा चांगली होती.
343,"क्रेब केक, मीठ, बस बाकी काही चव नाही.",क्रेब केक खारट आणि चविष्ट होते.
344,पण कस्टमर सर्विस हे सर्व माझ्यासाठी बिगडावत.,कस्टमर सर्विसने माझ्यासाठी ते केले.
345,"मी आताच बाहेर पडलो, मॅनेजरला तक्रार करण्यासाठी बोलावलं .",मी चालत गेलो आणि मॅनेजरला कौतुक करण्यासाठी बोलावले.
346,मी या जागेबद्दल खूप निराश झालो.,मी या ठिकाणाने प्रभावित झालो.
347,त्यामुळे तू माझा प्रॉब्लेम नाहीस .,मला आनंद आहे की तु माझ्यासाठी कोणतीही चिंता निर्माण करत नाही.
348,"दुर्दैवाने , टूर मार्गदर्शक एक्स्पर्ट नाही आहेत",टूर गाइड तज्ञ आहेत.
349,"पण देवा, मला त्या यूनी ब्लोक्क्ससाठी सोर्स शोधावा लागेल .",मला वाटत नाही की मला त्या युनी ब्लॉक्ससाठी नवीन स्रोत आवश्यक आहे.
350,ती काहीच बोलत नाही आणि निघून जाते.,तीने मला धैर्याने उपस्थित केले.
351,"इतरांनी छोटा रिब हॅश ऑर्डर केले, ते देखील जास्त शिजवलेले आणि कोरडे",शॉर्ट रिब हॅश पूर्णपणे शिजले होते आणि रसाळ होते.
352,स्टाफ कुठेच सापडले नाहीत.,कर्मचारी सतत उपस्थित होते.
353,त्याची चव वितळलेल्या प्लॅस्टिकसारखीच होती आणि तितकीच कठोर सुसंगतता होती.,चव आश्चर्यकारक होती आणि त्यात खूप चांगली एकरूपता होती.
354,इतर वेळी ती चांगली आहे हे महत्त्वाचे नाही.,ती कोणत्याही वेळी चांगली आहे.
355,मी हे मान्य केले आणि तो बिलाची काळजी घेण्यासाठी परत गेला,त्याने स्वतःच बिलाची काळजी घेतली.
356,तुमचे पैसे आणि तुमचा संयम वाचवा.,तुमच्या पैशाची आणि संयमाची किंमत आहे .
357,माझा आणि त्यांचा किती वेळ वाया जातो,माझ्या वेळेचा किती चांगला उपयोग झाला.
358,"दुर्दैवाने, एक माझ्या कुत्र्यासाठी होता आणि एक माझ्या पत्नीच्या कुत्र्यासाठी होता.","सुदैवाने, एक माझ्या कुत्र्यासाठी होता आणि एक माझ्या पत्नीच्या कुत्र्यासाठी होता."
359,अधिक जवळून न पाहण्याचा माझा दोष आहे असं मला वाटत.,मी खूप जवळून पाहिले.
360,सर्व्हर खरेदी करत नव्हता.,सेवकानी मान्यता दिली.
361,मला आज पर्यन्त भेटलेली सर्वात खराब कस्टमर सर्विस .,मला आज पर्यन्त भेटलेली सर्वात सर्वोत्तम कस्टमर सर्विस.
362,या सँडविचच्या दुकानाला काय झाले ते खराब आहे.,या सँडविच दुकानाला काय चांगले घडले आहे.
363,"आणि या कारणामुळे , मी परत येणार नाही.","आणि या कारणास्तव, मी परत येईन."
364,ही शाखा खराब आणखी खराब होत आहे.,ही शाखा चांगली आणि चांगली होत आहे.
365,बारमध्ये खाणे हा एक पर्याय आहे हे सांगण्यास ते अयशस्वी ठरले.,त्यांनी आम्हाला बारमध्ये जेवण करण्याचा पर्याय आहे हे सांगितले.
366,ते कमी रेटिंगबद्दल धन्यवाद बोलू शकतात.,ते तुम्हाला चांगल्या रेटिंगसाठी धन्यवाद देऊ शकतात.
367,मी ते खाल्लंही नाही.,मी ते सर्व खाल्ले.
368,केस कापून मी रडण्याची ही पहिलीच वेळ होती.,हा माझ्या आयुष्यातील पहिलाच वेळ होता जेव्हा मी केशांच्या कटातून आनंदाने रडलो.
369,आमच्या सर्व्हरमध्ये कोणतेही व्यक्तिमत्व नव्हते.,एक मैत्रीपूर्ण सेवक होता ज्याची व्यक्तीमत्व खूप चांगली होती.
370,मी माझ्या सहकार्‍यासोबत नसतो तर मी बाहेर पडलो असतो.,माझे सहकारी आणि मी आमचा वेळ येथे खूप एन्जॉय केला.
371,आरए एक साखळी आहे हे मला माहीत नव्हते.,रा ही एक लोकप्रिय साखळी आहे.
372,"मला खात्री आहे की त्यांना काही दिवस ते बरोबर जमेल, पण आज नाही.",मला खात्री आहे की ते ते रोज बरोबर करतात.
373,आमच्या मुलीचे कॉलेज ग्रॅज्युएशन साजरे करण्यासाठी भयानक रविवारच्या ब्रंचला गेलो होतो.,आमच्या मुलीच्या पदवीसोहळा साजरा करण्यासाठी रविवारीच्या शानदार ब्रंचला गेलो.
374,ही तिसरी वेळ आहे जेव्हा त्यांनी त्या मसाल्याचा घोळ केला.,ते मसाला बरोबर मिळाले
375,"गेम रूम म्हणजे वेळ, शक्ती आणि पैसा वाया जातो.","गेम रूम खूप चांगली होती, किमतीसह बरेच"
376,मी त्याला काही चांगले फीडबॅक ऑनलाइन देईन असेही सांगितले.,मी त्याला असेही सांगितले की मी त्याला ऑनलाइन काही चांगले प्रतिसाद देईन आणि मी ते म्हणतो.
377,मॅनेजर परत आला आणि मला सांगितले की माझी ऑर्डर येत आहे.,"सुदैवाने, व्यवस्थापक परत आला आणि मला माझी ऑर्डर येत आहे असे सांगितले."
378,"खात्री नाही, ती चांगली गोष्ट आहे की खराब?",मी पैज लावतो की ही चांगली गोष्ट आहे आणि खराब गोष्ट नाही.
379,मॅनेजर मारिया एक भयानक व्यक्ती आहे.,मॅनेजर मारिया ही एक उत्तम व्यक्ती आहे.
380,ते इतके चांगले नव्हते की मला तेथून बाहेर जायचे होत.,ते इतके चांगले होते की मी तिथून बाहेर जायचे नव्हते.
381,"आम्ही त्यांना राहुदे सांगितले, आम्हाला थांबायचे नव्हते.",आम्ही त्यांना सांगितले की ते बरोबर आहे आणि आम्ही प्रतीक्षा करायला तयार आहोत.
382,"प्रथम, बारटेंडर एक मूर्ख होता.","प्रथम, बारटेंडर जबरदस्त होता."
